ID_REF,GSM546233,GSM546234,GSM546235,GSM546236
10402997,2.13478,2.18291,2.5474,2.2835
10403000,1.81499,1.78016,1.66538,1.93379
10403003,2.6856,2.35773,2.49611,2.71462
10403006,1.8018,1.76279,1.97938,1.85551
10403009,2.04633,2.02651,1.90656,2.11962
10403011,1.70858,1.57893,1.70105,1.90658
10403013,1.9318,2.096,1.75322,1.85846
10403015,2.97138,2.94332,2.94462,3.05326
10403018,3.61166,3.18839,3.25693,3.36543
10403021,1.99299,1.99299,1.94175,2.08804
10403023,1.72722,1.61144,1.68673,1.77907
10403025,1.68028,1.69525,1.52853,1.54103
10403028,2.28128,2.2611,2.34837,2.17945
10403031,2.14136,1.91315,2.11997,2.21276
10403034,3.69803,3.8151,3.51898,3.44293
10403036,1.49759,1.742,1.596,1.62951
10403038,2.21003,2.14611,2.25861,2.13887
10403041,1.97124,2.14685,2.14339,2.00559
10403043,3.15919,3.17763,3.2528,3.22463
10403046,2.09114,2.23932,2.26212,2.21383
10403048,3.30561,3.31587,3.36157,3.3691
10403052,2.66452,3.05131,3.29425,3.03668
10403054,3.01366,3.22744,3.23054,3.20908
10403057,1.70661,1.94681,1.74159,1.84488
10403060,2.47663,2.50273,2.39383,2.40932
10403063,2.81956,2.72362,2.49045,2.60744
10403066,1.90278,1.49579,1.45903,1.58053
10403069,1.78173,1.56746,1.46808,1.73186
10403071,4.84253,4.41379,4.32137,4.20952
10403073,1.34577,1.71127,1.5,1.71127
10403076,5.5263,5.94423,5.60526,5.58369
10403079,2.87046,3.17829,2.9792,3.05861
10403081,3.66349,3.5393,3.3073,3.48234
10403108,7.82547,7.70061,7.34209,7.45939
10403110,2.93454,3.229,3.03176,3.03176
10403112,2.58991,2.71818,2.7279,2.70527
10403193,4.12244,3.74005,4.1374,4.01812
10403202,2.50952,2.61609,2.72419,2.66148
10403220,2.21801,1.97175,1.94843,1.80227
10403229,3.01996,2.9819,2.97156,3.09625
10403244,4.10877,4.53056,4.03741,4.12299
10403246,4.82959,4.74013,4.50986,4.65729
10403248,1.90584,1.82847,1.77854,2.01723
10403253,8.43606,8.41793,8.48995,8.34769
10403255,3.20451,3.30748,2.88193,3.0776
10403258,8.27388,8.3067,8.47056,8.20065
10403273,7.07193,7.09411,7.33234,7.27149
10403281,3.26534,3.37483,3.34203,3.48681
10403283,1.89701,1.80684,1.7384,1.68436
10403285,2.77752,2.71366,2.6353,2.66597
10403291,9.97371,10.1633,10.3923,10.2157
10403303,7.31821,7.49396,7.78162,7.78948
10403312,7.30628,7.50207,7.35705,7.32524
10403322,10.4799,10.6032,10.5678,10.4905
10403333,1.89611,2.13908,2.07215,1.97035
10403346,8.25684,8.26116,8.29948,8.17325
10403348,2.42655,2.49691,2.38582,2.86389
10403352,4.84993,4.81937,5.0197,4.96693
10403361,6.93237,6.74798,6.85279,6.95982
10403392,2.28891,2.34625,2.13298,2.00447
10403394,3.1048,3.29263,3.29364,3.34149
10403396,2.26447,2.21459,2.15635,2.35834
10403413,7.77068,7.91176,8.56291,8.23359
10403420,2.01629,1.9829,1.92389,2.06231
10403428,7.72291,7.77437,7.74432,7.68398
10403453,5.68345,5.7571,5.51985,5.82322
10403455,5.29624,5.11891,5.41356,5.15063
10403462,5.40702,5.47355,5.68454,5.46229
10403464,2.6159,2.85071,2.9895,2.73831
10403466,6.05714,5.94582,6.22098,6.07016
10403495,1.90911,1.98467,1.8053,1.9372
10403508,10.2671,10.326,10.2192,10.1035
10403511,5.84049,5.6378,6.16811,6.0348
10403558,7.58128,7.63357,8.03395,7.93969
10403577,4.70428,4.57302,4.48161,4.82403
10403579,2.23112,2.17099,1.96324,2.00111
10403584,4.55217,4.67366,4.91739,4.68667
10403604,6.72431,6.68557,7.02191,6.97367
10403658,3.5944,3.3682,3.53361,3.33404
10403664,6.63602,6.6529,6.62938,6.64301
10403680,5.47878,5.59618,5.65325,5.5552
10403706,7.03118,6.98185,7.11769,7.05877
10403716,4.98964,5.00545,5.16058,5.59833
10403722,1.77569,1.96058,1.91444,1.80692
10403727,2.67494,2.45728,2.51133,2.50786
10403743,5.41738,5.18739,6.60449,6.33112
10403748,5.90521,5.80149,5.51647,5.64508
10403750,6.37915,6.70096,6.048,6.27527
10403754,4.91149,4.81529,4.70986,4.8442
10403756,5.60526,5.68454,6.03294,6.03294
10403761,2.35083,2.27148,2.34457,2.32788
10403765,7.51051,7.60232,7.73957,7.47374
10403796,2.11986,2.29304,2.17679,2.11603
10403816,1.44661,1.67323,1.71877,1.61866
10403821,2.27062,2.23542,1.85103,2.07338
10403825,2.24963,2.14048,2.0304,2.33358
10403834,2.11744,2.5423,2.14998,2.36137
10403842,2.59351,2.77466,2.68131,2.68128
10403868,5.0324,5.36133,5.06477,5.17108
10403871,3.07281,3.00846,3.00846,2.93486
10403897,2.21937,2.20409,2.0739,2.25816
10403899,1.91592,1.99564,2.05086,2.05554
10403901,1.66497,1.57024,1.57952,1.53232
10403903,5.62008,5.66139,5.58829,5.53927
10403911,3.24274,2.88381,2.86224,2.98488
10403917,2.2308,2.48271,2.2308,2.33122
10403919,3.16005,3.0411,3.04229,3.06311
10403925,2.61374,2.66061,2.43807,2.58928
10403929,2.77132,2.76906,2.52616,2.37135
10403934,6.30179,6.32327,6.37223,6.33531
10403936,3.10832,2.89192,2.71798,3.00228
10403938,8.07009,7.93744,7.87032,7.94198
10403941,6.33302,5.9088,6.22642,5.91671
10403943,5.33134,5.48641,5.52409,5.22681
10403945,4.02813,4.30509,3.84684,4.30958
10403948,6.36747,6.18829,6.39264,6.28513
10403951,3.20321,3.4781,3.12943,3.09063
10403955,8.49166,8.36625,8.2629,8.30384
10403957,6.6877,6.46692,7.06555,6.86162
10403959,5.9014,5.72001,5.96065,5.92903
10403964,2.13211,2.15404,1.96304,2.37373
10403973,2.79712,3.09818,2.84389,2.94364
10403975,2.48072,2.58993,2.37908,2.56872
10403978,6.42766,6.23318,6.44879,6.40117
10403980,7.19612,7.02651,7.27611,7.20326
10403982,1.85471,1.65613,1.72701,1.9202
10403984,2.06629,2.05894,2.01472,2.02016
10403986,2.29625,2.22433,1.97068,2.14076
10403988,2.46651,2.553,2.51038,2.26031
10403990,1.52135,1.71525,1.55825,1.53341
10403992,1.8592,2.03805,1.98885,1.89355
10403994,1.73865,1.54966,1.88122,1.78657
10403996,1.94344,1.61289,1.70858,1.7783
10403998,1.77631,1.73697,1.80693,1.8286
10404000,1.75681,1.70417,1.70515,1.65803
10404002,1.87539,2.01389,1.70867,1.72666
10404004,3.27491,3.2004,2.96126,3.14666
10404006,2.42935,2.33009,2.61546,2.49528
10404008,2.49549,2.58301,2.51035,2.62114
10404010,1.84275,1.8072,1.76909,1.8072
10404012,1.86611,1.81312,1.8072,1.91174
10404014,1.86732,1.81842,1.89614,1.97503
10404016,2.17634,1.85918,1.92957,1.89123
10404018,1.95991,2.00414,1.93048,1.95991
10404020,2.15848,2.18594,2.03697,2.20346
10404022,2.72904,2.71935,2.57217,2.67572
10404024,2.94626,2.81154,2.42425,2.55118
10404026,8.54338,8.37713,8.29741,8.33973
10404028,6.37712,5.89,6.27169,6.01268
10404030,1.74773,1.71775,1.54705,1.76015
10404033,2.08501,1.87072,2.14133,2.18642
10404036,2.84582,2.81079,3.20347,2.87968
10404038,2.78751,2.46069,2.60643,2.61702
10404045,8.22417,8.09102,7.99712,8.04451
10404049,6.53584,5.74712,6.15562,6.08454
10404051,6.11395,5.47646,6.26031,6.39333
10404053,7.70493,7.98577,8.5883,8.16963
10404055,2.61514,2.52836,2.21619,2.31543
10404059,4.89753,4.90107,5.08287,5.13738
10404061,3.1249,3.08479,2.97427,3.39881
10404063,2.32371,2.24249,2.49974,2.12754
10404065,6.507,5.89583,6.30751,5.99633
10404067,6.77196,6.60922,7.10788,6.96885
10404069,4.75219,4.77878,5.67955,5.31165
10404071,2.6159,2.52191,2.67633,2.50125
10404077,8.91489,8.87085,9.05018,9.02677
10404097,8.28813,8.30713,8.88801,8.82602
10404113,5.41105,5.35892,5.37456,5.50041
10404127,4.39585,4.62303,4.50307,4.52437
10404129,2.49782,2.60108,2.51723,2.67822
10404132,8.38909,8.47804,8.79196,8.6705
10404152,3.81015,4.07988,4.43092,4.35858
10404178,8.84463,8.99769,9.05141,8.92951
10404187,6.77614,7.00976,6.81284,6.54889
10404195,3.97949,4.04893,3.96262,4.10594
10404218,9.49454,9.53456,9.2403,9.13343
10404250,3.75513,3.35021,3.4285,3.61229
10404262,8.61605,8.59062,8.42756,8.21974
10404264,2.77088,2.54591,2.73605,2.69118
10404270,2.15142,1.95088,1.98451,2.02838
10404277,2.12893,1.93813,1.95532,2.01482
10404284,2.30361,1.89073,2.02371,1.87935
10404287,1.97648,2.0484,2.19077,1.94783
10404294,2.21172,2.29641,2.27321,2.20362
10404301,2.33839,2.23544,1.96976,2.23544
10404309,1.83226,1.86097,1.74276,1.86138
10404316,2.17079,2.11271,2.13239,2.12618
10404323,2.32145,2.56705,2.43467,2.56502
10404330,2.32456,2.04747,2.13596,2.11163
10404336,1.95706,1.84932,2.00024,1.91689
10404339,3.05863,3.28341,2.94912,3.04238
10404341,2.72084,2.63268,2.59152,2.77433
10404347,1.95327,1.8947,1.95071,1.69166
10404354,9.95028,9.99623,9.73674,9.6664
10404356,2.31343,2.01553,2.5921,2.48216
10404359,2.92813,2.83445,2.74144,2.90075
10404376,7.82048,7.82922,7.63127,7.62526
10404380,5.97832,6.04636,6.15242,6.13931
10404389,2.29764,2.43846,2.63627,2.33164
10404400,3.09359,2.79496,2.88608,2.86369
10404402,6.06761,5.97003,6.54248,6.52994
10404404,2.69032,2.64931,2.53338,2.63951
10404407,3.07761,3.00717,2.79943,3.00973
10404412,6.98352,6.82551,6.5612,6.49456
10404422,3.8236,3.79902,3.47011,3.44135
10404429,4.32454,4.04964,3.8672,4.02979
10404439,2.54182,2.78927,2.55284,2.62669
10404447,1.97222,2.09701,2.01683,2.08238
10404452,1.94404,1.93166,1.65698,1.88693
10404458,2.14937,2.24363,2.13876,2.04456
10404464,2.10628,2.11064,2.06512,2.20636
10404472,1.9939,1.9939,1.88043,2.11302
10404479,2.02491,2.02491,1.96368,2.1025
10404487,2.46146,2.16283,2.15128,2.31452
10404496,8.23475,8.35979,8.53127,8.28374
10404506,6.09573,6.2731,6.37736,6.44771
10404521,7.80248,7.76778,7.80169,7.65576
10404531,3.93675,3.83726,3.87005,4.01118
10404535,2.46937,2.22329,2.21387,2.30109
10404538,7.09027,7.06574,7.08506,7.07323
10404566,2.47375,2.54204,2.30883,2.25798
10404575,3.86692,3.83009,3.65106,3.73344
10404578,3.09989,3.00816,3.12888,3.15918
10404593,5.18748,5.03954,4.95846,4.99214
10404595,6.29549,6.35497,7.73622,7.64811
10404597,6.2159,6.15236,6.11761,6.0301
10404606,3.63956,3.59266,3.69857,3.70095
10404612,6.11627,6.1562,6.67752,6.61199
10404630,4.88321,4.98644,5.06084,4.93632
10404649,7.02752,6.93202,7.3098,7.28832
10404675,4.42963,4.35089,4.50561,4.38946
10404686,4.91598,5.05323,4.86162,4.97503
10404697,2.67201,2.74404,2.33358,2.70435
10404700,7.77804,7.78167,7.57706,7.9607
10404702,5.72129,5.6143,5.98352,5.86257
10404717,6.4071,6.38681,6.59141,6.61237
10404731,8.17263,8.27261,7.88409,7.89358
10404737,2.10717,2.21216,1.98605,2.39411
10404763,5.7774,5.79364,5.91384,5.83282
10404766,2.69409,2.68032,2.20365,2.73153
10404772,2.87439,2.59385,2.58436,3.06965
10404774,6.09508,6.15408,5.97199,5.77195
10404783,3.54242,3.64787,3.69012,3.41801
10404792,2.8408,2.93626,2.9637,2.97831
10404815,4.7899,4.84296,4.6668,4.4816
10404827,4.79436,5.14225,5.51205,4.90011
10404836,3.46344,3.43981,3.14685,3.29076
10404840,3.43038,3.29603,3.28193,3.30227
10404848,5.33877,5.44075,5.4887,5.41875
10404870,3.37356,3.17458,2.83853,3.12314
10404872,1.94814,2.01802,2.04514,2.16771
10404874,5.15802,5.06972,4.9087,5.07267
10404885,3.596,3.90553,3.49401,3.70438
10404895,3.16098,3.09304,2.90554,3.26232
10404898,2.72603,2.67293,2.67365,2.56692
10404904,4.21406,4.15299,3.9105,4.23884
10404913,3.72468,3.64936,5.08822,5.26724
10404928,7.17313,7.18603,7.29447,7.18965
10404937,2.29683,2.21479,2.17892,2.12001
10404939,2.69107,2.75531,2.67948,2.87243
10404941,6.28361,6.25106,6.38907,6.34833
10404965,6.60026,6.56473,6.38787,6.42277
10404975,3.85436,3.93392,3.69863,3.88152
10404979,2.68178,2.86939,2.54552,2.68812
10404982,4.17645,3.89032,3.68869,3.9782
10404988,4.36956,4.5229,4.30342,4.33752
10404996,7.73069,7.65022,7.56213,7.38262
10405001,5.18531,4.96947,5.14461,5.27079
10405013,3.56847,3.62034,3.95844,3.79561
10405029,1.63457,1.56897,1.54562,1.48002
10405033,2.04163,1.98678,2.01677,1.94141
10405047,2.18208,2.21175,1.98605,1.78559
10405058,2.70494,2.8186,3.00355,2.85009
10405063,2.97913,2.80725,2.62549,2.63532
10405074,5.47025,5.64305,6.16922,5.96965
10405094,7.82464,7.71468,7.66707,7.68579
10405119,2.82508,2.88287,3.04973,3.12371
10405121,3.04917,3.222,3.08104,3.32617
10405123,3.04917,3.222,3.08104,3.32617
10405125,2.81023,2.8931,2.83941,2.71358
10405139,2.11933,2.31127,2.33012,1.95986
10405147,1.95544,1.77564,1.69774,1.70485
10405149,2.12838,1.74175,1.93807,1.89772
10405154,1.93728,1.69678,1.78028,1.87268
10405158,3.32627,2.99307,2.99307,2.95471
10405160,2.41547,2.31878,2.34753,2.47817
10405163,7.36037,7.43828,7.51613,7.44463
10405174,3.13183,3.20566,2.9215,3.13495
10405179,3.36369,3.36369,3.28918,3.19723
10405185,3.90182,4.02696,4.27834,4.00384
10405189,3.43783,3.60821,3.77283,3.55272
10405191,5.43258,5.23306,5.41254,5.42804
10405211,6.8235,7.21116,8.34036,8.29505
10405216,3.53908,3.65456,3.6176,3.65208
10405234,4.36954,4.27076,4.37894,4.19733
10405236,8.64535,8.56462,8.46619,8.46894
10405248,3.62999,3.58851,3.68823,3.69373
10405253,3.47687,3.61959,3.40503,3.56184
10405263,5.23428,5.26629,5.33846,5.32864
10405280,2.96801,3.1256,3.03316,3.27054
10405287,8.47975,8.31281,8.40298,8.40909
10405291,6.61724,6.64976,6.80487,6.62882
10405303,2.13033,2.168,2.09885,2.08333
10405334,3.6543,4.01155,3.58929,3.61886
10405343,3.53261,3.50908,3.77413,3.88268
10405355,3.5431,3.56991,3.4889,3.49551
10405372,3.8588,3.54667,4.01432,3.83551
10405380,6.69463,6.78364,7.20228,6.92631
10405400,7.01817,6.85435,6.99207,6.94292
10405427,9.81539,9.70192,9.64176,9.6271
10405432,4.34948,4.26869,4.27177,4.50176
10405448,3.24091,3.16354,3.05874,3.54766
10405462,3.09427,3.20617,3.19039,3.23022
10405464,5.28768,5.16455,5.20955,5.11431
10405483,4.81544,4.83254,4.47206,4.95658
10405488,6.42727,6.3008,6.50674,6.56582
10405495,4.43508,4.56895,4.41912,4.5236
10405504,5.5318,5.474,5.64879,5.58771
10405511,7.01086,6.96777,7.01535,7.02604
10405535,7.30837,7.3497,7.25537,7.24359
10405539,6.66424,6.5629,6.63575,6.5174
10405545,6.95142,6.8437,6.6455,6.7471
10405552,2.04562,1.94522,1.81427,1.93035
10405563,2.67946,2.97322,2.75763,2.98031
10405566,5.39925,5.12562,4.70347,4.83218
10405576,3.24419,3.17005,3.29746,3.07049
10405585,2.1936,2.11309,2.02534,1.9681
10405587,6.13639,5.76524,6.08331,6.14757
10405605,6.30858,6.13553,6.39225,6.24884
10405619,7.16292,7.34976,7.19935,7.31995
10405626,8.70366,8.80193,8.84336,8.53779
10405628,4.60898,4.37865,4.45354,4.57965
10405633,3.96263,3.9649,4.09044,4.1065
10405662,7.20672,7.31152,6.97275,7.01562
10405686,2.80014,3.33765,2.76055,3.01932
10405691,1.70661,1.63298,1.70481,1.72575
10405693,7.58585,7.47874,7.60734,7.64132
10405725,2.20004,2.20409,2.19469,2.04982
10405727,4.02867,4.45317,4.60225,4.35235
10405729,5.87037,5.86023,6.29287,6.00877
10405731,7.23341,7.08717,7.02972,7.07091
10405733,2.24458,2.14793,2.26408,2.12666
10405739,3.41397,3.74195,3.99667,3.53219
10405741,5.53515,5.35631,5.16507,5.11239
10405743,2.55562,2.61811,2.36593,2.50982
10405745,5.46861,5.47866,5.28068,5.29785
10405747,3.13063,3.14034,2.85215,3.13937
10405749,2.31422,2.36185,1.94054,2.01247
10405751,2.80474,2.60207,2.64526,2.94575
10405753,9.44,9.54274,10.176,10.0349
10405755,4.83889,4.75452,4.93176,4.83824
10405757,4.03588,4.04757,4.01119,3.98736
10405779,5.15674,5.21954,4.49179,4.49551
10405781,4.27323,3.58604,3.17282,2.65067
10405783,3.16015,2.97714,2.91904,3.00882
10405785,4.76657,4.80383,4.85342,4.88932
10405804,4.52982,4.48886,4.42207,4.52982
10405811,7.17586,7.10892,7.08382,7.02775
10405820,3.37885,3.62646,3.19079,3.19079
10405822,4.258,4.24995,3.91629,4.06345
10405833,2.9977,3.25178,2.81764,3.12725
10405835,2.202,2.28578,2.1347,2.12244
10405838,1.66847,1.71157,1.64736,1.66847
10405842,2.25599,2.32915,2.35282,2.57078
10405847,2.11339,1.99263,2.11546,2.0679
10405849,1.62153,1.84789,1.77366,1.732
10405851,3.44329,3.53926,3.30969,3.40178
10405853,5.6119,5.61614,5.79304,5.49828
10405866,4.27246,4.17033,4.06964,4.18654
10405868,5.73343,5.86816,6.00137,5.68151
10405870,2.03341,1.95929,2.02435,2.09274
10405872,1.42193,1.62636,1.50728,1.3594
10405874,5.43602,5.55028,5.76521,5.41791
10405876,2.18771,2.12667,2.1528,2.23121
10405879,2.13228,2.16296,2.15273,2.16296
10405885,1.54549,1.50075,1.47079,1.65261
10405888,5.25704,5.41908,5.65655,5.28614
10405890,9.5857,9.60408,9.53947,9.33613
10405892,3.22621,3.14905,3.1861,3.21046
10405894,7.07778,7.19162,7.42722,7.309
10405911,4.65993,4.68533,4.56901,4.55055
10405916,7.38769,7.33159,7.41594,7.24532
10405918,3.46353,3.42024,4.06114,3.41491
10405924,3.03373,3.1378,3.17249,3.00846
10405927,2.01645,1.95895,2.03064,1.92555
10405929,3.62777,3.52945,3.37992,3.52945
10405931,2.31423,2.33032,2.32871,2.36192
10405935,9.75244,9.61978,9.50094,9.48062
10405938,2.34754,2.19713,2.29311,2.15233
10405942,2.36255,2.12663,2.58939,2.53098
10405948,3.74277,3.72371,3.81624,3.59063
10405950,4.38239,4.76131,4.71656,4.6759
10405964,2.53981,2.79796,2.55121,2.49072
10405969,6.5998,6.67609,6.71829,6.5048
10405971,7.48293,7.38975,7.35361,7.35196
10405994,6.49343,6.54153,6.62267,6.51996
10405999,2.69363,2.93558,2.66701,2.53908
10406003,2.20972,2.29065,2.18388,2.19421
10406005,4.83805,4.82891,4.36322,4.8299
10406017,2.77676,2.84801,2.81602,2.82714
10406024,7.83071,7.81487,7.78564,7.63326
10406026,6.17334,6.16152,6.4215,6.55721
10406031,4.2179,4.2888,4.10226,4.19739
10406050,3.60524,3.21189,3.51548,3.3291
10406067,7.98573,8.08558,8.29059,8.10987
10406086,4.43181,4.39843,4.63746,4.26681
10406108,2.95531,2.70791,2.79763,2.9627
10406111,7.24478,7.08517,7.08637,7.21423
10406139,2.43743,2.4379,2.34625,2.41257
10406141,5.02465,4.89849,4.96071,5.01472
10406159,2.55926,2.49138,2.41747,2.47136
10406171,3.8818,3.86852,3.94852,3.97208
10406176,2.29331,2.26949,2.17631,2.3251
10406193,5.68032,5.78758,5.80912,5.6514
10406198,11.3631,11.307,11.3513,11.2461
10406203,7.42999,7.54249,7.64739,7.49929
10406205,7.76176,7.79836,7.76628,7.66191
10406226,2.03226,1.90096,2.00155,1.65774
10406229,2.39026,2.59143,2.33439,2.43309
10406245,4.08861,4.13841,4.4378,4.32814
10406248,2.70994,2.70994,2.6345,2.70994
10406250,8.32712,8.22565,8.17135,8.01006
10406254,7.10923,7.26734,7.59138,7.45644
10406270,6.81413,6.93478,6.88564,6.74258
10406276,1.92226,1.99727,1.94278,1.94278
10406278,11.3834,11.3887,11.4037,11.3681
10406280,2.47102,2.72219,2.69273,2.54035
10406287,6.13033,6.22023,6.37313,6.28933
10406332,1.63436,1.6605,1.7389,1.70045
10406334,2.57535,2.27369,2.58547,2.49446
10406361,1.80618,1.56253,1.45296,1.70661
10406364,2.91613,2.81444,3.29003,3.08507
10406385,5.65186,5.55859,5.86903,5.66444
10406399,3.38002,3.52421,3.66981,3.76382
10406401,1.18398,1.20157,1.24373,1.24824
10406403,1.86898,1.98871,1.86898,1.9489
10406405,1.62709,1.73981,1.70854,1.53705
10406407,9.6016,9.6111,6.86287,6.53538
10406417,9.17053,8.97203,10.2072,10.1541
10406419,6.38971,6.35188,6.47281,6.37777
10406423,4.86884,4.97923,5.33841,5.15079
10406426,5.34225,5.33376,5.51839,5.38766
10406434,3.25513,3.57312,3.39603,3.36683
10406452,1.90999,1.9846,2.12788,1.9072
10406456,2.36424,2.17766,2.3605,2.04699
10406459,6.30225,6.31115,6.38646,6.49651
10406461,1.82053,1.91115,1.92423,1.77253
10406464,4.22418,4.3922,4.31526,4.31526
10406466,5.62054,5.43444,5.38722,5.44655
10406482,5.77182,5.91919,6.18787,6.11294
10406493,2.04322,1.83053,1.99694,2.05329
10406499,9.65302,9.80322,9.74678,9.53573
10406501,1.76201,1.76201,1.7036,1.82759
10406504,2.46525,2.27515,2.1252,2.07627
10406519,2.23909,2.09102,2.06736,1.93857
10406530,6.94956,7.19185,7.78028,7.50315
10406536,2.37649,2.47001,3.08332,3.10522
10406538,2.41729,2.40277,2.51564,2.3373
10406541,7.81197,7.83092,7.80371,7.82751
10406546,3.23458,3.00274,2.8697,3.03735
10406548,3.25994,3.15637,3.12006,3.2397
10406551,4.85162,4.53386,4.50186,4.60916
10406564,9.3361,9.35079,9.11303,9.05743
10406581,5.30565,5.46593,6.12089,5.73778
10406590,3.7212,3.83187,3.62465,3.97195
10406598,7.69986,7.69285,7.67079,7.65127
10406614,5.50564,5.41072,4.79355,4.80554
10406622,3.17141,3.0453,2.77295,2.82419
10406626,4.89381,5.29112,6.04264,5.89598
10406646,10.0859,10.1805,10.2409,10.1323
10406663,5.36905,4.93065,5.34703,5.30158
10406672,5.01058,4.98728,5.03586,5.04926
10406676,4.65551,4.58837,4.45068,4.46934
10406681,7.14241,7.24705,7.15567,7.15374
10406710,7.61884,7.69422,7.86132,7.65664
10406714,5.11223,5.22142,5.06853,5.20838
10406718,6.52485,6.52935,6.41281,6.3547
10406733,3.8324,3.92915,3.95489,3.88256
10406736,2.83818,2.87756,2.65693,3.01252
10406740,1.89967,1.83021,1.86914,1.87593
10406742,3.89673,3.69198,3.94005,3.86424
10406757,7.67414,7.60525,7.83695,7.86306
10406777,3.20726,3.20531,3.31338,2.94857
10406782,2.35676,2.33486,2.2914,2.37349
10406795,6.88103,6.93648,7.28998,7.18032
10406817,5.38291,5.18153,4.81212,5.03809
10406823,2.3873,2.22205,2.06574,2.16584
10406825,4.3367,4.31746,4.40041,4.38548
10406838,3.16287,3.14705,2.9857,3.08231
10406843,3.63003,3.83978,3.55218,3.92963
10406845,2.55819,2.49111,2.17894,2.39573
10406849,1.71616,1.7102,1.69213,1.71297
10406852,6.16808,6.39284,6.53329,6.18647
10406854,8.60861,8.74671,8.68143,8.48479
10406856,2.865,2.91384,2.94114,2.91831
10406859,4.36064,4.15834,4.13055,4.03437
10406865,5.10666,5.05987,5.57791,5.21852
10406877,4.15359,4.24683,4.31944,4.48424
10406881,3.98166,4.0171,4.46503,4.04901
10406896,1.44149,1.66627,1.67016,1.77251
10406898,5.16189,4.97584,5.61498,5.29685
10406905,4.04934,4.26283,4.28583,4.38516
10406918,1.79195,1.9652,1.88834,1.80778
10406928,2.66525,2.54504,2.4973,2.8263
10406934,3.32323,3.02165,2.83342,3.044
10406937,1.70607,1.70654,1.80921,1.69281
10406939,9.15406,9.2975,9.25076,8.99622
10406941,3.28243,3.15974,3.56738,3.32339
10406953,5.55349,5.3889,5.81149,5.75011
10406968,2.23527,2.32362,2.3148,2.14451
10406982,2.64793,2.64795,2.75249,2.76987
10407012,5.46978,5.58664,5.88984,5.51508
10407022,1.71614,1.67216,1.78136,1.9053
10407024,2.22215,2.33859,2.18824,2.34275
10407034,2.74172,2.85748,2.68962,2.83733
10407038,1.37188,1.41409,1.40829,1.3828
10407040,4.50638,4.57092,5.08568,4.86768
10407042,3.70053,3.35375,4.02779,3.61591
10407049,2.49278,2.41534,2.49278,2.344
10407051,2.42196,2.48662,2.68282,2.536
10407053,4.47379,4.45954,4.80276,4.79872
10407057,2.82421,3.11519,3.24063,2.82347
10407072,2.90531,2.50425,2.65233,2.6312
10407081,2.79146,2.8904,2.79933,2.87311
10407097,4.7405,4.80889,4.83774,4.81356
10407120,8.32765,8.38232,9.29006,9.18222
10407122,2.27445,2.0904,2.24064,2.14321
10407124,2.90656,3.01537,3.01765,2.94171
10407126,5.71372,5.59837,6.22073,6.01905
10407141,2.72527,2.60012,2.73838,2.73838
10407145,5.86269,5.69695,5.55433,5.4761
10407159,4.86382,5.16323,4.22764,4.20244
10407173,8.42512,8.38871,8.46549,8.36856
10407192,4.97194,5.12665,5.20225,5.2471
10407209,3.90454,4.14773,4.08274,4.14657
10407211,5.18404,5.09412,5.07692,4.87329
10407222,5.3783,5.47686,5.62302,5.67798
10407251,3.32916,3.39082,3.17886,3.29797
10407255,3.45165,3.40931,3.33137,3.08184
10407262,3.50516,3.74397,3.62302,3.77169
10407274,2.59363,2.9862,2.47244,2.85561
10407276,3.31039,3.34562,3.00023,2.93569
10407278,2.62913,2.46555,2.41783,2.33265
10407281,2.32447,2.37774,2.25972,2.42534
10407286,2.74169,2.52673,2.34782,2.52673
10407291,4.65069,4.45778,4.94005,4.76937
10407300,2.37378,2.57921,2.47533,2.57315
10407307,7.78203,8.00146,7.93178,7.86455
10407316,5.12755,4.97195,4.92444,5.01321
10407319,6.97803,7.16468,7.24665,6.88612
10407321,2.06751,1.93053,1.90301,2.09245
10407325,6.73146,7.15908,7.39324,6.99733
10407327,2.41021,2.07586,2.39094,2.13669
10407337,2.06804,2.31577,2.16894,2.21437
10407346,2.9264,2.82742,2.88567,3.0324
10407348,3.17479,3.18158,3.15857,3.13235
10407350,2.18166,2.24718,2.189,2.22082
10407356,5.54017,5.43872,5.1008,5.43706
10407358,7.20968,7.36779,7.4534,7.09707
10407370,6.19467,6.54794,5.70467,5.723
10407387,6.43863,6.6172,6.20592,6.13057
10407390,5.37608,5.20189,5.02279,4.66173
10407392,5.62367,5.67255,5.96288,5.86309
10407416,2.1396,2.38608,2.27618,2.32577
10407420,5.49925,5.56589,5.66604,5.61485
10407431,2.6879,2.6391,2.69147,2.37876
10407435,2.1147,2.216,2.26081,2.44238
10407445,6.41888,6.49694,6.60139,6.45007
10407454,2.06064,2.01767,2.01767,1.97398
10407456,9.24832,9.28395,9.53668,9.51585
10407467,6.07789,6.23842,6.46574,6.0536
10407481,3.47922,3.32627,3.27797,3.30335
10407507,8.2873,8.34099,8.41147,8.04582
10407509,2.36849,2.62491,2.54283,2.45765
10407511,6.89059,7.05853,6.94429,6.84974
10407513,5.51154,5.59716,5.69572,5.69758
10407533,3.45038,3.4268,3.53151,3.46599
10407535,9.1465,9.1847,9.0323,8.90513
10407537,2.35595,2.16531,2.1972,2.36467
10407543,6.97864,7.07411,7.35499,7.22598
10407563,2.35799,2.45707,2.24204,2.23106
10407568,3.22534,3.21945,3.25933,3.14973
10407570,7.12128,6.99107,7.21705,7.26343
