ID_REF,GSM546233,GSM546234,GSM546235,GSM546236
10374621,6.93477,7.03358,7.26822,7.23851
10374704,2.14684,2.06496,2.18482,2.14551
10374706,6.26147,6.4367,6.40292,6.35259
10374727,3.33384,3.56125,3.50125,3.13426
10374739,1.54303,1.72378,1.63082,1.67652
10374744,2.79308,2.87526,2.84996,2.77412
10374746,5.09104,5.05181,5.19267,4.94931
10374762,3.32627,3.20124,2.73838,3.23987
10374764,11.078,11.0541,11.0655,11.0804
10374767,3.27761,3.32867,3.06921,3.15618
10374769,4.74527,4.99179,4.66857,4.87952
10374771,1.94247,2.06908,1.92939,1.92616
10374773,2.55578,2.29242,2.28484,2.50712
10374775,1.91681,1.84434,1.68783,1.77451
10374777,5.21367,5.27155,5.58967,5.4822
10374790,1.83127,1.87985,1.98605,2.06612
10374793,5.62652,5.87497,6.0077,5.95344
10374821,6.45094,6.75815,6.78008,6.55167
10374840,2.42241,2.56177,2.74975,2.49201
10374842,2.73838,2.65372,2.60541,2.76231
10374880,6.68295,6.92793,7.1408,7.13973
10374895,1.79867,1.72794,1.91169,1.75817
10374908,5.55188,5.41869,5.81932,5.69754
10374929,2.5909,2.41444,2.49192,2.65516
10374931,5.48921,5.49932,5.03881,5.49668
10374934,8.10417,8.27149,8.35932,8.2682
10374983,5.00006,4.96568,5.1046,5.11662
10374998,3.62179,3.4386,3.32221,3.47054
10375002,7.53872,7.54128,7.60424,7.55396
10375014,2.64501,2.70621,2.5952,2.5952
10375019,2.9767,2.73484,2.73173,2.85874
10375027,5.08545,5.65331,5.44514,5.24645
10375031,4.79444,4.73906,4.79478,4.77862
10375038,4.0859,4.20225,4.0263,4.02745
10375044,1.80845,1.6283,1.66403,1.66403
10375046,3.69271,3.7057,3.70596,3.89835
10375051,10.0233,9.9456,10.8232,10.6773
10375055,2.52232,2.41452,2.20045,2.73838
10375058,9.41305,9.36101,10.38,10.1154
10375062,1.7923,2.00537,1.93199,2.1094
10375065,3.50468,3.44086,3.4255,3.36921
10375079,5.00014,5.01752,4.98737,5.15369
10375083,3.95895,3.43775,3.62565,3.74324
10375103,6.15217,6.06613,6.15545,6.19279
10375121,5.20101,6.35421,6.80079,6.82243
10375123,5.13321,6.189,6.58051,6.56952
10375125,6.81048,7.02237,6.94254,6.94169
10375127,3.01678,3.01953,2.78672,3.10853
10375129,2.95455,2.86897,2.76451,2.88912
10375137,2.80542,2.75524,2.42192,2.75139
10375145,3.78405,3.90666,4.04289,3.87101
10375167,2.74927,2.69938,2.84694,2.66146
10375173,1.15124,1.27908,1.46078,1.2039
10375175,3.28411,3.77514,3.28314,3.70329
10375214,3.00429,3.0917,2.77736,3.31038
10375216,7.55597,7.50989,7.59193,7.39163
10375225,2.29736,2.08681,2.28506,2.23491
10375227,1.61027,1.44025,1.63078,1.72499
10375229,5.2323,5.57843,5.22317,5.26957
10375232,3.29722,3.39789,3.47387,3.49326
10375234,6.78826,6.77601,7.17236,6.94968
10375240,10.1766,10.2688,10.3261,10.1815
10375242,3.96074,4.14336,4.08772,3.91289
10375245,2.97994,2.82171,2.71438,2.93874
10375259,1.76493,1.87985,1.83692,1.98468
10375261,1.84491,1.87666,1.88859,1.84491
10375263,1.67343,1.78422,1.67164,1.59135
10375265,2.67395,2.73615,2.49629,2.85408
10375290,5.96075,6.06816,6.39357,6.05269
10375307,3.4511,3.46752,3.31955,3.46752
10375313,2.73838,2.44149,2.37488,2.56398
10375322,2.96324,2.88567,2.73676,2.81773
10375324,2.73021,3.08087,3.74782,2.82905
10375326,5.80392,5.89342,5.83434,5.56808
10375331,3.24922,2.9991,2.73498,3.04973
10375341,1.8706,1.8072,1.85088,1.79264
10375343,5.62748,5.57432,5.83116,5.94184
10375358,2.44911,2.61841,2.35014,2.38774
10375360,3.02502,2.99768,2.94817,2.8195
10375380,5.76749,6.63994,5.6683,5.56388
10375382,7.32065,7.36966,7.5617,7.48493
10375396,2.28713,2.48174,2.15686,2.23879
10375402,2.98646,2.99952,2.75025,2.9915
10375432,2.27152,2.50853,2.29976,2.50661
10375436,2.67941,2.75944,2.49446,2.78752
10375439,5.47576,5.47576,5.70088,5.72363
10375443,2.40523,2.53007,2.48933,2.2341
10375454,2.00753,2.19748,1.90867,2.02465
10375461,8.3568,8.40599,8.54696,8.21793
10375463,3.22289,3.32611,3.56222,3.42161
10375472,4.3326,4.35113,4.78895,4.75061
10375483,8.69771,8.90267,9.00867,8.79163
10375485,4.62515,4.40329,4.58491,4.5619
10375487,9.29195,9.2724,9.07612,8.91343
10375497,3.15809,3.57053,3.79728,3.57053
10375499,3.59127,3.43879,3.66821,3.27638
10375501,4.12824,4.31892,4.39041,4.33016
10375503,4.12294,4.14514,3.79335,3.64856
10375515,2.90818,3.03528,3.07571,2.969
10375525,3.62137,3.41113,3.05779,3.1629
10375527,3.39835,3.65885,3.35912,3.52515
10375529,4.88134,4.94061,5.00558,4.72974
10375537,6.21412,6.17007,6.05393,6.08594
10375543,3.64942,3.40831,3.36369,3.40323
10375545,2.4224,1.9659,2.18557,2.34756
10375547,2.98303,2.78585,2.92474,2.92474
10375549,2.38405,2.38857,2.28688,2.34203
10375551,3.42979,3.5741,3.33798,3.55071
10375553,2.88603,3.04387,2.86433,2.90193
10375557,3.05728,3.08108,2.72062,3.14075
10375559,1.7877,1.56356,1.58288,1.56356
10375561,2.41962,2.22795,2.23923,2.16269
10375563,2.75078,2.54896,2.34499,2.42406
10375565,2.50831,2.28869,2.10651,2.20497
10375567,2.46272,2.31107,2.40776,2.80159
10375570,2.90232,3.18087,2.87939,3.17349
10375572,1.80022,1.87985,1.91174,1.99137
10375574,2.24853,2.32621,2.1596,2.23844
10375576,2.81062,2.91514,2.69917,2.86705
10375578,5.29259,5.12738,5.49788,5.27508
10375608,3.03086,2.92333,2.78099,3.05636
10375614,2.93535,3.08592,3.01932,3.06433
10375634,6.51958,6.67065,7.0494,6.96443
10375650,3.03591,2.96949,2.65743,2.95244
10375667,8.04486,8.14893,8.09528,8.15804
10375677,1.98588,2.00982,1.74237,1.80216
10375679,6.3473,6.18018,6.4733,6.42434
10375704,6.07663,6.06068,6.03186,6.06056
10375713,5.32168,5.29826,5.78077,5.34886
10375730,2.18369,2.42285,2.1706,2.2409
10375732,5.43189,5.41296,5.03547,5.24799
10375735,7.89735,7.88334,8.01069,7.83441
10375751,3.91207,4.03678,3.8586,4.05646
10375774,3.1694,3.05755,2.98407,3.12127
10375787,2.1898,2.20601,2.15202,2.10542
10375789,2.68429,2.4165,2.25326,2.35861
10375791,2.56614,2.56668,2.31784,2.66015
10375793,2.19086,2.28933,2.21501,2.28565
10375795,2.25458,2.11075,2.20551,2.36095
10375797,3.41063,3.18764,2.85716,3.10934
10375799,3.39829,3.35243,3.29946,3.09418
10375807,2.40851,2.19384,2.00699,2.37488
10375811,2.96184,3.12084,3.14077,3.03835
10375815,1.74847,1.60153,1.61662,1.60153
10375817,2.11017,1.95462,2.20107,1.99648
10375820,7.87892,7.99984,7.82119,7.89287
10375838,5.00905,4.66373,4.5821,4.87338
10375864,5.59382,5.56869,5.50852,5.52373
10375880,6.3417,6.27299,6.56081,6.40387
10375886,4.78858,4.72962,4.20702,4.79965
10375893,10.2167,10.2169,10.2276,10.2154
10375901,2.92265,2.94083,2.77589,3.04046
10375903,6.54301,6.47823,6.95592,6.68472
10375909,2.57334,2.61259,2.61259,2.35573
10375926,9.0935,9.0658,9.25334,9.2456
10375935,8.01616,8.18155,8.68238,8.32464
10375941,8.24211,8.25085,8.17819,8.03741
10375951,8.62728,8.57428,8.41404,8.41404
10375956,3.0111,3.09246,3.03681,2.92618
10375973,5.66823,5.78664,6.15053,5.82904
10375975,2.76375,2.6934,2.89412,2.79059
10375980,7.91438,8.01289,8.1137,7.94532
10376002,2.71258,2.90082,3.23779,3.43867
10376004,3.05299,2.65377,3.14496,3.01605
10376007,5.98203,5.95625,5.5784,5.76501
10376017,2.56878,2.58929,2.58416,2.5604
10376019,2.46477,2.38592,2.25988,2.14217
10376021,3.71514,3.72342,3.74627,3.52773
10376033,3.37311,3.17446,3.47765,3.08934
10376052,2.58108,2.67281,3.28684,2.54821
10376054,2.22198,2.1034,1.98024,2.24411
10376060,5.64614,5.51079,5.06003,5.13456
10376074,4.28891,4.15651,3.88052,3.90493
10376092,4.85901,4.93982,4.57851,4.66551
10376094,6.40816,6.47811,7.05405,6.71061
10376096,2.94613,2.92821,2.71493,2.84692
10376127,1.97243,1.99572,1.78479,1.96038
10376142,6.04833,5.95966,6.1286,5.80088
10376144,7.47767,7.48421,7.14635,7.10005
10376163,5.59626,5.59995,5.67313,5.47648
10376196,7.9173,8.10894,8.04522,7.96106
10376201,3.11847,3.15109,2.65312,3.01922
10376208,8.27242,8.22322,8.63376,8.46477
10376216,5.55131,5.4639,6.05992,5.87151
10376230,6.19108,6.28786,6.6418,6.48436
10376239,3.52967,3.75464,4.09084,3.7124
10376241,2.25741,2.461,2.37334,2.46887
10376243,2.00833,2.02779,2.14911,2.16589
10376245,2.52158,2.70926,2.7267,2.48574
10376263,5.69111,5.74706,5.54083,5.70615
10376269,4.14377,3.97915,4.41686,4.27821
10376283,2.93673,2.8913,2.79465,2.74922
10376285,4.9923,4.83029,5.10586,4.81505
10376292,7.52617,7.57168,7.62227,7.7085
10376312,7.15493,7.43658,7.30738,7.18309
10376314,7.03469,7.03265,6.9889,6.94993
10376320,3.56025,3.61629,3.95022,3.55385
10376324,3.31921,3.28611,3.26018,3.65262
10376326,5.78409,5.64635,5.81255,5.90091
10376332,2.85415,2.89605,2.5842,2.84462
10376339,4.55767,4.70787,4.50011,4.69283
10376358,5.1931,5.30086,5.0844,5.00449
10376366,2.69125,2.55069,2.47778,2.52505
10376374,2.19913,2.03458,1.75867,1.88548
10376376,2.07791,1.94806,1.90878,1.98734
10376383,2.12676,2.13192,2.07857,2.12062
10376392,1.70297,1.78111,1.6352,1.90519
10376394,2.71596,2.81261,2.43342,2.81261
10376396,3.53985,3.28923,3.15437,3.16647
10376402,3.84613,3.69572,3.33857,3.87796
10376404,2.49347,2.76043,2.46874,2.68098
10376406,2.51323,2.47788,2.35611,2.48231
10376408,2.6305,2.39325,2.45942,2.40249
10376410,2.80331,3.05957,2.77722,2.78893
10376412,4.51575,4.73186,4.65138,4.64403
10376414,2.71122,2.47917,2.48863,2.52509
10376416,2.28462,2.7565,2.3296,2.31247
10376418,1.86482,1.85947,1.69759,1.91174
10376420,2.48126,2.25851,2.06629,2.16458
10376425,3.35425,3.38492,3.19548,3.02456
10376427,3.35613,3.44018,3.14709,3.21622
10376434,2.69655,2.76326,2.60224,2.7738
10376444,3.33564,2.93718,2.96635,3.06423
10376446,3.80754,3.64727,3.54262,3.66283
10376455,4.4478,4.30054,4.30101,4.4009
10376459,4.08591,4.21861,3.93345,4.11886
10376461,5.62618,5.73875,5.42211,5.31815
10376468,4.5459,4.46762,4.2874,4.2098
10376474,6.0075,6.06424,5.93954,6.03331
10376482,5.1575,5.35459,5.18176,4.96673
10376490,4.17548,4.25613,4.15642,4.22467
10376496,4.73373,4.75596,4.62849,4.49246
10376507,3.88493,3.88493,4.05011,3.76135
10376513,2.51758,2.39054,2.56579,2.28748
10376532,2.62317,2.60262,2.40375,2.44132
10376534,6.69759,6.55669,6.65414,6.529
10376555,3.20463,3.02315,3.15309,3.28896
10376557,4.90605,4.99487,4.7777,5.0414
10376564,4.7161,4.57647,4.36412,4.39065
10376568,4.61439,4.94083,4.52228,4.76898
10376577,1.95175,2.00508,2.01021,2.01021
10376579,2.33025,2.65488,2.43083,2.48603
10376596,6.71493,6.79464,7.15199,7.08498
10376603,6.01997,5.75222,5.91031,5.63278
10376615,2.89153,3.02182,2.81464,2.74642
10376685,8.06355,8.0163,8.21242,8.15008
10376690,3.95219,3.85998,3.89452,3.92763
10376715,5.18688,5.16836,5.19356,5.19155
10376721,5.86968,5.94411,5.9571,5.87101
10376726,6.04564,6.01692,6.1049,6.09043
10376733,6.8605,6.64742,6.66515,6.53066
10376747,2.81273,2.69065,2.55733,2.76049
10376755,3.32553,3.36467,3.18285,3.29237
10376765,2.99368,2.97669,2.78974,3.0123
10376778,3.23907,3.14184,2.91801,3.18165
10376787,3.41211,3.40665,3.25026,3.39829
10376796,3.46353,3.96968,3.7325,3.95823
10376803,2.856,2.93918,2.9715,2.98351
10376813,3.66487,3.60649,3.50288,3.62384
10376832,3.80777,3.65676,3.6816,3.8066
10376839,6.12605,5.94151,6.03421,5.91208
10376854,4.2028,4.38537,4.06009,3.72346
10376864,10.7835,10.7827,10.8071,10.6698
10376868,3.05321,2.8846,2.89841,2.8284
10376885,5.90855,5.98643,5.94302,5.94533
10376887,3.85356,3.58156,4.0852,4.09408
10376889,3.7202,3.82135,3.43627,3.72431
10376895,2.03171,1.88168,1.98305,1.83976
10376897,2.14084,2.20677,2.01379,2.28184
10376899,3.23825,3.36361,3.47989,3.48216
10376912,2.61449,2.52998,2.55073,2.70449
10376929,6.7159,6.64981,6.87651,6.84369
10376938,2.19002,1.91785,2.02479,2.06749
10376941,2.5481,2.40586,2.1458,2.19358
10376950,5.55232,5.24071,5.17463,5.24042
10376956,2.84818,3.06718,3.44939,3.05559
10376959,6.40158,6.32554,6.3979,6.50252
10376986,3.67946,3.76694,3.72613,3.67828
10376988,2.88919,2.74756,2.68725,2.81535
10376998,3.39495,3.45076,3.12751,3.19536
10377001,6.31863,6.26195,6.08434,6.15933
10377010,5.43454,5.33666,5.5688,5.3332
10377018,2.54365,2.51191,2.40724,2.35943
10377055,2.73838,2.74177,2.54951,2.76985
10377087,2.96645,2.56326,2.54186,2.33729
10377117,2.89474,3.06142,3.07391,2.88036
10377148,3.24574,3.22216,3.27542,3.50745
10377181,2.21801,2.23002,2.20195,2.23815
10377215,4.58246,4.47729,4.25342,4.31659
10377235,2.46623,2.37755,2.07589,2.40468
10377240,3.47075,3.31998,3.15208,3.38499
10377245,3.51172,3.40884,3.06116,3.31297
10377253,3.67618,3.46741,3.27927,3.48335
10377255,4.75992,4.7777,4.97688,4.78541
10377265,3.42929,3.37199,3.11384,3.41192
10377286,4.08799,3.87666,3.75242,3.96307
10377308,3.65123,3.39286,3.14643,3.30185
10377310,2.9365,2.9644,2.86558,2.97672
10377319,5.54649,5.35742,6.0036,5.86722
10377364,3.37761,3.48681,3.40174,3.61151
10377368,5.94159,5.76932,5.83625,5.93862
10377372,3.46388,3.30375,3.49251,3.38975
10377380,4.92827,4.84725,5.23277,5.25919
10377405,3.68527,3.60814,3.5197,3.55625
10377416,4.52291,4.20052,4.55365,4.8387
10377418,2.70256,2.48894,2.60417,2.60641
10377429,2.3902,2.33844,2.1752,2.13958
10377431,6.2714,6.07301,5.95402,6.01625
10377439,5.61063,5.62794,6.19188,5.97583
10377467,4.80097,4.8381,4.73422,4.85274
10377473,2.39234,2.50232,2.23639,2.62558
10377490,3.08802,2.86701,2.88819,2.90247
10377508,6.20545,6.29935,6.35559,6.14925
10377516,2.89386,2.74705,2.56957,2.87286
10377534,3.50126,3.72668,3.79728,4.06344
10377537,3.79347,3.88433,3.90782,4.21186
10377541,6.16992,6.26203,6.16962,6.20271
10377547,3.12666,3.19798,2.88878,2.93924
10377550,5.54656,5.62162,5.79494,5.58277
10377560,5.56692,5.33692,5.6664,5.64955
10377569,6.0366,5.9542,6.10855,5.99755
10377588,3.92519,3.97649,3.63445,3.87567
10377593,4.4997,4.37935,4.35407,4.29931
10377603,4.8222,4.68764,4.40321,4.43339
10377605,5.60345,5.57657,5.99493,5.74878
10377612,4.78692,4.78692,4.81352,4.78692
10377622,5.42959,5.39368,4.93356,5.06449
10377652,5.60194,5.72388,5.915,5.83929
10377662,4.32708,4.18087,3.87718,4.01882
10377673,3.18709,3.04245,2.81724,3.27413
10377681,6.43312,6.25941,6.50246,6.39993
10377689,9.44217,9.44464,9.38274,9.33984
10377695,4.37026,4.58307,4.80254,4.56572
10377704,3.98301,3.93676,3.72805,4.07823
10377725,3.35825,3.22174,3.15899,3.40439
10377751,9.1935,9.1203,9.09081,8.96651
10377763,8.01253,7.89365,7.94046,7.9738
10377774,2.94432,2.88684,2.99196,2.99196
10377782,2.06744,2.235,2.01159,2.13351
10377790,4.0879,4.15749,4.42012,4.07585
10377800,3.06885,3.02361,3.09391,3.21905
10377802,3.15416,3.35146,2.94881,3.14901
10377804,5.33247,5.40979,5.3389,5.25433
10377822,5.38282,5.40139,5.47036,5.22564
10377826,3.58481,3.3143,3.15741,3.33188
10377841,3.51959,3.72617,3.56116,3.59288
10377847,7.13503,6.98067,7.18893,7.14253
10377851,8.44906,8.61796,8.52729,8.56474
10377859,4.38698,4.39619,4.27992,4.16239
10377889,6.44112,6.21364,6.61921,6.41867
10377924,2.30159,2.49446,2.33472,2.64122
10377927,7.17948,7.1681,7.21315,7.00588
10377938,4.28609,4.16198,3.88177,3.57082
10377953,7.43405,7.42655,7.5762,7.41155
10377982,5.74632,5.97855,6.10182,5.91121
10377984,3.8859,3.81069,3.42881,3.72932
10377987,6.43213,6.46777,6.66298,6.52005
10378013,5.10816,5.01245,4.8609,4.66852
10378024,5.33383,5.38908,5.75861,5.63007
10378030,2.47722,2.36137,2.34288,2.3897
10378038,3.18208,3.21362,3.09763,3.2952
10378053,3.02,3.44197,3.2818,3.19337
10378059,8.15455,8.14029,8.48844,8.3645
10378065,3.16013,3.07468,2.96612,3.11883
10378068,2.91908,3.11285,3.14539,3.1712
10378078,2.30591,2.41268,2.39387,2.41419
10378082,4.43338,4.53063,4.77637,4.65381
10378088,6.45544,6.37525,6.59847,6.34889
10378114,6.57056,6.56924,6.58366,6.48467
10378126,6.34363,6.16884,6.39987,6.34363
10378154,6.46146,6.48759,6.55054,6.43594
10378214,2.27147,2.20947,2.15891,2.02016
10378216,3.20619,3.08719,2.64297,3.19178
10378240,2.48677,2.54947,2.49336,2.8565
10378253,2.83344,2.52596,2.49741,2.69688
10378271,6.08424,6.07762,6.17898,5.90464
10378286,3.4631,3.3077,3.32764,3.47203
10378319,3.38199,3.44433,3.40361,3.40361
10378334,5.98876,6.15752,6.43116,6.43129
10378341,5.88853,5.98335,6.22725,6.21657
10378349,2.56484,2.68779,2.70638,2.75853
10378367,3.07525,2.78631,2.8575,2.98364
10378385,4.50486,4.65521,4.96053,4.58136
10378395,2.82049,2.73181,2.67922,2.72656
10378397,2.33066,2.01296,2.12703,2.34712
10378399,2.37576,2.18029,2.03213,2.26953
10378401,3.52453,3.42378,3.55154,3.62013
10378403,1.96741,1.89252,2.05472,1.80578
10378407,2.07034,2.27232,2.24648,2.69254
10378409,1.58436,1.52263,1.50009,1.6053
10378413,2.08217,2.10286,2.00851,2.08217
10378415,1.78188,1.89954,1.80917,1.83432
10378417,2.07655,2.09025,1.98067,2.00387
10378420,2.04862,2.06663,2.00472,1.90982
10378424,1.99021,1.95891,1.76785,2.23786
10378427,4.43593,4.29599,3.8982,4.4802
10378429,2.5112,2.43138,2.2814,2.69505
10378432,2.42188,2.47125,2.40297,2.39755
10378434,2.30718,2.11923,1.98891,2.09445
10378436,1.79087,2.13191,1.74154,2.0757
10378438,4.38304,4.09582,4.31752,4.04394
10378440,2.24882,2.56719,2.56719,2.95691
10378443,2.88364,2.74047,2.76598,2.91139
10378445,4.54672,4.43952,4.22083,4.40974
10378453,9.03973,8.98547,9.04636,9.04758
10378482,5.38376,5.47474,5.72769,5.58036
10378497,4.85873,4.89695,4.62473,4.6534
10378508,6.50392,6.59812,6.63079,6.64134
10378523,6.2466,6.27056,6.07485,5.9795
10378545,4.86453,4.67077,4.60277,4.80737
10378547,3.11688,3.31435,2.88946,2.86103
10378549,5.45274,5.62118,5.48903,5.47211
10378555,3.39439,3.29205,3.28914,3.70065
10378568,4.66997,4.84671,4.74614,4.18222
10378570,5.68244,5.79744,5.65124,4.99025
10378572,8.7136,8.6373,8.72356,8.66312
10378579,8.54158,8.52753,8.65262,8.55022
10378627,6.24176,6.24835,5.93054,5.70909
10378637,5.32952,5.17914,4.83304,5.06827
10378649,4.25415,4.10116,4.34406,4.39169
10378668,7.78872,7.88455,7.95031,7.80896
10378681,6.21829,6.27832,5.94568,5.93093
10378697,5.9373,5.76192,5.89496,5.78853
10378732,6.91505,6.93225,7.07238,6.9534
10378739,9.19752,9.24072,9.44139,9.27146
10378749,4.49418,4.39902,4.20676,4.2239
10378754,4.31844,4.41403,4.25702,4.363
10378763,2.94212,2.89066,2.93564,3.03721
10378765,2.19691,2.16195,2.07577,2.19099
10378768,4.64485,4.55046,4.72413,4.64485
10378774,3.97706,4.23878,4.53907,4.18865
10378781,3.83495,4.10169,4.26364,4.16184
10378783,9.19105,9.01651,8.99225,8.83373
10378785,3.87839,3.69272,3.75681,3.811
10378787,2.99132,3.1715,3.10462,3.00556
10378793,2.79415,2.92491,2.7802,2.83654
10378802,6.91119,6.8592,7.27055,7.14663
10378816,3.30893,3.24541,3.14897,3.18431
10378833,5.3287,5.78037,5.61894,5.57495
10378848,9.43609,9.48844,9.95344,9.86236
10378855,3.34186,3.43335,3.76335,3.24239
10378857,3.7426,3.62973,3.52643,3.80273
10378870,5.16584,4.97581,4.90447,5.0198
10378893,6.40069,6.62637,6.12177,5.96874
10378902,6.47338,6.26783,6.39303,6.34393
10378909,4.46937,4.07128,4.19759,4.00456
10378914,6.4744,6.31099,6.43673,6.39793
10378964,3.66784,3.78902,3.5782,3.64928
10378988,6.29251,6.25009,6.26834,6.13225
10379006,3.62165,3.61476,3.43867,3.53932
10379013,5.46021,5.39533,5.49348,5.21954
10379026,1.57129,1.498,1.57469,1.5258
10379028,2.12615,2.0912,2.00495,2.32814
10379030,5.7769,5.83744,5.84827,6.03751
10379034,7.27624,7.17198,6.81938,6.81556
10379044,4.1913,3.9505,3.97623,4.00248
10379060,4.3879,4.30926,5.89564,5.91525
10379068,6.2009,6.08611,5.86911,6.06982
10379075,8.40102,8.21992,8.32176,8.1719
10379117,3.09877,2.81443,2.92402,2.98294
10379127,2.58186,2.49965,2.35703,2.48974
10379153,6.25132,6.53805,5.83355,5.59066
10379163,5.62834,5.64498,5.53487,5.55611
10379176,4.38599,4.24298,4.07659,4.19257
10379184,7.06141,6.96061,6.92088,6.95653
10379190,11.8703,11.7857,11.7907,11.7945
10379200,2.90452,2.97718,2.88186,2.95994
10379204,7.92609,7.80845,7.76593,7.87877
10379215,7.86043,7.91247,7.87944,7.80996
10379223,3.33033,3.04397,3.23058,3.29043
10379228,3.265,3.32607,3.23663,3.13283
10379260,3.90304,3.73649,3.66975,3.828
10379262,6.90938,6.77236,6.96905,6.92104
10379321,3.67656,3.75091,3.71139,3.66297
10379338,1.42145,1.44835,1.3636,1.43631
10379340,3.48781,3.5524,3.24531,3.25408
10379342,3.79276,3.64486,3.45556,3.63245
10379344,4.68763,4.81642,4.30184,3.9307
10379346,6.09883,6.2629,6.63073,6.35104
10379363,2.35668,2.24881,2.3291,2.23145
10379387,2.30786,2.08695,2.2522,2.24661
10379389,6.79691,6.8278,7.07392,6.98063
10379401,4.43517,4.41351,4.2816,4.27121
10379410,6.32844,6.46553,6.20518,6.1868
10379436,3.77653,3.96055,3.77777,3.98658
10379445,6.94461,6.88115,7.01534,6.77722
10379467,8.52901,8.48794,8.82079,8.59618
10379482,4.06437,3.82006,3.59793,3.83543
10379489,4.63414,4.72464,4.69545,4.77602
10379496,4.09438,4.12076,3.89925,4.05213
10379505,1.72381,1.57384,1.46513,1.71328
10379511,2.9593,3.06231,3.12983,3.09882
10379518,3.00902,2.85738,2.82404,2.84962
10379524,3.36339,3.04852,3.08853,3.27921
10379530,2.95572,2.23696,2.13443,2.08027
10379535,2.05104,2.11509,2.05104,2.05104
10379539,2.801,2.33982,2.54427,2.42847
10379543,3.39065,3.58383,3.37004,3.50952
10379557,4.00134,4.24114,3.9758,4.27622
10379560,4.34512,4.14932,4.53497,4.56788
10379564,5.85595,5.80047,6.06845,6.0181
10379588,2.78097,2.49249,2.41441,2.75137
10379594,3.36716,3.49318,3.53658,3.61251
10379615,4.14888,4.24223,4.47854,4.42113
10379627,3.47146,3.49132,3.32627,3.84474
10379630,3.61104,3.1352,3.14702,3.27173
10379633,1.9781,2.04998,2.17179,1.90919
10379636,2.44115,2.36974,2.57151,2.81175
10379646,3.29931,3.32794,3.3116,3.3116
10379650,6.17159,6.59291,5.95371,5.64681
10379652,2.79466,2.66351,2.64791,2.75217
10379654,6.91489,6.91143,7.14362,7.11278
10379677,3.32511,2.89718,2.78914,2.89691
10379685,2.89612,2.89942,3.00469,2.86049
10379689,7.39638,7.5623,7.51995,7.32146
10379708,1.50109,1.8072,1.58779,1.57847
10379710,2.30021,2.13331,2.20487,2.31739
10379721,2.66481,2.49108,2.60533,2.78405
10379727,4.42717,4.26337,4.3882,4.5073
10379731,2.27294,2.26005,2.22783,2.30774
10379736,9.41781,9.32332,9.50002,9.34624
10379740,5.3577,5.40175,5.45983,5.37092
10379762,2.95302,2.7621,2.67033,2.8667
10379765,5.74097,5.51391,5.74169,5.57116
10379779,5.50853,5.53561,5.48102,5.05424
10379795,5.24828,5.38105,5.54809,5.39998
10379820,6.6925,6.46014,7.3924,7.29405
10379836,2.84153,2.92518,2.94189,3.08843
10379838,3.02112,3.4596,2.96731,2.96731
10379840,4.43013,4.22568,4.33448,4.10141
10379866,3.26963,2.87455,2.80085,3.01615
10379875,7.9458,8.04323,7.8843,7.7976
10379878,1.34092,1.30934,1.29637,1.25364
10379880,2.36484,2.42598,2.2962,2.37897
10379889,4.03487,4.30233,3.96234,3.81372
10379891,5.09642,5.21887,5.23155,5.46247
10379901,5.66938,5.69993,5.70286,5.52903
10379936,4.32644,4.46924,4.05677,4.52442
10379944,3.394,3.36023,3.32439,3.38384
10379953,5.80731,5.80062,5.94569,5.80774
10379957,7.06746,7.14967,6.99948,6.84052
10379968,4.32386,4.3346,4.52187,4.52679
10379981,4.30295,4.27619,4.5307,4.27973
10379987,3.75816,4.09158,4.08548,3.95823
10379989,4.06288,3.97674,3.83478,4.18688
10379996,1.5425,1.65829,1.61591,1.62242
10379998,6.08055,5.92409,5.87958,5.68945
10380025,2.53793,2.3941,2.45285,2.53884
10380059,5.58086,5.40635,5.40326,5.53699
10380061,5.58086,5.40635,5.40326,5.53699
10380063,5.58086,5.40635,5.40326,5.53699
10380065,5.58086,5.40635,5.40326,5.53699
10380067,4.4474,4.55117,4.7795,4.685
10380087,7.07546,7.11776,7.11776,7.10206
10380109,2.62913,2.79941,2.59702,2.78629
10380116,5.50813,5.59967,5.8968,5.86651
10380129,7.52819,7.47024,7.33426,7.48642
10380135,2.00983,2.11579,2.07615,2.18577
10380137,3.39065,3.42903,3.31557,3.3848
10380174,2.95954,2.95723,2.61243,2.93241
10380189,3.79758,3.89454,3.82871,3.94636
10380208,1.67684,1.79749,1.74237,1.82477
10380210,7.54658,7.57209,7.55971,7.57918
10380219,5.76405,5.63293,5.96333,5.85509
10380226,3.41249,3.2669,3.11896,3.12296
10380238,6.1823,6.24573,6.40211,6.34171
10380244,3.17463,3.02444,3.0325,2.83898
10380246,1.10631,1.23664,1.46643,1.20124
10380248,2.88684,2.8724,2.80445,2.71169
10380250,2.84435,2.91255,2.91115,2.71102
10380252,3.29126,3.3363,3.19349,3.45746
10380260,6.58217,6.60121,6.76247,6.6368
10380275,2.77108,2.98683,2.60693,2.79795
10380280,4.26049,4.28913,4.29112,4.42207
10380285,2.56766,2.45618,2.39881,2.3335
10380289,8.55612,8.61332,8.7824,8.65081
10380297,5.34298,5.4259,5.29016,5.49782
10380303,2.86232,2.79104,2.4411,2.44845
10380318,4.53046,4.84377,4.88567,4.82909
10380321,5.933,6.17604,5.99407,5.98471
10380341,6.97141,6.94403,7.08223,6.95433
10380381,9.06478,9.21111,9.89412,9.78331
