sex,geneChange,genename,M28L.wt,P522R.wt,P2KOhet.wt
FEMALE,upreg,Hap1.mRNA2,1,1,1
FEMALE,upreg,Il6ra.mRNA2,1,NA,NA
FEMALE,upreg,Nmb.mRNA,1,NA,NA
FEMALE,upreg,Prpf3.mRNA2,1,NA,NA
FEMALE,upreg,Nfkbia.mRNA1,1,NA,1
FEMALE,upreg,Gstp1.mRNA1,1,NA,NA
FEMALE,upreg,Arc.mRNA1,1,NA,1
FEMALE,upreg,Lpar1.mRNA,1,1,1
FEMALE,upreg,Usp21.mRNA1,1,NA,1
FEMALE,upreg,Ptgis.mRNA1,1,1,1
FEMALE,upreg,Egr1.mRNA1,1,1,1
FEMALE,upreg,Mtmr4.mRNA1,1,1,1
FEMALE,upreg,Slc32a1.mRNA1,1,NA,NA
FEMALE,upreg,Icam2.mRNA1,1,1,NA
FEMALE,upreg,Acin1.mRNA1,1,1,1
FEMALE,upreg,Tnfrsf10b.mRNA,1,1,1
FEMALE,upreg,Gtf2h1.mRNA1,1,NA,NA
FEMALE,upreg,Xbp1.mRNA2,1,NA,NA
FEMALE,upreg,Apaf1.mRNA2,1,NA,1
FEMALE,upreg,Ccl2.mRNA,1,1,1
FEMALE,upreg,Cables1.mRNA1,1,1,1
FEMALE,upreg,Ticam1.mRNA,1,1,1
FEMALE,upreg,Phf2.mRNA2,1,1,1
FEMALE,upreg,Atp6v0e.mRNA1,1,NA,NA
FEMALE,upreg,Atf4.mRNA1,1,NA,1
FEMALE,upreg,Ccl12.mRNA1,1,NA,NA
FEMALE,upreg,Ccr2.mRNA,1,NA,1
FEMALE,upreg,Ntrk1.mRNA1,1,1,1
FEMALE,upreg,Slc2a1.mRNA1,1,1,1
FEMALE,upreg,Fn1.mRNA1,1,1,1
FEMALE,upreg,Ccr5.mRNA,1,NA,1
FEMALE,upreg,U2af2.mRNA1,1,1,1
FEMALE,upreg,Hspb1.mRNA1,1,1,1
FEMALE,upreg,Sirt1.mRNA,1,NA,NA
FEMALE,upreg,Asns.mRNA1,1,NA,NA
FEMALE,upreg,Bad.mRNA1,1,NA,NA
FEMALE,upreg,Mapk3.mRNA1,1,1,1
FEMALE,upreg,Bhlhe41.mRNA1,1,1,1
FEMALE,upreg,Pqbp1.mRNA,1,NA,NA
FEMALE,upreg,Efnb3.mRNA2,1,NA,NA
FEMALE,upreg,Nol3.mRNA1,1,NA,1
FEMALE,upreg,Spib.mRNA1,1,1,1
FEMALE,upreg,Col4a1.mRNA,1,NA,1
FEMALE,upreg,Taf4b.mRNA1,1,NA,NA
FEMALE,upreg,Prkaca.mRNA,1,NA,NA
FEMALE,upreg,Pah.mRNA1,1,1,1
FEMALE,upreg,Ms4a4a.mRNA1,1,NA,1
FEMALE,upreg,Sh2d1a.mRNA,1,1,1
FEMALE,upreg,Ap1s1.mRNA2,1,NA,NA
FEMALE,upreg,Prkcsh.mRNA2,1,1,1
FEMALE,upreg,Srsf4.mRNA1,1,1,1
FEMALE,upreg,Palm.mRNA2,1,NA,1
FEMALE,upreg,Optn.mRNA1,1,NA,NA
FEMALE,upreg,Pla2g4c.mRNA1,1,NA,NA
FEMALE,upreg,Ip6k2.mRNA,1,NA,NA
FEMALE,upreg,Rit2.mRNA1,1,NA,NA
FEMALE,upreg,Bche.mRNA1,1,NA,NA
FEMALE,upreg,Adgra2.mRNA1,1,1,NA
FEMALE,upreg,Cers6.mRNA1,1,1,1
FEMALE,upreg,Pla2g4d.mRNA1,1,1,1
FEMALE,upreg,Nostrin.mRNA1,1,NA,NA
FEMALE,upreg,Arpc2.mRNA1,1,NA,NA
FEMALE,upreg,Map2k2.mRNA1,1,NA,NA
FEMALE,upreg,Serpinb6a.mRNA2,1,NA,NA
FEMALE,upreg,Erg.mRNA,1,NA,1
FEMALE,upreg,Gpr4.mRNA1,1,1,1
FEMALE,upreg,Cd200r1.mRNA,1,NA,NA
FEMALE,upreg,Park7.mRNA1,1,NA,NA
FEMALE,upreg,Mecp2.mRNA1,1,1,1
FEMALE,upreg,Nuak1.mRNA2,1,NA,1
FEMALE,upreg,Angpt2.mRNA1,1,NA,1
FEMALE,upreg,Egr2.mRNA1,1,NA,1
FEMALE,upreg,Rac1.mRNA1,1,NA,NA
FEMALE,upreg,Slc6a3.mRNA,1,1,1
FEMALE,upreg,Fasl.mRNA1,1,1,1
FEMALE,upreg,Axin2.mRNA1,1,1,1
FEMALE,upreg,Ep300.mRNA1,1,NA,1
FEMALE,upreg,Adra2a.mRNA2,1,NA,NA
FEMALE,upreg,Slc18a3.mRNA1,NA,1,1
FEMALE,upreg,Shank2.mRNA1,NA,1,1
FEMALE,upreg,Cacna1a.mRNA1,NA,1,1
FEMALE,upreg,Ulk1.mRNA,NA,1,1
FEMALE,upreg,Ube4b.mRNA1,NA,1,1
FEMALE,upreg,Unc80.mRNA1,NA,1,1
FEMALE,upreg,Hsd17b4.mRNA1,NA,1,1
FEMALE,upreg,Trim2.mRNA1,NA,1,1
FEMALE,upreg,Lrp1.mRNA1,NA,1,1
FEMALE,upreg,Mtor.mRNA1,NA,1,1
FEMALE,upreg,Cspg4.mRNA1,NA,1,1
FEMALE,upreg,Arhgap44.mRNA1,NA,1,1
FEMALE,upreg,Por.mRNA1,NA,1,1
FEMALE,upreg,B4galt5.mRNA1,NA,1,1
FEMALE,upreg,Cyfip2.mRNA1,NA,1,1
FEMALE,upreg,Braf.mRNA1,NA,1,1
FEMALE,upreg,Etv5.mRNA1,NA,1,1
FEMALE,upreg,Adar.mRNA1,NA,1,1
FEMALE,upreg,Smad3.mRNA1,NA,1,1
FEMALE,upreg,Kcnq3.mRNA1,NA,1,1
FEMALE,upreg,Gaa.mRNA1,NA,1,1
FEMALE,upreg,Atp2b3.mRNA1,NA,1,1
FEMALE,upreg,Sqstm1.mRNA1,NA,1,1
FEMALE,upreg,Dagla.mRNA1,NA,1,1
FEMALE,upreg,Nos1ap.mRNA1,NA,1,1
FEMALE,upreg,Khsrp.mRNA1,NA,1,1
FEMALE,upreg,Amph.mRNA1,NA,1,1
FEMALE,upreg,Prkcg.mRNA,NA,1,1
FEMALE,upreg,Gnao1.mRNA1,NA,1,1
FEMALE,upreg,Kcnd1.mRNA,NA,1,1
FEMALE,upreg,Ptprm.mRNA1,NA,1,1
FEMALE,upreg,Gad1.mRNA1,NA,1,1
FEMALE,upreg,AI464131.mRNA1,NA,1,1
FEMALE,upreg,Ryr2.mRNA1,NA,1,1
FEMALE,upreg,Ptpn11.mRNA1,NA,1,1
FEMALE,upreg,Ptk2b.mRNA1,NA,1,1
FEMALE,upreg,Inpp4a.mRNA1,NA,1,1
FEMALE,upreg,Dlgap1.mRNA2,NA,1,1
FEMALE,upreg,Sorl1.mRNA1,NA,1,1
FEMALE,upreg,Cacna1e.mRNA2,NA,1,1
FEMALE,upreg,P2ry1.mRNA1,NA,1,1
FEMALE,upreg,Scn8a.mRNA1,NA,1,1
FEMALE,upreg,Gad2.mRNA2,NA,1,1
FEMALE,upreg,Gpr17.mRNA1,NA,1,1
FEMALE,upreg,Tsc1.mRNA1,NA,1,1
FEMALE,upreg,Xk.mRNA1,NA,1,1
FEMALE,upreg,Phf19.mRNA1,NA,1,1
FEMALE,upreg,Cd3d.mRNA1,NA,1,1
FEMALE,upreg,Atp2b2.mRNA1,NA,1,1
FEMALE,upreg,Acly.mRNA1,NA,1,1
FEMALE,upreg,Stat3.mRNA,NA,1,1
FEMALE,upreg,Tnfrsf21.mRNA1,NA,1,1
FEMALE,upreg,Atp1a1.mRNA1,NA,1,1
FEMALE,upreg,Atg2b.mRNA1,NA,1,1
FEMALE,upreg,Islr2.mRNA1,NA,1,1
FEMALE,upreg,Prkacb.mRNA1,NA,1,1
FEMALE,upreg,Ubqln1.mRNA1,NA,1,1
FEMALE,upreg,Atp2a2.mRNA1,NA,1,1
FEMALE,upreg,Syn1.mRNA1,NA,1,1
FEMALE,upreg,Bace1.mRNA1,NA,1,1
FEMALE,upreg,Mfn2.mRNA1,NA,1,1
FEMALE,upreg,Nmnat2.mRNA1,NA,1,1
FEMALE,upreg,Kcnd2.mRNA1,NA,1,1
FEMALE,upreg,Btrc.mRNA1,NA,1,1
FEMALE,upreg,Ubqln2.mRNA1,NA,1,1
FEMALE,upreg,Tnr.mRNA2,NA,1,1
FEMALE,upreg,Map3k4.mRNA1,NA,1,1
FEMALE,upreg,Pla2g2f.mRNA1,NA,1,1
FEMALE,upreg,Myorg.mRNA1,NA,1,1
FEMALE,upreg,Crkl.mRNA1,NA,1,1
FEMALE,upreg,Atp2b4.mRNA1,NA,1,1
FEMALE,upreg,Gabrp.mRNA1,NA,1,1
FEMALE,upreg,Plcb1.mRNA2,NA,1,1
FEMALE,upreg,Hk1.mRNA1,NA,1,1
FEMALE,upreg,Dclk1.mRNA1,NA,1,1
FEMALE,upreg,Arhgef10.mRNA1,NA,1,1
FEMALE,upreg,Hsp90ab1.mRNA,NA,1,1
FEMALE,upreg,Chd4.mRNA1,NA,1,1
FEMALE,upreg,Slc38a1.mRNA1,NA,1,1
FEMALE,upreg,Slc12a5.mRNA1,NA,1,1
FEMALE,upreg,Prkab2.mRNA1,NA,1,1
FEMALE,upreg,Alas1.mRNA1,NA,1,1
FEMALE,upreg,Slc24a3.mRNA,NA,1,1
FEMALE,upreg,Trim46.mRNA1,NA,1,1
FEMALE,upreg,Serinc3.mRNA1,NA,1,1
FEMALE,upreg,Slc1a3.mRNA1,NA,1,1
FEMALE,upreg,Abcc8.mRNA1,NA,1,1
FEMALE,upreg,Sirpa.mRNA1,NA,1,1
FEMALE,upreg,Trim35.mRNA,NA,1,1
FEMALE,upreg,Cntnap1.mRNA1,NA,1,1
FEMALE,upreg,Nos1.mRNA1,NA,1,1
FEMALE,upreg,Igf1.mRNA2,NA,1,1
FEMALE,upreg,Atxn2.mRNA,NA,1,1
FEMALE,upreg,Gpr37.mRNA,NA,1,1
FEMALE,upreg,Cltc.mRNA1,NA,1,1
FEMALE,upreg,Jak1.mRNA1,NA,1,1
FEMALE,upreg,Nptn.mRNA2,NA,1,1
FEMALE,upreg,Pmepa1.mRNA1,NA,1,1
FEMALE,upreg,Npc1.mRNA1,NA,1,1
FEMALE,upreg,Mapk14.mRNA1,NA,1,1
FEMALE,upreg,Chrnb2.mRNA1,NA,1,1
FEMALE,upreg,Ryr1.mRNA,NA,1,1
FEMALE,upreg,Slc6a1.mRNA1,NA,1,1
FEMALE,upreg,F2.mRNA1,NA,1,1
FEMALE,upreg,Adcy8.mRNA1,NA,1,1
FEMALE,upreg,Cx3cl1.mRNA1,NA,1,1
FEMALE,upreg,Ywhag.mRNA1,NA,1,1
FEMALE,upreg,Igf1r.mRNA1,NA,1,1
FEMALE,upreg,Rad23b.mRNA1,NA,1,1
FEMALE,upreg,Ank2.mRNA1,NA,1,1
FEMALE,upreg,Rela.mRNA1,NA,1,1
FEMALE,upreg,Nefh.mRNA,NA,1,1
FEMALE,upreg,Fa2h.mRNA1,NA,1,1
FEMALE,upreg,Rasgrf1.mRNA1,NA,1,1
FEMALE,upreg,Cntn1.mRNA1,NA,1,1
FEMALE,upreg,App.mRNA1,NA,1,1
FEMALE,upreg,Ank.mRNA1,NA,1,1
FEMALE,upreg,Camk2a.mRNA1,NA,1,1
FEMALE,upreg,Tbr1.mRNA1,NA,1,1
FEMALE,upreg,Rhob.mRNA1,NA,1,1
FEMALE,upreg,Pdgfra.mRNA1,NA,1,1
FEMALE,upreg,Entpd2.mRNA,NA,1,1
FEMALE,upreg,Cd163.mRNA1,NA,1,1
FEMALE,upreg,Dnm1.mRNA,NA,1,1
FEMALE,upreg,Aldh1l1.mRNA,NA,1,1
FEMALE,upreg,Stxbp1.mRNA1,NA,1,1
FEMALE,upreg,Kcnj10.mRNA1,NA,1,1
FEMALE,upreg,Anapc1.mRNA1,NA,1,1
FEMALE,upreg,Nrcam.mRNA2,NA,1,1
FEMALE,upreg,Ncam1.mRNA1,NA,1,1
FEMALE,upreg,Foxp3.mRNA1,NA,1,1
FEMALE,upreg,Shc3.mRNA1,NA,1,1
FEMALE,upreg,Pdha1.mRNA2,NA,1,1
FEMALE,upreg,Clu.mRNA,NA,1,1
FEMALE,upreg,Htt.mRNA1,NA,1,1
FEMALE,upreg,Thy1.mRNA1,NA,1,1
FEMALE,upreg,Grm1.mRNA1,NA,1,1
FEMALE,upreg,Htr5a.mRNA1,NA,1,1
FEMALE,upreg,Ptger4.mRNA1,NA,1,1
FEMALE,upreg,Cdk5r1.mRNA1,NA,1,1
FEMALE,upreg,Erbb3.mRNA1,NA,1,1
FEMALE,upreg,Tcerg1.mRNA1,NA,1,1
FEMALE,upreg,Adcy9.mRNA1,NA,1,1
FEMALE,upreg,Adcyap1r1.mRNA1,NA,1,1
FEMALE,upreg,Egfr.mRNA1,NA,1,1
FEMALE,upreg,Bcl2l1.mRNA1,NA,1,1
FEMALE,upreg,Lif.mRNA,NA,1,1
FEMALE,upreg,Gabrr3.mRNA1,NA,1,1
FEMALE,upreg,Slc1a1.mRNA1,NA,1,1
FEMALE,upreg,Itgal.mRNA1,NA,1,1
FEMALE,upreg,Rasgrp1.mRNA1,NA,1,NA
FEMALE,upreg,Grin2d.mRNA,NA,1,1
FEMALE,upreg,Ret.mRNA1,NA,1,1
FEMALE,upreg,Itga5.mRNA1,NA,1,1
FEMALE,upreg,Itpr1.mRNA1,NA,1,1
FEMALE,upreg,Lamb2.mRNA1,NA,1,1
FEMALE,upreg,Nap1l2.mRNA,NA,1,1
FEMALE,upreg,Ggt1.mRNA,NA,1,1
FEMALE,upreg,Snap25.mRNA2,NA,1,1
FEMALE,upreg,Pla2g6.mRNA,NA,1,1
FEMALE,upreg,Stat2.mRNA,NA,1,1
FEMALE,upreg,Stab1.mRNA,NA,1,1
FEMALE,upreg,Crtc2.mRNA1,NA,1,1
FEMALE,upreg,Hcn1.mRNA2,NA,1,NA
FEMALE,upreg,Gnai1.mRNA2,NA,1,NA
FEMALE,upreg,Ctnnb1.mRNA1,NA,1,1
FEMALE,upreg,Cacnb2.mRNA1,NA,1,1
FEMALE,upreg,Pnoc.mRNA,NA,1,1
FEMALE,upreg,Gas7.mRNA,NA,1,1
FEMALE,upreg,Slc7a8.mRNA1,NA,1,1
FEMALE,upreg,Entpd4.mRNA1,NA,1,1
FEMALE,upreg,Tnf.mRNA,NA,1,1
FEMALE,upreg,Ms4a1.mRNA,NA,1,1
FEMALE,upreg,Sox10.mRNA,NA,1,1
FEMALE,upreg,Cyp2u1.mRNA1,NA,1,1
FEMALE,upreg,Sh3tc2.mRNA1,NA,1,1
FEMALE,upreg,Map2k1.mRNA1,NA,1,NA
FEMALE,upreg,Slc12a2.mRNA1,NA,1,1
FEMALE,upreg,Gba.mRNA1,NA,1,1
FEMALE,upreg,Magee1.mRNA1,NA,1,1
FEMALE,upreg,Dlx2.mRNA1,NA,1,1
FEMALE,upreg,Kcnv1.mRNA2,NA,1,NA
FEMALE,upreg,Kel.mRNA1,NA,1,1
FEMALE,upreg,Atp6v1b2.mRNA,NA,1,NA
FEMALE,upreg,Ryr3.mRNA1,NA,1,1
FEMALE,upreg,Slc46a1.mRNA,NA,1,1
FEMALE,upreg,Slc17a7.mRNA,NA,1,1
FEMALE,upreg,Th.mRNA1,NA,1,1
FEMALE,upreg,C1ra.mRNA1,NA,1,1
FEMALE,upreg,Camk2d.mRNA2,NA,1,1
FEMALE,upreg,Grin1.mRNA1,NA,1,1
FEMALE,upreg,Sptan1.mRNA1,NA,1,1
FEMALE,upreg,Dnajc11.mRNA,NA,1,1
FEMALE,upreg,Man2b1.mRNA,NA,1,1
FEMALE,upreg,Gzma.mRNA1,NA,1,1
FEMALE,upreg,Myrf.mRNA,NA,1,1
FEMALE,upreg,Syt1.mRNA2,NA,1,1
FEMALE,upreg,Tpsb2.mRNA1,NA,1,NA
FEMALE,upreg,Nckap1.mRNA1,NA,1,1
FEMALE,upreg,Tfec.mRNA,NA,1,1
FEMALE,upreg,Atp6v1a.mRNA1,NA,1,1
FEMALE,upreg,C4a.b.mRNA1,NA,1,1
FEMALE,upreg,Ppargc1a.mRNA,NA,1,1
FEMALE,upreg,Olig2.mRNA1,NA,1,NA
FEMALE,upreg,Aplp2.mRNA1,NA,1,NA
FEMALE,upreg,Grn.mRNA1,NA,1,1
FEMALE,upreg,Unc79.mRNA1,NA,1,1
FEMALE,upreg,Prl.mRNA1,NA,1,1
FEMALE,upreg,Gabrr1.mRNA1,NA,1,1
FEMALE,upreg,Prkce.mRNA1,NA,1,1
FEMALE,upreg,Esam.mRNA1,NA,1,1
FEMALE,upreg,Ddah1.mRNA1,NA,1,1
FEMALE,upreg,Lpo.mRNA,NA,1,1
FEMALE,upreg,Stx1b.mRNA,NA,1,NA
FEMALE,upreg,Igfbp5.mRNA1,NA,1,1
FEMALE,upreg,Gas6.mRNA1,NA,1,NA
FEMALE,upreg,Mertk.mRNA1,NA,1,1
FEMALE,upreg,Napsa.mRNA1,NA,1,1
FEMALE,upreg,Adora1.mRNA,NA,1,1
FEMALE,upreg,Grin2a.mRNA2,NA,1,1
FEMALE,upreg,Tie1.mRNA,NA,1,1
FEMALE,upreg,Slc25a12.mRNA,NA,1,1
FEMALE,upreg,Ldhc.mRNA1,NA,1,1
FEMALE,upreg,Rtn1.mRNA1,NA,1,NA
FEMALE,upreg,Cacna1f.mRNA,NA,1,1
FEMALE,upreg,Ceacam3.mRNA1,NA,1,1
FEMALE,upreg,Elmo1.mRNA1,NA,1,NA
FEMALE,upreg,Atp1b1.mRNA2,NA,1,NA
FEMALE,upreg,Il34.mRNA,NA,1,NA
FEMALE,upreg,Pias1.mRNA1,NA,1,1
FEMALE,upreg,Fpr1.mRNA,NA,1,1
FEMALE,upreg,Arrb2.mRNA1,NA,1,1
FEMALE,upreg,Eno2.mRNA,NA,1,1
FEMALE,upreg,Msr1.mRNA1,NA,1,1
FEMALE,upreg,Ptprz1.mRNA1,NA,1,1
FEMALE,upreg,Cplx1.mRNA,NA,1,1
FEMALE,upreg,B3gnt5.mRNA,NA,1,NA
FEMALE,upreg,Dnajc5.mRNA1,NA,1,NA
FEMALE,upreg,Camk2g.mRNA1,NA,1,1
FEMALE,upreg,Syt7.mRNA1,NA,1,1
FEMALE,upreg,Npas2.mRNA1,NA,1,NA
FEMALE,upreg,Trpm2.mRNA,NA,1,1
FEMALE,upreg,Tgm1.mRNA1,NA,1,1
FEMALE,upreg,Dlx1.mRNA,NA,1,1
FEMALE,upreg,Mta1.mRNA,NA,1,NA
FEMALE,upreg,Cacna1s.mRNA1,NA,1,1
FEMALE,upreg,Mkrn1.mRNA1,NA,1,NA
FEMALE,upreg,Pkd2.mRNA1,NA,1,1
FEMALE,upreg,Notch1.mRNA1,NA,1,1
FEMALE,upreg,Cpne2.mRNA1,NA,1,1
FEMALE,upreg,Mag.mRNA1,NA,1,1
FEMALE,upreg,Nefl.mRNA1,NA,1,1
FEMALE,upreg,Tcl1.mRNA1,NA,1,1
FEMALE,upreg,Adam22.mRNA2,NA,1,1
FEMALE,upreg,Olig1.mRNA1,NA,1,1
FEMALE,upreg,B4galt6.mRNA1,NA,1,1
FEMALE,upreg,Pde1b.mRNA1,NA,1,NA
FEMALE,upreg,Diaph1.mRNA1,NA,1,1
FEMALE,upreg,Flt1.mRNA1,NA,1,1
FEMALE,upreg,Sart1.mRNA1,NA,1,NA
FEMALE,upreg,Notch4.mRNA1,NA,1,1
FEMALE,upreg,Anapc7.mRNA,NA,1,1
FEMALE,upreg,Plxnb3.mRNA,NA,1,1
FEMALE,upreg,Tm4sf1.mRNA,NA,1,NA
FEMALE,upreg,Prf1.mRNA1,NA,1,1
FEMALE,upreg,Cacna1b.mRNA2,NA,1,1
FEMALE,upreg,Tjp1.mRNA,NA,1,1
FEMALE,upreg,Cux2.mRNA1,NA,1,1
FEMALE,upreg,Gss.mRNA,NA,1,NA
FEMALE,upreg,Mutyh.mRNA,NA,1,1
FEMALE,upreg,Mthfr.mRNA1,NA,1,1
FEMALE,upreg,Klrb1.mRNA1,NA,1,1
FEMALE,upreg,Gsn.mRNA1,NA,1,1
FEMALE,upreg,Myh10.mRNA,NA,1,1
FEMALE,upreg,Cpt1b.mRNA1,NA,1,1
FEMALE,upreg,Prkcd.mRNA1,NA,1,1
FEMALE,upreg,Itgax.mRNA2,NA,1,1
FEMALE,upreg,Cxcl15.mRNA1,NA,1,1
FEMALE,upreg,Marco.mRNA1,NA,1,1
FEMALE,upreg,Nes.mRNA1,NA,1,1
FEMALE,upreg,Tbx21.mRNA1,NA,1,1
FEMALE,upreg,Slc10a6.mRNA1,NA,1,1
FEMALE,upreg,Ppm1l.mRNA1,NA,1,NA
FEMALE,upreg,Thrb.mRNA,NA,1,1
FEMALE,upreg,Cpa3.mRNA,NA,1,1
FEMALE,upreg,Gdpd2.mRNA,NA,1,1
FEMALE,upreg,Hdac6.mRNA1,NA,1,1
FEMALE,upreg,Slpi.mRNA,NA,1,1
FEMALE,upreg,Dnm2.mRNA1,NA,1,1
FEMALE,upreg,L1cam.mRNA1,NA,1,1
FEMALE,upreg,Rapgef2.mRNA1,NA,1,1
FEMALE,upreg,C1s1.mRNA1,NA,1,1
FEMALE,upreg,Pla2g4f.mRNA1,NA,1,1
FEMALE,upreg,Plekho2.mRNA,NA,1,NA
FEMALE,upreg,Ager.mRNA,NA,1,1
FEMALE,upreg,Dock3.mRNA2,NA,1,1
FEMALE,upreg,Slc18a2.mRNA1,NA,1,1
FEMALE,upreg,Cfi.mRNA1,NA,1,1
FEMALE,upreg,Myc.mRNA1,NA,1,1
FEMALE,upreg,Cd8b1.mRNA1,NA,1,NA
FEMALE,upreg,Grin3b.mRNA1,NA,1,1
FEMALE,upreg,Basp1.mRNA1,NA,1,NA
FEMALE,upreg,Atp13a2.mRNA1,NA,1,1
FEMALE,upreg,Mbtps1.mRNA1,NA,1,NA
FEMALE,upreg,Bdnf.mRNA1,NA,1,NA
FEMALE,upreg,Tln2.mRNA1,NA,1,1
FEMALE,upreg,Chrm5.mRNA1,NA,1,1
FEMALE,upreg,Adcy5.mRNA1,NA,1,1
FEMALE,upreg,Sorcs3.mRNA1,NA,1,NA
FEMALE,upreg,Psen1.mRNA1,NA,1,1
FEMALE,upreg,Hmox1.mRNA1,NA,1,1
FEMALE,upreg,Amigo2.mRNA1,NA,1,1
FEMALE,upreg,Trem1.mRNA1,NA,1,NA
FEMALE,upreg,Vcp.mRNA1,NA,1,NA
FEMALE,upreg,Slc1a2.mRNA,NA,1,1
FEMALE,upreg,Syn2.mRNA1,NA,1,NA
FEMALE,upreg,Epha2.mRNA1,NA,1,1
FEMALE,upreg,Atrn.mRNA1,NA,1,NA
FEMALE,upreg,Tmem119.mRNA1,NA,1,1
FEMALE,upreg,Gdnf.mRNA1,NA,1,1
FEMALE,upreg,Nkg7.mRNA1,NA,1,1
FEMALE,upreg,Rfx4.mRNA,NA,1,1
FEMALE,upreg,Eng.mRNA,NA,1,1
FEMALE,upreg,Usp2.mRNA1,NA,1,1
FEMALE,upreg,Actn1.mRNA2,NA,1,NA
FEMALE,upreg,Cacna1c.mRNA1,NA,1,1
FEMALE,upreg,Sf3b4.mRNA1,NA,1,1
FEMALE,upreg,Gzmb.mRNA,NA,1,1
FEMALE,upreg,Fgf2.mRNA,NA,1,1
FEMALE,upreg,C3.mRNA1,NA,1,NA
FEMALE,upreg,Nos2.mRNA1,NA,1,1
FEMALE,upreg,Ccna1.mRNA,NA,1,1
FEMALE,upreg,Adgrg1.mRNA1,NA,1,1
FEMALE,upreg,Atp8a2.mRNA1,NA,1,NA
FEMALE,upreg,Eif2ak1.mRNA1,NA,1,1
FEMALE,upreg,Dgke.mRNA1,NA,1,1
FEMALE,upreg,Nsf.mRNA1,NA,1,NA
FEMALE,upreg,Fyn.mRNA,NA,1,1
FEMALE,upreg,Atp9a.mRNA1,NA,1,1
FEMALE,upreg,Rnf10.mRNA1,NA,1,1
FEMALE,upreg,Rab3a.mRNA1,NA,1,NA
FEMALE,upreg,Mx1.mRNA,NA,1,1
FEMALE,upreg,Tenm4.mRNA1,NA,1,1
FEMALE,upreg,Sybu.mRNA1,NA,1,NA
FEMALE,upreg,Drd4.mRNA1,NA,1,1
FEMALE,upreg,Lta4h.mRNA,NA,1,NA
FEMALE,upreg,Dll4.mRNA1,NA,1,1
FEMALE,upreg,Abcc3.mRNA,NA,1,NA
FEMALE,upreg,Drd2.mRNA1,NA,1,1
FEMALE,upreg,Srpr.mRNA1,NA,1,NA
FEMALE,upreg,Fbxl3.mRNA1,NA,1,NA
FEMALE,upreg,Adgrl4.mRNA2,NA,1,1
FEMALE,upreg,Csf1.mRNA1,NA,1,1
FEMALE,upreg,Ins2.mRNA1,NA,1,1
FEMALE,upreg,Gabrd.mRNA,NA,1,NA
FEMALE,upreg,Eomes.mRNA1,NA,1,1
FEMALE,upreg,Wasf1.mRNA1,NA,1,NA
FEMALE,upreg,Chat.mRNA1,NA,1,NA
FEMALE,upreg,Itpr2.mRNA1,NA,1,1
FEMALE,upreg,Dbh.mRNA1,NA,1,1
FEMALE,upreg,Cd40.mRNA1,NA,1,1
FEMALE,upreg,Itpr3.mRNA1,NA,1,1
FEMALE,upreg,Pla2g2a.mRNA1,NA,1,1
FEMALE,upreg,Abl1.mRNA1,NA,1,1
FEMALE,upreg,Hspa1a.b.mRNA1,NA,1,1
FEMALE,upreg,Mafb.mRNA1,NA,1,1
FEMALE,upreg,Nwd1.mRNA1,NA,1,1
FEMALE,upreg,Adcy1.mRNA1,NA,1,1
FEMALE,upreg,Mmp9.mRNA1,NA,1,1
FEMALE,upreg,Gria2.mRNA2,NA,1,NA
FEMALE,upreg,Scamp2.mRNA1,NA,1,1
FEMALE,upreg,Gga1.mRNA1,NA,1,1
FEMALE,upreg,Gtf2ird1.mRNA,NA,1,1
FEMALE,upreg,Lrrc25.mRNA,NA,1,NA
FEMALE,upreg,Got1.mRNA1,NA,1,NA
FEMALE,upreg,Adora3.mRNA,NA,1,1
FEMALE,upreg,Tanc2.mRNA1,NA,1,NA
FEMALE,upreg,Syngr1.mRNA,NA,1,NA
FEMALE,upreg,Egf.mRNA1,NA,1,NA
FEMALE,upreg,Fcrlb.mRNA1,NA,1,1
FEMALE,upreg,Ncr1.mRNA1,NA,1,1
FEMALE,upreg,Sall1.mRNA1,NA,1,1
FEMALE,upreg,Hgf.mRNA,NA,1,NA
FEMALE,upreg,Cd8a.mRNA1,NA,1,1
FEMALE,upreg,Tpi1.mRNA1,NA,1,NA
FEMALE,upreg,Gngt1.mRNA,NA,1,1
FEMALE,upreg,Sox9.mRNA1,NA,1,1
FEMALE,upreg,Lrrk2.mRNA,NA,1,NA
FEMALE,upreg,Kctd12.mRNA,NA,1,NA
FEMALE,upreg,Ugt8a.mRNA1,NA,1,NA
FEMALE,upreg,Ddx23.mRNA1,NA,1,1
FEMALE,upreg,Plaa.mRNA1,NA,1,1
FEMALE,upreg,Dnah1.mRNA1,NA,1,1
FEMALE,upreg,Pccb.mRNA,NA,1,NA
FEMALE,upreg,Tiam1.mRNA,NA,1,1
FEMALE,upreg,Vdac1.mRNA1,NA,1,NA
FEMALE,upreg,Pnkd.mRNA1,NA,1,1
FEMALE,upreg,Csf1r.mRNA,NA,1,1
FEMALE,upreg,Fgf14.mRNA1,NA,1,NA
FEMALE,upreg,Ptgs2.mRNA1,NA,1,1
FEMALE,upreg,Fcgrt.mRNA,NA,1,NA
FEMALE,upreg,Klhl12.mRNA1,NA,1,NA
FEMALE,upreg,Pla2g4b.mRNA,NA,1,NA
FEMALE,upreg,Tmem88b.mRNA1,NA,1,1
FEMALE,upreg,Hdc.mRNA1,NA,1,1
FEMALE,upreg,Gnb5.mRNA1,NA,1,NA
