ensembl_gene_id,gene_biotype
ENSG00000228211,unitary_pseudogene
ENSG00000228212,processed_pseudogene
ENSG00000228213,antisense
ENSG00000228215,lincRNA
ENSG00000228216,lincRNA
ENSG00000228217,processed_pseudogene
ENSG00000228218,processed_pseudogene
ENSG00000228219,processed_pseudogene
ENSG00000228221,lincRNA
ENSG00000228222,lincRNA
ENSG00000228223,lincRNA
ENSG00000228224,transcribed_processed_pseudogene
ENSG00000228225,processed_pseudogene
ENSG00000228226,lincRNA
ENSG00000228229,lincRNA
ENSG00000228231,antisense
ENSG00000228232,processed_pseudogene
ENSG00000228234,processed_pseudogene
ENSG00000228235,lincRNA
ENSG00000228236,processed_pseudogene
ENSG00000228237,antisense
ENSG00000228238,processed_pseudogene
ENSG00000228239,lincRNA
ENSG00000228240,lincRNA
ENSG00000228241,processed_pseudogene
ENSG00000228242,antisense
ENSG00000228247,processed_pseudogene
ENSG00000228248,processed_pseudogene
ENSG00000228251,lincRNA
ENSG00000228252,transcribed_unitary_pseudogene
ENSG00000228253,protein_coding
ENSG00000228255,lincRNA
ENSG00000228257,unprocessed_pseudogene
ENSG00000228259,unprocessed_pseudogene
ENSG00000228261,lincRNA
ENSG00000228262,lincRNA
ENSG00000228264,processed_pseudogene
ENSG00000228271,lincRNA
ENSG00000228272,lincRNA
ENSG00000228274,antisense
ENSG00000228275,antisense
ENSG00000228277,lincRNA
ENSG00000228278,protein_coding
ENSG00000228280,sense_intronic
ENSG00000228283,transcribed_processed_pseudogene
ENSG00000228285,processed_pseudogene
ENSG00000228286,processed_pseudogene
ENSG00000228288,antisense
ENSG00000228289,processed_pseudogene
ENSG00000228290,antisense
ENSG00000228291,processed_pseudogene
ENSG00000228292,processed_pseudogene
ENSG00000228293,antisense
ENSG00000228294,transcribed_unprocessed_pseudogene
ENSG00000228295,lincRNA
ENSG00000228296,lincRNA
ENSG00000228300,protein_coding
ENSG00000228301,processed_pseudogene
ENSG00000228302,antisense
ENSG00000228303,unprocessed_pseudogene
ENSG00000228304,unprocessed_pseudogene
ENSG00000228305,processed_pseudogene
ENSG00000228307,transcribed_unprocessed_pseudogene
ENSG00000228308,lincRNA
ENSG00000228309,lincRNA
ENSG00000228312,processed_pseudogene
ENSG00000228314,transcribed_unprocessed_pseudogene
ENSG00000228315,processed_transcript
ENSG00000228316,processed_pseudogene
ENSG00000228317,antisense
ENSG00000228318,antisense
ENSG00000228319,processed_pseudogene
ENSG00000228322,antisense
ENSG00000228323,antisense
ENSG00000228325,IG_V_gene
ENSG00000228327,transcribed_unprocessed_pseudogene
ENSG00000228328,processed_pseudogene
ENSG00000228329,lincRNA
ENSG00000228330,processed_pseudogene
ENSG00000228331,processed_pseudogene
ENSG00000228334,lincRNA
ENSG00000228335,processed_pseudogene
ENSG00000228336,polymorphic_pseudogene
ENSG00000228337,processed_pseudogene
ENSG00000228338,lincRNA
ENSG00000228339,processed_pseudogene
ENSG00000228340,lincRNA
ENSG00000228341,processed_pseudogene
ENSG00000228343,antisense
ENSG00000228345,processed_pseudogene
ENSG00000228347,processed_pseudogene
ENSG00000228348,processed_pseudogene
ENSG00000228349,processed_pseudogene
ENSG00000228350,antisense
ENSG00000228351,lincRNA
ENSG00000228352,antisense
ENSG00000228353,antisense
ENSG00000228354,processed_pseudogene
ENSG00000228355,antisense
ENSG00000228358,lincRNA
ENSG00000228360,processed_pseudogene
ENSG00000228361,lincRNA
ENSG00000228363,antisense
ENSG00000228364,processed_pseudogene
ENSG00000228365,lincRNA
ENSG00000228366,processed_pseudogene
ENSG00000228367,processed_pseudogene
ENSG00000228368,antisense
ENSG00000228369,antisense
ENSG00000228372,lincRNA
ENSG00000228373,processed_pseudogene
ENSG00000228374,processed_pseudogene
ENSG00000228375,processed_pseudogene
ENSG00000228376,transcribed_processed_pseudogene
ENSG00000228379,lincRNA
ENSG00000228380,processed_pseudogene
ENSG00000228382,sense_intronic
ENSG00000228383,transcribed_unprocessed_pseudogene
ENSG00000228384,antisense
ENSG00000228386,lincRNA
ENSG00000228391,lincRNA
ENSG00000228392,lincRNA
ENSG00000228393,antisense
ENSG00000228395,antisense
ENSG00000228397,lincRNA
ENSG00000228398,processed_pseudogene
ENSG00000228399,processed_pseudogene
ENSG00000228400,antisense
ENSG00000228401,antisense
ENSG00000228403,sense_intronic
ENSG00000228404,antisense
ENSG00000228407,processed_pseudogene
ENSG00000228408,lincRNA
ENSG00000228409,transcribed_unprocessed_pseudogene
ENSG00000228410,processed_pseudogene
ENSG00000228411,processed_pseudogene
ENSG00000228412,antisense
ENSG00000228413,processed_pseudogene
ENSG00000228414,lincRNA
ENSG00000228415,processed_pseudogene
ENSG00000228417,antisense
ENSG00000228420,lincRNA
ENSG00000228421,lincRNA
ENSG00000228422,lincRNA
ENSG00000228423,lincRNA
ENSG00000228426,lincRNA
ENSG00000228427,antisense
ENSG00000228429,processed_pseudogene
ENSG00000228430,transcribed_unprocessed_pseudogene
ENSG00000228431,processed_pseudogene
ENSG00000228432,processed_pseudogene
ENSG00000228433,unprocessed_pseudogene
ENSG00000228434,lincRNA
ENSG00000228436,antisense
ENSG00000228437,lincRNA
ENSG00000228438,processed_pseudogene
ENSG00000228439,protein_coding
ENSG00000228440,unprocessed_pseudogene
ENSG00000228444,sense_intronic
ENSG00000228445,unprocessed_pseudogene
ENSG00000228446,processed_pseudogene
ENSG00000228450,processed_pseudogene
ENSG00000228451,transcribed_processed_pseudogene
ENSG00000228452,antisense
ENSG00000228453,processed_pseudogene
ENSG00000228459,lincRNA
ENSG00000228460,unprocessed_pseudogene
ENSG00000228462,processed_pseudogene
ENSG00000228463,transcribed_processed_pseudogene
ENSG00000228464,processed_pseudogene
ENSG00000228465,unprocessed_pseudogene
ENSG00000228466,processed_pseudogene
ENSG00000228467,lincRNA
ENSG00000228470,sense_overlapping
ENSG00000228471,processed_pseudogene
ENSG00000228473,processed_pseudogene
ENSG00000228474,protein_coding
ENSG00000228476,unprocessed_pseudogene
ENSG00000228477,processed_pseudogene
ENSG00000228478,lincRNA
ENSG00000228480,unprocessed_pseudogene
ENSG00000228481,antisense
ENSG00000228482,lincRNA
ENSG00000228484,lincRNA
ENSG00000228485,sense_intronic
ENSG00000228486,protein_coding
ENSG00000228487,antisense
ENSG00000228488,lincRNA
ENSG00000228489,processed_pseudogene
ENSG00000228492,processed_pseudogene
ENSG00000228495,lincRNA
ENSG00000228496,sense_intronic
ENSG00000228499,processed_pseudogene
ENSG00000228501,processed_pseudogene
ENSG00000228502,processed_pseudogene
ENSG00000228503,lincRNA
ENSG00000228504,lincRNA
ENSG00000228505,lincRNA
ENSG00000228506,antisense
ENSG00000228507,processed_pseudogene
ENSG00000228509,antisense
ENSG00000228510,processed_pseudogene
ENSG00000228513,processed_pseudogene
ENSG00000228517,protein_coding
ENSG00000228518,processed_pseudogene
ENSG00000228519,processed_pseudogene
ENSG00000228521,lincRNA
ENSG00000228522,transcribed_unprocessed_pseudogene
ENSG00000228523,processed_pseudogene
ENSG00000228525,processed_pseudogene
ENSG00000228526,lincRNA
ENSG00000228527,lincRNA
ENSG00000228528,lincRNA
ENSG00000228530,processed_pseudogene
ENSG00000228532,processed_pseudogene
ENSG00000228536,lincRNA
ENSG00000228538,lincRNA
ENSG00000228539,antisense
ENSG00000228540,sense_intronic
ENSG00000228541,lincRNA
ENSG00000228543,lincRNA
ENSG00000228544,antisense
ENSG00000228546,unprocessed_pseudogene
ENSG00000228547,unprocessed_pseudogene
ENSG00000228548,antisense
ENSG00000228549,lincRNA
ENSG00000228550,processed_pseudogene
ENSG00000228551,processed_pseudogene
ENSG00000228553,antisense
ENSG00000228554,antisense
ENSG00000228557,processed_pseudogene
ENSG00000228559,lincRNA
ENSG00000228560,antisense
ENSG00000228561,lincRNA
ENSG00000228563,antisense
ENSG00000228564,lincRNA
ENSG00000228566,lincRNA
ENSG00000228567,protein_coding
ENSG00000228568,processed_pseudogene
ENSG00000228569,lincRNA
ENSG00000228570,protein_coding
ENSG00000228571,unprocessed_pseudogene
ENSG00000228572,unprocessed_pseudogene
ENSG00000228573,lincRNA
ENSG00000228577,antisense
ENSG00000228578,unprocessed_pseudogene
ENSG00000228585,processed_pseudogene
ENSG00000228586,lincRNA
ENSG00000228587,lincRNA
ENSG00000228589,processed_pseudogene
ENSG00000228590,lincRNA
ENSG00000228592,lincRNA
ENSG00000228593,unprocessed_pseudogene
ENSG00000228594,protein_coding
ENSG00000228595,processed_pseudogene
ENSG00000228596,antisense
ENSG00000228597,processed_pseudogene
ENSG00000228598,antisense
ENSG00000228599,processed_pseudogene
ENSG00000228600,processed_pseudogene
ENSG00000228601,processed_pseudogene
ENSG00000228604,antisense
ENSG00000228606,antisense
ENSG00000228607,protein_coding
ENSG00000228610,processed_pseudogene
ENSG00000228611,processed_pseudogene
ENSG00000228612,processed_pseudogene
ENSG00000228613,antisense
ENSG00000228615,processed_pseudogene
ENSG00000228618,lincRNA
ENSG00000228620,antisense
ENSG00000228622,lincRNA
ENSG00000228623,transcribed_unprocessed_pseudogene
ENSG00000228624,antisense
ENSG00000228625,antisense
ENSG00000228626,unprocessed_pseudogene
ENSG00000228627,lincRNA
ENSG00000228629,antisense
ENSG00000228630,antisense
ENSG00000228634,lincRNA
ENSG00000228636,lincRNA
ENSG00000228638,transcribed_processed_pseudogene
ENSG00000228639,lincRNA
ENSG00000228643,processed_transcript
ENSG00000228645,processed_pseudogene
ENSG00000228646,processed_pseudogene
ENSG00000228648,lincRNA
ENSG00000228649,processed_transcript
ENSG00000228650,lincRNA
ENSG00000228653,processed_pseudogene
ENSG00000228655,antisense
ENSG00000228656,processed_pseudogene
ENSG00000228657,processed_pseudogene
ENSG00000228658,lincRNA
ENSG00000228659,antisense
ENSG00000228660,transcribed_unprocessed_pseudogene
ENSG00000228661,antisense
ENSG00000228663,processed_pseudogene
ENSG00000228664,processed_pseudogene
ENSG00000228665,processed_pseudogene
ENSG00000228666,processed_pseudogene
ENSG00000228667,processed_pseudogene
ENSG00000228668,TR_V_pseudogene
ENSG00000228669,lincRNA
ENSG00000228670,processed_pseudogene
ENSG00000228672,protein_coding
ENSG00000228674,processed_pseudogene
ENSG00000228675,lincRNA
ENSG00000228677,antisense
ENSG00000228679,lincRNA
ENSG00000228680,antisense
ENSG00000228681,processed_pseudogene
ENSG00000228683,lincRNA
ENSG00000228685,processed_pseudogene
ENSG00000228686,antisense
ENSG00000228687,unprocessed_pseudogene
ENSG00000228688,unprocessed_pseudogene
ENSG00000228689,antisense
ENSG00000228692,lincRNA
ENSG00000228694,processed_pseudogene
ENSG00000228695,transcribed_unprocessed_pseudogene
ENSG00000228696,protein_coding
ENSG00000228697,lincRNA
ENSG00000228700,processed_pseudogene
ENSG00000228701,antisense
ENSG00000228702,processed_pseudogene
ENSG00000228703,antisense
ENSG00000228705,antisense
ENSG00000228707,lincRNA
ENSG00000228708,sense_overlapping
ENSG00000228709,lincRNA
ENSG00000228711,processed_pseudogene
ENSG00000228714,antisense
ENSG00000228716,protein_coding
ENSG00000228717,processed_pseudogene
ENSG00000228718,lincRNA
ENSG00000228719,lincRNA
ENSG00000228721,processed_pseudogene
ENSG00000228723,antisense
ENSG00000228725,unprocessed_pseudogene
ENSG00000228727,protein_coding
ENSG00000228728,processed_pseudogene
ENSG00000228729,processed_pseudogene
ENSG00000228730,lincRNA
ENSG00000228734,lincRNA
ENSG00000228735,lincRNA
ENSG00000228737,antisense
ENSG00000228739,lincRNA
ENSG00000228740,antisense
ENSG00000228741,lincRNA
ENSG00000228742,lincRNA
ENSG00000228744,processed_pseudogene
ENSG00000228748,antisense
ENSG00000228750,lincRNA
ENSG00000228751,processed_pseudogene
ENSG00000228753,processed_pseudogene
ENSG00000228754,processed_pseudogene
ENSG00000228755,processed_pseudogene
ENSG00000228757,unprocessed_pseudogene
ENSG00000228759,processed_pseudogene
ENSG00000228763,antisense
ENSG00000228764,processed_pseudogene
ENSG00000228766,processed_pseudogene
ENSG00000228767,processed_pseudogene
ENSG00000228768,lincRNA
ENSG00000228769,unprocessed_pseudogene
ENSG00000228770,processed_pseudogene
ENSG00000228771,unprocessed_pseudogene
ENSG00000228772,lincRNA
ENSG00000228775,antisense
ENSG00000228776,processed_pseudogene
ENSG00000228777,lincRNA
ENSG00000228778,lincRNA
ENSG00000228779,antisense
ENSG00000228780,processed_pseudogene
ENSG00000228781,processed_pseudogene
ENSG00000228782,transcribed_unprocessed_pseudogene
ENSG00000228783,processed_pseudogene
ENSG00000228784,lincRNA
ENSG00000228786,lincRNA
ENSG00000228787,antisense
ENSG00000228789,lincRNA
ENSG00000228790,unprocessed_pseudogene
ENSG00000228791,processed_transcript
ENSG00000228792,lincRNA
ENSG00000228793,lincRNA
ENSG00000228794,processed_transcript
ENSG00000228797,processed_pseudogene
ENSG00000228799,lincRNA
ENSG00000228800,lincRNA
ENSG00000228801,antisense
ENSG00000228802,antisense
ENSG00000228803,processed_pseudogene
ENSG00000228804,antisense
ENSG00000228806,unprocessed_pseudogene
ENSG00000228807,processed_pseudogene
ENSG00000228808,processed_pseudogene
ENSG00000228809,processed_transcript
ENSG00000228810,processed_pseudogene
ENSG00000228812,antisense
ENSG00000228814,transcribed_processed_pseudogene
ENSG00000228815,processed_pseudogene
ENSG00000228816,processed_pseudogene
ENSG00000228817,lincRNA
ENSG00000228818,processed_pseudogene
ENSG00000228819,processed_pseudogene
ENSG00000228820,processed_pseudogene
ENSG00000228823,unprocessed_pseudogene
ENSG00000228824,lincRNA
ENSG00000228825,processed_pseudogene
ENSG00000228826,lincRNA
ENSG00000228827,unprocessed_pseudogene
ENSG00000228828,processed_pseudogene
ENSG00000228829,transcribed_unprocessed_pseudogene
ENSG00000228830,antisense
ENSG00000228833,unprocessed_pseudogene
ENSG00000228834,processed_pseudogene
ENSG00000228835,antisense
ENSG00000228836,protein_coding
ENSG00000228837,processed_pseudogene
ENSG00000228838,antisense
ENSG00000228839,antisense
ENSG00000228842,antisense
ENSG00000228843,antisense
ENSG00000228844,processed_pseudogene
ENSG00000228847,processed_pseudogene
ENSG00000228848,processed_pseudogene
ENSG00000228850,unprocessed_pseudogene
ENSG00000228851,unprocessed_pseudogene
ENSG00000228852,antisense
ENSG00000228853,sense_intronic
ENSG00000228855,processed_pseudogene
ENSG00000228856,protein_coding
ENSG00000228857,lincRNA
ENSG00000228860,processed_pseudogene
ENSG00000228861,processed_pseudogene
ENSG00000228862,lincRNA
ENSG00000228863,antisense
ENSG00000228868,unprocessed_pseudogene
ENSG00000228869,processed_pseudogene
ENSG00000228872,processed_pseudogene
ENSG00000228873,lincRNA
ENSG00000228874,processed_pseudogene
ENSG00000228876,lincRNA
ENSG00000228877,lincRNA
ENSG00000228878,lincRNA
ENSG00000228879,processed_pseudogene
ENSG00000228882,processed_pseudogene
ENSG00000228884,processed_pseudogene
ENSG00000228886,lincRNA
ENSG00000228887,processed_pseudogene
ENSG00000228888,lincRNA
ENSG00000228889,lincRNA
ENSG00000228890,lincRNA
ENSG00000228897,processed_pseudogene
ENSG00000228898,unprocessed_pseudogene
ENSG00000228901,processed_pseudogene
ENSG00000228902,processed_pseudogene
ENSG00000228903,transcribed_unprocessed_pseudogene
ENSG00000228906,lincRNA
ENSG00000228909,lincRNA
ENSG00000228914,unprocessed_pseudogene
ENSG00000228915,unprocessed_pseudogene
ENSG00000228917,antisense
ENSG00000228918,lincRNA
ENSG00000228919,lincRNA
ENSG00000228922,unprocessed_pseudogene
ENSG00000228923,antisense
ENSG00000228925,antisense
ENSG00000228927,protein_coding
ENSG00000228928,processed_pseudogene
ENSG00000228929,processed_pseudogene
ENSG00000228930,processed_pseudogene
ENSG00000228933,lincRNA
ENSG00000228935,processed_pseudogene
ENSG00000228937,processed_pseudogene
ENSG00000228938,processed_pseudogene
ENSG00000228939,sense_intronic
ENSG00000228940,unprocessed_pseudogene
ENSG00000228941,processed_pseudogene
ENSG00000228943,processed_pseudogene
ENSG00000228944,antisense
ENSG00000228945,unprocessed_pseudogene
ENSG00000228948,processed_pseudogene
ENSG00000228949,unprocessed_pseudogene
ENSG00000228950,lincRNA
ENSG00000228951,lincRNA
ENSG00000228952,lincRNA
ENSG00000228953,processed_pseudogene
ENSG00000228955,processed_pseudogene
ENSG00000228956,processed_transcript
ENSG00000228957,unprocessed_pseudogene
ENSG00000228958,processed_pseudogene
ENSG00000228959,lincRNA
ENSG00000228960,transcribed_unprocessed_pseudogene
ENSG00000228961,lincRNA
ENSG00000228963,unprocessed_pseudogene
ENSG00000228965,processed_pseudogene
ENSG00000228966,processed_pseudogene
ENSG00000228968,lincRNA
ENSG00000228970,unprocessed_pseudogene
ENSG00000228971,lincRNA
ENSG00000228973,antisense
ENSG00000228974,processed_pseudogene
ENSG00000228976,processed_pseudogene
ENSG00000228979,processed_pseudogene
ENSG00000228980,lincRNA
ENSG00000228981,processed_pseudogene
ENSG00000228982,unprocessed_pseudogene
ENSG00000228983,transcribed_unprocessed_pseudogene
ENSG00000228984,processed_pseudogene
ENSG00000228985,TR_D_gene
ENSG00000228986,processed_pseudogene
ENSG00000228988,antisense
ENSG00000228992,processed_pseudogene
ENSG00000228995,processed_pseudogene
ENSG00000228997,processed_pseudogene
ENSG00000228998,transcribed_processed_pseudogene
ENSG00000228999,lincRNA
ENSG00000229000,processed_pseudogene
ENSG00000229001,processed_pseudogene
ENSG00000229002,unprocessed_pseudogene
ENSG00000229005,antisense
ENSG00000229007,processed_pseudogene
ENSG00000229009,transcribed_unprocessed_pseudogene
ENSG00000229010,processed_pseudogene
ENSG00000229011,lincRNA
ENSG00000229012,lincRNA
ENSG00000229013,processed_pseudogene
ENSG00000229014,processed_pseudogene
ENSG00000229015,transcribed_unprocessed_pseudogene
ENSG00000229016,processed_pseudogene
ENSG00000229017,lincRNA
ENSG00000229018,unprocessed_pseudogene
ENSG00000229019,sense_intronic
ENSG00000229020,processed_pseudogene
ENSG00000229021,antisense
ENSG00000229022,processed_pseudogene
ENSG00000229023,processed_pseudogene
ENSG00000229025,lincRNA
ENSG00000229027,transcribed_unprocessed_pseudogene
ENSG00000229028,transcribed_unprocessed_pseudogene
ENSG00000229029,processed_pseudogene
ENSG00000229030,processed_pseudogene
ENSG00000229031,unprocessed_pseudogene
ENSG00000229032,processed_pseudogene
ENSG00000229035,unprocessed_pseudogene
ENSG00000229036,transcribed_processed_pseudogene
ENSG00000229037,processed_pseudogene
ENSG00000229042,antisense
ENSG00000229043,antisense
ENSG00000229044,antisense
ENSG00000229046,processed_pseudogene
ENSG00000229047,antisense
ENSG00000229048,processed_pseudogene
ENSG00000229051,lincRNA
ENSG00000229052,transcribed_processed_pseudogene
ENSG00000229054,processed_pseudogene
ENSG00000229056,antisense
ENSG00000229057,processed_pseudogene
ENSG00000229060,processed_pseudogene
ENSG00000229063,TR_V_pseudogene
ENSG00000229064,processed_pseudogene
ENSG00000229065,antisense
ENSG00000229066,lincRNA
ENSG00000229067,processed_pseudogene
ENSG00000229068,processed_pseudogene
ENSG00000229072,processed_pseudogene
ENSG00000229079,processed_pseudogene
ENSG00000229080,unprocessed_pseudogene
ENSG00000229081,antisense
ENSG00000229082,unprocessed_pseudogene
ENSG00000229083,processed_pseudogene
ENSG00000229086,lincRNA
ENSG00000229087,processed_pseudogene
ENSG00000229088,processed_pseudogene
ENSG00000229089,transcribed_unprocessed_pseudogene
ENSG00000229090,processed_pseudogene
ENSG00000229091,processed_pseudogene
ENSG00000229092,IG_V_pseudogene
ENSG00000229093,unprocessed_pseudogene
ENSG00000229097,processed_pseudogene
ENSG00000229101,unprocessed_pseudogene
ENSG00000229102,lincRNA
ENSG00000229104,processed_pseudogene
ENSG00000229105,antisense
ENSG00000229106,processed_pseudogene
ENSG00000229107,processed_pseudogene
ENSG00000229108,lincRNA
ENSG00000229109,antisense
ENSG00000229110,processed_pseudogene
ENSG00000229111,antisense
ENSG00000229112,unprocessed_pseudogene
ENSG00000229115,processed_pseudogene
ENSG00000229116,lincRNA
ENSG00000229117,protein_coding
ENSG00000229118,lincRNA
ENSG00000229119,processed_pseudogene
ENSG00000229120,processed_pseudogene
ENSG00000229122,sense_intronic
ENSG00000229124,antisense
ENSG00000229127,antisense
ENSG00000229129,processed_pseudogene
ENSG00000229131,lincRNA
ENSG00000229132,processed_pseudogene
ENSG00000229133,processed_pseudogene
ENSG00000229138,unprocessed_pseudogene
ENSG00000229140,lincRNA
ENSG00000229142,unprocessed_pseudogene
ENSG00000229143,processed_pseudogene
ENSG00000229145,processed_pseudogene
ENSG00000229146,processed_pseudogene
ENSG00000229147,unprocessed_pseudogene
ENSG00000229150,transcribed_unprocessed_pseudogene
ENSG00000229151,lincRNA
ENSG00000229152,sense_intronic
ENSG00000229153,antisense
ENSG00000229154,antisense
ENSG00000229155,lincRNA
ENSG00000229156,processed_pseudogene
ENSG00000229159,unprocessed_pseudogene
ENSG00000229160,lincRNA
ENSG00000229161,unprocessed_pseudogene
ENSG00000229162,antisense
ENSG00000229163,processed_pseudogene
ENSG00000229165,processed_pseudogene
ENSG00000229167,antisense
ENSG00000229168,processed_pseudogene
ENSG00000229169,processed_pseudogene
ENSG00000229172,processed_pseudogene
ENSG00000229173,processed_pseudogene
ENSG00000229175,lincRNA
ENSG00000229177,lincRNA
ENSG00000229178,lincRNA
ENSG00000229180,transcribed_unprocessed_pseudogene
ENSG00000229182,processed_pseudogene
ENSG00000229183,protein_coding
ENSG00000229184,processed_pseudogene
ENSG00000229186,unitary_pseudogene
ENSG00000229188,antisense
ENSG00000229190,antisense
ENSG00000229191,antisense
ENSG00000229192,lincRNA
ENSG00000229195,lincRNA
ENSG00000229196,antisense
ENSG00000229197,processed_pseudogene
ENSG00000229201,lincRNA
ENSG00000229203,lincRNA
ENSG00000229204,processed_pseudogene
ENSG00000229205,lincRNA
ENSG00000229206,lincRNA
ENSG00000229207,processed_pseudogene
ENSG00000229208,unprocessed_pseudogene
ENSG00000229209,lincRNA
ENSG00000229211,processed_pseudogene
ENSG00000229212,transcribed_unprocessed_pseudogene
ENSG00000229213,unprocessed_pseudogene
ENSG00000229214,lincRNA
ENSG00000229217,processed_pseudogene
ENSG00000229220,processed_pseudogene
ENSG00000229221,processed_pseudogene
ENSG00000229222,processed_pseudogene
ENSG00000229224,antisense
ENSG00000229225,lincRNA
ENSG00000229226,processed_pseudogene
ENSG00000229227,lincRNA
ENSG00000229228,antisense
ENSG00000229229,antisense
ENSG00000229230,processed_pseudogene
ENSG00000229231,processed_pseudogene
ENSG00000229232,processed_pseudogene
ENSG00000229233,sense_overlapping
ENSG00000229234,unprocessed_pseudogene
ENSG00000229235,processed_pseudogene
ENSG00000229236,lincRNA
ENSG00000229237,processed_pseudogene
ENSG00000229238,unprocessed_pseudogene
ENSG00000229239,unprocessed_pseudogene
ENSG00000229240,processed_transcript
ENSG00000229241,processed_pseudogene
ENSG00000229242,antisense
ENSG00000229243,lincRNA
ENSG00000229245,antisense
ENSG00000229246,lincRNA
ENSG00000229247,processed_pseudogene
ENSG00000229248,processed_pseudogene
ENSG00000229249,lincRNA
ENSG00000229250,unprocessed_pseudogene
ENSG00000229251,processed_pseudogene
ENSG00000229254,unprocessed_pseudogene
ENSG00000229255,lincRNA
ENSG00000229256,processed_pseudogene
ENSG00000229257,antisense
ENSG00000229258,antisense
ENSG00000229259,unprocessed_pseudogene
ENSG00000229261,antisense
ENSG00000229262,antisense
ENSG00000229263,antisense
ENSG00000229266,processed_pseudogene
ENSG00000229267,antisense
ENSG00000229268,processed_pseudogene
ENSG00000229269,lincRNA
ENSG00000229271,lincRNA
ENSG00000229272,antisense
ENSG00000229273,processed_pseudogene
ENSG00000229274,lincRNA
ENSG00000229275,lincRNA
ENSG00000229276,sense_intronic
ENSG00000229278,bidirectional_promoter_lncRNA
ENSG00000229280,processed_pseudogene
ENSG00000229281,unprocessed_pseudogene
ENSG00000229282,lincRNA
ENSG00000229283,antisense
ENSG00000229286,unprocessed_pseudogene
ENSG00000229287,processed_pseudogene
ENSG00000229288,processed_pseudogene
ENSG00000229289,lincRNA
ENSG00000229291,lincRNA
ENSG00000229292,protein_coding
ENSG00000229294,antisense
ENSG00000229297,lincRNA
ENSG00000229298,processed_pseudogene
ENSG00000229299,antisense
ENSG00000229301,lincRNA
ENSG00000229302,processed_pseudogene
ENSG00000229303,processed_pseudogene
ENSG00000229305,processed_pseudogene
ENSG00000229306,lincRNA
ENSG00000229307,lincRNA
ENSG00000229308,lincRNA
ENSG00000229309,lincRNA
ENSG00000229310,processed_pseudogene
ENSG00000229311,lincRNA
ENSG00000229312,antisense
ENSG00000229313,antisense
ENSG00000229314,protein_coding
ENSG00000229315,antisense
ENSG00000229316,processed_pseudogene
ENSG00000229320,transcribed_processed_pseudogene
ENSG00000229321,lincRNA
ENSG00000229322,processed_pseudogene
ENSG00000229323,lincRNA
ENSG00000229324,processed_pseudogene
ENSG00000229325,sense_intronic
ENSG00000229326,processed_pseudogene
ENSG00000229327,antisense
ENSG00000229330,sense_intronic
ENSG00000229331,sense_intronic
ENSG00000229332,processed_pseudogene
ENSG00000229334,antisense
ENSG00000229335,antisense
ENSG00000229336,processed_pseudogene
ENSG00000229337,antisense
ENSG00000229338,processed_pseudogene
ENSG00000229339,processed_pseudogene
ENSG00000229343,unprocessed_pseudogene
ENSG00000229344,unprocessed_pseudogene
ENSG00000229345,lincRNA
ENSG00000229347,processed_pseudogene
ENSG00000229348,3prime_overlapping_ncRNA
ENSG00000229349,processed_pseudogene
ENSG00000229351,unprocessed_pseudogene
ENSG00000229352,lincRNA
ENSG00000229356,antisense
ENSG00000229357,processed_pseudogene
ENSG00000229358,unprocessed_pseudogene
ENSG00000229359,transcribed_processed_pseudogene
ENSG00000229360,processed_pseudogene
ENSG00000229361,processed_pseudogene
ENSG00000229365,processed_pseudogene
ENSG00000229367,processed_pseudogene
ENSG00000229368,sense_overlapping
ENSG00000229369,processed_pseudogene
ENSG00000229370,lincRNA
ENSG00000229372,antisense
ENSG00000229373,lincRNA
ENSG00000229375,unprocessed_pseudogene
ENSG00000229376,processed_pseudogene
ENSG00000229379,lincRNA
ENSG00000229380,antisense
ENSG00000229382,lincRNA
ENSG00000229384,processed_pseudogene
ENSG00000229385,antisense
ENSG00000229386,transcribed_unprocessed_pseudogene
ENSG00000229388,lincRNA
ENSG00000229389,transcribed_unprocessed_pseudogene
ENSG00000229390,unprocessed_pseudogene
ENSG00000229391,transcribed_unprocessed_pseudogene
ENSG00000229393,antisense
ENSG00000229395,lincRNA
ENSG00000229398,processed_pseudogene
ENSG00000229399,processed_pseudogene
ENSG00000229400,antisense
ENSG00000229401,lincRNA
ENSG00000229402,antisense
ENSG00000229403,lincRNA
ENSG00000229404,lincRNA
ENSG00000229405,processed_pseudogene
ENSG00000229406,unprocessed_pseudogene
ENSG00000229407,antisense
ENSG00000229409,processed_pseudogene
ENSG00000229413,processed_pseudogene
ENSG00000229414,antisense
ENSG00000229415,protein_coding
ENSG00000229416,unprocessed_pseudogene
ENSG00000229417,processed_pseudogene
ENSG00000229418,antisense
ENSG00000229419,processed_pseudogene
ENSG00000229421,processed_pseudogene
ENSG00000229422,lincRNA
ENSG00000229423,processed_pseudogene
ENSG00000229424,lincRNA
ENSG00000229425,lincRNA
ENSG00000229427,processed_pseudogene
ENSG00000229431,antisense
ENSG00000229433,lincRNA
ENSG00000229434,lincRNA
ENSG00000229435,unprocessed_pseudogene
ENSG00000229436,processed_pseudogene
ENSG00000229437,lincRNA
ENSG00000229440,processed_pseudogene
ENSG00000229442,unitary_pseudogene
ENSG00000229443,lincRNA
ENSG00000229444,antisense
ENSG00000229447,processed_pseudogene
ENSG00000229452,antisense
ENSG00000229453,protein_coding
ENSG00000229454,lincRNA
ENSG00000229455,processed_pseudogene
