probe_id	entrezgene_id
1563254_a_at	100506733
1557660_s_at	100506733
1564736_a_at	100506742
230939_at	100506753
230353_at	100506755
232822_x_at	100506757
237253_at	100506765
237244_at	100506769
239237_at	100506776
228828_at	100506779
228826_at	100506779
229493_at	100506783
236914_at	100506790
240162_at	100506791
239822_at	100506795
241234_at	100506797
230460_at	100506826
1557219_at	100506827
1556936_at	100506834
236871_s_at	100506840
236870_at	100506840
226546_at	100506844
240974_at	100506851
239440_at	100506858
238874_at	100506860
239814_at	100506860
242679_at	100506866
1556043_a_at	100506866
232131_at	100506874
1558858_at	100506885
1569659_at	100506895
239162_at	100506897
217693_x_at	100506898
239284_at	100506901
237734_s_at	100506907
237272_at	100506907
239302_s_at	100506922
216820_at	100506925
231433_at	100506929
243924_at	100506930
1557044_at	100506930
1557046_x_at	100506930
213685_at	100506963
226587_at	100506965
226591_at	100506965
232242_at	100506994
1559665_at	100506999
243699_at	100507006
230577_at	100507008
231051_at	100507027
1557610_at	100507034
232111_at	100507043
237393_at	100507050
243629_x_at	100507057
242087_x_at	100507057
238298_at	100507058
1558660_at	100507059
232284_at	100507062
1560842_a_at	100507064
1562631_at	100507064
236747_at	100507066
1556518_at	100507086
1559296_at	100507098
1558793_at	100507099
236008_at	100507103
231330_at	100507114
1557685_at	100507117
232605_s_at	100507135
1568812_at	100507140
237529_at	100507143
1562263_at	100507156
228430_at	100507171
236336_at	100507171
1568826_at	100507173
1569372_at	100507194
237668_at	100507201
230716_at	100507203
244151_at	100507203
231440_at	100507206
225951_s_at	100507217
230776_at	100507218
1557647_a_at	100507240
1557646_at	100507240
1559655_at	100507244
1559656_a_at	100507244
224601_at	100507246
224603_at	100507246
1557021_s_at	100507250
244280_at	100507254
1559221_at	100507254
228632_at	100507257
244136_at	100507261
1569330_at	100507266
239420_at	100507267
237514_at	100507274
1556507_at	100507274
1556508_s_at	100507274
237601_at	100507277
1568888_at	100507283
241964_at	100507290
238665_at	100507290
230334_at	100507291
229754_at	100507297
1557693_at	100507299
1557564_at	100507300
1557565_a_at	100507300
228049_x_at	100507303
244411_at	100507316
235428_at	100507316
1563629_a_at	100507321
1561942_x_at	100507321
214867_at	100507331
1559017_at	100507351
231571_at	100507362
237170_at	100507384
221183_at	100507388
1556387_at	100507389
1556388_a_at	100507389
1559715_at	100507391
239641_at	100507392
1557117_at	100507398
1557118_a_at	100507398
1557540_at	100507403
237313_at	100507410
239180_at	100507419
240054_at	100507419
231143_at	100507421
238936_at	100507421
227318_at	100507421
240810_at	100507423
1569287_at	100507428
1569023_a_at	100507428
1552972_at	100507431
229328_at	100507433
205904_at	100507436
240740_at	100507443
240549_at	100507459
237684_at	100507461
1558651_at	100507462
1555852_at	100507463
240523_at	100507466
239113_at	100507468
1557874_at	100507470
236400_at	100507475
1555868_at	100507477
1555869_a_at	100507477
231607_at	100507480
229006_at	100507487
239248_at	100507495
229592_at	100507501
1560412_at	100507506
231402_at	100507507
241353_s_at	100507507
237709_at	100507513
1556190_s_at	100507516
231098_at	100507516
236575_at	100507524
242084_at	100507527
230562_at	100507530
237885_at	100507533
1561055_at	100507534
235617_x_at	100507537
230279_at	100507540
230054_at	100507547
241745_at	100507557
231379_at	100507560
237712_at	100507562
1556048_at	100507564
1556122_at	100507567
1556123_a_at	100507567
234267_at	100507584
1556675_s_at	100507584
1557276_at	100507584
1557277_a_at	100507584
225193_at	100507599
1557386_at	100507600
228664_at	100507602
1557507_at	100507602
215929_at	100507605
1558185_at	100507616
1558186_s_at	100507616
231458_at	100507629
243813_at	100507632
1557567_a_at	100507634
1557566_at	100507634
233176_at	100507642
240320_at	100507650
236080_at	100507670
1558574_at	100508631
215623_x_at	10051
201663_s_at	10051
201664_at	10051
208460_at	10052
228563_at	10052
243502_at	10052
228776_at	10052
235829_at	100526820
1555902_at	100528062
218261_at	10053
65517_at	10053
1554063_at	100533106
221179_at	100533178
1569713_at	100533182
1557615_a_at	100533184
1563750_at	100533789
201177_s_at	10054
229587_at	10054
1555618_s_at	10055
217946_s_at	10055
232063_x_at	10056
223035_s_at	10056
223036_at	10056
1556081_at	10056
1556082_a_at	10056
226363_at	10057
209380_s_at	10057
203192_at	10058
203105_s_at	10059
226154_at	10059
210518_at	1006
241500_at	1006
231438_x_at	1006
208562_s_at	10060
208462_s_at	10060
208561_at	10060
235578_at	10060
209247_s_at	10061
209246_at	10061
214232_at	10061
236770_at	100616668
240409_at	100616668
203920_at	10062
1562827_at	100628307
232090_at	100628315
235891_at	100628315
216830_at	100629121
238887_at	100630918
1568689_at	100631378
1568690_a_at	100631378
244497_at	100652740
232248_at	100652768
1556834_at	100652770
1556835_s_at	100652770
1558801_at	100652772
1559678_s_at	100652791
1564193_at	100652824
231046_at	100652853
1556206_at	100652856
1556207_a_at	100652856
243406_at	100652857
1556914_at	100652911
1563119_at	100652929
232732_at	100652999
218143_s_at	10066
224921_at	10066
201771_at	10067
222868_s_at	10068
224283_x_at	10068
1556459_at	100689073
1556460_a_at	100689073
233772_at	100689074
218377_s_at	10069
207729_at	1007
226654_at	10071
232510_s_at	10072
218567_x_at	10072
207438_s_at	10073
207783_x_at	10075
214673_s_at	10075
208598_s_at	10075
236294_at	10075
211320_s_at	10076
233467_s_at	10077
220558_x_at	10077
218612_s_at	10078
212062_at	10079
220115_s_at	1008
231809_x_at	10081
223730_at	10082
227059_at	10082
228568_at	100820829
211184_s_at	10083
205137_x_at	10083
214527_s_at	10084
207769_s_at	10084
210450_at	100847062
1558643_s_at	10085
207379_at	10085
225275_at	10085
1562436_at	100852407
1570163_at	100852408
1563316_at	100852409
1561288_at	100859921
226146_at	100859930
221162_at	10086
233767_at	10086
236658_at	100861523
231062_at	100861541
233661_at	100861544
1561287_at	100861545
1562990_at	100861546
1569983_at	100861547
1556884_a_at	100861552
1561478_at	100861553
215738_at	100861554
1558847_at	100861555
1563296_at	100861573
1559766_at	100862662
213667_at	100862671
38766_at	100862671
241587_at	100862679
1557475_at	100862680
1559543_at	100862704
1559544_s_at	100862704
219625_s_at	10087
223466_x_at	10087
223465_at	10087
226277_at	10087
216349_at	100873790
241839_at	100873930
1558666_at	100873942
237942_at	100873954
237329_at	100873979
231226_at	100873985
1562320_at	100874012
237512_at	100874014
1561545_at	100874018
241146_at	100874021
242888_at	100874032
242507_at	100874034
1559880_at	100874051
1563245_at	100874063
1559653_at	100874068
1559654_s_at	100874068
232839_at	100874069
1569987_at	100874074
1555188_at	100874107
242692_at	100874110
1562949_at	100874143
1569728_at	100874167
241522_at	100874178
240431_at	100874180
1562081_a_at	100874182
1563568_at	100874187
1570291_at	100874194
242102_at	100874195
1555994_at	100874195
1555995_a_at	100874195
1556854_at	100874205
1556855_a_at	100874205
1561699_a_at	100874205
1557439_at	100874238
1560856_at	100874239
233194_at	100874241
1561676_at	100874243
1569646_a_at	100874251
237224_at	100874253
1556911_at	100874291
241239_at	100874309
231365_at	100874323
244512_at	100874362
1562696_at	100874375
244152_at	100874433
239239_at	100885775
232828_at	100885778
233170_at	100885781
1562802_at	100885798
238740_at	100885848
224008_s_at	10089
224055_x_at	10089
220412_x_at	10089
207172_s_at	1009
207173_x_at	1009
236179_at	1009
239286_at	1009
205138_s_at	10090
205139_s_at	10090
1555797_a_at	10092
211963_s_at	10092
237387_at	10092
211672_s_at	10093
217818_s_at	10093
217817_at	10093
201954_at	10095
200996_at	10096
213101_s_at	10096
213102_at	10096
239170_at	10096
228603_at	10096
1558015_s_at	10097
1554390_s_at	10097
200727_s_at	10097
200729_s_at	10097
200728_at	10097
209890_at	10098
225388_at	10098
225387_at	10098
200973_s_at	10099
200972_at	10099
230282_at	10099
1558786_at	10099
1558787_a_at	10099
238141_s_at	100996246
1568892_at	100996251
237787_at	100996263
1553457_at	100996279
241312_at	100996280
1559205_s_at	100996286
1569925_at	100996295
230423_at	100996301
243703_x_at	100996307
1569426_at	100996342
240697_at	100996345
1559534_at	100996419
1559535_s_at	100996419
244667_at	100996425
1556639_at	100996455
220375_s_at	100996485
1561983_at	100996490
231482_at	100996490
236709_at	100996492
215126_at	100996492
214896_at	100996492
244490_at	100996511
228387_at	100996511
239764_at	100996539
231364_at	100996570
1556510_at	100996570
1556511_a_at	100996570
236598_at	100996579
236451_at	100996579
244600_at	100996583
1561398_at	100996590
244325_at	100996597
1561877_at	100996624
240609_at	100996654
240003_at	100996662
237848_at	100996671
1569515_a_at	100996681
231347_at	100996694
1564413_at	100996702
237871_x_at	100996902
205179_s_at	101
205180_s_at	101
207149_at	1010
214606_at	10100
227236_at	10100
227233_at	10100
218227_at	10101
212656_at	10102
214331_at	10102
214332_s_at	10102
209114_at	10103
201490_s_at	10105
201489_at	10105
240818_at	101055625
1563219_at	101056700
242954_at	101059948
208735_s_at	10106
203445_s_at	10106
1568706_s_at	10106
238999_at	10106
231492_at	101060004
244372_at	101060019
237075_at	101060091
1569283_at	101060200
238631_at	101060200
238898_at	101060264
241535_at	101060391
231250_at	101060400
243441_at	101060400
244824_at	101060544
1561075_at	101060553
235730_at	101060691
229318_at	101060691
210578_at	10107
210579_s_at	10107
56748_at	10107
221627_at	10107
208679_s_at	10109
207988_s_at	10109
213513_x_at	10109
220357_s_at	10110
208393_s_at	10111
209349_at	10111
238656_at	10111
218755_at	10112
217861_s_at	10113
207764_s_at	10114
210148_at	10114
226297_at	10114
212374_at	10116
212373_at	10116
212367_at	10116
223893_at	10117
204726_at	1012
202135_s_at	10120
200720_s_at	10121
200721_s_at	10121
202208_s_at	10123
202206_at	10123
202207_at	10123
228723_at	101241892
205590_at	10125
204008_at	10126
203707_at	10127
232089_at	10127
211971_s_at	10128
211615_s_at	10128
230194_at	10128
214318_s_at	10129
204072_s_at	10129
1555904_at	10129
206327_s_at	1013
206328_at	1013
216640_s_at	10130
208639_x_at	10130
207668_x_at	10130
208638_at	10130
201391_at	10131
202074_s_at	10133
202073_at	10133
200837_at	10134
217738_at	10135
210080_x_at	10136
211738_x_at	10136
212168_at	10137
212170_at	10137
206238_s_at	10138
244783_at	10138
215984_s_at	10139
203174_s_at	10139
206517_at	1014
202704_at	10140
207241_at	10141
231071_at	101410533
237065_s_at	101410535
78047_s_at	101410538
225860_at	101410538
49679_s_at	101410538
221953_s_at	101410538
210962_s_at	10142
231802_at	10143
1569025_s_at	10144
217047_s_at	10144
202972_s_at	10144
202973_x_at	10144
201514_s_at	10146
201503_at	10146
244396_at	10146
242422_at	10146
225007_at	10146
213505_s_at	10147
214092_x_at	10147
212000_at	10147
64371_at	10147
212001_at	10147
219424_at	10148
206002_at	10149
209847_at	1015
205017_s_at	10150
205018_s_at	10150
203640_at	10150
206808_at	10151
211793_s_at	10152
207268_x_at	10152
209856_x_at	10152
225098_at	10152
225112_at	10152
203341_at	10153
206470_at	10154
206471_s_at	10154
213241_at	10154
200990_at	10155
242754_at	101559451
210852_s_at	10157
214829_at	10157
1553589_a_at	10158
219630_at	10158
201444_s_at	10159
201443_s_at	10159
243272_at	101593348
206280_at	1016
201911_s_at	10160
201910_at	10160
218589_at	10161
1557763_at	10161
202793_at	10162
224563_at	10163
224562_at	10163
221725_at	10163
220446_s_at	10164
229061_s_at	10165
203775_at	10165
222705_s_at	10166
218653_at	10166
232105_at	101669762
232799_at	101669764
217756_x_at	10169
224625_x_at	10169
226692_at	10169
211804_s_at	1017
204252_at	1017
223952_x_at	10170
224009_x_at	10170
219799_s_at	10170
222666_s_at	10171
218544_s_at	10171
223714_at	10172
207788_s_at	10174
209253_at	10174
201653_at	10175
225553_at	10175
232571_at	101752400
1553007_a_at	10178
205728_at	10178
218379_at	10179
235045_at	10179
201967_at	10180
1556489_at	101805491
1556490_a_at	101805491
209936_at	10181
201394_s_at	10181
201395_at	10181
212658_at	10184
218656_s_at	10186
1555557_a_at	10188
203838_s_at	10188
203839_s_at	10188
226319_s_at	10189
226320_at	10189
202246_s_at	1019
203008_x_at	10190
211758_x_at	10190
236156_at	101926887
230294_at	101926888
1569259_at	101926890
233162_at	101926892
237027_at	101926903
236639_at	101926906
230527_at	101926907
215627_at	101926913
244174_at	101926913
1557841_at	101926915
1570391_at	101926928
241256_at	101926934
1570270_at	101926942
1557802_at	101926944
1563089_at	101926948
1560566_at	101926951
231608_at	101926957
1560850_at	101926959
1557832_at	101926960
1561104_at	101926962
229972_at	101926963
236668_at	101926967
1564083_at	101926975
1570155_at	101926978
1562409_s_at	101926984
1562408_at	101926984
1558630_at	101926987
1569182_at	101926994
1557644_at	101926996
1569218_at	101927003
1556494_at	101927007
1561400_at	101927017
1563241_at	101927018
240842_at	101927020
241847_at	101927021
237105_at	101927027
235813_at	101927027
1562823_at	101927034
243035_at	101927038
1562621_at	101927040
