probe_id	entrezgene_id
1555991_s_at	150297
202613_at	1503
1552393_at	150350
1552394_a_at	150350
1552675_at	150353
1557123_a_at	150356
1564621_a_at	150365
1554208_at	150365
230011_at	150365
226504_at	150368
230322_at	150372
243099_at	150372
233597_at	150379
238058_at	150381
227590_at	150383
1556661_at	150384
224908_s_at	150465
224896_s_at	150465
1559680_at	150465
1555374_at	150465
229610_at	150468
1560010_a_at	150538
230495_at	150568
243045_at	150572
228406_at	150572
1563679_at	150577
1552740_at	150590
242295_at	150596
1553472_at	150596
214377_s_at	1506
239168_at	150622
236739_at	150622
1553796_at	150622
1553797_a_at	150622
242883_at	150677
226845_s_at	150678
1553515_at	150678
227171_at	150684
226024_at	150684
239833_at	150684
1562378_s_at	150696
239528_at	150696
1552797_s_at	150696
1552438_a_at	150709
236405_at	150726
221945_at	150726
44040_at	150726
1554588_a_at	150737
243413_at	150737
240037_at	150771
200838_at	1508
200839_s_at	1508
213274_s_at	1508
227961_at	1508
213275_x_at	1508
1564868_a_at	150864
1553220_at	150864
226431_at	150864
200766_at	1509
232015_at	150946
228028_at	150946
1553280_at	150962
229362_at	150962
214717_at	150967
234847_at	150992
208544_at	151
205927_s_at	1510
214720_x_at	151011
212698_s_at	151011
239682_at	151050
1554791_a_at	151050
215046_at	151050
230561_s_at	151050
235703_at	151056
205653_at	1511
1554932_at	151112
1560750_at	151121
1555801_s_at	151126
1555800_at	151126
229019_at	151126
1562214_at	151171
231135_at	151174
229622_at	151176
225709_at	151188
225707_at	151188
225711_at	151188
235177_at	151194
235931_at	151194
1553743_at	151194
228810_at	151195
227280_s_at	151195
202295_s_at	1512
228646_at	151242
1555462_at	151242
235425_at	151246
230165_at	151246
1553261_x_at	151254
1554831_x_at	151254
1558428_at	151254
1553260_s_at	151254
1563673_a_at	151254
1556757_a_at	151254
243231_at	151258
1553485_at	151278
230949_at	151295
202450_s_at	1513
239507_at	151300
239506_s_at	151300
1552501_a_at	151306
228459_at	151354
225667_s_at	151354
234331_s_at	151354
231439_at	151354
229546_at	151354
235349_at	151393
1553232_at	151393
202087_s_at	1514
214238_at	151449
238029_s_at	151473
1552979_at	151477
1562689_at	151484
210074_at	1515
235137_at	151516
1568640_at	151516
235514_at	151516
226668_at	151525
233155_at	151531
231376_at	151531
238422_at	151534
244509_at	151556
239533_at	151556
231166_at	151556
225178_at	151613
225180_at	151613
241863_x_at	151613
225415_at	151636
242348_at	151647
1553690_at	151648
1552747_a_at	151649
239477_at	151651
238283_at	151658
236339_at	151742
239488_at	151742
228457_at	151742
229506_at	151742
228108_at	151742
1564837_at	151760
1564838_a_at	151760
1564238_a_at	151790
1554298_a_at	151790
236917_at	151827
236918_s_at	151827
239139_at	151835
240301_at	151871
1561301_at	151877
225241_at	151887
225242_s_at	151887
243864_at	151887
227061_at	151887
236226_at	151888
203758_at	1519
226011_at	151903
240892_at	151903
227599_at	151963
220764_at	151987
225519_at	151987
226317_at	151987
206128_at	152
202902_s_at	1520
202901_x_at	1520
232617_at	1520
226891_at	152002
222660_s_at	152006
218528_s_at	152006
225604_s_at	152007
225602_at	152007
1561059_a_at	152024
1553775_at	152048
237894_at	152065
238969_at	152078
1558552_s_at	152078
243863_at	152098
214450_at	1521
228283_at	152100
237227_at	152110
1555839_a_at	152118
225331_at	152137
236831_at	152137
235051_at	152137
228693_at	152137
226713_at	152137
234995_at	152185
215094_at	152185
235099_at	152189
1568593_a_at	152195
232251_at	152195
210042_s_at	1522
1553396_a_at	152206
1554022_at	152206
1554023_s_at	152206
225657_at	152217
1562048_at	152225
226984_at	152273
226985_at	152273
1563572_at	152274
214743_at	1523
227069_at	1523
225937_at	1523
225935_at	1523
202367_at	1523
237177_at	152330
229084_at	152330
205898_at	1524
228375_at	152404
1553146_at	152405
243617_at	152485
243618_s_at	152485
226764_at	152485
231902_at	152485
228046_at	152485
1555716_a_at	1525
203917_at	1525
239155_at	1525
226374_at	1525
215425_at	1525
1558647_at	152503
225162_at	152503
227220_at	152518
232158_x_at	152519
213372_at	152559
1557576_at	152559
229485_x_at	152573
1564881_at	152578
226923_at	152579
236834_at	152579
1569995_at	152586
230572_at	152641
240167_at	152742
1553710_at	152756
1553711_a_at	152756
238600_at	152789
215726_s_at	1528
209366_x_at	1528
207843_x_at	1528
235653_s_at	152815
235218_x_at	152815
227813_at	152815
230169_at	152815
236984_at	152816
244276_at	152831
235708_at	152831
1569139_s_at	152877
1558890_at	152877
244011_at	152926
235061_at	152926
242752_at	152926
226773_at	152926
1553838_at	152940
1554192_s_at	152992
235097_at	152992
208214_at	153
229309_at	153
1553785_at	153020
228942_s_at	153090
225020_at	153090
235241_at	153129
1554781_at	153163
217021_at	1532
233340_at	153218
1554229_at	153222
225956_at	153222
225957_at	153222
238476_at	153222
235556_at	153222
1554606_at	153241
226449_at	153241
231372_at	153328
1554542_at	153328
226276_at	153339
224702_at	153339
1554619_at	153364
230298_at	153364
238783_at	153396
236227_at	153396
227861_at	153396
210816_s_at	1534
209164_s_at	1534
217200_x_at	1534
207986_x_at	1534
209163_at	1534
241734_at	153443
1561101_at	153469
230441_at	153478
236255_at	153478
203028_s_at	1535
229445_at	1535
224782_at	153527
235955_at	153562
235141_at	153562
243174_at	153571
228462_at	153572
1553279_at	153579
229985_at	153579
228434_at	153579
203922_s_at	1536
203923_s_at	1536
239147_at	153642
240065_at	153643
239620_at	153657
232645_at	153684
201066_at	1537
235208_at	153733
1555585_a_at	153745
1553629_a_at	153745
235828_at	153768
236513_at	153768
228892_at	153769
235768_at	153769
243582_at	153769
237783_at	153770
216779_at	1538
216778_s_at	1538
238949_at	153830
226077_at	153830
207780_at	1539
237592_at	153918
206170_at	154
221903_s_at	1540
221905_at	1540
214272_at	1540
39582_at	1540
213295_at	1540
1553274_a_at	154007
226263_at	154007
242394_at	154043
227481_at	154043
1569331_at	154043
237302_at	154043
236782_at	154075
1552899_at	154089
1552900_a_at	154089
235050_at	154091
244353_s_at	154091
237731_at	154092
227379_at	154141
232680_at	154150
1564414_a_at	154197
235492_at	154214
232100_at	154214
226885_at	154214
242002_at	154215
231474_at	154288
205749_at	1543
230273_at	154313
1553363_at	154386
207609_s_at	1544
207608_x_at	1544
232492_at	154442
225723_at	154467
202434_s_at	1545
202435_s_at	1545
202436_s_at	1545
202437_s_at	1545
215321_at	154661
241703_at	154661
1553295_at	154664
1553604_at	154664
1553605_a_at	154664
228149_at	154743
232173_at	154790
226780_s_at	154791
209521_s_at	154796
1494_f_at	1548
207244_x_at	1548
1553679_s_at	154807
224881_at	154807
235277_at	154810
228840_at	154810
225459_at	154810
225450_at	154810
1559712_at	154822
1568924_a_at	154865
237271_at	154872
1555569_a_at	154881
1553717_at	154881
213474_at	154881
207718_x_at	1549
217303_s_at	155
206812_at	155
239593_at	155006
240183_at	155006
240646_at	155038
235306_at	155038
1553082_at	155051
242684_at	155054
1569473_s_at	155060
1556224_a_at	155060
213367_at	155060
225848_at	155061
213587_s_at	155066
205939_at	1551
1561179_s_at	155185
1562261_at	155185
235586_at	155185
208327_at	1553
1553778_at	155368
235569_at	155382
213670_x_at	155400
214100_x_at	155400
1554096_a_at	155435
231833_at	155435
238801_at	155435
226732_at	155435
225839_at	155435
228241_at	155465
217133_x_at	1555
206755_at	1555
210272_at	1556
206754_s_at	1556
216058_s_at	1557
208147_s_at	1558
214421_x_at	1559
216661_x_at	1559
216025_x_at	1559
220017_x_at	1559
201401_s_at	156
38447_at	156
201402_at	156
208126_s_at	1562
215103_at	1562
215809_at	1564
204183_s_at	157
204184_s_at	157
228771_at	157
1431_at	1571
209976_s_at	1571
209975_at	1571
1563610_at	157273
235085_at	157285
205073_at	1573
227848_at	157310
236957_at	157313
226661_at	157313
238045_at	157378
241342_at	157378
241370_at	157378
236950_s_at	157381
1552378_s_at	157506
226021_at	157506
227467_at	157506
1554228_a_at	157556
212731_at	157567
235588_at	157570
235178_x_at	157570
228427_at	157574
205999_x_at	1576
208367_x_at	1576
205998_x_at	1576
1556046_a_at	157627
214839_at	157627
228870_at	157638
225864_at	157638
244569_at	157657
220400_at	157680
1553852_at	157680
236254_at	157680
213243_at	157680
242387_at	157695
226778_at	157695
230903_s_at	157695
227016_at	157697
1556766_at	157697
1563315_s_at	157697
217611_at	157697
227017_at	157697
1558371_a_at	157697
229249_at	157697
236467_at	157697
243015_at	1577
214234_s_at	1577
205765_at	1577
238287_at	157724
1555151_s_at	157739
1553493_a_at	157739
1552520_at	157753
1552521_a_at	157753
1555159_at	157753
226294_x_at	157769
236634_at	157773
1569677_a_at	157777
1552359_at	157777
230217_at	157807
1552884_at	157848
1552885_a_at	157848
237273_at	157855
235209_at	157869
235210_s_at	157869
214725_at	157869
230661_at	157869
211231_x_at	1579
220410_s_at	157922
220409_at	157922
228995_at	157922
212712_at	157922
212711_at	157922
212710_at	157922
1553919_at	157927
1552755_at	157983
210250_x_at	158
202144_s_at	158
1555497_a_at	1580
210096_at	1580
1559293_x_at	158035
1563728_at	158035
232720_at	158038
243686_at	158038
1552816_at	158046
1553642_at	158055
229473_at	158056
230976_at	158067
207406_at	1581
1567065_at	158131
242545_at	158135
231157_at	158135
228172_at	158135
1553986_at	158158
243862_at	158158
235144_at	158158
232494_at	1582
241339_at	158219
242477_at	158219
236826_at	158219
232000_at	158219
1557014_a_at	158228
235303_at	158234
236833_at	158248
1559129_a_at	158257
230308_at	158293
225395_s_at	158293
1558761_a_at	158293
239391_at	158293
231570_at	158297
204309_at	1583
233524_at	158314
233525_s_at	158314
243369_at	158326
228233_at	158326
236031_x_at	158326
235021_at	158358
238490_at	158358
228446_at	158358
1557371_a_at	158376
1568686_at	158381
1568687_s_at	158381
1570534_a_at	158399
243770_at	158399
1559988_at	158399
1554007_at	158399
1552493_s_at	1584
214610_at	1584
1553920_at	158401
233504_at	158401
235112_at	158405
239033_at	158405
230166_at	158405
228349_at	158405
213161_at	158427
235290_at	158431
1563827_at	158434
1552455_at	158471
212806_at	158471
212805_at	158471
1552967_at	158506
1552906_at	158521
243017_at	158572
230792_at	158584
216013_at	158586
228005_at	158586
205502_at	1586
216276_s_at	1587
243700_x_at	158724
221895_at	158747
64883_at	158747
238047_at	158763
1553318_at	158787
235946_at	158787
242698_at	158798
237282_s_at	158798
237281_at	158798
240705_at	1588
239459_s_at	1588
1560295_at	1588
203475_at	1588
1552724_at	158800
236493_at	158801
1552858_at	158809
231377_at	158830
1560507_at	158833
1552557_a_at	158866
237247_at	158880
229278_at	158880
214622_at	1589
1558685_a_at	158960
221761_at	159
230532_at	159013
228700_at	159013
225362_at	159090
225361_x_at	159090
239047_at	159091
1562641_at	159091
1552322_at	159091
1552323_s_at	159091
206504_at	1591
1552952_at	159162
227334_at	159195
206424_at	1592
1553808_a_at	159296
203979_at	1593
236219_at	159371
231012_at	159371
239265_at	159371
205676_at	1594
202314_at	1595
217237_at	1596
233131_at	159686
1557544_at	159686
1561951_at	159963
231424_at	159963
214389_at	159963
1558893_a_at	159989
1558894_a_at	159989
1554071_at	159989
1554072_s_at	159989
201000_at	16
234068_s_at	160
223237_x_at	160
229617_x_at	160
220611_at	1600
228329_at	1600
243468_at	160065
231279_at	160065
240873_x_at	1601
201279_s_at	1601
210757_x_at	1601
201280_s_at	1601
201278_at	1601
1552988_at	160140
205471_s_at	1602
205472_s_at	1602
228915_at	1602
1553888_at	160287
1553895_at	160298
200046_at	1603
217350_at	160313
235775_at	160335
228574_at	160335
1552398_a_at	160364
244413_at	160365
1561899_at	160365
201926_s_at	1604
1555950_a_at	1604
201925_s_at	1604
1560017_at	160418
226600_at	160418
226604_at	160418
238219_at	160419
1556841_a_at	160428
1559393_at	160428
231202_at	160428
1552865_a_at	160492
212128_s_at	1605
205417_s_at	1605
243613_at	160518
238917_s_at	160518
215058_at	160518
228551_at	160518
211272_s_at	1606
203385_at	1606
228263_at	160622
1553524_at	1607
216307_at	1607
237503_at	160728
235744_at	160760
225204_at	160760
225213_at	160760
244833_at	160762
1554117_at	160777
206395_at	1608
1553300_a_at	160851
240145_at	160851
235952_at	160851
227415_at	160851
231871_at	160897
1556019_at	160897
1556021_at	160897
1566257_at	160897
207562_at	1609
226605_at	1609
212159_x_at	161
211779_x_at	161
215764_x_at	161
212161_at	161
206878_at	1610
1553794_at	161003
201095_at	1611
1552839_at	161142
238820_at	161145
227544_at	161145
1553644_at	161176
219563_at	161176
226244_at	161198
211214_s_at	1612
203139_at	1612
229567_at	161247
235699_at	161253
230471_at	161291
213285_at	161291
203890_s_at	1613
203891_s_at	1613
1570114_at	161357
239935_at	161357
1557681_s_at	161394
232316_at	161394
1557680_at	161394
234875_at	161406
1555390_at	161424
225514_at	161424
1570393_at	161436
1568777_at	161436
201623_s_at	1615
201624_at	1615
1552950_at	161502
231475_at	161514
235273_at	161582
201763_s_at	1616
216038_x_at	1616
1559651_at	161635
1560399_a_at	161725
1553351_at	161725
232562_at	161725
230783_at	161725
244439_at	161742
226837_at	161742
235074_at	161742
236245_at	161753
243815_at	161779
206588_at	1618
239711_at	161823
238424_at	161823
236018_at	161823
1553907_a_at	161829
241030_at	161835
1553622_a_at	161835
242282_at	161882
236463_at	161931
205423_at	162
205818_at	1620
228074_at	162073
227954_at	162073
227514_at	162073
1568619_s_at	162073
227792_at	162073
231076_at	162083
206450_at	1621
209389_x_at	1622
211070_x_at	1622
202428_x_at	1622
226807_at	162239
1553211_at	162282
244095_at	162282
230824_at	162333
1552432_at	162387
1553055_a_at	162394
1557078_at	162394
243999_at	162394
238430_x_at	162394
226725_at	162394
230383_x_at	162394
229432_at	162417
212697_at	162427
235245_at	162461
231408_at	162461
236218_at	162466
1553268_at	162494
230755_at	162494
1552586_at	162514
1552761_at	162515
1552830_at	162517
231253_at	162540
1568873_at	162655
1557283_a_at	162655
1564190_x_at	162655
1553651_at	162681
1553652_a_at	162681
229442_at	162681
244324_at	162681
217025_s_at	1627
202806_at	1627
209782_s_at	1628
209783_at	1628
205369_x_at	1629
205371_s_at	1629
205370_x_at	1629
244687_at	1629
231919_at	1629
1569076_a_at	162962
235953_at	162963
242463_x_at	162966
241704_x_at	162967
229614_at	162967
230857_s_at	162968
215124_at	162972
228099_at	162972
238607_at	162979
225434_at	162989
1569157_s_at	162993
1569156_at	162993
1564331_at	162993
1562337_at	162998
200615_s_at	163
200612_s_at	163
206939_at	1630
238914_at	1630
229140_at	163033
239703_at	163033
1553704_x_at	163049
1553703_at	163049
227122_at	163049
1553957_at	163050
1570366_x_at	163051
1553247_a_at	163051
242028_at	163051
1552947_x_at	163071
1552946_at	163071
238315_s_at	163081
242429_at	163081
235648_at	163081
238316_at	163081
235414_at	163087
1559789_a_at	163115
1552785_at	163115
225936_at	163126
214899_at	163131
243294_at	163131
244818_at	163131
242969_at	163131
1552271_at	163154
1552272_a_at	163154
242670_at	163175
227821_at	163175
235515_at	163183
209759_s_at	1632
238791_at	163227
242697_at	163255
238454_at	163255
233294_at	163259
230769_at	163259
203302_at	1633
1559606_at	163351
1559607_s_at	163351
211813_x_at	1634
201893_x_at	1634
211896_s_at	1634
209335_at	1634
239786_at	1634
242825_at	163404
231397_at	163404
240837_at	163479
1557309_at	163486
1564164_at	163486
1552835_at	163486
219696_at	163486
238787_at	163486
228032_s_at	163486
201571_s_at	1635
210137_s_at	1635
201572_x_at	1635
231104_at	163589
231719_at	163590
214801_at	163590
230241_at	163590
240700_at	163590
235453_at	163590
225880_at	163590
230321_at	163590
209749_s_at	1636
227463_at	1636
1552402_at	163688
1555499_a_at	163702
244261_at	163702
228625_at	163732
1557016_a_at	163747
1552620_at	163778
229125_at	163782
231895_at	163786
216512_s_at	1638
205338_s_at	1638
205337_at	1638
1553338_at	163859
244103_at	163859
1554660_a_at	163882
1554661_s_at	163882
225551_at	163882
225550_at	163882
201082_s_at	1639
211780_x_at	1639
1569256_a_at	163933
203350_at	164
225754_at	164
225771_at	164
241469_at	164045
242123_at	164091
204851_s_at	1641
204850_s_at	1641
1552391_at	164127
208619_at	1642
1553052_at	164237
235548_at	164284
203409_at	1643
1553171_x_at	164312
1553169_at	164312
1558493_at	164380
234336_s_at	164395
234337_at	164395
232357_at	164395
214347_s_at	1644
205311_at	1644
204151_x_at	1645
216594_x_at	1645
1555855_at	1645
1555856_s_at	1645
1555792_a_at	164592
209699_x_at	1646
234796_at	164633
243173_at	164633
232941_at	164656
234367_x_at	164656
214955_at	164656
1552514_at	164684
203725_at	1647
242162_at	164781
235977_at	164832
225996_at	164832
209383_at	1649
201792_at	165
208675_s_at	1650
208674_x_at	1650
235644_at	165055
230339_at	165055
1553016_at	165082
236608_at	165082
238187_at	165100
1553222_at	165140
236717_at	165186
202929_s_at	1652
242762_s_at	165215
227370_at	165215
201241_at	1653
235327_x_at	165324
228605_at	165324
1558120_at	1654
201211_s_at	1654
212514_x_at	1654
212515_s_at	1654
201210_at	1654
207617_at	1654
200033_at	1655
225886_at	1655
1552410_at	165530
236055_at	165545
204909_at	1656
225549_at	1656
1564310_a_at	165631
1553380_at	165631
238702_at	165679
203791_at	1657
237284_at	165721
1553028_at	165829
239607_at	165829
203334_at	1659
227079_at	1659
231184_at	1659
235042_at	165904
1553127_a_at	165918
226832_at	165918
217729_s_at	166
202420_s_at	1660
239647_at	166012
204977_at	1662
232816_s_at	1663
208149_x_at	1663
208159_x_at	1663
225968_at	166336
244771_at	166348
241546_at	166378
242251_at	166378
229075_at	166378
229603_at	166379
201386_s_at	1665
201385_at	1665
202447_at	1666
227666_at	166614
1555122_at	166647
1569542_at	166647
210473_s_at	166647
243337_at	166752
239852_at	166785
236347_at	166785
242702_at	166785
242750_at	166785
229089_at	166793
229983_at	166815
233463_at	166824
235638_at	166824
229147_at	166824
244351_at	166863
242516_x_at	166863
207269_at	1669
242963_at	166929
243141_at	166929
227038_at	166929
1553336_a_at	166968
1554450_s_at	166968
1554449_at	166968
231975_s_at	166968
228961_at	166968
1555346_at	166979
1564674_a_at	166979
1553655_at	166979
207032_s_at	167
216314_at	167
207529_at	1670
207814_at	1671
238706_at	167153
225761_at	167153
210397_at	1672
238779_at	167227
235258_at	167227
212919_at	167227
230864_at	167359
202222_s_at	1674
214027_x_at	1674
236163_at	167410
230865_at	167410
236570_at	167465
1556314_a_at	167465
205382_s_at	1675
223518_at	1676
203277_at	1676
226116_at	1676
235874_at	167681
244401_at	167691
242006_at	167691
229953_x_at	167691
206752_s_at	1677
205217_at	1678
1556371_at	167826
227834_at	167838
1569648_at	168002
232777_s_at	168090
1564963_x_at	168374
1564962_at	168374
235170_at	168374
233150_at	168391
1555357_at	168400
231373_at	168433
1553320_s_at	168448
244190_at	168451
227636_at	168451
227883_at	168455
229521_at	168455
226756_at	168455
227754_at	168507
1553004_at	168507
228071_at	168537
214746_s_at	168544
235965_at	168620
241986_at	168667
203695_s_at	1687
1566844_at	168741
227104_x_at	168850
227101_at	168850
236531_at	168850
1552587_at	168975
1552588_a_at	168975
1554242_a_at	1690
205229_s_at	1690
1552985_at	169026
239983_at	169026
243301_at	169044
228873_at	169044
241987_x_at	169166
242338_at	169200
225974_at	169200
225972_at	169200
232641_at	169270
1568638_a_at	169355
236805_at	169436
1554787_at	169436
217522_at	169522
213075_at	169611
1553809_a_at	169693
235239_at	169714
227146_at	169714
230258_at	169792
229435_at	169792
230876_at	169834
1570354_s_at	169841
1560921_at	169841
1560922_s_at	169841
1552461_at	169966
1555883_s_at	169981
1555882_at	169981
1554098_at	169981
1554099_a_at	169981
240426_at	170062
1553815_a_at	170082
228715_at	170261
238878_at	170302
1559828_at	170370
228372_at	170371
238551_at	170384
230478_at	170392
238051_x_at	170394
227999_at	170394
1563821_at	170425
229269_x_at	170463
223226_x_at	170463
1555687_a_at	170482
1552552_s_at	170482
232619_at	170487
222254_at	170504
223138_s_at	170506
223139_s_at	170506
223140_s_at	170506
216559_x_at	170524
216422_at	170533
217346_at	170536
216353_s_at	170543
216562_at	170552
1553041_at	170572
1552315_at	170575
1552316_a_at	170575
1552318_at	170575
236401_at	170575
236583_at	170575
237230_at	170589
1554876_a_at	170591
225312_at	170622
240030_at	170622
236040_at	170626
220362_at	170679
220635_at	170680
241596_at	170685
1553427_at	170689
229004_at	170689
238125_at	170690
1552725_s_at	170691
1552726_at	170691
1552727_s_at	170691
1553234_at	170692
230040_at	170692
231265_at	170712
230338_x_at	170825
1552898_a_at	170850
1552897_a_at	170850
224927_at	170954
232338_at	170959
241815_at	170959
243491_at	170959
244663_at	170959
228029_at	170960
233895_at	170961
1558400_x_at	170961
1558398_at	170961
212369_at	171017
1553179_at	171019
1553180_at	171019
242438_at	171023
242439_s_at	171023
244519_at	171023
212238_at	171023
212237_at	171023
212234_at	171023
244108_at	171024
232119_at	171024
225894_at	171024
225895_at	171024
225721_at	171024
225720_at	171024
215439_x_at	171024
227662_at	171024
231054_at	171169
241990_at	171177
211325_x_at	171220
1552932_at	171389
217547_x_at	171392
238440_at	171425
1555133_at	171482
1555538_s_at	171483
1553461_at	171483
244644_at	171484
236445_at	171523
212460_at	171546
213508_at	171546
211837_s_at	171558
211252_x_at	171558
215492_x_at	171558
225682_s_at	171568
232857_at	171568
225678_at	171568
213017_at	171586
241995_at	1716
209549_s_at	1716
203816_at	1716
201790_s_at	1717
201791_s_at	1717
200862_at	1718
236250_at	172
1552287_s_at	172
1559863_a_at	172
216659_at	1720
213632_at	1723
213631_x_at	1723
217647_at	1723
211558_s_at	1725
207831_x_at	1725
202802_at	1725
1554574_a_at	1727
201885_s_at	1727
210519_s_at	1728
201467_s_at	1728
201468_s_at	1728
215541_s_at	1729
213514_s_at	1729
209190_s_at	1729
206840_at	173
205603_s_at	1730
217246_s_at	1730
205726_at	1730
227552_at	1731
206457_s_at	1733
210819_x_at	1734
211215_x_at	1734
203699_s_at	1734
203700_s_at	1734
207154_at	1735
216212_s_at	1736
201478_s_at	1736
201479_at	1736
211150_s_at	1737
212568_s_at	1737
213149_at	1737
209095_at	1738
230426_at	1738
215988_s_at	1739
217208_s_at	1739
202516_s_at	1739
202514_at	1739
202515_at	1739
204694_at	174
206253_at	1740
228973_at	1740
207732_s_at	1741
212729_at	1741
212728_at	1741
212727_at	1741
210684_s_at	1742
204592_at	1742
215210_s_at	1743
1560100_at	1745
242138_at	1745
215685_s_at	1746
207147_at	1746
231778_at	1747
210259_s_at	1748
208216_at	1748
213707_s_at	1749
216064_s_at	175
204332_s_at	175
204333_s_at	175
221289_at	1750
239309_at	1750
242940_x_at	1750
208250_s_at	1755
207660_at	1756
208086_s_at	1756
203881_s_at	1756
211322_s_at	1757
210862_s_at	1757
210063_at	1757
217067_s_at	1758
208175_s_at	1758
215116_s_at	1759
207692_s_at	176
217161_x_at	176
205679_x_at	176
217066_s_at	1760
37996_s_at	1760
220493_at	1761
1554429_a_at	1762
213231_at	1762
33768_at	1762
213647_at	1763
243938_x_at	1767
232381_s_at	1767
1561617_at	1768
1561616_a_at	1768
1565338_x_at	1768
1565337_at	1768
1552957_at	1768
234893_s_at	1768
215341_at	1768
233052_at	1769
217046_s_at	177
210081_at	177
210345_s_at	1770
207959_s_at	1770
1558546_at	1773
210165_at	1773
1557189_at	1773
228929_at	1773
203912_s_at	1774
207192_at	1775
205554_s_at	1776
214992_s_at	1777
209831_x_at	1777
241084_x_at	1778
229115_at	1778
244768_at	1778
211928_at	1778
203566_s_at	178
205348_s_at	1780
211684_s_at	1781
242363_at	1781
236698_at	1781
203590_at	1783
224614_at	1783
224616_at	1783
202253_s_at	1785
201697_s_at	1786
243504_at	1787
206308_at	1787
232121_at	1787
244428_at	1788
218457_s_at	1788
222640_at	1788
220668_s_at	1789
210487_at	1791
1566363_at	1791
241709_s_at	1793
237311_at	1793
203187_at	1793
1554325_at	1794
213160_at	1794
213482_at	1795
211121_s_at	1796
216835_s_at	1796
215982_s_at	1797
204522_at	1797
38157_at	1797
209509_s_at	1798
206527_at	18
209460_at	18
209459_s_at	18
205983_at	1800
222041_at	1801
204514_at	1802
203716_s_at	1803
211478_s_at	1803
203717_at	1803
1554796_at	1804
207789_s_at	1804
228546_at	1804
207977_s_at	1805
213068_at	1805
213071_at	1805
1554534_at	1806
1554536_at	1806
204646_at	1806
206065_s_at	1807
200762_at	1808
201430_s_at	1809
201431_s_at	1809
207193_at	181
207654_x_at	1810
209188_x_at	1810
216652_s_at	1810
209187_at	1810
1558237_x_at	1810
1558236_at	1810
235585_at	1810
215657_at	1811
206143_at	1811
214652_at	1812
211624_s_at	1813
216924_s_at	1813
216938_x_at	1813
206590_x_at	1813
211625_s_at	1814
214559_at	1814
208215_x_at	1815
208486_at	1816
203267_s_at	1819
203268_s_at	1819
209097_s_at	182
209098_s_at	182
209099_x_at	182
216268_s_at	182
205865_at	1820
228008_at	1820
207648_at	1821
1556627_at	1821
1555754_s_at	1822
211076_x_at	1822
40489_at	1822
208871_at	1822
207324_s_at	1823
204750_s_at	1824
204751_x_at	1824
226817_at	1824
231033_at	1824
206033_s_at	1825
206032_at	1825
244107_at	1825
211484_s_at	1826
237268_at	1826
240218_at	1826
215253_s_at	1827
215254_at	1827
208370_s_at	1827
206642_at	1828
1553105_s_at	1829
217901_at	1829
202834_at	183
205595_at	1830
235075_at	1830
207001_x_at	1831
208763_s_at	1831
200606_at	1832
206439_at	1833
221681_s_at	1834
205097_at	1836
224963_at	1836
224959_at	1836
205741_s_at	1837
210091_s_at	1837
210611_s_at	1837
244142_at	1837
208430_s_at	1837
210736_x_at	1837
211493_x_at	1837
227084_at	1837
214253_s_at	1838
244857_at	1839
203821_at	1839
38037_at	1839
227336_at	1840
203270_at	1841
1553984_s_at	1841
1553983_at	1841
206101_at	1842
201044_x_at	1843
201041_s_at	1843
204794_at	1844
201538_s_at	1845
201537_s_at	1845
201536_at	1845
204015_s_at	1846
204014_at	1846
226034_at	1846
209457_at	1847
208893_s_at	1848
208891_at	1848
208892_s_at	1848
214793_at	1849
213848_at	1849
208016_s_at	185
205357_s_at	185
206374_at	1850
238594_x_at	1850
205777_at	1852
209932_s_at	1854
208956_x_at	1854
208955_at	1854
203230_at	1855
218759_at	1856
57532_at	1856
201907_x_at	1857
201908_at	1857
239308_at	1859
211079_s_at	1859
211541_s_at	1859
209033_s_at	1859
215234_at	1859
207293_s_at	186
207294_at	186
222321_at	186
202348_s_at	1861
202349_at	1861
2028_s_at	1869
204947_at	1869
213592_at	187
207042_at	1870
235582_at	1870
228361_at	1870
203692_s_at	1871
203693_s_at	1871
38707_r_at	1874
202248_at	1874
221586_s_at	1875
218524_at	1877
233261_at	1879
232204_at	1879
227646_at	1879
229487_at	1879
205419_at	1880
201750_s_at	1889
201749_at	1889
210326_at	189
210327_s_at	189
206957_at	189
204858_s_at	1890
200789_at	1891
201135_at	1892
209365_s_at	1893
234992_x_at	1894
219787_s_at	1894
211130_x_at	1896
211129_x_at	1896
211128_at	1896
211131_s_at	1896
211127_x_at	1896
206217_at	1896
203504_s_at	19
203505_at	19
206644_at	190
206645_s_at	190
204642_at	1901
241773_at	1902
204038_s_at	1902
204036_at	1902
204037_at	1902
231741_at	1903
228176_at	1903
218995_s_at	1906
222802_at	1906
206758_at	1907
217154_s_at	1908
208399_s_at	1908
216235_s_at	1909
204463_s_at	1909
204464_s_at	1909
200903_s_at	191
206701_x_at	1910
204271_s_at	1910
204273_at	1910
238131_at	1912
200919_at	1912
227708_at	1915
214750_at	191585
227519_at	191585
231454_at	191585
204540_at	1917
1553837_at	192111
1555943_at	192111
1552833_at	192134
1552834_at	192134
209329_x_at	192286
209328_x_at	192286
220267_at	192666
228739_at	192668
219426_at	192669
241091_at	192669
228932_at	192669
235782_at	192669
219190_s_at	192670
222842_at	192670
227930_at	192670
212699_at	192683
203113_s_at	1936
214394_x_at	1936
1553608_a_at	193629
200094_s_at	1938
204102_s_at	1938
218253_s_at	1939
202023_at	1942
