sig_id	DER001.A549.96H.TRCN0000001401..666	DER001.A549.96H.TRCN0000196310..666	DER001.A549.96H.TRCN0000297346..666	DER001.A549.96H.TRCN0000195283..666	DER001.A549.96H.TRCN0000350250..666	DER001.A549.96H.TRCN0000005421..666	DER001.A549.96H.TRCN0000195274..666	KDD004.A549.96H.TRCN0000006180..666	DER001.A549.96H.TRCN0000230575..666
pert_id	TRCN0000001401	TRCN0000196310	TRCN0000297346	TRCN0000195283	TRCN0000350250	TRCN0000005421	TRCN0000195274	TRCN0000006180	TRCN0000230575
pert_iname	EIF2AK3	PTK2	MELK	PIK3C2A	PTP4A1	RIOK3	GNE	PGK1	ALDH9A1
pert_type	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh
cell_id	A549	A549	A549	A549	A549	A549	A549	A549	A549
pert_dose	1	1	1	1	1	1	1	1	1
pert_dose_unit	µL	µL	µL	µL	µL	µL	µL	µL	µL
pert_idose	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL
pert_time	96	96	96	96	96	96	96	96	96
pert_time_unit	h	h	h	h	h	h	h	h	h
pert_itime	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h
distil_id	DER001_A549_96H_X1_B7_DUO52HI53LO:G19|DER001_A549_96H_X2_B7_DUO52HI53LO:G19|DER001_A549_96H_X3_B7_DUO52HI53LO:G19	DER001_A549_96H_X1_B7_DUO52HI53LO:L21|DER001_A549_96H_X2_B7_DUO52HI53LO:L21|DER001_A549_96H_X3_B7_DUO52HI53LO:L21	DER001_A549_96H_X1_B7_DUO52HI53LO:A18|DER001_A549_96H_X2_B7_DUO52HI53LO:A18|DER001_A549_96H_X3_B7_DUO52HI53LO:A18	DER001_A549_96H_X1_B7_DUO52HI53LO:D22|DER001_A549_96H_X2_B7_DUO52HI53LO:D22|DER001_A549_96H_X3_B7_DUO52HI53LO:D22	DER001_A549_96H_X1_B7_DUO52HI53LO:A06|DER001_A549_96H_X2_B7_DUO52HI53LO:A06|DER001_A549_96H_X3_B7_DUO52HI53LO:A06	DER001_A549_96H_X1_B7_DUO52HI53LO:J11|DER001_A549_96H_X2_B7_DUO52HI53LO:J11|DER001_A549_96H_X3_B7_DUO52HI53LO:J11	DER001_A549_96H_X1_B7_DUO52HI53LO:C05|DER001_A549_96H_X2_B7_DUO52HI53LO:C05|DER001_A549_96H_X3_B7_DUO52HI53LO:C05	KDD004_A549_96H_X1_B5_DUO52HI53LO:D01|KDD004_A549_96H_X2_F1B5_DUO52HI53LO:D01|KDD004_A549_96H_X3_B5_DUO52HI53LO:D01	DER001_A549_96H_X1_B7_DUO52HI53LO:B14|DER001_A549_96H_X2_B7_DUO52HI53LO:B14|DER001_A549_96H_X3_B7_DUO52HI53LO:B14
region	CDS	CDS	CDS	CDS	3UTR	CDS	3UTR	CDS	CDS
NCBI_geneId	9451	5747	9833	5286	7803	8780	10020	5230	223
3198	0.2044059	0.9495205	0.02191672	1.123648	-0.2305553	0.4960161	-1.891578	-1.772524	-1.332658
283131	0.7414387	-0.7567443	0.1677612	-0.3792204	0.6643016	0.6535624	0.5483525	-0.4519875	0.406453
51014	0.09744433	0.4598938	-0.1881854	-2.101068	1.615096	0.3722666	0.288353	-1.069363	-0.3708956
8602	-0.8414104	-0.9282101	0.196394	1.537609	0.6758288	0.02572173	0.5011568	0.7498328	-0.5214473
23160	-0.4238873	0.1232613	-2.538	-0.9919959	-1.507287	0.1106621	-0.9806736	0.4996957	-0.662728
7586	-0.2080986	-0.1333678	-0.130785	-1.447582	0.02825238	-0.2523839	-0.5455227	-0.3498905	1.338461
23093	-0.3275304	0.2187081	0.8137596	0.6109859	-0.1975037	0.7179946	-0.8181418	0.6187043	0.47337
4205	-0.4327159	-0.1796756	0.3291386	-0.4995024	0.2887344	-0.2685742	-0.308248	-0.4735851	-0.1917841
10781	-0.04838971	-0.5766371	1.407455	1.422511	1.127521	-0.06819344	1.580102	-1.002566	0.4066097
100132406	0.3202552	0.5955957	1.198806	-0.1509314	0.6581828	0.1968208	0.684604	-0.5164272	-0.02036661
84981	-0.1115089	-0.2625091	0.2255389	-0.6851637	-0.5391266	-0.3574815	0.3775541	-1.095485	-0.1551541
9991	-0.8880419	1.129902	0.5611324	-0.8774597	-1.177062	-0.5421175	-0.3388304	-0.1358357	0.3985894
55183	-0.2535584	1.515302	-0.2196572	-0.9006938	-0.5083251	-0.4042579	-0.8329318	-0.2364853	-0.7111317
23324	-0.3305945	-0.06459652	-0.5106374	-0.01014198	-0.1868469	0.2436144	-1.330526	1.264181	-1.011099
90338	-0.5304508	0.00631687	0.7319021	-0.3212443	0.6661528	-0.9043215	-0.3376622	-1.463615	0.3233964
283537	1.096283	0.909829	0.125435	-0.3549697	0.3004858	-0.1908724	-0.03863225	0.9632282	0.06067517
23580	-1.005682	0.3690894	-1.362986	-0.3408984	0.27336	-0.9059517	-0.8794136	-0.05728744	-0.2040473
388677	-0.6360849	-0.1350048	0.04583422	0.158522	-0.2267469	-0.6216278	0.111081	-1.593836	0.4809814
2734	-0.9490897	-0.1364763	-0.2265434	-0.686771	0.8783864	0.5978532	0.2071799	0.01252005	-0.1093532
54432	-0.09176604	0.9113319	1.373034	0.6738372	0.622731	0.1497323	0.7613434	0.1140076	-0.05591891
26034	-0.760803	-0.3696401	-0.4113707	1.090741	-0.2890429	-0.3392499	-1.220268	-0.1649783	-0.6372834
1523	-1.479237	0.4837688	-0.2953385	-0.3363898	1.191355	-0.5858884	-1.083084	-0.08276501	-0.2259223
54470	-0.1954132	-1.027401	-0.2006016	0.8308786	-0.9063179	1.465913	0.4998182	0.3935419	-0.9095383
90333	0.2003713	0.01059537	-0.1063029	0.9564941	0.879099	-0.1306404	1.183883	-0.2131508	-0.4981444
91373	1.189439	1.340199	0.3505932	1.781925	-0.7288564	0.6621643	0.184732	0.002894402	0.08926825
26152	0.7518904	0.3592369	1.20438	1.66463	1.085997	-0.6475483	1.036	0.5499656	1.507575
27163	-0.9052914	-0.1313172	-1.470757	-0.4853813	-1.973124	-0.7490878	-1.573873	0.6864432	-1.517155
25909	0.5463264	-0.6869831	-0.4599399	-0.008803785	-0.5493982	-0.5089816	-0.2890387	0.330341	0.08775564
1183	-0.277065	-0.3833965	1.359302	0.9072639	1.507426	1.317905	0.4061335	-0.6886881	0.8602586
23164	-0.6061428	0.2021746	0.439427	-0.1870562	-1.183908	0.1997678	-0.5037038	0.1838532	0.02812791
261726	0.6118127	-0.9004484	0.9906428	1.033389	2.250551	-1.118374	0.8108036	-0.7670588	0.7270107
1954	0.6039962	0.446254	1.512188	1.593375	1.999628	-0.2748906	0.3567665	-0.04345216	0.8456789
23230	-0.6000426	-0.8245976	1.170197	-1.058965	1.093899	0.4557196	0.9321331	0.3231235	0.5165634
93349	0.4827822	0.4937559	0.05885956	0.6656947	0.1365656	0.4225523	-0.1189899	-0.04074581	0.4432489
5129	0.280535	-0.1200655	1.636303	0.04770944	1.487601	0.7448484	-0.3027247	-1.755375	1.303235
1004	-1.499038	-0.2750661	-0.1716314	-0.01471914	1.253353	0.74511	-0.2560937	-0.3675674	-0.2611243
55233	-0.6920149	0.1989776	-0.7404659	-1.711489	-0.3269428	0.580301	0.144907	-0.3669066	0.8275225
145389	0.4103627	0.2767462	-0.1838374	0.4020355	-1.131579	-0.3770012	1.083217	2.132537	-0.06405894
149111	-0.0565376	0.08733656	1.287143	0.5569476	-1.183365	-0.3787042	1.015248	-1.544521	-0.131483
91355	-0.9677889	0.5811052	0.7245921	0.9506202	0.2778204	0.3835661	0.3363566	-0.2910732	0.1211192
54901	0.05198956	0.8337951	0.1690303	-0.3868645	-0.5994425	-0.3460117	-0.9167866	0.5103186	-0.01263711
7343	0.1573241	-0.5507272	-0.7722871	-0.5145904	0.5508246	0.9509488	-0.1141915	-0.173081	0.583771
25854	-0.2079051	-0.2532397	1.210153	0.9861065	-0.08758887	0.6228147	0.4511935	0.008553058	0.1009746
6046	0.3212193	-1.388376	0.666301	0.06159726	-0.9436702	0.7600891	-0.08907213	0.5537717	-0.1250904
9358	-0.5846441	0.8076237	0.2746641	0.386242	0.3547698	-0.1498736	0.402391	1.750154	0.1126126
26050	0.5979575	-0.7419611	-0.5047197	0.1429678	0.3068992	0.1202145	-0.6504749	-0.7083763	0.4275088
374868	-0.4327468	1.790307	-0.02876766	0.9373467	-0.5407397	0.1515076	-0.004103273	-0.06042972	-0.4432411
124044	-0.5504732	-0.1826278	0.3479777	1.584351	-1.237113	-0.02397019	-0.1149666	0.8034792	-1.302247
6374	-1.122945	1.464305	-0.7701232	0.4560386	-1.464195	-0.06872298	0.6914746	0.3721711	-0.9586503
6651	-0.6186169	-0.4255415	-1.284847	-1.002722	-1.153564	0.3781207	-0.8879589	-1.069058	-0.8798094
84720	-0.6424245	-0.1036705	0.434245	0.4768462	-0.8217587	-0.4460358	-0.5525228	-0.17562	-0.2559065
1777	0.5974616	0.1054844	1.329014	0.3973319	1.449762	-0.9448584	0.4023926	0.3236352	1.015039
100499177	-0.9917262	0.1562464	0.107503	-0.6054919	0.8898624	0.1289273	-1.403077	-1.608858	-1.05662
54874	-0.4057582	-0.2775419	-0.16196	0.01060158	1.384071	1.259881	-0.07356119	0.08645636	0.308611
4071	-0.5769143	0.1362064	-0.9383247	-0.4577368	-1.420353	-0.8927654	-0.4446922	-0.6713076	-0.9799172
8334	0.3856302	-0.8426301	-0.03609947	-0.09344304	0.2624118	1.137896	0.6207546	0.1349158	0.1597724
2885	-0.3548033	-0.1719417	-0.5431961	-0.04124906	0.01822373	-0.06138539	0.5340892	-0.2309055	-0.8157055
115353	1.087106	0.7778221	-0.7962621	0.8529509	0.3354498	-0.9436563	0.8998621	1.443074	0.2061826
6391	0.4599769	-0.5833185	-1.404818	1.268163	-0.9380561	0.0967247	-0.6104689	0.03674795	-1.243275
2971	-0.3162086	-0.704964	-0.4141204	0.5454754	0.3215642	0.5406789	0.8704343	1.011484	-0.8076714
8848	-0.1139237	0.6831471	0.3072277	-0.006474264	-0.3986551	-1.579371	0.1399638	0.8487883	-0.3226451
11340	0.4698721	-0.2960107	-1.059227	-1.574682	-1.251412	-0.5491539	-1.382531	-0.9483867	-0.4686551
23331	0.4271442	-0.06239234	1.118606	1.620412	0.2044623	0.4094481	-1.090773	0.1342163	1.279986
26986	-1.456497	-0.6523318	-0.6778319	0.228449	0.4517131	-0.02208564	-1.271405	0.9801628	-0.6772597
9191	0.1778969	0.2631751	0.6862503	-0.6133384	0.214292	1.204624	0.313489	-0.5983915	-0.4430762
7372	1.022933	-0.2177864	-1.485938	-0.5889518	-0.5838169	0.3612275	-2.383462	0.2583231	-0.3766724
10440	-0.3132011	0.9508002	-1.758013	-0.5684076	0.07444526	-0.4913276	0.3957509	1.293864	-0.6424317
3655	-0.7917208	0.6994417	0.5752035	-0.3964029	0.556779	-0.5244495	-0.09829505	-0.2095737	0.9610143
1743	0.6126223	-0.5109866	-0.2956016	0.417569	-0.3498939	-0.3362713	0.4648146	-0.1458208	-0.2917107
81691	0.1191046	-0.6042285	-1.572714	0.1156023	-0.9526332	0.9857816	0.2400412	-0.132758	0.23201
619505	-0.4424148	-0.4360867	0.714038	2.142845	1.56598	-0.2029884	-0.7610526	-0.5601449	0.82503
52	0.3820097	0.7518155	-1.565196	-0.7296072	-1.10045	1.578058	-0.09433267	-1.425007	-0.6575375
10474	-0.1114884	-0.9480218	0.2740533	0.4889289	-0.5987227	0.2737031	0.4776371	0.4362078	-0.4616942
10745	0.37505	0.6084153	1.236854	-0.04164588	0.6396115	-0.1100129	0.4739119	0.5961665	-0.2410056
2944	0.3349935	-0.268767	-0.5087507	-0.9934298	-0.03319595	0.1331696	0.288193	-0.9573884	0.3243708
9910	-0.7878854	0.1620238	0.642166	0.06250922	1.821281	0.3904815	-0.02298859	-0.4976476	-0.5858131
440193	-1.391322	-0.773749	-0.5429248	-0.08774836	0.574767	-0.5397202	0.7058319	1.197725	-0.9825713
27043	-0.8980891	0.1179955	-0.9066036	0.2866744	-1.416037	-0.02890842	-1.822811	0.2806435	-0.240008
79017	0.5462843	-1.048837	-1.263469	-0.2107491	-0.5351045	1.014989	0.4557807	-0.7273504	0.4391933
7139	0.4554372	-0.4406667	1.21219	1.076985	1.764447	-0.5641844	0.1364363	-1.76248	-0.1676193
10956	-0.4312027	-0.7779605	0.3057409	-0.3272161	0.957669	0.4711101	1.209307	-0.7101917	0.3226482
23245	-0.2980028	0.8871918	-0.3203062	0.3066445	-0.6922868	0.2909994	1.220918	0.6460437	-0.7614987
10758	0.4152932	-0.09155035	1.502176	1.696844	1.296031	0.04687366	0.2764296	-1.636142	0.06534555
30968	0.2918509	0.2070327	-0.944852	0.1136885	-0.9022809	1.083794	-0.5562124	-0.5173684	0.2142839
126299	-0.05333748	0.5786517	0.5795838	1.511387	-0.604274	-0.5147223	1.136015	1.014299	0.2280056
4015	-0.3690199	1.251952	0.5662094	-0.5274774	0.3222062	-1.821476	0.8371232	-0.7673022	0.2197626
387082	-0.8068703	0.6536861	0.7427904	0.5858057	1.868011	0.1974009	-0.730139	0.9111968	-0.04340607
8890	0.8094026	0.8831159	-0.5676746	-0.6864764	-1.340156	0.2857965	-0.3755389	-0.3663428	0.5053968
11221	0.3844492	-0.5484465	0.9777576	0.2841985	1.109186	-0.2612504	-1.059469	1.276709	0.1625919
9077	0.9366088	-0.529454	2.087888	-0.07502281	-1.068239	-0.7833237	0.9861278	0.2165876	0.1020801
10554	0.5516958	-0.95347	0.4120487	-0.1823465	0.1486951	1.207995	0.9256495	0.6392525	0.7897639
9215	-0.8818418	0.6534817	0.8446401	1.202045	2.013697	0.4328568	0.4128863	-0.9633562	0.474527
23256	0.512118	0.2168953	-0.3106232	-0.1085453	-0.6742661	-0.1673962	1.351124	-0.9908005	0.3365245
11313	1.223958	-0.5931165	1.398415	2.453122	0.7418981	1.101142	1.156786	0.9965914	0.2219262
26046	-0.6314189	-0.9042398	-0.4842641	0.1626509	2.271245	-0.6115423	0.693272	-1.153518	0.3280855
25855	0.08988357	-0.1593679	-0.5858836	0.1063897	-1.105604	-0.5193321	-0.3136168	-0.02495683	0.03078112
84164	0.5856547	1.049422	1.085609	1.602373	0.07680079	1.215342	-1.269727	-0.4123311	0.8795294
8733	0.3194414	0.3788619	0.2176924	1.408615	0.1375314	0.5829148	-0.2194197	0.04255941	-0.3231551
51668	-0.8486992	-0.4386311	-0.3224617	-0.5390474	-0.1138502	0.1307193	0.7975097	1.310769	0.122366
55661	0.09702343	-0.3053404	2.246421	1.650525	-0.09413611	-0.3498295	0.05132659	0.3679363	-0.3438635
9919	-0.2618354	0.1840641	0.8746374	0.002255654	-0.05329368	0.7757877	0.7555649	1.357769	-0.1437536
2312	-0.1909419	1.415284	1.262032	1.577297	0.7415985	-1.00466	1.121	-1.678692	-0.7234012
5621	1.225868	-1.017152	0.5520607	-0.2430548	-0.8019069	-1.337486	0.8607064	-1.088604	-0.6928247
6530	0.1058875	1.140646	0.9262476	1.795557	1.062723	-0.9000612	-0.266448	-0.8666445	0.3823221
490	-0.3308362	-0.4893112	0.4172955	0.6254514	-0.09835809	0.3203575	1.150741	-0.09352595	-0.6281711
10198	-1.687334	0.09446287	-1.197641	-0.894928	-0.3719864	-0.1939116	-0.6938627	1.765384	-1.279877
7249	2.005484	0.6781196	1.531448	-0.1862644	0.06963661	-0.3518486	0.3431564	2.105247	0.5017304
7392	0.191051	0.705943	0.1421574	1.570693	-1.289992	-0.5211787	0.6428926	1.01415	-1.229938
1104	-0.6160313	0.1013407	-0.1954842	1.074823	-1.578954	-0.5147749	0.2540505	-1.622744	1.249535
64689	-0.3129816	0.9936101	1.155153	0.2966164	-0.4298433	-0.7477108	0.1205266	0.2829576	0.6942973
8801	-0.1692502	-0.9243098	-2.665673	-1.191351	-1.086434	0.02018057	-1.803308	0.1065867	-0.6245404
8339	0.8781616	-0.04324695	-1.869969	-0.9223615	-0.1672929	0.26337	-0.4371398	0.2175572	-0.5647193
249	-0.8280969	0.7138716	-0.02588062	0.05275475	-0.0714412	-1.214936	-0.6015835	-0.6859096	-0.3029992
26999	0.09582426	0.8606096	0.1039967	-0.6335467	-0.3213056	0.2971084	-1.254855	1.07748	-0.3531284
55735	0.4160798	0.49274	-0.0195822	0.8199542	1.6194	0.0828241	0.5462029	-0.5391569	-0.2617335
2747	-0.3246595	-0.01637045	-0.5406443	-0.4759851	-1.247092	0.1909749	-1.410861	0.385789	-1.522053
284266	0.2033075	0.4722717	0.05116418	0.3653879	-1.131141	0.7558361	-0.3829208	0.001085624	-0.46683
9410	0.1807137	-0.5702485	-0.6910669	0.2696348	-0.7281795	-1.023463	-0.4877683	0.9314008	0.0607429
84908	0.3097808	1.032562	-0.3474935	-1.403927	-0.9610031	-0.08296309	-0.9621103	0.02323085	0.1253791
4946	-0.5784544	0.3433481	-1.278654	-1.090744	-0.02015615	0.466416	0.3954752	-0.6561597	-1.63012
170960	-0.7716885	0.02271041	0.1896759	-0.5237281	0.3179477	-1.099551	-0.3206622	-1.030895	0.3284959
1797	1.425103	-0.4343443	2.031571	1.65892	0.04090829	-0.5250679	1.495995	1.751573	-1.122955
604	0.4507855	-0.02762164	1.621333	1.5001	0.9638746	-1.202589	0.5214419	0.1306821	-0.4629458
5426	0.144191	-0.6736829	-1.377692	-0.1327159	-0.116182	0.4188386	-1.512514	-0.007491082	-0.3990395
51614	0.5475054	-1.622876	0.5716828	0.8362278	-0.01558147	0.002541102	-0.1859886	0.7551252	0.3725734
23002	-0.7625095	-0.07306235	-0.5091542	-1.028636	1.434824	-0.09520173	-0.6022186	-0.9554331	1.252252
3995	-0.4090761	0.4891495	-0.1228625	0.7004699	0.6611356	-0.427592	1.038092	0.1181203	0.5067738
23428	1.09813	0.2680453	1.234944	1.273732	0.515229	0.4751225	-0.7329851	0.03573067	0.9147086
8776	1.114803	-1.124409	1.721606	0.7936664	-1.008693	0.4445868	0.05913039	-0.3618829	0.1294155
11078	-0.6815503	0.9481838	0.3831607	1.124463	-0.2633249	-0.4367751	-1.474994	0.97758	-0.539652
567	-0.6088486	-0.4223683	-0.9422098	0.8042365	-0.7673925	-0.677027	-0.3131257	0.1448754	-0.2221091
4174	-0.8983002	-0.4095504	0.1187692	-0.3057762	0.7943574	-0.4612107	-1.863577	-0.3244646	-0.4309995
6917	0.7451017	-0.4058456	0.0262062	-0.7711303	0.2132345	0.441722	-0.2862791	-0.9739991	0.3570004
9404	-0.3904545	-0.2474783	-0.001564589	1.103918	0.2228467	-0.03339356	0.4626663	-1.043897	0.9660337
23170	-0.6170518	0.3297043	0.5629245	1.514653	-0.8378126	-1.297386	-1.386055	-0.4175648	-0.4920087
3913	0.4382874	0.0889153	0.4705175	1.32846	-0.5465094	-1.391249	1.667103	1.646717	0.8983309
11070	1.242947	-0.9173481	1.090455	0.675817	0.6165844	-0.6316233	-0.09201507	0.6391296	0.2423627
1211	0.6221445	0.1800964	-2.321612	-0.5033593	-0.4575408	0.8197478	-1.131191	0.3917693	0.4889525
6936	-0.6523703	-0.2625504	-0.01432562	-1.416638	-1.232197	0.4536503	-0.6664459	-0.1810218	0.4783921
5725	-0.6845947	0.8282718	-0.4617813	-0.1102795	-1.440845	0.0343603	-1.222154	0.8539431	-1.60217
9380	0.7754764	-0.6643082	-0.7271633	-0.73637	-0.4422279	1.023189	1.306625	1.01996	0.8639567
4485	0.7174879	-0.5182159	1.782751	2.033201	-0.1764046	0.4878736	-0.02066657	0.3068175	-0.1633955
113457	-0.1525564	0.8842018	-0.1638392	0.9094282	-0.0398365	0.4106582	-0.5986884	0.6764857	-0.1876078
8841	0.9457235	-0.2565478	0.4499889	-0.509529	-0.5198345	1.719508	-0.4089326	-0.2885772	-0.5775636
25844	0.7427794	-1.10061	1.011354	0.07804483	0.4418254	0.5132329	1.340881	0.3194574	-0.1679576
6218	-1.351128	-0.1187303	-0.1921849	0.9861522	1.188476	1.496946	-1.196591	-0.81666	-0.03378914
22977	1.514185	-1.330133	0.2088619	0.01641181	-0.005978882	0.8988129	1.079959	-2.157979	-0.3022859
10291	0.6473632	-0.2879463	-0.4016103	-0.7074878	-1.99339	0.7190171	-2.055316	0.7171914	-1.469687
5279	0.2032691	-0.07785118	0.8566169	1.192587	1.033093	0.1932734	-0.399684	0.9863751	-0.2250055
1645	-0.5859116	-0.3441119	-1.498762	-0.2462657	-0.1542348	-0.3020293	1.082182	1.144518	-0.3257831
2193	1.071349	0.8577601	0.09437716	0.9855299	0.8080067	-0.1737696	0.01381087	0.1567321	0.06406898
9639	-0.2173785	-0.1852971	-1.064759	-0.4069433	-1.357622	-0.9930328	-1.202808	1.306023	-0.758072
27324	0.7780166	-1.150495	0.2014075	-0.6304954	0.4458947	0.7224669	0.3628942	1.743487	0.8228629
1810	0.645843	0.3069504	-0.508531	0.2267292	-1.032916	0.3219537	-0.8017792	0.08434723	-1.250327
2628	0.2106832	-0.1737206	0.02153572	2.617082	0.4409992	-0.131273	-0.2650271	-1.079862	-0.5220622
10220	-0.1935838	-0.5579017	0.8049292	0.6808257	-0.8214996	-0.5410737	1.407957	0.7764806	-0.1675768
10367	0.2566189	0.2675191	1.349726	0.8720837	0.3845094	1.048282	0.8668737	1.219771	0.5902848
84823	-1.417705	-0.09222488	-0.4650732	0.1578377	0.7762304	-0.1200982	-1.225917	-0.4045589	0.2230535
539	0.5526748	-0.3616024	-0.4879115	0.1487262	-1.088503	1.053744	-0.4125201	-1.393979	0.3203487
3712	0.1744229	-0.206637	-0.01082672	-0.6165729	0.4093702	0.7838489	-1.051656	0.16318	-0.2662964
22868	0.7641288	0.4549887	-0.9400635	-0.208683	0.8402534	-0.4302799	-0.5301692	-0.05405021	-0.02735175
8751	0.1877574	-0.4564896	0.3928406	0.6963726	1.26331	-0.9663711	1.161763	-0.5782411	0.6314162
55669	1.242934	-0.6665299	0.03104442	-0.7685348	1.029554	-1.060424	-0.1237494	-1.67705	-0.09287243
10144	-0.3952762	-0.7387202	-0.2312064	-0.701456	0.3808034	0.6861861	-0.6451413	0.9079572	0.3733694
6129	0.1533754	-1.009616	0.62423	-0.2449066	0.381268	-0.9088389	0.5747432	-2.197089	0.7058954
27292	-0.3034149	-0.2105998	-0.6173328	0.05588764	-0.4714648	-0.6939929	-0.7280314	1.768723	-0.1034055
23313	0.5324355	-1.105613	-0.08398286	-0.716744	0.7551094	0.7051962	0.03200563	0.3272996	0.5806683
728661	1.207878	-1.208359	0.8209333	-0.9747366	1.01561	0.8533787	0.6017284	-0.02185989	-0.1506131
1491	1.393944	-0.187677	0.773246	0.1708723	0.542287	-0.7027913	0.6224692	-0.1961837	-0.2147238
7314	-0.472997	0.5560183	1.069781	-1.037772	-0.04614483	0.6286961	-0.4669165	0.1129834	-0.530192
81855	-0.6502561	0.2405873	0.7892203	0.4804767	-1.29593	0.03508338	0.02972648	0.6936023	0.08169702
57446	-0.1111379	-0.5536959	1.237794	-0.03078026	-0.3909202	-0.1589965	-0.2489507	1.895786	-0.0998964
5928	0.4339181	0.4775306	-0.8960471	-0.5448669	-0.9042451	-0.841971	-1.294651	1.406315	-1.150521
23051	0.8345835	0.06172332	0.8897927	2.027531	-1.0143	0.3590313	0.4860905	-0.3743048	-0.1465431
4193	-0.2754719	0.2695523	0.607756	0.7693027	0.8396294	-0.4113337	1.404178	-1.039252	0.07101627
8942	0.3760608	0.003177583	-2.077293	-0.8426192	-2.010006	-0.3924459	0.3565012	-0.274212	-1.456928
389898	-0.135483	0.68796	-1.315321	0.7787571	-1.113698	-0.3832969	0.1748976	-0.5232743	-0.3030514
6867	-0.3781714	1.327127	0.7918689	-0.761439	0.8945147	-0.6279816	-1.096193	-0.8804355	0.3866105
3133	0.2996125	-0.2017636	2.069963	-1.288325	0.5263098	-0.928393	-0.2923792	-1.137455	-0.3267706
81621	-1.286339	0.02469632	-0.3854742	1.658021	-0.1036522	-1.115709	0.5248303	-0.2874639	0.007322848
283683	0.74177	0.2142953	-0.07080296	0.4298438	-0.1053947	1.232086	0.8461305	-0.04711373	-0.2200003
91775	0.1101481	0.7935596	0.5783322	0.3127984	-0.6579269	-1.167432	0.856723	0.6920034	-1.008793
4499	0.1610757	-0.5007569	1.201001	0.01449013	-0.2983968	-0.5689912	0.221453	-0.6666092	0.9039028
796	-0.9215135	0.3486147	-0.5684199	0.169745	0.07353338	0.318829	0.4044079	0.8698043	-0.4629145
5428	-0.2040786	-0.1578684	1.070965	0.5188138	1.415134	-0.261487	-0.3988803	-0.8241275	-0.3643095
220134	-0.9617398	0.3814127	-0.1877103	-1.19856	-0.8981488	0.1020066	-0.1536443	-1.330289	-0.1621491
51241	-1.014352	-1.40712	0.9212664	0.2326645	0.878224	-0.1689988	-0.745769	-0.0523207	-0.1503661
23657	-0.6549635	0.8998004	-0.05041912	-0.8107626	-0.6200526	-0.1734423	1.369265	-0.2910071	0.5026906
9123	-0.1312902	0.6493093	0.4422792	1.14592	-1.385247	-2.027815	0.2584589	0.5492748	0.1210586
29927	-0.2487925	1.75362	-0.4963418	0.5168739	-0.9189503	0.2551475	-0.0415234	0.5075874	-1.113927
51386	0.474996	-0.04537728	1.539754	1.070754	2.126164	0.5858557	0.06411532	-0.6404871	0.1747375
51142	0.9084336	-0.1577312	-0.6095594	0.05872377	-1.166363	-0.1364085	-0.1368541	-0.2939376	-1.676235
26135	0.1801027	0.8879089	-0.3353528	0.9246869	-0.1006138	-0.3148083	0.3936934	-0.4003646	0.07866552
22818	0.2940297	-0.1829466	0.4823246	1.045299	-0.6234937	0.06439192	-0.8683803	1.342854	0.01923041
55737	-0.05288318	-0.3434131	-1.807964	-1.246107	0.2553173	-0.282603	0.3420224	-0.2826149	-0.01155111
6277	-2.10605	0.03958185	0.3007086	0.6783006	-0.3244504	-1.121371	-0.04607703	0.08208279	-0.3310657
166	0.1175053	0.1059246	0.481692	0.04979774	1.20963	0.07150792	1.144195	0.6621256	-0.7194072
64114	-0.6127869	0.2620538	0.08007023	0.0555404	-0.1391787	-0.8690776	0.7546221	0.1880905	0.9412234
9445	1.610814	-0.5447212	0.4105586	-2.16466	-0.2697707	-0.03144337	1.434996	-1.63172	-0.6738322
9168	-1.102851	-0.947759	-1.118559	-0.6817033	-0.09459889	0.5938216	-0.8465582	-3.685192	-0.1571943
11180	1.312283	-0.3577738	0.1686611	0.2897298	-0.911998	0.2090218	-0.9710376	1.255026	-1.178334
27102	0.1633415	-0.7379667	0.9622058	-0.1280811	1.765209	-0.1427027	0.5858834	1.422226	-0.1915138
51507	0.2483988	-1.006963	1.316798	0.6058117	-0.02237511	-0.5827681	1.71842	-0.4973433	0.04001486
10135	0.4722061	-0.169534	-1.052341	-0.2508996	-0.805416	-1.143536	0.3354426	0.2033374	0.1145869
6130	0.2632633	-0.5547382	-1.476182	1.046066	-0.1746075	0.5807362	-0.4348433	0.5958119	-0.9212687
51322	0.5070417	-0.167984	-1.096882	-1.765207	-1.184187	-0.9996888	-0.627934	-0.4590733	-0.5251501
55754	-0.7264689	-0.173689	0.04285786	-1.712566	-0.010813	1.037796	1.534283	0.6803756	-0.5616037
64065	0.6107162	-0.205073	1.28511	0.05911881	0.6035265	-0.3708296	0.2026534	-0.3739294	-0.4512851
10015	0.3153052	0.05195655	-1.741551	0.4200289	-1.839448	-0.5702633	-0.9437159	-0.04412946	0.2475713
51094	0.4653897	0.7496281	0.2008856	0.8484417	0.9889065	0.07745117	-0.5756606	1.429822	-1.101969
22820	1.754422	0.9094248	0.2914793	-0.555563	-0.8116128	-0.06626272	0.5470967	1.900804	0.01860236
65264	-0.4267864	-0.4445179	0.4235373	0.1306969	-0.09069592	0.1994581	-0.3363419	0.07437234	-0.7472479
