sig_id	DER001.HCC515.96H.TRCN0000262375..666	DER001.HCC515.96H.TRCN0000196310..666	DER001.HCC515.96H.TRCN0000280031..666	DER001.HCC515.96H.TRCN0000194822..666	DER001.HCC515.96H.TRCN0000002922..666	DER001.HCC515.96H.TRCN0000196572..666	DER001.HCC515.96H.TRCN0000006168..666	DER001.HCC515.96H.TRCN0000006178..666	DER001.HCC515.96H.TRCN0000230573..666
pert_id	TRCN0000262375	TRCN0000196310	TRCN0000280031	TRCN0000194822	TRCN0000002922	TRCN0000196572	TRCN0000006168	TRCN0000006178	TRCN0000230573
pert_iname	EIF2AK3	PTK2	MELK	PIK3C2A	PTP4A1	RIOK3	GNE	PGK1	ALDH9A1
pert_type	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh
cell_id	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515
pert_dose	2	2	2	2	2	2	2	2	2
pert_dose_unit	µL	µL	µL	µL	µL	µL	µL	µL	µL
pert_idose	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL
pert_time	96	96	96	96	96	96	96	96	96
pert_time_unit	h	h	h	h	h	h	h	h	h
pert_itime	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h
distil_id	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:I15|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:I15|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:I15	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:L21|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:L21|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:L21	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:O10|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:O10|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:O10	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:H24|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:H24|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:H24	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:E01|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:E01|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:E01	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:H23|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:H23|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:H23	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:C03|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:C03|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:C03	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:N19|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:N19|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:N19	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:F18|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:F18|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:F18
region	CDS	CDS	CDS	CDS	CDS	CDS	3UTR	3UTR	CDS
NCBI_geneId	9451	5747	9833	5286	7803	8780	10020	5230	223
4619	-0.3739378	-0.6038197	-0.1932875	-0.4973228	1.644853	0.1755449	0.1658269	-1.160524	-0.2025401
3777	0.1597258	0.5291617	-0.01197916	0.6083661	0.455879	-0.3484685	0.2963959	-1.045752	1.063888
9860	-0.7621591	-0.1629047	0.269588	-0.5817977	1.917248	-0.8612906	0.5437561	-1.256877	0.6431369
6258	0.3535913	-0.1265644	-0.2474769	0.3172285	0.1129615	0.9292341	-0.09465671	-0.6355878	0.2929464
5365	-0.7185475	-1.421005	0.07534683	-0.4042129	0.305809	-0.3303363	-0.01512671	-0.4984195	-0.4766219
1444	0.1268798	-0.05187187	0.7070171	-0.926792	2.485018	0.4367148	0.5100963	-0.5216905	0.09031171
4322	-0.4294083	-0.8580576	0.587989	-0.872117	0.5273026	-0.39057	0.5233566	-1.054273	-0.2456174
79088	0.1050933	0.6724647	-0.956525	0.1973716	-0.7862519	0.3236334	0.2331212	-0.3201103	0.3284034
6884	0.2990507	-0.2130527	-0.2501031	0.7138223	2.81165	0.9023855	1.198929	-0.3638988	-1.277622
3790	0.1575984	-0.8417974	-0.4853228	-0.3870715	1.947322	-0.09390582	0.6769943	-1.025591	0.7433408
13	1.130789	0.4957715	0.2079464	0.9258702	-0.4784446	0.2959639	0.9362224	-0.08008665	0.5440267
4504	-1.000509	-0.8820678	-0.2377376	-0.2864534	1.110489	-0.5044762	-0.230913	-0.3911188	-0.5971853
3231	-1.181865	-0.2324442	0.366392	-1.779805	1.530056	-1.128796	-0.06257735	-0.5787559	0.8485106
2041	0.7386573	0.3747892	-0.2106702	0.7146062	-0.01890743	0.6051323	-0.07308942	-1.266693	-0.5440907
9365	-0.5579468	-0.7398817	-1.343875	-0.6975993	1.016787	0.07724594	0.2857762	-0.8767837	-0.5103686
4246	-1.152108	0.4401998	-0.3009963	-0.7077375	1.175474	-0.2024702	0.1155943	0.427873	-1.464477
1800	0.7242792	0.1177493	0.1285262	-0.2734556	0.4299999	0.1649636	-0.6833045	0.6572108	-1.710119
1393	0.8351485	-0.01149677	-0.9210337	-0.7506133	0.9064338	1.059273	0.3149299	-0.04410979	-0.3693682
1188	-0.02699837	-0.9260055	0.1145861	1.010418	1.026638	0.8333161	-0.6116429	-0.9251336	-0.6861272
911	0.5158187	-0.3117487	-0.4247903	1.149123	1.083823	-0.3458219	0.2457801	-1.126197	2.003666
8832	0.6873705	-1.056282	0.7972482	-1.144491	0.4911553	-0.7278951	0.1140969	-0.3383151	-0.0064025
4340	-1.064084	-0.5476736	0.4290484	-0.3474348	1.699129	-0.2588361	0.2623641	-0.1476467	-0.9377109
5396	-0.6834151	-0.5640837	0.5631776	-1.131145	1.148012	-0.1023208	-0.6367964	-1.481844	0.5082644
10863	0.2349613	0.2089457	-0.4667946	-0.6012428	-0.3238416	-0.3271956	0.6151702	0.6067033	-0.9777429
1576	1.54362	0.6255171	0.1542423	-0.3217749	-0.1253239	0.5946811	0.3674626	0.7538435	0.07768084
4224	-0.5083521	-0.826333	0.1154101	-0.02651594	0.02101657	0.09185271	-0.8305465	0.06793189	-2.137096
7053	0.1447217	0.3173565	-0.6500463	-0.04948372	1.024873	0.0624913	-0.1103918	0.3667278	1.115151
22832	-0.05830448	-1.069842	0.4973852	-0.7982509	1.096754	-0.2300125	0.00299909	-0.7569439	0.2936602
10216	-0.4244407	-0.5773565	0.952468	-0.8365208	1.153094	0.3970284	0.3911206	-1.124432	-1.186729
3680	0.8457402	-0.6337555	-0.4398068	-0.288357	1.614206	0.02474856	0.4070541	-1.093788	0.1742065
3026	0.5594898	0.5482559	0.4545669	-0.9793674	1.487679	-0.03027923	0.7169235	-0.4162197	-0.316918
51412	0.1036282	-0.7342724	0.9099841	0.4302123	0.8926306	-0.4785648	0.4255012	-1.185771	0.7061934
9856	0.05372305	-0.1466327	0.4359388	0.2471035	0.6448947	-0.03784463	0.1088317	-0.5508265	-1.191619
2290	-0.02498834	-0.669113	0.1967713	-0.3027649	-0.5815537	0.3882363	-0.7332895	-0.1551582	1.132242
4693	-1.466745	-1.260288	-0.1642061	-1.503709	1.095658	0.5201856	-0.8261036	-0.463857	-1.208663
3242	0.8447877	0.03914202	-0.8766826	0.09618612	0.8504193	0.07674176	-0.326475	0.1591026	-0.7745992
27063	0.1699709	-0.3935605	-0.2576773	-1.163985	0.916506	-0.4815469	-0.3214928	0.2275669	0.7996717
8078	0.6582943	-0.8639205	0.7511421	0.003102809	0.3090461	-1.208847	0.4302732	-0.9184266	0.2953017
1825	-0.009648781	0.05108973	0.01513836	-1.423309	-0.5479965	0.2931665	0.4425626	-0.518187	-1.155282
5966	-0.3111382	0.2117632	-0.4520148	-0.6118672	2.394535	-0.8778049	0.08372247	-0.4988292	0.3689858
7182	-0.7258647	-1.25097	-0.1489634	-0.768531	1.818518	-0.5577217	0.3128656	-0.4507986	-0.9573811
9363	-0.8640277	-1.145986	-0.1341624	-0.4970978	2.524942	-0.6880788	0.1864135	-1.422143	0.979309
673	0.185375	-1.099212	0.1986978	0.5896607	1.56189	-0.1854269	0.3969515	-0.1563929	2.400078
8715	0.004945993	-0.4942092	0.2147708	0.9381033	-0.6117324	0.6752823	-0.6531319	0.01711921	0.2394238
2784	-0.166671	-0.4648536	0.3551945	-0.2996151	1.220087	0.07331076	0.2768272	-1.292058	1.174978
6403	0.1334795	-0.1650949	-0.02814325	-1.259631	-0.6158034	-0.2490703	0.3904151	-0.3662595	1.179667
1996	0.1518698	-0.1105367	0.4534315	-0.1009713	0.9489076	-0.3550898	-0.1111192	-0.7360998	2.038129
22869	-0.9154745	-0.6818345	-0.8863777	0.766147	2.282498	-0.4478777	0.2230469	-1.341179	-0.4985655
6693	0.3856017	0.3979675	0.4621107	-0.1817035	-0.1940948	0.1076254	0.5212057	-0.3766035	0.003830675
6539	-0.2922894	0.2150545	0.2703508	-0.3158323	0.8290575	0.3054915	0.7885278	0.383731	-0.7690719
7644	-0.4716678	-0.7479404	-0.5004082	-0.2345327	0.06236267	-0.8047152	0.5778661	-0.9496102	0.9158877
26191	0.1702203	0.3144227	0.5262148	-0.2928685	1.996015	0.6172708	-1.045985	-0.4015751	0.1629249
1807	0.7560841	-0.09548379	-0.8511838	-1.489416	1.987239	0.1818564	0.1759249	-0.166134	-1.278852
7490	-0.7679602	-0.881791	-0.2477269	-1.311463	1.74858	0.4881353	-0.3665452	-0.9734526	0.4661873
33	-0.4270919	0.1228944	-0.9647779	-0.2518746	0.04105413	0.8531363	0.6526984	0.09529212	0.1145803
7349	-0.01476874	-0.7105936	-0.177274	0.740549	1.087173	0.4654609	0.5752658	-0.3421822	-1.253473
8292	-0.6240767	-0.6856474	0.6348898	-0.4248204	1.666905	-0.571007	0.5993311	-1.721668	0.4866001
10233	-0.5796654	-0.9675248	1.16795	-0.08718063	0.06290874	-1.164178	0.5583203	0.1091478	-1.248874
3792	-0.2371169	-0.5598885	1.100281	0.83255	-0.2376699	0.08079144	0.4601707	-0.9488047	0.9722014
8997	-0.3766087	-0.6146836	0.2692475	-1.096205	1.92293	-0.1289713	-0.01781389	-0.9988967	-0.1270692
1122	-0.1348588	-0.9109635	0.5716686	-0.666632	1.442016	-0.1826423	0.706425	-0.3495587	-0.4977127
9651	-0.2842127	-0.1150606	0.5242592	-0.1640123	-0.8124878	-0.133162	-0.4347297	-0.4569719	-0.3847865
575	-0.1435123	0.2504821	-0.2201596	1.165048	1.34621	0.2709191	-0.3596331	-0.7929153	1.315964
374819	-0.09824568	0.05306289	-1.161128	-0.2795998	0.8481599	-0.3338084	0.248856	-0.1815076	0.2445473
4148	-1.014325	-0.8236237	-0.1411191	-0.4907179	1.651716	-0.1270676	0.2537648	-0.7669928	0.4630724
7584	0.5071351	0.1660945	-0.04814554	-0.009125615	-0.4510055	-0.1289891	1.249276	0.4897254	-0.8005852
5003	-0.5629467	0.07036376	0.1483807	-0.2093941	1.58538	0.3597796	0.1404799	-0.377891	0.5648475
10773	-0.4746308	-0.3356985	-0.5078988	-0.5296372	1.445564	-0.3648135	0.4847426	-1.097017	0.03236532
1842	-0.5442322	-0.882574	-0.229392	-0.9751168	1.433014	-0.4038476	0.3429384	-0.3281981	0.840184
3670	1.04053	0.308338	0.682201	-1.531138	-1.270203	0.245316	0.5013899	0.4539476	1.161605
2334	-0.954283	-0.4963161	0.2065132	-0.8049945	3.248655	-0.4135878	0.7955662	-1.017973	0.1504748
8786	-0.1394687	-0.6201264	-0.2277892	0.4044757	2.056736	0.6145855	0.3624203	-0.535898	-0.6057388
6036	-0.1156721	-0.695946	0.3500785	-0.1917306	0.562203	0.6757518	0.199716	-0.3026473	1.861198
56311	-0.2478654	-0.6122476	-0.5236677	0.7310315	1.181853	1.017826	0.09076412	-0.9644814	-0.3635581
2043	0.6034462	0.4593265	0.2551955	0.04140653	1.441423	0.2939056	0.5617989	-1.304641	0.8328083
6775	0.5836717	0.2305647	0.05381721	-0.8321183	1.503707	-0.2503662	0.2648167	-0.8004758	0.2535926
635	0.3427861	0.1975347	-0.6124116	-1.099786	0.7431056	0.3647285	0.2421198	0.3878123	-0.5861132
945	0.197212	-0.4464273	0.06869771	1.112844	0.9027451	0.225913	0.02492091	-1.066386	0.4886846
270	-0.6083558	-0.7443834	-0.09630898	-0.5771141	1.950443	0.1014386	-0.657423	-0.9155854	0.5663591
6665	0.2193352	0.2633499	0.3394942	1.441859	1.186157	0.1324699	0.2598574	-0.3776915	0.7223639
3996	-0.1014365	-0.07296091	0.2275409	-0.2258721	0.7450094	-0.09500547	0.1537391	-0.6280354	-1.094144
11202	-0.2783549	0.2862086	-0.1698601	-0.2575577	1.834128	-0.3224325	0.7661917	-0.4244497	0.2939205
643	-0.5057848	0.1114406	-1.189571	0.0410032	0.3322565	-0.352282	-0.1211584	0.787854	0.5526111
152	-0.1761882	-0.3575742	-0.04357822	-0.3057593	2.102628	-0.3307908	-0.1664016	-1.309621	0.02383858
411	0.3257706	-0.6147215	0.3300443	-0.5598189	1.464696	0.1192462	0.8267993	-0.4355073	0.02397794
433	0.3546571	-0.07432261	0.08737412	-0.5578058	1.376714	0.5246845	0.6864721	-0.5406224	0.3025064
1208	0.4094803	0.05489679	0.8314372	0.2671325	0.8029831	0.09997678	0.3640518	-0.6805155	0.1384357
4163	-0.2202967	-0.4858947	0.3453883	-1.656214	1.738597	-0.682893	0.6542612	-0.7479763	1.483941
27299	-0.04429156	-0.6557425	0.5213101	-0.7156219	1.107755	-0.8380797	-0.7677972	-0.6410624	-1.40591
9705	-0.7265598	-0.02825001	0.7997468	-0.2092259	0.6475403	-0.3583868	0.3758412	-0.5387182	-0.1201979
9699	0.4642718	-0.225033	0.8948828	-0.5582386	-0.2921345	-0.2578949	0.3047467	-0.2184762	0.587698
27304	-0.4672535	0.6888742	-0.8074583	1.321756	0.3169026	-0.1949474	0.7641619	0.2800125	0.5804545
7694	-0.3761815	-0.3891499	-0.1569818	0.6055121	1.700164	0.464635	0.4050145	-1.14576	-0.1113182
1811	-0.6431746	-0.09816077	0.02943342	0.5937793	1.037345	-0.02998807	-1.091391	0.2189834	-1.537819
9223	-0.7311164	-0.1998255	-0.123196	0.03027757	2.829404	0.2254411	0.3467834	-1.312709	1.568785
6005	-0.2050292	-1.20007	0.3820374	0.9769707	1.412172	-0.2309766	-0.1731638	-0.7928701	1.519564
3563	-0.4532072	-0.6993393	0.4485388	-0.9957846	1.719205	-0.60439	0.9284947	-1.311004	0.6987315
63928	-0.0861066	-0.3049533	-0.07732716	-0.4387645	1.740176	-0.1957617	-0.2418016	-0.7971066	-0.2777544
939	0.2061796	0.1880645	0.008119673	-0.06370784	-1.375635	-0.9852223	-1.105305	0.273634	1.127266
23436	0.3396653	-0.01982211	0.2379737	-0.348351	1.22961	0.3088839	1.048779	-1.037494	0.7004786
116986	0.9490999	-0.6943177	0.2017084	-0.1395148	0.3908187	-0.1631519	-0.1857986	-0.8975034	-0.3976274
57834	0.3627034	-0.4012194	-0.4312774	-0.5612843	0.3553475	-0.1773214	0.7808325	-0.6634027	-0.1611364
6017	0.0138713	-0.3340748	0.2795301	-0.4418746	1.405406	-0.03878963	-0.06952274	-1.105165	0.8329226
2709	0.1204098	-0.172841	-0.0277639	-0.5229869	1.207786	0.4513005	0.07847854	-0.9262578	0.412476
2662	-0.7020417	0.1518219	-0.5233272	0.4174895	0.8120453	0.496661	0.5686151	-0.4191906	0.3261946
10930	-0.1050203	-0.3585014	0.03409725	-0.2059146	1.859959	0.6159819	-0.0787158	-0.9080808	0.1407945
6861	0.2553355	-0.5965814	0.4906996	-0.4590908	0.7189174	-0.1701722	-0.1794254	-0.01945129	-0.869906
4081	-0.3252488	-0.7979559	0.2507559	-0.9096828	0.2753877	-0.5940254	-0.2282107	-1.327499	0.3513629
140	-0.6078824	-0.7958745	-1.072358	-1.375423	1.608725	-0.1757137	0.2315515	-0.495173	0.9064264
7673	-0.1935569	0.1570728	0.4217404	0.08753465	1.120536	-1.027134	1.105087	-0.3795538	0.05006185
383	0.8237973	0.4200957	0.04380977	-0.3166385	1.369864	-0.2586852	0.1469978	0.2464835	0.3591044
11076	0.4544238	-0.3387948	-0.03605101	0.1349863	-0.5020745	-0.1892591	0.1376184	0.4450602	-1.754463
6504	-0.1607289	-0.4790279	-0.05157934	-1.32838	0.4156922	-0.2715507	-0.810268	-0.2077897	0.3640389
7693	-0.3932493	0.3744332	-0.6390998	1.408011	0.883282	0.02438948	1.106506	-0.337684	0.9381979
8916	0.33042	-0.5875661	-0.0571444	-1.427911	1.196247	-0.4481859	-0.3059377	-1.036979	-0.3553247
1414	-0.0212015	-0.4796579	0.01776854	-0.0293249	0.9048386	0.3215941	1.057005	-0.6629889	0.4278634
4356	-0.2739203	-0.5964128	0.4012634	-0.2519264	-0.0841518	-0.3378933	0.5966604	-1.357188	0.8561869
5739	-0.0308699	-0.5086248	-0.2755349	-1.750353	1.888353	-0.895331	0.9129672	-1.772646	0.3526062
9831	-0.6407698	-1.092693	-0.08468575	-0.2677925	2.4708	-0.4066129	0.05580871	-0.9394569	1.35881
8633	-0.4083356	-0.4052419	0.09380972	-1.314576	1.85193	0.4341367	-0.1229912	-0.590674	0.2868291
2840	-0.3701456	-0.6246979	0.4137414	-0.2312236	1.286179	-1.187857	0.08520418	-0.1329674	1.267749
1041	0.3917841	0.1259156	-0.5381997	-1.108617	1.427057	-0.3307188	0.9198264	-0.3549953	1.602887
2689	0.07080115	0.158425	0.6690176	-0.7648152	1.714925	0.07505494	0.2067335	-0.7102785	0.493289
1087	-0.3697084	0.2780191	0.4455308	0.3684182	-0.01113614	-0.1659067	-1.061469	-0.1480389	-0.4100489
4223	-0.2279363	-0.2194165	-1.062073	0.6760206	0.06424525	-0.1688879	-0.523523	-0.8252308	0.001551345
5957	-0.7238532	-0.3818047	0.3052056	-0.2343621	1.35778	0.166958	0.2197568	-0.8966659	0.1331538
4064	0.08995853	-0.9362944	-0.03379728	0.1494836	-0.6799717	0.3727978	-0.3631758	-0.4259059	1.02539
1178	-0.3693517	-0.7444028	-0.1336815	-0.7100847	0.7822735	0.06546354	-0.02568623	-0.4606311	1.054598
762	-0.8235509	-0.3321189	-0.4108128	-0.003247008	1.981083	-0.3519852	-0.7037956	-1.08375	-0.9259235
1071	0.0138436	-0.5039594	-0.2074119	0.7286828	1.618282	0.0274162	0.6954398	-0.5725188	1.120642
6401	0.1278939	0.1353074	-0.2109165	-0.1500925	-0.2004023	-0.4939623	-0.7799691	-0.4801014	-0.7584231
1358	-0.227395	0.2234349	0.6209702	0.003998056	0.9026209	0.6646529	0.6873423	0.01073349	-0.002652658
7480	0.5998015	-0.3266379	0.2429483	0.6492493	0.2051591	-0.08240345	1.131483	-0.2293967	-0.2952132
7941	-0.5366544	-0.4030294	0.7310386	-0.7720386	1.261222	-0.5199639	0.203274	-1.250324	0.7394373
4978	0.2285376	-0.1423177	0.03192323	-0.09773927	1.855962	0.08303581	0.5696495	-0.8990358	1.736169
26576	-0.5840362	-0.5679967	0.198976	-0.02126636	1.383689	-0.3368527	-0.03021955	-0.7857414	-0.4561729
1896	0.7825302	-0.8101868	0.4692554	0.4648301	1.169555	0.3536502	0.8964063	-0.08690695	1.416206
7409	-0.4752777	-0.2628127	-0.5973196	-0.2431562	1.462939	0.4609207	1.35796	-1.245299	1.605398
22821	-0.3153329	-0.3401647	-0.1129351	0.1940127	1.679903	-0.258405	-0.1774914	-0.640251	0.7844801
8794	-0.155505	0.5702686	-0.3826508	-0.5237627	0.437207	0.03719357	0.9789391	-0.165134	-0.605952
22853	-0.4678625	0.1091854	-1.063082	0.6548694	0.991836	0.2902342	0.0856677	-0.4971488	-0.0665312
22847	-0.3122122	-0.5752838	0.2039938	-0.6164192	1.645826	0.02688109	0.02835694	-1.016813	0.9901941
8483	-0.1686361	-0.3397185	0.322928	-1.147221	2.273325	-0.6983436	0.1479109	-1.407897	0.9049274
5076	-0.1091115	-0.06163095	0.40558	-1.202981	0.9576162	0.2060408	0.02383278	-1.141127	-0.5062944
3975	-0.8477526	-0.6759249	-0.03563907	0.0973947	2.381625	-0.3934203	0.2288817	-0.9801952	0.3947707
3780	0.2366818	0.1546271	0.4218674	0.7607151	-0.2291887	-0.2748289	-0.06839979	-0.436017	0.613507
9331	-0.4060861	0.5023282	1.657528	0.03677282	2.73006	-0.8379365	-0.011033	-0.4253116	-0.5267625
4326	0.01415218	0.6376505	0.4226223	-0.416252	0.1174995	0.2323407	-0.02670819	-0.6235148	0.1149209
2828	-0.01330855	-0.6602998	-0.4321657	-0.6308328	1.215787	0.3542583	-0.6638509	-0.6221308	-1.315869
3084	-0.5338004	-0.5162412	-0.5315181	-0.1602234	0.493879	0.0785828	0.1368235	0.1597288	-0.4417301
7695	-0.2500053	0.2907291	-0.8797334	0.9872924	-0.8360884	-0.3220387	0.9669162	-0.6425083	0.4571443
3841	-0.7611162	-0.1437829	-0.9415129	-0.088066	0.6064335	0.3549491	0.4482158	-0.4725273	0.3027906
9032	0.5260578	0.2218675	-0.3947289	0.01211486	0.06210333	0.8872752	-0.6309512	-0.1715938	-0.4220291
5210	0.6293477	-0.3315145	-0.005593657	-0.3909408	-0.6939873	0.8215131	0.6888748	-0.8281071	0.3925083
5581	-0.2169601	-0.1007556	-0.1594483	-0.6730718	2.178974	0.5472409	0.5035288	-0.9911033	0.05760984
9175	0.1665301	0.3618885	-0.2041729	1.146388	2.921842	-0.2512498	0.3404448	-1.350064	2.111423
552	-1.030543	-0.9710275	0.4890006	-0.6682435	2.206564	-0.3114373	-0.184985	-0.9616337	-0.1275499
1740	-0.272233	-0.4447487	-0.1017885	0.3086702	2.271596	0.3499941	0.3667814	-1.02914	0.6248876
1369	0.1626435	0.8143815	-0.3524334	0.2728316	0.5273528	0.5938183	0.6490042	-0.2604548	-0.7267348
26093	0.09284914	-0.2694338	-0.4016263	0.7334433	1.337758	0.6660661	0.8576861	-0.5760612	0.887741
29906	0.2732207	-0.04502821	-0.08456779	0.6779586	1.642641	0.4747159	0.3648468	-1.224664	1.377879
5624	0.7600821	0.1679205	0.3401336	0.09384096	0.5742458	0.3111565	0.5921874	-0.6825343	-1.019745
8187	-0.6050175	-0.7621841	0.8125596	-0.9565498	1.38086	-0.3021793	0.1838908	-0.4775407	0.7451817
126	1.083846	0.357921	0.210963	-0.1617662	0.6753877	-0.4199106	-0.6382431	0.2500179	-0.5974562
2329	-0.2766588	-0.1074637	-0.128241	-1.358773	1.710476	0.2546548	0.863875	-0.5041083	0.223729
2822	0.1080515	-0.3964554	0.3397766	-0.7333275	0.8405675	-0.3659379	0.4860153	-0.9398554	0.2080004
4145	0.5893884	-0.9237836	0.3992558	0.5954629	2.026333	-0.9063199	0.1548677	-1.453468	-0.1445067
10637	-0.3763714	-0.1516325	0.969619	-1.513155	1.7602	-1.420515	0.1700384	0.8160808	-0.3949384
8521	0.05085976	-0.328808	0.6854944	-0.4596955	1.02061	0.7423838	0.4510899	-0.3960998	-0.1605439
5582	0.2404298	0.1195756	-0.02448262	0.4201232	0.9111024	-0.1206667	0.003986005	-0.7392971	-0.9408092
7098	-0.6951333	-0.04106487	-0.6327296	0.0028992	1.741197	0.08277187	-0.2030285	-1.104621	1.373755
10650	-0.03986152	-1.029765	1.083888	0.00555931	1.457745	0.4746921	0.6263564	-0.7057687	1.008661
9696	-0.2632059	0.1594585	0.2581372	0.009740114	1.474233	0.3921328	0.2950287	-1.190499	-0.3700281
5616	0.4310112	0.1989977	-0.1563678	-0.7176133	0.1673589	0.3801513	0.327848	0.7522374	-2.225288
1016	-0.6327404	-0.8272021	0.8485864	1.275232	0.7927257	0.256498	0.1979731	-0.9908853	0.2743199
116	-0.6224139	-0.2890929	-0.0559023	-0.9790272	0.764065	-0.05240829	0.08352153	-0.5166331	0.8015817
4760	-0.5194364	-0.3718644	0.05217625	0.04967131	1.890339	0.1085602	-0.299642	-1.444889	1.233948
6886	-0.6999129	-0.7730666	-0.405527	0.0396879	0.5943331	0.1908455	-0.1337619	-0.3281523	0.8742198
4867	-0.3308395	-0.5750628	-0.04626884	-0.4493463	1.848011	0.221351	0.3813381	-0.7833005	-0.2009328
5229	-0.2098927	0.1365941	-0.6784502	0.7122086	0.4253715	0.4319559	0.9108782	-0.1069755	-0.9647626
3201	-0.4488241	0.2579591	0.5803674	0.2225606	2.560909	0.5617021	0.217252	-0.2096504	0.4958754
6000	0.04721092	-1.44195	0.06449033	-0.4135804	0.6685615	-0.3085573	-1.111105	-1.064375	0.8455632
6822	0.3428049	-0.1345643	-0.6357183	-0.02437866	1.231553	0.3675316	0.7103871	-0.2181297	-0.5176591
3284	-0.4815097	-0.4059805	-0.7015625	-1.229332	2.29162	-0.06037652	-0.03757748	-1.728658	0.7123346
11330	0.7499396	-0.1799877	0.630955	0.08714887	1.184787	0.2986329	0.9087425	-0.3659031	-0.1038929
58504	-1.272677	-0.3969665	0.5855661	-1.299229	2.391429	-1.387869	-0.5640717	-0.96268	0.02626996
27112	0.1787764	-0.8913717	0.3571692	-0.204499	1.156339	-1.072243	0.4942236	-1.370187	1.486665
7006	-0.3141035	0.08703831	-0.6357727	0.5003307	1.9038	-0.1157179	1.287816	-1.0378	-0.1347329
4608	-0.1843098	-0.589775	0.772109	-0.9745824	1.800216	0.5779755	0.08064174	-1.132508	-0.3083114
731	1.23639	1.013959	-0.0919176	-0.04400378	-0.01998091	0.3628843	0.7132905	0.3588542	-0.1838243
6263	-0.9534824	-1.034071	0.7608305	-1.29373	0.5879833	-0.4380901	-0.7796202	0.3666007	-2.077447
1787	-0.1947702	-0.2787618	-0.788296	-0.8751174	2.196649	0.1720107	0.3371738	-0.5000205	-0.5894225
11061	-0.1762934	-0.2622195	-0.3601669	-0.3864113	0.9475879	-0.4554878	0.6522571	-0.3473409	-1.037232
5319	-0.1279046	-0.2397269	-0.2075811	0.02373209	1.449523	-0.009285985	0.8040732	-0.2637582	-0.5957179
2984	-0.4831875	-0.4515384	0.1069623	0.1348914	-0.3404014	0.3395392	0.05613035	0.0264425	-1.86289
3111	0.04360435	-0.2090188	-0.2369846	-0.812174	1.079801	0.2108911	-0.2168271	-0.7333513	1.841797
55888	-0.02969974	-0.4582727	-0.01562136	-0.5386225	1.387797	0.3070681	0.09512208	-0.5965274	2.001294
57119	0.05184311	-0.1235264	-0.4918647	0.8253832	0.9519591	0.8239511	-0.08787103	-0.5580917	-0.1728595
4093	-0.3993173	-0.6079155	0.2066747	0.0603525	1.526318	-0.3662365	-0.4923079	-1.21857	0.8482695
5989	-0.5357778	-0.3322908	-0.409376	0.06054483	2.116041	-0.03761269	0.102326	-0.9876028	-0.4802352
8224	-0.3308926	-0.493777	0.4381087	-0.3608701	2.405321	-0.0158644	0.2918076	-1.052797	0.6993746
23604	0.1006963	-0.09413594	-0.1781068	0.4343524	1.589282	-0.008562177	0.7957072	-1.105123	-0.3938203
866	0.2973904	-0.0001904666	-0.3675082	0.1679678	1.054142	0.06116395	0.2852713	0.67774	-0.5842863
2922	0.1689712	0.6658804	-0.3855565	-0.8309526	0.1203898	0.7286194	-0.3755816	0.2813126	0.4729351
1013	0.3971678	-0.2751474	0.5208063	-0.03659159	1.026721	0.255933	-0.5367892	-1.404516	0.03560263
2134	-0.02170864	-0.333819	0.5824205	0.2361917	1.199152	0.4071689	-0.05733387	-0.09335097	-0.4169775
53358	0.2417983	-0.5271293	0.1006844	-0.4124609	1.889279	-0.7280973	0.7350395	-1.072898	1.268393
4440	-0.6173418	-0.8246678	-0.04988733	-0.5546892	2.458624	-0.4018246	0.6390732	-1.04917	0.3448793
