sig_id	DER001.HCC515.96H.TRCN0000262375..666	DER001.HCC515.96H.TRCN0000196310..666	DER001.HCC515.96H.TRCN0000280031..666	DER001.HCC515.96H.TRCN0000194822..666	DER001.HCC515.96H.TRCN0000002922..666	DER001.HCC515.96H.TRCN0000196572..666	DER001.HCC515.96H.TRCN0000006168..666	DER001.HCC515.96H.TRCN0000006178..666	DER001.HCC515.96H.TRCN0000230573..666
pert_id	TRCN0000262375	TRCN0000196310	TRCN0000280031	TRCN0000194822	TRCN0000002922	TRCN0000196572	TRCN0000006168	TRCN0000006178	TRCN0000230573
pert_iname	EIF2AK3	PTK2	MELK	PIK3C2A	PTP4A1	RIOK3	GNE	PGK1	ALDH9A1
pert_type	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh
cell_id	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515	HCC515
pert_dose	2	2	2	2	2	2	2	2	2
pert_dose_unit	µL	µL	µL	µL	µL	µL	µL	µL	µL
pert_idose	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL	2 µL
pert_time	96	96	96	96	96	96	96	96	96
pert_time_unit	h	h	h	h	h	h	h	h	h
pert_itime	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h
distil_id	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:I15|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:I15|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:I15	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:L21|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:L21|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:L21	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:O10|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:O10|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:O10	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:H24|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:H24|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:H24	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:E01|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:E01|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:E01	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:H23|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:H23|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:H23	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:C03|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:C03|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:C03	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:N19|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:N19|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:N19	DER001_HCC515_96H_X1_F1B6_DUO52HI53LO:F18|DER001_HCC515_96H_X2_F1B6_DUO52HI53LO:F18|DER001_HCC515_96H_X3_F1B6_DUO52HI53LO:F18
region	CDS	CDS	CDS	CDS	CDS	CDS	3UTR	3UTR	CDS
NCBI_geneId	9451	5747	9833	5286	7803	8780	10020	5230	223
3148	-0.3535117	-0.8202212	0.1735073	-0.4471908	2.0873	-0.6092271	-0.5143948	-1.37135	-0.1230516
81688	-0.1787237	-0.276226	1.174441	0.2208442	-0.6870424	0.0124526	-0.1471469	0.5573764	-1.565873
2805	0.423048	0.0542433	-0.07940985	-0.7961968	-0.3193776	0.2775664	0.3835122	-0.1628784	-1.529467
304	0.04605544	0.1897343	0.2689911	1.153314	-0.3440117	-0.3512119	0.1044052	-0.580734	1.417324
1312	1.197934	-0.005497048	0.0811156	0.07014826	-0.8804191	1.086186	0.4875016	-0.9333603	0.1695103
4218	-0.6578644	0.2519607	-0.7306846	0.4917233	0.05698323	-0.3733573	0.07182472	-0.467409	0.1359054
7818	0.2705158	0.03663066	0.4879442	1.488306	-1.518952	0.9011255	0.1572567	0.4027745	0.07364285
5127	-0.2363074	-0.3622988	-0.03746123	0.9512898	-0.7318605	-0.4589077	0.2474062	-0.3096738	-0.2793388
3094	1.193583	0.02245638	-0.2434547	0.08479726	-1.059772	0.1629557	-0.01348211	-0.05923198	1.300813
5694	0.973991	1.209846	-0.8812376	1.174183	-1.943536	0.4585781	0.8851402	-0.5152321	-0.539278
54107	-0.3496609	-0.2556868	-0.2630548	1.045075	1.775015	0.01534185	-0.276311	-0.5870395	1.579247
6892	0.3685085	-0.1149936	-0.2945516	0.4020791	0.7224037	1.140113	-0.6171842	0.7157077	0.9456923
483	0.4845549	0.5244654	-0.1631302	2.388553	-0.9596057	0.7501334	0.5009825	-0.2706409	-0.9412689
23423	0.03872229	0.572192	-0.1819927	0.5120381	-0.8771464	0.332589	-0.6377027	0.8497519	-0.3972794
55832	-0.1058906	-0.1533755	-0.3610753	0.5779697	1.57014	-0.2323649	-0.1674079	-0.03629085	-0.9800225
9908	0.5485314	0.1385036	0.7753735	-0.2335084	-0.4486589	-0.1773002	-0.6502702	1.507034	-0.3101003
26003	-0.9905137	-0.01103981	0.9373744	-0.63693	1.271647	-0.07476377	-0.257188	-0.6424269	1.266633
7419	0.6489647	-0.4692537	0.1555108	-1.051293	-0.7411323	0.9674642	-0.6453732	0.5269029	-1.343743
821	-0.1073501	1.185579	-0.009680079	1.197309	0.3143228	-0.3668914	0.3654491	0.009866891	-0.2855299
8428	0.4204458	-0.0854809	-0.186277	1.201329	-0.7476477	0.8164302	0.02115897	0.03708404	-0.343034
23344	0.7540815	0.7026588	-1.257914	0.2935949	-1.251045	0.73808	0.0002362579	0.03412884	-0.2079989
546	-0.1795122	-0.4353968	0.5756389	0.5149269	1.404504	-0.6630911	0.6147973	0.2368519	-0.708076
7295	-0.2642245	0.2394617	-0.7669986	0.3567738	-0.07815593	-0.0653103	-0.02999129	-0.3386701	-1.145104
23710	-0.07279956	0.03235492	0.3738115	0.3922978	0.4519875	-0.5105701	1.110441	0.03320827	-0.800638
5062	0.6985734	0.5080265	0.1596735	0.2114149	-0.1939004	-0.2857877	-0.2646304	0.221546	-0.3151254
24148	0.339204	-0.0273537	-0.2465041	-0.3514588	-0.7849426	0.8249419	-0.3205801	0.05503851	0.3339192
51366	-0.6878585	-1.260361	0.5743601	-0.443535	0.8960179	-0.6817322	1.5866	-0.4008802	-1.225749
3936	0.02322556	1.249344	-0.5221944	-0.3596194	1.133747	0.6844313	0.1020421	-0.4997643	-0.4197341
3005	0.5832975	0.01011068	-0.3017998	0.468556	-0.7723165	-0.7977592	1.421403	-0.9092658	-0.3591027
8666	0.7489648	0.1257667	0.1616971	-0.1166605	-2.397165	0.5065485	-0.3199886	0.1740123	-1.411267
23654	0.2777799	0.6580166	0.1574647	-0.0724188	0.6345069	0.1276691	0.485151	-1.70003	0.7950212
8886	-0.3793997	0.01668006	1.068223	-0.8789117	0.3527923	-0.3436739	-0.2306462	-0.0485985	-1.345126
7150	0.8747034	-0.107577	0.842373	0.7785412	-1.28094	1.120073	-0.3278459	0.6097326	0.3790992
26580	0.5178097	1.474248	0.03217679	2.558314	-1.599461	0.7941903	0.095635	1.424006	-0.05340852
28973	0.4412528	0.103782	-0.050843	0.1277403	-1.355209	0.9400103	-0.1051446	-0.2911823	-1.100097
7386	0.1843933	0.6561385	-1.051916	2.068245	-1.185544	1.292417	-0.1223403	-0.1797702	1.681298
708	0.04199418	0.1117881	0.6256059	1.010767	-0.3886341	-0.5792643	-0.4264834	-0.1639989	-0.07051037
5162	-0.7508066	-0.9298297	-0.1227037	-0.5242009	0.3834473	-0.3487752	0.7715538	0.1403683	-0.9158202
1267	0.1031605	0.8522233	0.5047941	0.4809627	-1.26478	-0.238199	-0.4118549	1.389559	0.6923848
6510	0.9208717	0.7922488	0.5146984	0.4663957	-0.4431282	-0.3991233	-0.74894	0.3655324	0.5546638
65220	0.8948789	0.8812653	-0.4744766	-0.172819	-1.447942	0.1744577	-0.4439879	0.206708	0.8883826
10482	-0.7597932	0.6434775	-0.5175923	-0.6667739	1.404536	0.2406326	-0.252749	1.103357	-0.5619959
23191	0.1292717	-1.213461	0.6528124	-0.3388495	-0.2289922	-0.9437944	0.2379177	-0.05020016	-0.6423777
26994	-0.2915469	0.1342315	-0.5225257	0.7596835	-0.5496404	-0.3454572	0.9443995	-0.9002681	2.640974
56650	-1.240958	-0.7489084	0.4632124	-1.488487	1.48494	-0.5159556	0.6694463	-0.4478303	-1.373057
4758	-1.00546	0.6897312	-1.364396	0.3922574	-0.6591185	-0.2330237	0.8576202	0.1446922	-0.3107795
8405	0.5831211	0.2370439	0.3701195	0.2891455	-1.305759	-0.1688526	0.3439679	0.7176627	-0.05460875
5447	0.6771798	1.09023	-0.4760214	1.303755	-1.277102	1.014053	0.305968	-0.03014161	1.013238
5531	0.715354	-0.6692002	2.310581	0.4417932	-2.060408	0.3160402	-0.4742838	-1.126805	0.5878376
3397	1.19564	0.641103	-0.5691115	1.101623	-2.209172	1.160262	-0.2410991	1.023741	-1.133435
5546	-0.5202463	1.173394	0.9819402	0.4057806	1.866973	0.4796634	0.9907187	0.3842488	1.307576
22929	0.7975958	0.5868229	-0.3873841	0.9540939	0.7489339	0.6318374	0.6946981	0.466218	0.04153239
7095	-0.9668853	0.571704	0.9265333	1.243619	-1.18714	0.004015788	0.2558686	0.6566924	-1.25961
3958	-0.5151097	-1.333611	1.085132	0.3857349	0.7133911	-0.2649256	0.04850346	-1.744427	1.530229
23185	-0.002738439	-0.0744947	-0.2403392	-0.7414221	1.683171	0.9946477	0.5000851	0.0163321	-0.2904721
1854	0.7224396	0.02350716	0.2747162	0.4061449	-2.003426	0.2319377	-2.090423	0.4682144	0.1257032
23071	-0.1122297	0.1527526	-0.0662706	-0.7030162	1.013815	0.2201017	-0.001348704	-0.1170006	-0.7268025
1316	-0.849147	1.05395	-1.355943	0.7522246	0.3850807	0.3733439	0.4479125	0.5864735	-0.3838284
3992	-0.2008611	-0.1746989	0.1134488	-0.6654595	-2.730441	-0.6354399	0.5894636	0.2803521	-0.3704055
3428	-0.5523864	0.3612253	-0.1235764	-1.201643	1.77623	0.2761445	0.6959012	-0.6995146	0.8881887
204	0.7093316	0.1195862	1.002626	-0.1878961	-1.999954	0.2873348	0.5087851	1.211536	1.331251
4704	0.1789757	-0.7239973	-1.241232	0.4937307	-6.656484	-1.110138	-2.574082	0.178881	-4.216285
7389	0.01315353	-0.3134639	0.5935922	0.01408577	-1.608657	-1.483192	0.02859603	-0.2259248	-0.3362011
516	0.2057328	0.8576922	-0.02513898	1.019356	-2.674849	1.126023	-0.1271668	1.77917	-1.335153
79033	1.010683	-1.041501	2.113071	-0.02731822	-0.1004386	-0.7832583	-0.3585448	-0.06684813	-0.2230551
3837	0.2424536	-0.2746	-0.4186499	-1.16951	0.1091842	-0.5586749	0.3444914	0.5995772	-1.233032
1397	0.7331421	-0.7734408	0.2086316	0.3974808	0.5645168	0.2139826	1.740635	-0.7896008	1.293775
23054	-0.1772847	-0.2074476	-1.130889	0.3986925	-1.302934	0.9233228	0.1806153	0.5818616	1.875041
7316	0.2426932	0.3843856	-0.3954047	1.75479	-2.002132	0.0632694	-0.3503684	0.666856	-1.072984
8241	-0.06660621	0.522808	-0.2748304	1.370923	-0.1270333	0.4561603	-0.2099565	1.06246	0.5087417
8669	0.3327321	0.1082134	-0.5903437	-0.1583875	1.494403	-0.2610872	0.04916993	1.176277	1.006547
6938	-0.333726	-0.4872718	-0.2922637	-0.4453816	-0.8328001	0.06194809	-0.203967	0.5717561	-0.3499825
22992	-0.1396222	0.6672922	-0.8104382	1.960548	-1.591619	0.8794521	0.00421802	0.2451071	-1.508291
3189	-0.3068658	1.036523	0.2534998	1.299726	0.6714848	0.27323	0.7982058	-0.1829674	-1.49145
9360	-0.8200476	-0.3982274	1.105258	-0.2051608	0.03504735	0.03118879	-0.2039969	0.7841599	-0.9088805
7351	-0.493569	-0.6297332	-0.117659	-1.090111	1.103062	-0.4153568	-0.7581605	-0.4402569	0.7768614
23176	-0.9698967	-0.06730819	-0.6537926	-0.7088253	2.665845	-0.938637	0.7755949	-0.2219888	0.9370818
25847	0.4175071	0.7773727	-0.1295773	1.607382	-0.8855996	0.677093	0.6500105	0.610052	1.44073
57658	0.07276802	-1.185178	0.8455445	-0.2160764	0.6151941	-0.6089351	1.711174	-2.018914	-0.610557
8402	0.6116776	0.4348079	0.3608039	-0.3609581	-1.26109	0.07947662	-0.3427069	0.1151592	0.03226957
57035	-0.2120563	0.1610271	-0.9384333	-0.3462993	1.172298	-0.604899	0.5864881	0.1952161	0.09000819
3856	-0.4981791	0	-4.843904	-2.664786	-4.992473	0	-0.3025986	-0.2928371	-8.878528
2098	0.6796102	-0.4971443	-0.3530888	-1.44284	-1.026372	0.341626	0.07610565	-0.2719755	0.02983958
7204	0.07639498	-0.425367	0.04856051	1.122212	1.053319	-0.7120656	0.5603873	0.6800109	-0.5404278
9500	-0.2358549	-0.2026202	0.7210698	1.028925	-1.647045	0.631861	-0.02340391	0.6733988	1.234355
3855	0.7214959	0.7597485	0.1557299	0.4383342	-1.093785	0.28705	0.1212927	0.1289901	0.6806643
9361	0.9420573	0.6521786	-0.03912781	1.089655	-2.667084	0.3094798	0.3525361	-0.2016587	-0.138227
65018	0.08667991	1.103965	-1.166122	2.502415	-0.9220152	0.2549636	0.5466408	-0.2870734	-1.457549
51526	-0.2666156	-0.5966382	0.5175626	0.3541555	-0.08841561	0.2060757	-0.121218	0.2756976	0.8747083
10735	0.3102838	0.1434429	0.7368703	0.8601363	0.3296696	0.2862344	0.3749669	0.678115	0.3990258
203068	0.02386432	0.2669216	0.1105818	1.750544	-0.9844004	0.05039743	-0.7402171	1.066658	0.5237677
10006	-0.4572985	-0.4810599	0.722459	-1.838778	-0.02063632	0.2183632	0.3390896	-0.1506443	1.059646
23705	-0.4795614	-0.3960458	0.1146967	-0.7131838	0.762925	-0.9196004	1.111259	-0.09380905	-0.5431169
1859	0.2992737	0.451581	1.330143	0.9907358	0.6441045	-0.137605	0.9695319	-0.1477724	0.144077
10957	0.1942272	-0.7437167	0.317215	-0.4898794	0.2741011	0.2757125	-0.4254026	-0.4656157	0.5502942
4192	-0.3402904	-0.3795032	0.29675	-0.278999	0.986626	-1.137383	-0.09723325	-0.1126364	2.513685
4191	1.130131	0.7699113	0.3322306	2.517854	-2.320704	1.036293	-0.791607	0.2455069	0.5582325
7327	0.002520368	0.07620239	0.4110802	0.6783551	-1.046643	-1.463051	0.1315379	0.1944528	-0.9415992
9061	-0.4262756	0.1685855	1.461939	-1.309966	0.6651918	-0.7891843	0.9928447	-0.003916319	0.01382964
10262	0.9450336	0.7016408	1.302327	0.2782989	0.2662464	0.9265535	0.8448679	0.5792609	0.5187877
11345	0.01158655	0.08219837	-0.09296101	-0.6031157	-0.335108	-0.0953255	0.5133461	-0.7204996	0.4731708
23613	-0.03162682	-1.220588	0.2429166	0.06829293	-0.938024	0.5632297	-0.003082901	0.125528	-0.4006612
7468	0.5894129	-0.01596111	-0.02747479	0.5313457	0.6286491	0.9084278	-0.4960681	0.2373195	-0.4598884
988	-0.3425145	-0.7622059	-0.1263967	-1.828172	1.017855	-0.5389764	-0.9049821	-0.1923469	-0.4259103
8721	0.1946188	0.5736202	-0.3763497	1.833207	-1.076464	0.9939426	-0.4551164	0.1180452	-0.5525224
8650	-0.7322676	0.4832955	0.8440562	1.047414	1.329158	-0.1752533	0.8057781	-0.895404	-0.123709
23479	0.5104055	-0.02495751	-0.05078256	1.174109	-2.175862	0.7875036	0.05094095	0.1971602	0.1781908
56270	-0.3780425	-0.4101475	0.8847775	0.3227985	0.03742611	-0.3439885	0.8106325	0.1703482	0.1283522
25828	0.8222631	-0.7291346	1.31412	0.7871726	-1.467628	0.1792969	-0.7949479	-0.8928105	0.2680212
10539	0.02301235	-0.02660741	0.002499104	1.026025	-1.523155	0.8067243	0.5787941	-0.2453993	-0.01647867
80781	-0.2301888	0.7446389	-0.04836103	-0.0905385	1.759479	0.01120065	-0.1731617	0.1378789	0.4426166
5981	0.1334133	-0.6648295	-0.4255043	-0.7527409	-0.6471528	-0.06056871	-1.455173	0.1728096	-0.429517
5868	0.1698709	1.353423	-0.7224091	0.08138473	0.3885913	0.1548173	0.9683669	0.9368274	1.11438
23576	0.2480519	0.0198939	-0.2138029	-2.13384	-2.62846	-1.931502	-1.631595	0.2031169	-1.420205
7336	0.9267372	-0.5600948	0.3355416	-0.9384758	-0.4382752	0.2707207	1.541907	0.3485191	0.8035078
182	0.09036797	-0.8619065	1.505713	-1.689375	0.3067415	-0.8589106	-0.5818818	0.1508982	0.3739875
1490	-0.9123743	0.8200536	0.3104491	-2.428868	0.6295839	-0.5862925	-0.1255059	-1.068336	-1.039171
26959	-0.6874556	-0.9691041	-0.1240645	-0.4040291	-0.0889622	-0.09543249	0.1422673	-0.8565615	0.4698816
7353	0.05283159	1.333344	-1.019874	1.032393	-1.643059	0.836152	0.7707586	-0.6875675	-1.835939
55651	0.6434032	0.7254537	0.5039722	0.7968773	-2.278953	0.3903998	-1.697172	0.5858803	0.1100259
8648	-0.721069	0.08520132	-0.392453	1.404445	0.8657758	1.037562	0.4744745	-0.3780126	-0.7115479
5863	-0.338878	-0.789181	-0.08372933	-0.3040372	1.2081	0.273515	-0.1880796	0.2063082	0.2487443
6048	-0.7009298	-1.245702	0.6334513	-0.9906278	1.547098	-0.4415015	-0.818616	-1.572927	1.276893
10103	-0.06374916	-0.002783626	0.002961583	0.08533424	0.2771033	-0.1324972	-0.2977256	-0.3279889	-0.3967824
9039	-0.05961901	-0.4166691	0.6492553	-0.4086294	1.268775	-0.03200022	0.8646344	1.008711	-1.189911
23558	-0.4180145	-0.8280754	1.173313	-0.3976665	-0.3421912	-0.7143878	0.2132298	-0.9751289	-0.0891287
7846	0.05096065	-0.05529988	-0.3411047	-0.4756585	-5.44226	-4.002237	0.0530428	-0.4824978	-5.621498
7026	0.3278343	0.3223165	-0.2710364	-0.1333821	-1.038051	-0.1658025	-0.307712	0.2289514	0.7324053
123	-0.4851776	-0.01169435	0.06901353	-0.2406902	0.7637717	0.6447065	0.6709802	-0.7864786	-0.02923667
5860	0.8302829	0.3649279	-0.3817669	0.6401772	-2.556534	0.3898538	-0.7844244	1.312979	-0.7298223
4615	0.0407053	0.8168044	-0.796805	-0.2038927	1.915154	0.4161549	0.2514412	-1.185929	1.454234
3853	1.242287	-0.2420345	0.05132706	1.409606	0.8378342	1.124261	0.6310924	-1.201365	-0.910606
3854	1.419522	0.3619329	-0.3779315	1.316976	-1.005657	1.492916	0.1030875	-0.4768972	-1.653077
9733	0.8221601	-0.686536	0.7024528	-0.1156225	-0.8990044	0.8315822	0.2379107	0.1243375	0.6427767
7205	0.6322091	-0.07472363	-0.1411417	1.078107	-1.940757	-0.4839399	-0.1266439	-0.4999197	1.588108
8773	-0.2901632	-0.806953	0.8274723	-0.9638059	0.4192458	-1.277704	0.242821	-0.2183234	-0.1560171
54939	-0.1275472	0.1470353	1.049911	0.4437014	-2.687604	0.3441117	-0.6178405	1.210188	-0.1452254
9100	-1.01167	-0.4216524	0.4592088	0.2563041	2.021957	-0.09862538	-1.206578	-1.190502	1.546853
8575	-0.6242082	0.01878749	-0.07380567	-1.3335	2.602981	0.09780986	0.331823	0.4616191	0.3372245
1207	-0.7831225	-0.6646352	-0.2948991	-1.291202	0.7239435	-0.4905528	0.08834663	0.3813396	-2.00019
6307	0.4386806	-0.3950371	-1.221862	0.8053572	-0.6650754	-0.9809937	0.7360705	-0.5836994	0.280618
6257	-0.0438872	-0.6783968	0.750334	0.3773894	0.9586589	-0.3404348	0.06402466	-0.7055736	-1.018311
30851	0.3585392	0.902135	-0.3576305	0.5543627	-3.252155	0.4379536	-0.1148023	-0.0519731	-0.3130533
22978	-0.2669743	0.1946396	-0.01851057	-0.01709294	0.8557345	-0.5149715	0.06029072	-0.2937378	0.4744661
1292	-0.1680596	0.1898055	1.005662	-0.16837	-0.1881148	0.6863502	0.3393248	-1.168487	-1.028271
10294	-0.7802162	-0.3728077	0.2924243	-0.4380565	0.899235	-0.7326477	-0.4638118	-0.2875185	0.7103305
9266	-0.989711	-0.232395	-0.02666572	1.067715	1.37044	-0.3101322	0.5141752	-1.626652	0.8270707
8644	0.1695951	0.0315558	0.2675536	0.171351	-1.548103	-0.24489	0.5944068	-0.1254092	-1.839684
26574	-0.08750914	0.5355563	-1.038977	-0.2566243	-1.205303	0.5195028	-0.381776	1.54421	0.01807943
2824	0.1377858	-0.217442	-0.2723539	0.421867	-0.05447558	0.1976045	-0.2783803	0.5909176	1.048813
3704	-0.8613019	0.8704091	0.5913782	-1.16942	-0.4942564	0.717209	-0.3941746	-0.1430451	-0.2890741
10551	0.4869214	0.7623243	-0.5051657	1.803744	-1.005615	0.2121372	0.154112	0.615134	-0.3618731
54870	-0.6605456	-1.116227	0.4616356	0.08470599	1.069933	-0.4730482	0.510381	-0.4972352	1.017896
11196	0.1802458	0.2786363	-0.04358104	0.0549027	-0.7337726	0.3021261	0.3523462	0.4264801	-1.022866
25915	-0.4715801	-0.4629102	-0.4845172	1.216902	-0.5161973	0.849943	-0.2553565	0.4783245	0.2829982
9785	-0.5584404	0.2443143	-0.9548289	0.728287	1.262412	-0.4563599	0.1760412	-0.7416461	-0.5935254
5876	-0.1340658	-0.07136056	0.3693697	-0.8716401	-0.8757099	-0.7990819	-0.4790077	-0.2057359	0.6817035
8660	0.9932164	0.7901154	0.65668	-0.2004607	-1.562944	-0.5719131	-0.1734982	0.7424566	-0.02161355
1729	0.2493379	0.4574506	-0.2833754	0.8842626	0.5122226	0.01693336	0.5302097	0.2636824	0.01025182
5292	-0.3242256	-0.04552639	0.8788365	-0.9189963	-0.2061151	0.1127757	-0.07601322	0.2571627	-1.018877
1069	0.001802798	-1.154735	0.7114723	0.7005411	0.9705642	-0.3558763	-0.175939	0.7514251	-1.318224
9277	0.2295574	0.2626382	0.4721531	0.4942046	1.285204	0.4251065	-0.1683791	-0.2183285	0.01189628
23208	0.4358683	0.5463493	0.7915443	-1.109936	1.370596	0.2578298	-0.2452583	0.6845353	-1.776417
8543	-0.7043955	-0.4576513	0.6483177	0.05600539	1.40985	-0.06304664	0.6708766	-1.146384	1.207439
9526	0.3701238	0.8616333	0.7918222	0.295334	-1.358402	-0.7177205	-0.2055781	0.1503067	0.07481773
10979	-0.6563529	0.2543946	-0.01762652	-0.0976506	0.2507107	-1.185656	-0.4465097	0.5443417	-0.8085748
688	0.6312926	0.5399077	1.518458	0.5518248	-0.3622297	-0.03650871	0.3038491	1.140854	-0.8259079
2130	-0.2920108	0.5078065	0.9027129	0.4207914	-0.2284611	1.226418	1.15043	-0.161722	0.7677155
11152	-0.6055351	0.1130576	0.7158753	-0.2388065	-1.833134	-0.2542274	0.632145	-0.04616776	-0.8494875
6713	-0.5286549	-0.7965475	-0.2784483	-0.9207509	1.890285	-0.9829067	0.1906289	-0.4963873	0.1733249
7936	0.6224115	-0.3664694	0.3343382	0.4658335	-1.35333	0.4517257	-0.55651	0.3607695	-1.344079
2719	-0.7245509	-0.8814971	0.1207508	0.121075	0.7595932	0.2466702	0.5530636	0.6291408	-1.476058
9885	-1.347126	-0.5612838	-0.180921	-0.3537229	0.8574346	-0.4822708	-0.5740401	-0.6734724	0.4307985
22870	0.8117913	-0.6052891	-0.2414923	1.224918	-0.2538544	-0.3784518	0.3076878	0.3065959	1.489022
26471	-0.3448955	0.4359856	0.3588472	0.3368012	-0.4778391	-0.3145859	0.3668058	-1.092029	-0.540887
84516	0.1077598	0.06952556	-0.6130624	1.708955	-0.3218251	0.8362201	0.5978052	0.3779727	0.2709938
23095	-0.7421027	-0.3591805	-0.2769722	-0.5806265	2.303444	-0.1509238	0.8468608	0.4190623	-1.002497
6809	-1.240335	0.4188253	0.2630857	-0.8964256	-0.9765993	-0.06921095	-0.1882461	-0.03684443	-1.799295
4790	-0.2635148	0.03393578	0.6038555	-0.4203221	2.203758	0.2106444	-0.8977551	0.3568001	0.8916945
10749	0.8941869	-0.07344754	-0.3722986	0.1580037	0.8354799	-0.6887349	-0.13201	0.05099458	-0.5629967
27069	-0.02402237	-0.7011	-0.9874827	1.267583	-0.7326728	1.154334	1.172594	-1.010277	-0.8934678
8560	0.1471661	0.1995936	0.8004347	-1.62895	-1.334942	-1.095466	-0.3784919	0.07014558	0.8443601
23438	-0.9152306	0.6002009	-0.5211529	1.072927	-1.56448	0.2517076	0.3188667	0.672864	-1.76883
64116	-0.1396571	0.3081126	-0.4326525	0.3183379	-1.294947	0.6101111	0.06719348	1.080883	-2.273174
11311	-0.1508828	0.2476113	-0.1128157	-0.3265628	-0.3146092	0.2735069	0.3998729	-0.1655632	-0.2533813
3914	-0.3076009	0.1907698	0.4737894	0.3098515	-1.069753	-1.229039	0.155182	-0.2559084	0.6104069
2186	-0.323749	-1.038625	0.7884851	-2.100065	1.69753	-1.207858	-0.8582667	0.2909407	-0.472227
4664	-0.8122404	1.339112	-0.7290878	0.1222621	0.8696268	0.02546188	0.4581148	1.196739	0.4974414
81689	-0.2723792	-0.6448427	-0.02245685	0.1919589	1.705804	-0.5294782	-0.04638338	-0.3843237	0.8994713
1201	-1.208106	-0.08248971	0.2676086	0.5690082	0.01339412	0.2124276	0.6777276	-0.3570453	-0.5233488
7980	-1.352216	-2.797819	0.661954	-1.263945	-2.22093	-2.259258	-1.031348	0.361911	-5.002855
25865	-0.005340576	0.419949	0.439928	0.06200545	-0.3142489	0.5189869	-0.2843557	0.6103575	0.166181
1410	-0.1629634	0.1607622	-0.4450758	0.1840904	-0.1371129	0.5780507	0.1913725	-0.3768281	0.7281692
23272	-0.6417171	-0.5997822	0.6717134	0.3023179	1.759461	0.6879044	0.5198179	1.01703	0.3809774
10602	0.2952628	-0.2337663	0.865492	-1.231945	0.8786936	-0.5589406	-0.4189507	-1.0982	1.103173
8795	-0.07659552	0.2146474	0.9199637	0.6301134	-1.224851	0.01957813	-0.7057644	1.281157	1.291144
25977	-0.7388597	-0.6805636	-0.4281474	-0.08515286	0.6285927	-1.611889	-0.1876526	-0.685837	0.8321282
760	-0.314533	-0.147046	0.3036237	0.2948234	-0.1216796	-0.8007436	-0.1176239	0.06285105	-0.6361321
5437	0.6256467	-0.07814628	-0.2979873	1.055118	-0.7332803	0.6425204	-0.4711203	0.5111015	-0.05797687
4724	-0.2135588	-1.147597	-0.8221647	0.4898413	-1.404989	-0.3444436	1.186105	-1.113527	-1.109605
23075	-0.5780174	0.2469061	-0.1283133	-0.8249655	0.7296973	-1.416089	0.6510881	0.3178961	-0.333992
663	0.09259528	-1.279089	1.188999	-0.07830019	0.9282202	-0.8892899	-0.179242	-0.186488	0.4163544
837	-1.12116	-0.44433	-0.5451572	-0.2246992	-0.2691494	-0.009249577	0.3499479	-1.699807	1.313734
599	-0.7062523	-0.4058785	-0.2249765	0.07023754	1.447004	-0.8626613	0.9297203	-1.337021	0.2366123
11321	1.218689	-0.1920881	0.375549	-0.3332325	-1.514202	2.34552	-0.1293241	0.3170635	-1.125816
10767	-0.2162019	-0.03154832	-0.703382	-0.09700835	0.1143022	-0.05730411	1.313866	-0.05334318	-0.9289017
109	0.275896	0.6885204	0.1175893	0.74578	-1.029092	-0.3382635	-1.078636	0.601034	0.6451274
5612	-0.0652138	-0.283047	0.3383794	-0.8899775	0.839534	-0.1108999	-0.3336013	0.5399857	-1.936556
7355	-1.069656	0.5369048	0.7430699	0.965647	-1.343529	-0.04805762	0.1216435	1.110632	0.266865
192286	-0.2107967	-0.2805692	0.8566455	1.070717	-1.412877	0.312426	-0.8586886	0.7909192	0.06472493
