genesymbol	entrezgene	A549_LUNG	HCC515_LUNG
LOC729609	729609	NA	NA
LOC729668	729668	NA	NA
LOC729678	729678	-0.0790835982486836	0.20792528154957
LOC729799	729799	-0.351043643263757	-0.0684245545725622
LOC729991	729991	0.376087795822141	0.288314974083475
LOC729991-MEF2B	4207	-0.386280259904548	-0.211243911054158
LOC730101	730101	-0.0293337276259477	-0.113725490196078
LOC730668	730668	-0.265567576004009	-0.0716544682389085
LOC730811	730811	NA	NA
LOC731779	731779	NA	NA
LOC731789	731789	NA	NA
LOC732275	732275	NA	NA
LOC80054	80054	-0.160199446347454	0.159677008633365
LOC80154	80154	-0.169071030171599	0.15224787862359
LOC81691	81691	0.317854062446093	0.0203799995071342
LOC84740	84740	-0.355210001889319	-0.252273343354937
LOC84856	84856	-0.339461297715567	-0.0916976761379038
LOC84931	84931	NA	NA
LOC84989	84989	-0.133265975011706	0.026708395968358
LOC90110	90110	-0.251941480404479	0.0526791361705973
LOC90246	90246	-0.235621051939838	-0.0699425811380271
LOC90586	90586	-0.324957901048983	-0.0207348628601001
LOC90784	90784	0.011869850579528	0.0245135004148287
LOC90834	90834	-0.405137304188538	-0.0957490327509303
LOC91149	91149	NA	NA
LOC91316	91316	-0.375542357705546	-0.0177645251649047
LOC91450	91450	-0.390532048596565	-0.0108906905870853
LOC91948	91948	NA	NA
LOC92249	92249	-0.222093529493909	0.1268094334508
LOC92659	92659	0.31526158850637	0.0999876783557998
LOC92973	92973	-0.338012272357623	-0.0318736292170827
LOC93432	93432	NA	NA
LOC93622	93622	0.354411559345146	0.155467934974576
LOC96610	96610	-0.426856255698761	-0.0775787147703656
LOH12CR1	118426	0.445043002538259	0.310079926398712
LOH12CR2	503693	0.349039322473858	0.318941652907497
LOH3CR2A	29931	-0.126612287143596	0.116087960110731
LONP1	9361	0.178310620435858	0.018030672679629
LONP2	83752	-0.0481053418434823	0.041136219883848
LONRF1	91694	0.0313380484158473	0.113140622818042
LONRF2	164832	-0.0953481685929504	0.0454800101858925
LONRF3	79836	0.109904137608122	0.255312682257654
LOR	4014	NA	NA
LOX	4015	-0.216951296647691	-0.123451374684771
LOXHD1	125336	-0.278727092009824	0.0124744325882846
LOXL1	4016	-0.259666329875059	0.00664875921042904
LOXL2	4017	-0.0206987193704461	-0.112529469265712
LOXL3	84695	-0.391310776510017	-0.191493136844181
LOXL4	84171	-0.289067415822634	0.0205902889014843
LPA	4018	NA	NA
LPAL2	80350	-0.403911711312091	-0.0970009118016708
LPAR1	1902	0.284276760557595	0.367942367562861
LPAR2	9170	-0.150315844812999	0.0175640930859147
LPAR3	23566	-0.117763703721958	0.139075219530628
LPAR4	2846	-0.270414089389421	-0.146441919876455
LPAR5	57121	-0.347314292285829	-0.112355323361016
LPAR6	10161	-0.337463548469241	-0.0307367521788774
LPCAT1	79888	-0.489460065551147	-0.14713850349524
LPCAT2	54947	-0.276712913904565	-0.00300483829895595
LPCAT3	10162	-0.194039609978889	0.140251525830273
LPCAT4	254531	0.0414976547803872	-0.0515784026220459
LPGAT1	9926	0.178711484593838	-0.0587315278017365
LPHN1	22859	-0.278483944897607	-0.182214117318482
LPHN2	23266	-0.15122600359792	0.0409489308920049
LPHN3	23284	-0.20528023526126	-0.0558761921190764
LPIN1	23175	-0.430151884800841	-0.185177883470104
LPIN2	9663	-0.0676786843769766	0.0999843925840131
LPIN3	64900	-0.262945530118206	0.0521829846308025
LPL	4023	-0.0457724438749107	0.219639057969229
LPO	4025	-0.0086727946310489	0.0226668966706917
LPP	4026	-0.121726344496743	-0.149090251936552
LPPR1	54886	0.116554539704445	0.316050173735183
LPPR2	64748	-0.356202304968908	0.0444745640191561
LPPR3	79948	-0.17782761198321	0.103388452155056
LPPR4	9890	-0.263954262056729	0.00544616673648932
LPPR5	163404	NA	NA
LPXN	9404	-0.423310907940889	-0.148416668720274
LQK1	642946	0.248879141099255	0.312803831209903
LRAT	9227	0.0747628083491461	0.194427331049722
LRBA	987	-0.139495798319328	-0.0292680121902133
LRCH1	23143	-0.312705258056302	-0.0929232690143506
LRCH2	57631	-0.364203159269573	-0.0986142257489506
LRCH3	84859	-0.366256766636273	-0.372493161487469
LRCH4	4034	-0.273338426279603	0.0913888135899521
LRDD	55367	-0.157633258582025	-0.0199659922620074
LRFN1	57622	-0.219372910454504	-0.211723633735019
LRFN2	57497	NA	NA
LRFN3	79414	-0.271238818107888	-0.130798360399878
LRFN4	78999	0.117326696074324	-0.152783459424826
LRFN5	145581	-0.378328692180685	-0.116081388567157
LRG1	116844	0.173276818058602	0.374645342007771
LRGUK	136332	-0.292593048949785	0.0242802106179715
LRIG1	26018	-0.214394966197623	0.0215858777528607
LRIG2	9860	-0.408380360942031	-0.275674610019961
LRIG3	121227	-0.360227375407641	-0.12113819134692
LRIT1	26103	NA	NA
LRIT2	340745	NA	NA
LRIT3	345193	-0.333944486885663	0.0111896958196768
LRMP	4033	-0.433365369608254	-0.101140984252939
LRP1	4035	-0.360099230307959	-0.0636930431996846
LRP10	26020	-0.00989838750749567	0.220736505745993
LRP11	84918	0.242669032422353	-0.0791131701947641
LRP12	29967	0.16382036685642	-0.215387269277212
LRP1B	53353	NA	NA
LRP2	4036	-0.404933586337761	-0.130377781611178
LRP2BP	55805	-0.237569514609363	0.0559944799033983
LRP3	4037	0.00216368072155548	0.286120078529946
LRP4	4038	0.092354830495248	-0.0237939163935369
LRP5	4041	0.0506781011524845	0.076868988064434
LRP5L	91355	-0.320738970074833	-0.0133615909706991
LRP6	4040	-0.00978009972317373	0.0669032422353106
LRP8	7804	0.313700846907678	0.0247862194731265
LRPAP1	4043	0.21785488388904	0.456819208621865
LRPPRC	10128	0.31262639953342	-0.048414204391434
LRRC1	55227	0.169133459835547	-0.183462710597435
LRRC10	376132	NA	NA
LRRC10B	390205	-0.066380804521222	0.2
LRRC14	9684	0.0102138215990208	-0.0362667060959281
LRRC14B	389257	NA	NA
LRRC15	131578	-0.310254072303408	-0.111619310480791
LRRC16A	55604	0.075505392772945	-0.0777462891314884
LRRC16B	90668	-0.229529231047258	-0.108632543926662
LRRC17	10234	-0.247798122181424	-0.00629718162924994
LRRC18	474354	-0.259502041285723	0.0612681436210848
LRRC19	64922	-0.181938112488397	0.0489070701594421
LRRC2	79442	-0.308506041712873	0.0397857676795058
LRRC20	55222	0.0505368129656555	0.0873045992590585
LRRC23	10233	0.284516621898026	0.437771589574246
LRRC24	441381	0.0446651387827858	0.128587035987415
LRRC25	126364	-0.418773257103428	-0.171814649613511
LRRC26	389816	0.15748868462341	0.212272357623401
LRRC27	80313	0.0177973828827719	0.273798434329744
LRRC28	123355	0.375621216228427	0.240474136868824
LRRC29	26231	-0.0325242120308534	0.323255871263461
LRRC3	81543	-0.397681888004469	-0.108911834528533
LRRC30	339291	NA	NA
LRRC31	79782	-0.247436687284885	0.0550876068902634
LRRC32	2615	-0.238144524672039	0.0314497646565958
LRRC33	375387	-0.441293936929611	-0.122123922882936
LRRC34	151827	-0.153167894723872	-0.0893713497129057
LRRC36	55282	-0.210307466094942	0.126825862309733
LRRC37A	9884	-0.440902930086991	-0.213093800570081
LRRC37A2	474170	-0.437722302997445	-0.156065945439759
LRRC37A3	374819	-0.218472608984943	-0.077010276251263
LRRC37A4	55073	-0.328779253636939	-0.113088050469455
LRRC37B	114659	-0.388698587939575	-0.202063464682061
LRRC37B2	147172	0.0657795082842521	-0.222684968415519
LRRC39	127495	-0.304793119593879	0.069755292146184
LRRC3B	116135	NA	NA
LRRC4	64101	-0.314315286231795	-0.0333325118903867
LRRC40	55631	0.142728997757461	-0.260257768796668
LRRC41	10489	-0.0525674199298488	0.0951970230907612
LRRC42	115353	0.141992984877235	-0.156588383153848
LRRC43	254050	-0.260816350000411	0.147191075843827
LRRC45	201255	0.193372598306185	0.0647412043996484
LRRC46	90506	-0.226049598725121	0.107058659240822
LRRC47	57470	-0.0191379777717539	-0.0610742830856683
LRRC48	83450	-0.170756631098187	0.150693708568471
LRRC49	54839	-0.155389076451695	0.0211127266155729
LRRC4B	94030	-0.213593237881663	0.110893154915925
LRRC4C	57689	-0.333500907694456	-0.0402030606964193
LRRC50	123872	-0.253870228443283	0.0844196916303178
LRRC52	440699	-0.265209426879256	0.071989616961154
LRRC55	219527	-0.336214955190287	-0.0409752170662987
LRRC56	115399	-0.134169562253054	0.172041367866795
LRRC57	255252	0.374402194895554	0.0755086785447317
LRRC58	116064	0.0324617823669057	-0.300679333316904
LRRC59	55379	0.311913387055702	0.0210798688977057
LRRC6	23639	-0.0711156016658863	0.207228697930785
LRRC61	65999	0.211740062593953	-0.0323927811593846
LRRC66	339977	0.098292220113852	0.225947739799732
LRRC67	286187	NA	NA
LRRC69	100130742	0.281013989173382	0.0492192184791805
LRRC7	57554	NA	NA
LRRC70	100130733	-0.179825361229536	0.14795008912656
LRRC8A	56262	-0.254100232468354	-0.159795296417687
LRRC8B	23507	-0.0490220721719773	-0.194105325414623
LRRC8C	84230	-0.42032414138676	-0.194276185547533
LRRC8D	55144	-0.327323656735421	-0.425282371012921
LRRC8E	80131	-0.134780715805384	0.0985780822592967
LRRCC1	85444	0.162161052104126	-0.254888817697167
LRRFIP1	9208	-0.144135308082177	-0.0172388016790294
LRRFIP2	9209	0.084712125319336	0.116567682791592
LRRIQ1	84125	-0.354907710884941	-0.162042764319804
LRRIQ3	127255	0.164487378529124	0.0111929815914636
LRRIQ4	344657	0.426760968316946	0.204176215940922
LRRK1	79705	-0.447954196341293	-0.161707615597559
LRRK2	120892	-0.231641982306119	0.0631804628009562
LRRN1	57633	-0.303317808061641	-0.165509253554794
LRRN2	10446	-0.339188578657269	-0.0535465799222915
LRRN3	54674	-0.335682660160839	-0.0164337875912829
LRRN4	164312	-0.477450569670684	-0.188555656866852
LRRN4CL	221091	-0.283422459893048	-0.00521287693963216
LRRTM1	347730	NA	NA
LRRTM2	26045	-0.423163048210487	-0.164323089939788
LRRTM3	347731	NA	NA
LRRTM4	80059	0.00967166925421195	0.253088214758044
LRSAM1	90678	-0.339546727782022	-0.0263305322128852
LRTM1	57408	NA	NA
LRTM2	654429	NA	NA
LRTOMT	220074	0.273489571781792	0.453576151868372
LRWD1	222229	0.01158727420587	-0.14755908228394
LSAMP	4045	-0.302854514239713	-0.0106376861595078
LSG1	55341	0.04816777150743	-0.270147941874697
LSM1	27257	0.470685165561826	0.213501236271635
LSM10	84967	0.177295316953761	0.223769273105137
LSM11	134353	-0.247223112118748	-0.327928238744178
LSM12	124801	0.200456722278354	-0.111018014243821
LSM14A	26065	0.101499133377691	-0.284184758947567
LSM14B	149986	-0.062030442675604	-0.26644816284285
LSM2	57819	0.346466563164855	0.0951773084600409
LSM3	27258	0.296792265293214	0.0389807535917593
LSM4	25804	0.372207299342024	0.158993568101727
LSM5	23658	0.208217715238588	-0.0229363299572028
LSM6	11157	-0.00208482219867419	-0.192459153749476
LSM7	51690	0.168571592860018	0.0513023977919614
LSMD1	84316	0.414856617133657	0.296217255230538
LSP1	4046	-0.426100528187815	-0.095059020675719
LSR	51599	0.27297041983949	0.316211176552733
LSS	4047	-0.199648422418821	0.0958476059045319
LST-3TM12	338821	NA	NA
LST1	7940	-0.262616952939534	0.03739701159056
LTA	4049	-0.459086391154702	-0.156903817245373
LTA4H	4048	-0.0723083368244659	0.101213271232247
LTB	4050	-0.425729235975915	-0.0793530315351947
LTB4R	1241	-0.34818502180931	-0.122712076032759
LTB4R2	56413	-0.47661269786507	-0.173033670946384
LTBP1	4052	-0.275907899816818	-0.0693708568471377
LTBP2	4053	-0.293785784108365	-0.0202781405817459
LTBP3	4054	-0.252122197852748	0.0386981772181013
LTBP4	8425	-0.279545249184718	0.0226734682142652
LTBR	4055	0.430454175805219	0.166281409924674
LTC4S	4056	-0.300124037884949	0.0939517155835942
LTF	4057	-0.325302907086588	0.0118435644052342
LTK	4058	-0.204922086136507	0.050871961687901
LTV1	84946	0.258529452836853	-0.0947041573227532
LUC7L	55692	-0.20571067136532	0.0727979168206872
LUC7L2	51631	-0.166149979053205	-0.376892809909888
LUC7L3	51747	-0.143221863525469	-0.0813902100429615
LUM	4060	-0.263671685683071	0.00218339535227581
LUZP1	7798	-0.320620682290511	-0.150953284539622
LUZP2	338645	-0.0997478170153692	0.132178384550301
LUZP4	51213	NA	NA
LUZP6	767558	-0.0591093915572094	-0.285942646853463
LXN	56925	-0.166478556231877	0.0698801514740794
LY6D	8581	-0.0935344225666806	0.0847088395475492
LY6E	4061	-0.14494360794171	0.0559616221855311
LY6G5B	58496	-0.388209007943353	-0.121437196579512
LY6G5C	80741	0.0660555131143366	0.360693955001355
LY6G6C	80740	NA	NA
LY6G6D	58530	NA	NA
LY6G6E	79136	NA	NA
LY6G6F	259215	NA	NA
LY6H	4062	-0.198876266048942	0.0979899291094737
LY6K	54742	-0.0349458258376664	-0.206085249349006
LY75	4065	-0.426948257308789	-0.213957958549989
LY86	9450	-0.299900605403452	0.0349425400658797
LY9	4063	-0.437876734271421	-0.0705701635492907
LY96	23643	-0.021582591981074	0.19408889655569
LYAR	55646	0.127949596260792	-0.195534636141847
LYG1	129530	0.159805153733047	0.153867764114443
LYG2	254773	NA	NA
LYL1	4066	-0.374103189662962	0.00432571855721761
LYN	4067	-0.237043791123488	-0.238502673796791
LYNX1	66004	-0.318021636807216	0.0239844911571667
LYPD1	116372	0.0126288638622604	-0.053940872536698
LYPD2	137797	NA	NA
LYPD3	27076	0.260730919933956	0.0273031206617544
LYPD4	147719	NA	NA
LYPD5	284348	-0.240957145321472	-0.294143933233117
LYPD6	130574	0.0675538250490812	-0.193323311729384
LYPD6B	130576	0.414074603448418	0.237845519439447
LYPLA1	10434	0.475226102171074	0.123714236427709
LYPLA2	11313	0.103109161553184	0.182598552617528
LYPLA2P1	653639	0.0807396272291908	0.0231827628412069
LYPLAL1	127018	0.374569769256676	0.278027222619253
LYRM1	57149	0.248816711435307	0.290746445205648
LYRM2	57226	0.265222569966403	0.124476535482228
LYRM4	57128	0.456434773322819	0.175310710794582
LYRM5	144363	0.150420989510174	0.167230997971036
LYRM7	90624	-0.161704329825772	-0.0198575617930457
LYSMD1	388695	0.361029103723601	0.0922168280802057
LYSMD2	256586	0.00662247303613528	0.101305272842275
LYSMD3	116068	-0.307990175542358	-0.0569407821779738
LYSMD4	145748	-0.0965441895233167	0.215607415986923
LYST	1130	-0.452481989863394	-0.172074225584662
LYVE1	10894	-0.304894978519267	-0.0662756598240469
LYZ	4069	-0.344734961433254	-0.0475401890961663
LYZL1	84569	NA	NA
LYZL2	119180	NA	NA
LYZL4	131375	NA	NA
LYZL6	57151	NA	NA
LZIC	84328	0.290457297288417	-0.0927261227071474
LZTFL1	54585	-0.0667488109613347	0.171157495256167
LZTR1	8216	-0.314282428513928	0.0360235589837108
LZTS1	11178	-0.260188767589147	-0.0536944396526939
LZTS2	84445	0.0472707558096552	0.145643477332282
M6PR	4074	-0.179358781635821	-0.138651354970141
MAB21L1	4081	NA	NA
MAB21L2	10586	NA	NA
MACC1	346389	-0.418648397775533	-0.205188233651232
MACF1	23499	-0.344613387877145	-0.113663060532131
MACROD1	28992	0.248468419625915	0.199602421613807
MACROD2	140733	-0.209085158990282	0.0782490122148566
MAD1L1	8379	-0.127345014252035	-0.153397898748942
MAD2L1	4085	0.143865874795666	-0.174121261407789
MAD2L1BP	9587	0.340016593147523	0.11242103879675
MAD2L2	10459	0.0809400593081808	-0.113725490196078
MADCAM1	8174	-0.336855680688698	0.00844607637776518
MADD	8567	-0.454170876561768	-0.150072697700781
MAEA	10296	0.368970814132104	0.119137156328807
MAEL	84944	-0.0610841404010285	0.143803445131718
MAF	4094	-0.386828983792931	-0.117162407484988
MAF1	84232	0.281641571584646	0.149665261999228
MAFA	389692	NA	NA
MAFB	9935	-0.417393232953005	-0.181911826314103
MAFF	23764	0.153828334853003	0.309688919556092
MAFG	4097	0.261325644627352	-0.00356999104627188
MAFK	7975	0.146724496250113	0.328286387868931
MAG	4099	NA	NA
MAGEA1	4100	NA	NA
MAGEA10	4109	NA	NA
MAGEA11	4110	NA	NA
MAGEA12	4111	NA	NA
MAGEA2	4101	NA	NA
MAGEA3	4102	NA	NA
MAGEA4	4103	NA	NA
MAGEA5	4104	NA	NA
MAGEA6	4105	NA	NA
MAGEA8	4107	NA	NA
MAGEA9B	728269	NA	NA
MAGEB1	4112	NA	NA
MAGEB10	139422	NA	NA
MAGEB16	139604	NA	NA
MAGEB18	286514	NA	NA
MAGEB2	4113	NA	NA
MAGEB3	4114	NA	NA
MAGEB4	4115	NA	NA
MAGEB6	158809	NA	NA
MAGEC1	9947	NA	NA
MAGEC2	51438	NA	NA
MAGEC3	139081	NA	NA
MAGED1	9500	0.176349014679185	0.312442396313364
MAGED2	10916	0.380641875518536	0.386710696008609
MAGED4	728239	-0.00539359438790179	-0.135109292984056
MAGED4B	81557	-0.217713595702211	-0.193241167434716
MAGEE1	57692	-0.401782531194296	-0.11689954574205
MAGEE2	139599	-0.370860132909469	-0.0776247155753797
MAGEF1	64110	0.317791632782145	0.095916607112053
MAGEH1	28986	-0.0218323106368647	0.32458003729351
MAGEL2	54551	-0.279390817910742	-0.059043676121475
MAGI1	9223	-0.0877547499938392	0.0794976054938104
MAGI2	9863	-0.204695367883224	0.0765995547779229
MAGI3	260425	-0.459947263362823	-0.184947879445033
MAGIX	79917	0.227265334286207	0.322102565366323
MAGOH	4116	0.120224746790212	-0.106440934144919
MAGOHB	55110	0.385744679103313	0.107663241249579
MAGT1	84061	0.205401808817369	0.303623384837806
MAK	4117	-0.276174047331543	0.0117942778284334
MAK16	84549	0.47277491641818	0.0613535736875395
MAL	4118	-0.341455761190107	-0.0029818378964489
MAL2	114569	0.17375982651125	0.0359644150915498
MALAT1	378938	-0.286675373961902	-0.00242982823627985
MALL	7851	-0.0375087278313085	0.224686003433632
MALT1	10892	-0.341307901459704	-0.17720660111552
MAMDC2	256691	-0.176802451185753	0.078797736103239
MAMDC4	158056	-0.190389117523842	0.124713111050872
MAML1	9794	-0.399880069329785	-0.182762841206864
MAML2	84441	-0.356695170736916	-0.121818346106771
MAML3	55534	0.0439718409357878	0.16037359225215
MAMLD1	10046	-0.390624050206593	-0.157199536706178
MAMSTR	284358	0.156778957917478	-0.0921346837855377
MAN1A1	4121	-0.467034673106779	-0.195183058560668
MAN1A2	10905	-0.221929240904573	-0.17968078727092
MAN1B1	11253	0.0894797801818675	0.0820933652053197
MAN1C1	57134	-0.357089463351323	-0.0154743422295604
MAN2A1	4124	-0.306058141731766	-0.22196209862244
MAN2A2	4122	-0.257441862375449	0.0680006900120752
MAN2B1	4125	-0.473671932115955	-0.0828523784880521
MAN2B2	23324	-0.203331772591735	0.082418656612205
MAN2C1	4123	-0.18353828334853	0.191880857915014
MANBA	4126	-0.491579388353582	-0.146257916656399
MANBAL	63905	0.44350854711386	0.232354994783837
MANEA	79694	-0.268577342960645	-0.272480839843269
MANEAL	149175	-0.282824449427865	-0.034492389331099
MANF	7873	0.423524483107026	0.309695491099666
MANSC1	54682	0.481669500644833	0.376988097291703
MAOA	4128	0.158454701528705	0.330004846513385
MAOB	4129	-0.215965565111675	0.114901796495724
MAP1A	4130	-0.25160961745402	-0.00247254326950722
MAP1B	4131	-0.161783188348653	-0.156805244091772
MAP1D	254042	0.426856255698761	0.186472477554071
MAP1LC3A	84557	-0.209246161807832	0.149964267231819
MAP1LC3B	81631	0.127443587405637	0.278904523686307
MAP1LC3B2	643246	0.151640010843047	0.225280728127028
MAP1LC3C	440738	-0.390058897459277	-0.100079679965828
MAP1S	55201	-0.48069034065239	-0.228109777635394
MAP2	4133	0.470031296976269	0.193750462061657
MAP2K1	5604	-0.00181867468394983	-0.187060630703894
MAP2K2	5605	-0.104962336840895	-0.00810764188373297
MAP2K3	5606	0.0814624970222693	0.347074430945399
MAP2K4	6416	0.420593574673271	0.219901919712166
MAP2K5	5607	-0.0792380295226595	0.161609042443957
MAP2K6	5608	0.43839917198551	0.161674757879691
MAP2K7	5609	-0.397228451497901	-0.128005454381166
MAP3K1	4214	-0.48067062602167	-0.234812752080304
MAP3K10	4294	-0.124078957096035	-0.161760187946146
MAP3K11	4296	-0.491073379498427	-0.184734304278896
MAP3K12	7786	-0.343338508423897	0.00251197253094786
MAP3K13	9175	-0.456618776542875	-0.239149970838775
MAP3K14	9020	-0.432267921831489	-0.12254121589985
MAP3K15	389840	-0.196037359225215	0.0348472526840648
MAP3K2	10746	-0.290838446815676	-0.289018129245833
MAP3K3	4215	-0.462247303613528	-0.145567904581187
MAP3K4	4216	-0.370633414656185	-0.209453165430395
MAP3K5	4217	-0.369841543655585	-0.116810829903809
MAP3K6	9064	-0.248346846069806	0.0501326630358888
MAP3K7	6885	-0.217187872216335	-0.380661590149256
MAP3K8	1326	-0.251106894370652	0.151935730303852
MAP3K9	4293	-0.290440868429483	-0.259442897393562
MAP4	4134	-0.326157207751136	-0.133124686824877
MAP4K1	11184	-0.472712486754232	-0.174305264627845
MAP4K2	5871	-0.258125302907087	-0.226749468115692
MAP4K3	8491	0.364390448261416	-0.0857504292039396
MAP4K4	9448	0.0541807338771286	-0.21160206017891
MAP4K5	11183	-0.287118953153109	-0.197709817064656
MAP6	4135	-0.238887109095838	0.0766488413547237
MAP6D1	79929	0.0867755900013965	-0.190017825311943
MAP7	9053	0.324842899036447	0.0413432235064114
MAP7D1	55700	-0.359859368967528	-0.200900301469561
MAP7D2	256714	-0.374704485899932	-0.209877029990882
MAP7D3	79649	-0.326245923589377	-0.279256101267487
MAP9	79884	-0.108540542316633	-0.0185169669040637
MAPK1	5594	-0.154827209476166	-0.073330211850136
MAPK10	5602	-0.230702251575117	0.0633546087056523
MAPK11	5600	-0.407266484306332	-0.120234604105572
MAPK12	6300	-0.0719173299818461	-0.149924837970379
MAPK13	5603	0.0416685149132967	-0.144664317339839
MAPK14	1432	-0.2662378734485	-0.138933931343799
MAPK15	225689	-0.188365082103223	0.155596080074258
MAPK1IP1L	93487	0.270230086169365	-0.00241997092091969
MAPK3	5595	0.0105128268316124	0.148002661475147
MAPK4	5596	-0.0232616213640882	0.239268258623097
MAPK6	5597	0.371822864042978	-0.059595685781644
MAPK7	5598	-0.161379038418887	-0.140783820859722
MAPK8	5599	0.158724134815216	-0.25468509984639
MAPK8IP1	9479	-0.187770357409826	-0.0312361894904589
MAPK8IP2	23542	-0.137954771351356	-0.337893984573301
MAPK8IP3	23162	-0.30530241422082	0.0136113096264899
MAPK9	5601	0.0997839605050231	0.175826576965097
MAPKAP1	79109	-0.316046887963397	-0.399456204769298
MAPKAPK2	9261	-0.509808850226308	-0.147381650607457
MAPKAPK3	7867	-0.244768640594068	-0.0566122049993018
MAPKAPK5	8550	0.361364252445846	0.0368022868971636
MAPKBP1	23005	-0.432271207603276	-0.13986380475944
MAPKSP1	8649	0.0597632601427668	0.167125853273861
MAPRE1	22919	0.102323862096158	-0.254586526692789
MAPRE2	10982	-0.321856132482318	-0.045650870318802
MAPRE3	22924	-0.160245447152468	0.163294643370545
MAPT	4137	-0.376666091656604	-0.313717275766612
MARCH1	55016	-0.384942950787353	-0.145098039215686
MARCH10	162333	-0.0361122748219522	0.223627984918308
MARCH11	441061	NA	NA
MARCH2	51257	-0.165065674363587	0.157810690258508
MARCH3	115123	-0.367124210387968	-0.0858950031625554
MARCH4	57574	-0.148275380533445	0.0576570804274789
MARCH5	54708	0.498686512728259	0.109151695868963
MARCH6	10299	-0.0242834963897583	-0.253436506567436
MARCH7	64844	0.330579856576062	-0.048555492578263
MARCH8	220972	-0.404246860034336	-0.203220056350986
MARCH9	92979	0.0634794680335477	0.267338606997051
MARCKS	4082	-0.250857175714861	-0.244532065025424
MARCKSL1	65108	0.276078759949728	0.00557431183617142
MARCO	8685	-0.317926349425401	-0.00895537100470687
MARK1	4139	0.24980572874311	-0.0265901081840361
MARK2	2011	-0.0588662444449921	-0.218012600934802
MARK3	4140	-0.185838323599234	-0.333070471590396
MARK4	57787	0.0190459761617257	-0.248294273721219
MARS	4141	0.216221855311039	-0.0804734797144664
MARS2	92935	0.277741360473808	-0.0332372245085718
MARVELD1	83742	-0.173086243294972	-0.113452771137781
MARVELD2	153562	-0.0678495445098861	-0.0257423790630622
MARVELD3	91862	0.490596942589352	0.30405053517008
MAS1	4142	NA	NA
MAS1L	116511	NA	NA
MASP1	5648	-0.130910076640627	0.163780937594979
MASP2	10747	-0.434446388526085	-0.131176224155351
MAST1	22983	0.158766849848444	-0.0973360605239163
MAST2	23139	-0.222366248552207	-0.265942153987695
MAST3	23031	-0.469541716980047	-0.125573983258993
MAST4	375449	-0.208122427856773	0.0361057032783788
MASTL	84930	0.169304319968457	-0.173868256980211
MAT1A	4143	-0.0309601846603744	-0.0530109991210561
MAT2A	4144	-0.125094260578132	0.07276505910282
MAT2B	27430	-0.133472978634269	0.113377198386686
MATK	4145	-0.359524220245283	-0.0274936954253842
MATN1	4146	-0.386506978157832	-0.0546374561554827
MATN2	4147	-0.0165750757781118	0.190714408930728
MATN3	4148	-0.0862071514822938	0.118309141838554
MATN4	8785	-0.270239943484725	0.047520474465446
MATR3	9782	-0.0311967602290183	-0.196605797744318
MAVS	57506	-0.0931237010933406	-0.0707640240847072
MAX	4149	-0.40343198863123	-0.167641719444376
MAZ	4150	0.259929191617996	0.020912294536583
MB	4151	0.1109982996131	0.0135521657343289
MBD1	4152	-0.31155523793095	-0.280215546629209
MBD2	8932	-0.290227293263346	-0.350751209574739
MBD3	53615	-0.276039330688287	-0.171758791493137
MBD3L1	85509	NA	NA
MBD3L2	125997	NA	NA
MBD3L5	284428	NA	NA
MBD4	8930	-0.323942597566886	-0.431387334992648
MBD5	55777	-0.269201639600122	-0.0953974551697512
MBD6	114785	0.00890279865611934	0.165505967783008
MBIP	51562	0.0551467507824244	0.17195593780034
MBL1P	8512	-0.17742674782523	0.133633981451818
MBL2	4153	NA	NA
MBLAC1	255374	0.318833222438536	0.231326548214594
MBLAC2	153364	-0.20710383860289	0.0252100840336134
MBNL1	4154	-0.344603530561785	-0.119262015656703
MBNL2	10150	-0.155224787862359	0.07906716938975
MBNL3	55796	-0.40059636757929	-0.158316699113663
MBOAT1	154141	-0.353146537207258	-0.265567576004009
MBOAT2	129642	-0.262492093611638	-0.228550071054815
MBOAT4	619373	-0.293197630958542	0.0899430740037951
MBOAT7	79143	0.187707927745878	0.17155507364236
MBP	4155	-0.422256175197352	-0.175606430255387
MBTD1	54799	-0.181310530077134	-0.236649498509081
MBTPS1	8720	0.106917371053993	0.257747439151614
MBTPS2	51360	0.0969154817352161	-0.13106779368639
MC1R	4157	0.380352727601304	0.193780034007738
MC2R	4158	NA	NA
MC3R	4159	NA	NA
MC4R	4160	NA	NA
MC5R	4161	NA	NA
MCAM	4162	-0.283383030631608	-0.136104881835432
MCART1	92014	-0.124601394810123	-0.381818181818182
MCART2	147407	-0.187366207480059	-0.192446010662329
MCART3P	442229	NA	NA
MCART6	401612	-0.503605313092979	-0.255332396888374
MCAT	27349	0.41748852033482	0.407000336791608
MCC	4163	-0.322815577844041	-0.0579955149215111
MCCC1	56922	-0.00313298339863805	0.019900276826273
MCCC2	64087	0.316776329300048	0.251491329669698
MCCD1	401250	NA	NA
MCEE	84693	0.362116694185005	0.297104413612953
MCF2	4168	-0.39553627902774	-0.133748983464353
MCF2L	23263	0.102192431224689	0.186705767350929
MCF2L2	23101	-0.105852780995096	-0.31972038082095
MCFD2	90411	0.0824679431890058	-0.0904589401743102
MCHR1	2847	-0.329094687728464	-0.214082817877884
MCHR2	84539	NA	NA
MCL1	4170	-0.347061287858252	-0.0947008715509664
MCM10	55388	0.133449978231762	-0.189150381560249
MCM2	4171	-0.0302931729876701	-0.344902535794376
MCM3	4172	0.119367160353878	-0.228694645013431
