Event,OS_median_km,OS_cox_u_p,OS_cox_u_hr,OS_cox_u_lower,OS_cox_u_upper
ENSG00000000003.15,0.00776024450415802,0.0402541410730235,0.79005593372218,0.630760552174858,0.989580556769804
ENSG00000000005.6,NA,NA,NA,NA,NA
ENSG00000000419.12,7.02520085604785e-06,1.48115633421766e-05,1.75347805718509,1.35999391489216,2.26080812815504
ENSG00000000457.14,0.00204900074878056,4.00396607415675e-06,1.82055864382508,1.41125537810897,2.34857122744675
ENSG00000000460.17,0.000275922759934266,9.60208575566514e-10,2.09463116178248,1.65273009785294,2.65468615208858
ENSG00000000938.13,0.00743343525820794,0.0027324108106107,1.21863265376959,1.07078370604872,1.38689591225994
ENSG00000000971.15,0.000150311878800213,0.017953895048026,1.2233504402589,1.03524287866796,1.4456378599844
ENSG00000001036.14,0.112307271812103,0.507058744285498,1.0728350445324,0.871623707323462,1.32049532740589
ENSG00000001084.13,0.00683563246250363,0.00163086194379052,1.60842437336389,1.19671128250057,2.16178204606323
ENSG00000001167.14,0.0160996148709742,0.000330335121596307,1.57211960186565,1.22806729777486,2.01256075057811
ENSG00000001460.18,0.707465725036079,0.168152732150706,1.41833396048998,0.862831082741086,2.33147746264356
ENSG00000001461.17,0.38458663980571,0.0254439452052108,1.36812319902936,1.03927324774963,1.80102883604029
ENSG00000001497.16,0.00508005308417625,3.77448235634359e-05,1.77483917639908,1.35099638264437,2.33165250665971
ENSG00000001561.7,0.0528066890175172,0.016339018177854,1.24828371718638,1.04159752693826,1.49598304363582
ENSG00000001617.12,0.032179044118773,0.00456822408282669,3.86770961792908,1.51867133125183,9.85017454454111
ENSG00000001626.15,0.754115768131869,0.513291246354858,1.97856880567586,0.255765474507099,15.3059537310027
ENSG00000001629.10,0.00211447628621131,0.00244954712697622,1.46601066916648,1.14459886077649,1.87767728569286
ENSG00000001630.17,0.345221422691845,0.0893577029458675,1.34973344026495,0.954939840213552,1.9077435908026
ENSG00000001631.15,0.0429684322025796,0.104316629619981,1.36175681944689,0.938179355667506,1.97657476058055
ENSG00000002016.18,0.0642646506050598,0.00449532575702126,1.53525082854354,1.14220240436417,2.06355291981345
ENSG00000002079.14,0.00881428634922465,2.97110593974243e-05,7.10272826778811,2.82999496540733,17.8264447331888
ENSG00000002330.13,0.194690908659308,0.0444922823088438,1.32510811916599,1.00695263749922,1.74378760439068
ENSG00000002549.12,8.53870501241749e-05,4.54155066215265e-05,1.49696008984817,1.23311009181839,1.81726637829536
ENSG00000002586.20,NA,NA,NA,NA,NA
ENSG00000002586.20_PAR_Y,NA,NA,NA,NA,NA
ENSG00000002587.10,0.220523956986089,0.0721640927943561,2.01227687811347,0.938985292607441,4.31237663259435
ENSG00000002726.20,0.0947490588357598,0.102449479977607,1.14231332919668,0.973719825092766,1.34009774519697
ENSG00000002745.13,0.0720655431145648,0.992585354168772,1.00103996626302,0.803978286444021,1.24640308196389
ENSG00000002746.15,0.00654817028025745,0.370880500298539,1.3220620341885,0.717249280647296,2.43687664721707
ENSG00000002822.15,7.3462978097405e-05,0.000838485537435898,180.107052406581,8.54787273796845,3794.92668187484
ENSG00000002834.18,2.87842522066484e-05,7.29875142819711e-09,1.99475423166478,1.57858244233376,2.52064405256018
ENSG00000002919.14,0.00236127196449953,0.0156199139963728,1.39877298134494,1.06559652249125,1.83612259616462
ENSG00000002933.9,0.111921770592251,0.0652047186552531,1.18428801325043,0.989405238755251,1.41755677389899
ENSG00000003056.8,0.14047463658345,0.00671754163549269,1.41930134615848,1.10182004357795,1.82826253973911
ENSG00000003096.14,0.0289763545146106,0.320363029109523,1.54525084026909,0.654973639089486,3.6456431478246
ENSG00000003137.8,0.0324443681160917,0.153151432051053,1.87894450913758,0.790840640781642,4.46415154503049
ENSG00000003147.19,0.737690827716944,0.297949308531067,1.09256435148012,0.92480261999508,1.29075852113344
ENSG00000003249.13,0.321790552286195,0.37766646065315,0.771476845410056,0.433502745622022,1.37294752804817
ENSG00000003393.15,0.0632068197992937,0.000559662099030321,1.56823679838526,1.21453922799762,2.02493801691721
ENSG00000003400.14,0.0191791640549588,0.00737676659938406,1.37568766272793,1.08940949489532,1.7371948328426
ENSG00000003402.20,0.00871235447344543,0.0153181868973314,1.28245530375149,1.04884331572579,1.56810038397605
ENSG00000003436.16,0.0300862565828877,0.0595975775974701,1.40922362726516,0.986218662629244,2.01366218962838
ENSG00000003509.16,0.217930057800212,0.00872794489160796,1.34580352262384,1.07791977576553,1.68026152059456
ENSG00000003756.17,0.00684522468474047,0.0284401713210046,1.32955521007311,1.03051109175342,1.71537897144295
ENSG00000003987.14,0.102777426842525,0.0379792371244709,1.61864949786628,1.02707635039774,2.55095562849652
ENSG00000003989.17,0.00611350890622242,0.686661922931968,0.857897135347583,0.407393534954434,1.80657627500129
ENSG00000004059.11,5.54027527599477e-06,8.40679556081621e-07,1.80265140436289,1.42587868447014,2.27898216099574
ENSG00000004139.14,0.115691416250694,0.165087894927351,1.2129747831123,0.923549793309997,1.59310070244634
ENSG00000004142.12,0.000107712372149016,1.33188535680887e-05,1.79383308005392,1.37899406643302,2.3334669796072
ENSG00000004399.12,0.0115678413838572,0.187375746032916,1.12309982562301,0.945070581319529,1.33466562524177
ENSG00000004455.17,0.000172739075004813,5.12757045509421e-07,2.01815330149204,1.53435407615162,2.65449990431072
ENSG00000004468.13,0.144081328194012,0.395427743388894,0.911424731719,0.735907555353302,1.12880352368477
ENSG00000004478.8,0.0056079900143583,8.08006709564874e-05,1.59726228174845,1.26548737719717,2.01601915804709
ENSG00000004487.16,2.60254314166097e-06,6.67263913427087e-09,2.31626353076022,1.74379331027809,3.07667010322123
ENSG00000004534.15,0.742773881740376,0.971537407268629,1.00468267992274,0.777280059369956,1.29861466940877
ENSG00000004660.15,0.846818029782966,0.29277560703898,1.15648538699524,0.882085342411211,1.51624608870332
ENSG00000004700.16,0.000228937203728741,1.63759529376861e-06,1.75888117440515,1.3962649088195,2.21567051218986
ENSG00000004766.17,0.0109500555153117,0.0057850571053003,1.57976896899863,1.14169931372231,2.18592580849884
ENSG00000004776.13,0.0408628045260554,8.96701144583414e-07,2.38890206309771,1.68781027148583,3.38121716847272
ENSG00000004777.18,0.000687304973103986,2.93358669866298e-05,1.73704360955551,1.34068560201147,2.2505802232609
ENSG00000004779.10,0.000111289416344529,6.81257961317051e-06,1.93611745942912,1.45192554456471,2.5817789560484
ENSG00000004799.8,0.0326957588045373,0.361236508902928,0.934674312699983,0.808493841878394,1.08054758808242
ENSG00000004809.14,NA,NA,NA,NA,NA
ENSG00000004838.14,0.0299059665625343,0.111632087585766,1.51032686096199,0.908779099906515,2.51005687430306
ENSG00000004846.16,NA,NA,NA,NA,NA
ENSG00000004848.8,0.549875264204646,0.640192178953054,0.956817964399169,0.795143388630399,1.15136543935036
ENSG00000004864.13,0.000505109447449859,9.50055885681624e-06,1.75107339871714,1.36652143867116,2.24384189001563
ENSG00000004866.20,0.052342870329825,0.0977024646161525,1.35403676118486,0.945905627106622,1.93826476775292
ENSG00000004897.12,6.58038925995807e-05,1.26163173869226e-05,1.87951609595896,1.41592770936805,2.49488779094905
ENSG00000004939.15,0.965236444469862,0.485362136989957,1.06544322330615,0.891647556256945,1.27311430858884
ENSG00000004948.15,NA,NA,NA,NA,NA
ENSG00000004961.15,0.0159762250847527,0.000424845312714624,1.6420679176885,1.24623752906276,2.16362208922539
ENSG00000004975.12,0.0377267615315066,0.000532494528310866,1.62225690155594,1.2337494145813,2.13310533204104
ENSG00000005001.10,NA,NA,NA,NA,NA
ENSG00000005007.12,0.0251205357216421,0.0467808409301416,1.24548423457094,1.0031311325238,1.54638902957979
ENSG00000005020.13,0.012637562363133,0.00070126507114623,1.42870014443901,1.16234771546892,1.75608733561848
ENSG00000005022.6,0.00114911686104557,0.000363200624523495,1.45350045311757,1.18340794604963,1.7852369288759
ENSG00000005059.16,0.413141099145269,0.0670106683429522,1.22110072012111,0.986098555421173,1.51210744654569
ENSG00000005073.5,NA,NA,NA,NA,NA
ENSG00000005075.15,0.00165405823293518,0.000205422284241558,1.72274422136533,1.29271547200337,2.29582434535905
ENSG00000005100.13,0.0139397986696839,0.00285159736266403,1.4487594682141,1.1355993448183,1.84827862601123
ENSG00000005102.13,NA,NA,NA,NA,NA
ENSG00000005108.16,0.893238717755458,0.807080767872773,0.930361648277121,0.521246081899611,1.6605837945687
ENSG00000005156.12,0.00148585507456755,3.63983837534741e-05,1.83571101048484,1.37590335697958,2.44917994924647
ENSG00000005175.10,4.82830622277053e-05,5.91488272803148e-05,1.77715111069757,1.34231568506148,2.35284896496531
ENSG00000005187.12,0.144056004223447,0.00500336955735783,1.63066506932367,1.15897264570319,2.29433246606007
ENSG00000005189.19,0.000229149435489573,4.64747967070436e-10,2.1609128324601,1.69578051531299,2.753625382132
ENSG00000005194.15,0.00313576532197013,9.67535359635338e-08,2.05918367249281,1.57906845229177,2.68527776038267
ENSG00000005206.17,0.00795208415563686,0.0088697933278886,1.37132103908115,1.08251033330249,1.73718562712429
ENSG00000005238.19,0.0232687256922086,0.0128185596930456,1.50703922966483,1.09105686648934,2.08162132470383
ENSG00000005243.10,0.66387949051759,0.139244852479047,0.882272954822532,0.747303824591404,1.04161860437003
ENSG00000005249.13,0.758866323668714,0.106135459561965,1.21981978076064,0.95856093786714,1.55228555510069
ENSG00000005302.19,0.031062660767409,0.0179025108535926,1.35946731750675,1.05429895974865,1.75296709750109
ENSG00000005339.14,0.0103233894004312,0.00294519577853425,1.4960484050925,1.14716917147879,1.95102944363005
ENSG00000005379.17,0.0137821793022583,0.084722526908819,1.25785621689257,0.969076707404396,1.63269042614089
ENSG00000005381.8,0.11642732054655,0.740028282914945,1.02809860609019,0.872866872642836,1.21093694465031
ENSG00000005421.9,NA,NA,NA,NA,NA
ENSG00000005436.14,0.00207594558571889,0.000235879282455489,1.61737670546251,1.25173259977495,2.08982925573966
ENSG00000005448.16,0.00643528035524787,0.000384036282170167,1.58517561981918,1.22924823363168,2.04416136376733
ENSG00000005469.11,0.0841800465449456,0.000371930722779728,1.62461122948943,1.24364429978659,2.12228017885507
ENSG00000005471.17,0.104570435402069,0.510228812587886,1.12717091686217,0.789301064194223,1.60967004031212
ENSG00000005483.21,0.0482406559242321,0.00109840494418335,1.47984949956207,1.16951641039787,1.87252998066874
ENSG00000005486.17,0.00471135101465447,0.00202691948954011,1.53291813839571,1.16869999549669,2.01064261835983
ENSG00000005513.10,0.0742834417238266,0.316351784597052,0.681513515365473,0.321911423615124,1.44282134013707
ENSG00000005700.15,0.000512987435735246,0.00106798802338359,1.49918619214089,1.17629259928777,1.91071442604225
ENSG00000005801.18,0.000356550443076253,1.72308827946616e-06,1.89292329157387,1.45740753281266,2.45858382580723
ENSG00000005810.18,0.868197344628886,0.961669052044634,0.994887578832561,0.807222062276705,1.22618216321251
ENSG00000005812.11,0.410890859661192,0.168352614178047,1.20602454271968,0.923848256014769,1.57438755571886
ENSG00000005844.18,0.140538867514112,0.0206119325308445,1.17022818147282,1.02440255397182,1.33681236092551
ENSG00000005882.12,0.148721748030824,0.0983475193189104,1.28955736596163,0.953859828985556,1.74339892463496
ENSG00000005884.18,0.133145377772868,0.67826856696802,1.05346213250738,0.823663056014904,1.34737433774972
ENSG00000005889.15,0.196654598497537,0.0368014279874764,1.39128192886516,1.02044978494684,1.89687472538159
ENSG00000005893.15,0.00668844171009053,0.0116087820921324,1.41787071392812,1.08112930112324,1.85949761913434
ENSG00000005961.19,0.090873805281691,0.178964939072359,1.35511894798289,0.86997456735247,2.11080580064619
ENSG00000005981.13,NA,NA,NA,NA,NA
ENSG00000006007.12,0.00894387509816164,0.00504441199871808,1.57832815574568,1.14727819120974,2.17133018504677
ENSG00000006015.17,0.788348854762674,0.271976190154886,1.14893805529499,0.896843225069998,1.47189454968788
ENSG00000006016.11,0.0700674730645324,0.0426545998165121,1.31117687781037,1.00901013394674,1.70383304098242
ENSG00000006025.12,0.0148455477838069,0.025497061573244,1.39395626405943,1.04155554459875,1.86558851919808
ENSG00000006042.12,0.00337228149017776,0.000220826078092826,1.42439562532817,1.18063429404583,1.71848548503647
ENSG00000006047.13,0.555512028111027,0.223125299254806,1.60975544341178,0.748376009349273,3.46258104912671
ENSG00000006059.4,NA,NA,NA,NA,NA
ENSG00000006062.17,0.154410273792391,0.0500766029587093,1.20597859074511,0.999937397727036,1.4544754148025
ENSG00000006071.14,0.0308063198259964,0.0151135992037387,165.940988860149,2.68624346594132,10250.8994932948
ENSG00000006116.3,NA,NA,NA,NA,NA
ENSG00000006118.14,0.886226941961171,0.000964653378739426,1.43975164909687,1.15956272356918,1.78764353919272
ENSG00000006125.18,0.0105927482899081,0.00203446694438888,1.49328033377143,1.15747412783298,1.92651058162595
ENSG00000006128.12,NA,NA,NA,NA,NA
ENSG00000006194.10,0.0167065930512031,0.000268408534943474,1.69817125234255,1.27727472236677,2.25776456057868
ENSG00000006210.7,NA,NA,NA,NA,NA
ENSG00000006282.21,0.554274427475556,0.0303734714438334,1.32190636471673,1.02680435482572,1.70182024342427
ENSG00000006283.18,NA,NA,NA,NA,NA
ENSG00000006327.13,0.00345657240885433,0.0148317054607024,1.3302771629659,1.05740008754886,1.67357403422462
ENSG00000006377.11,NA,NA,NA,NA,NA
ENSG00000006432.15,0.0159760957318652,0.00210133125305748,1.63587079042496,1.19545007382803,2.23854872867787
ENSG00000006451.8,0.000507406593163617,1.35129754284863e-05,1.859499247505,1.40624388857777,2.45884620694687
ENSG00000006453.14,0.12446471811002,0.0919068396156966,1.27164874511685,0.961611254191524,1.68164684419883
ENSG00000006459.11,0.958214906243688,0.925022278409732,1.00996033867291,0.821600381214926,1.24150366651969
ENSG00000006468.14,0.243199914329908,0.184025427563408,1.08947081531908,0.960083673704984,1.23629501254987
ENSG00000006530.18,0.00112025086912038,4.56752446308132e-07,2.09675075472319,1.5725100497779,2.79576192727875
ENSG00000006534.16,0.909726191362636,0.83720961605609,1.02252700771921,0.82677049858003,1.26463327285015
ENSG00000006555.11,0.678999399057891,0.87924256680329,1.02649195724589,0.732594111032779,1.43829403270122
ENSG00000006576.16,0.0213566933378297,2.45377432037216e-05,1.63238232965925,1.30003283907124,2.04969596928601
ENSG00000006606.8,NA,NA,NA,NA,NA
ENSG00000006607.14,0.899333202823473,0.330532361266297,1.14534429079435,0.871411458105571,1.50538936830951
ENSG00000006611.16,NA,NA,NA,NA,NA
ENSG00000006625.18,0.00761957026342497,4.97567903367238e-05,1.57453818180817,1.26445005081285,1.96067095286055
ENSG00000006634.8,2.23377886831022e-05,3.08674581109548e-07,1.84433298643612,1.4589360338427,2.33153756295743
ENSG00000006638.11,0.43862519680016,0.275879070860549,1.50746743682814,0.720483138324488,3.15407530338865
ENSG00000006652.14,0.42521231485603,0.00780017898090553,1.25772021184539,1.06224377518557,1.48916865246686
ENSG00000006659.13,0.00127750163495199,0.000210293263367996,1.3260598068243,1.14221977410803,1.53948885419013
ENSG00000006695.12,0.0210309980419343,0.00290724517654367,1.54989270815748,1.16152594151509,2.06811343676608
ENSG00000006704.10,0.884980469035122,0.0497511312131824,1.63289509768026,1.00053334230086,2.66492508275297
ENSG00000006712.15,8.69385270630962e-05,0.000781034833619483,1.59812717574317,1.21568226578564,2.10088650770791
ENSG00000006715.16,0.00380421917094509,1.941132178667e-05,1.64815751670692,1.31048144292663,2.0728436976651
ENSG00000006740.17,0.163451795369431,0.123461484106335,0.83429920020232,0.662543177012117,1.05058082191299
ENSG00000006744.19,0.000951949767847737,0.00446882351064092,1.46948511376575,1.1269959117921,1.91605530861722
ENSG00000006747.15,0.337359376619726,0.332639466881476,1.17966318683174,0.8444756921353,1.6478925886514
ENSG00000006756.16,0.17764386624499,0.846671626888366,1.03350148795262,0.740037893158834,1.44333869315935
ENSG00000006757.12,0.812058744531302,0.636549507006182,1.07561559261783,0.79496711500493,1.4553418389834
ENSG00000006788.14,0.00808383820290337,0.00665823361984203,1.90617568142682,1.19618623512265,3.03757527195624
ENSG00000006831.10,0.00482814261622788,0.00480465741556404,1.45544291418275,1.1212531543049,1.88923800866181
ENSG00000006837.12,0.00140206114434738,3.62488109908072e-07,7.53399863101855,3.46068435121816,16.4017083361589
ENSG00000007001.12,0.0363754924472544,0.415902028733377,1.37943312333197,0.635537789471452,2.99405601565862
ENSG00000007038.11,0.159509277700862,0.8126226736553,0.977579741507014,0.810451479918181,1.17917256576717
ENSG00000007047.15,0.000501688521360899,0.00160456149193603,1.72168970740899,1.22850639412777,2.41286122951164
ENSG00000007062.11,0.000171038083902175,0.0163304217004798,2.65883505351202,1.19694801888248,5.9061911881391
ENSG00000007080.11,5.71957000239376e-06,6.76878457489086e-06,1.76794781301575,1.37944588262383,2.26586596032455
ENSG00000007129.18,0.0339572344003535,0.00344060076202177,1.31911337745119,1.09570632118836,1.5880716109071
ENSG00000007168.13,0.0103810708858424,0.00201291501826088,1.52461489378171,1.16659427410637,1.99250984334
ENSG00000007171.18,0.223082358089517,0.905561551728738,1.22826994995008,0.0411264277529373,36.6831536892389
ENSG00000007174.18,0.124415183514571,0.229985338576736,2.81400748574024,0.519616954136863,15.2393759802464
ENSG00000007202.15,0.00142727365147799,0.0204508096709569,1.3565476320268,1.04822488307614,1.7555598113233
ENSG00000007216.14,NA,NA,NA,NA,NA
ENSG00000007237.18,0.0016397075719734,0.24570447764232,1.15348284073789,0.90638350497352,1.46794668766134
ENSG00000007255.10,0.141255459210853,0.0141187292231547,1.33472276659392,1.05987068778592,1.68085114929037
ENSG00000007264.15,0.882536302531256,0.284868765930774,1.51918276730149,0.705951665810624,3.26922704802417
ENSG00000007306.15,NA,NA,NA,NA,NA
ENSG00000007312.12,0.117195046542383,0.342405179224921,1.11600872229695,0.88974167927962,1.39981693254077
ENSG00000007314.12,0.00782522271031894,2.91844421162762e-05,2.9649021078131,1.78104605923517,4.93566377092432
ENSG00000007341.19,0.130738889545938,0.0293081421922452,1.56127225514284,1.04586115221486,2.33068323602675
ENSG00000007350.17,0.165206463687802,0.103876433328603,1.65999034850704,0.901257114959005,3.0574715155085
ENSG00000007372.23,0.00226250218761381,0.00496453872710357,2.35157177689098,1.29501606539176,4.2701322166203
ENSG00000007376.8,0.00209331642600774,1.21529273460755e-05,1.828672050541,1.39539277125975,2.39648759639973
ENSG00000007384.15,0.587905544868969,0.710727542346595,0.920133598298477,0.592673811196716,1.42851906516364
ENSG00000007392.16,0.0368523240611118,0.258717348918776,1.14726403803139,0.903911562392634,1.45613224536713
ENSG00000007402.11,0.53663066139676,0.54578307370793,0.895762652380169,0.626734700660529,1.28027174584956
ENSG00000007516.13,0.0258874935939182,0.00044093530079251,1.59521144076827,1.22943017638596,2.06982030345018
ENSG00000007520.4,0.00161246130725845,6.30013519768452e-05,1.76910069648261,1.33781111330552,2.33943136154867
ENSG00000007541.16,0.102001410330713,0.0129467024873417,1.50556589258745,1.0903297552652,2.07893863849595
ENSG00000007545.15,0.0100102255277268,0.000656491549005721,1.72877327035399,1.26176500847832,2.36863203544909
ENSG00000007866.21,0.000889359672443635,0.000983025007202938,1.56319725699106,1.19845170993484,2.03895212798957
ENSG00000007908.16,NA,NA,NA,NA,NA
ENSG00000007923.16,0.00125059003301142,1.56819035720193e-06,2.05178641472386,1.53018076155302,2.75119619682888
ENSG00000007933.13,0.000436104587744901,0.0103834368097728,1.3504448743985,1.07322594009558,1.69927066674028
ENSG00000007944.15,0.134185287937646,0.0286328971476719,1.18063581919642,1.01749174551724,1.36993832501415
ENSG00000007952.18,0.00548592358142252,0.00108956016907178,3.5535360151806,1.66048531859991,7.60477558562995
ENSG00000007968.7,0.000140769009497554,2.51669605004711e-10,1.49254248461339,1.31837567977509,1.68971796321057
ENSG00000008018.9,0.00217831678516056,8.93122712535481e-05,1.70856698146279,1.30694321239044,2.23360977161782
ENSG00000008056.14,0.00269410369445366,0.00569492360622222,8.99450495929346,1.89546422558628,42.6814277846534
ENSG00000008083.14,0.00251184758433642,0.00107849164775992,1.49782681429012,1.17562387175883,1.90833583725213
ENSG00000008086.12,0.0650761428498903,0.0866103927177099,1.47637464399027,0.945517585068638,2.30527927120378
ENSG00000008118.10,NA,NA,NA,NA,NA
ENSG00000008128.23,1.96739074798113e-06,5.98952853143121e-06,2.15747035606389,1.54652077971594,3.0097741965998
ENSG00000008130.15,0.00460291379440281,0.000713468333196992,1.50079226086118,1.18633904364581,1.89859502839837
ENSG00000008196.13,NA,NA,NA,NA,NA
ENSG00000008197.4,NA,NA,NA,NA,NA
ENSG00000008226.20,0.172903342089049,0.129422329162782,1.22103539998056,0.943256523692777,1.5806171603975
ENSG00000008256.16,0.384437638032025,0.722132999952483,1.06004795371518,0.768674341494039,1.4618696156706
ENSG00000008277.14,5.20321662572654e-05,0.000481215531231331,1.48051674493902,1.18778436335354,1.84539374289812
ENSG00000008282.8,0.671834262463719,0.429908929609026,1.05645990905468,0.921776310954354,1.21082254574785
ENSG00000008283.16,0.0780465817395134,0.10837690891341,1.19509868694318,0.961418693393433,1.4855763481071
ENSG00000008294.21,0.00272187358855902,0.00496468517643273,1.43108524632202,1.11445618582147,1.83767204874991
ENSG00000008300.17,0.0042783849236645,0.000921500157383748,1.31900679218009,1.1197445662694,1.55372838612073
ENSG00000008311.15,0.0634830870892774,0.0910674122590313,1.19052302850126,0.972502604694377,1.45742034473751
ENSG00000008323.15,0.267454309095876,0.720907003235134,1.49476101199638,0.164747358963564,13.5620412796941
