hgnc_symbol	entrezgene_id	ensembl_gene_id	exp_num_xpr	cell_num_xpr	cell_name_xpr	exp_num_sh	cell_num_sh	cell_name_sh	exp_num_oe	cell_num_oe	cell_name_oe
A1BG	1	bioMart	20	10	A549|A375|BICR6|HT29|YAPC|U251MG|AGS|PC3|ES2|MCF7	NA	NA	NA	NA	NA	NA
A1CF	29974	ENSG00000148584	20	10	ES2|AGS|YAPC|BICR6|MCF7|HT29|A549|PC3|A375|U251MG	NA	NA	NA	NA	NA	NA
A2M	2	ENSG00000175899	18	9	AGS|YAPC|U251MG|HT29|ES2|A375|A549|PC3|BICR6	30	12	AGS|PC3|MCF7|A549|ES2|A375|BICR6|YAPC|U251MG|HCC1806|HT29|NA	9	6	A549|YAPC|A375|PC3|BICR6|AGS
AADACL2	344752	bioMart	18	9	A549|BICR6|U251MG|AGS|PC3|A375|HT29|ES2|YAPC	NA	NA	NA	NA	NA	NA
AADAT	51166	bioMart	18	9	BICR6|A375|YAPC|U251MG|PC3|A549|AGS|HT29|ES2	NA	NA	NA	NA	NA	NA
AAK1	22848	ENSG00000115977	20	10	YAPC|BICR6|A375|ES2|AGS|A549|U251MG|PC3|HT29|MCF7	20	1	NA	NA	NA	NA
AAMP	14	ENSG00000127837	20	10	AGS|HT29|BICR6|MCF7|YAPC|A549|PC3|A375|U251MG|ES2	NA	NA	NA	NA	NA	NA
AARS	16	ENSG00000090861	NA	NA	NA	77	15	ES2|HT29|PC3|BICR6|A549|MCF7|A375|U251MG|IPC298|LCLC103H|SNU761|AGS|KELLY|YAPC|SNGM	4	3	A375|HCC44|AGS
AASS	10157	ENSG00000008311	18	9	BICR6|PC3|A549|ES2|U251MG|HT29|AGS|A375|YAPC	NA	NA	NA	NA	NA	NA
AATF	26574	ENSG00000275700	NA	NA	NA	36	13	BICR6|HT29|U251MG|YAPC|IPC298|A549|MCF7|PC3|A375|ES2|SNU761|HCC1806|AGS	10	5	BICR6|PC3|YAPC|HT29|A549
AATK	9625	ENSG00000181409	20	10	ES2|HT29|MCF7|U251MG|PC3|BICR6|AGS|A549|YAPC|A375	5	1	NA	NA	NA	NA
ABAT	18	ENSG00000183044	20	10	U251MG|AGS|A549|BICR6|MCF7|PC3|YAPC|ES2|A375|HT29	78	14	PC3|YAPC|A549|A375|ES2|HT29|MCF7|SNU761|AGS|U251MG|HCC1806|BICR6|IPC298|KYSE30	4	4	A549|PC3|AGS|U251MG
ABCA1	19	ENSG00000165029	20	10	AGS|MCF7|PC3|YAPC|A375|BICR6|HT29|ES2|A549|U251MG	29	8	A375|PC3|BICR6|AGS|ES2|IPC298|YAPC|NA	9	7	AGS|PC3|HS944T|HT29|MCF7|YAPC|DANG
ABCA3	21	ENSG00000167972	NA	NA	NA	36	13	U251MG|A375|KYSE30|ES2|PC3|BICR6|HT29|A549|IPC298|YAPC|SNU761|SNGM|MCF7	4	4	DLD1|HT29|YAPC|AGS
ABCA5	23461	ENSG00000154265	NA	NA	NA	36	15	U251MG|DANG|BICR6|HT29|SNU761|YAPC|AGS|MCF7|PC3|ES2|HCC1806|A549|IPC298|A375|KELLY	1	1	BICR6
ABCA6	23460	ENSG00000154262	20	10	ES2|U251MG|AGS|BICR6|PC3|YAPC|A549|MCF7|HT29|A375	NA	NA	NA	NA	NA	NA
ABCA7	10347	ENSG00000064687	20	10	U251MG|HT29|AGS|MCF7|ES2|A549|YAPC|PC3|BICR6|A375	NA	NA	NA	NA	NA	NA
ABCA8	10351	ENSG00000141338	20	10	PC3|U251MG|HT29|BICR6|A549|ES2|MCF7|AGS|YAPC|A375	NA	NA	NA	NA	NA	NA
ABCA9	10350	bioMart	20	10	ES2|YAPC|BICR6|U251MG|PC3|A549|A375|HT29|MCF7|AGS	NA	NA	NA	NA	NA	NA
ABCB1	5243	ENSG00000085563	20	10	HT29|BICR6|A375|YAPC|A549|U251MG|MCF7|ES2|AGS|PC3	27	1	NA	9	6	A375|HT29|BICR6|YAPC|U251MG|A549
ABCB11	8647	ENSG00000073734	20	10	ES2|U251MG|PC3|AGS|YAPC|A549|HT29|A375|MCF7|BICR6	NA	NA	NA	NA	NA	NA
ABCB4	5244	ENSG00000005471	NA	NA	NA	24	1	NA	NA	NA	NA
ABCB5	340273	bioMart	NA	NA	NA	24	1	NA	NA	NA	NA
ABCB6	10058	ENSG00000115657	NA	NA	NA	81	14	BICR6|A375|A549|HT29|PC3|IPC298|U251MG|AGS|MCF7|ES2|SNU761|YAPC|KELLY|HCC1806	8	6	ES2|A375|MCF7|U251MG|AGS|YAPC
ABCB7	22	ENSG00000131269	NA	NA	NA	30	14	MCF7|PC3|ES2|U251MG|HCC1806|YAPC|KYSE30|AGS|SNGM|A549|A375|BICR6|DANG|HT29	17	9	A375|IPC298|ES2|HT29|PC3|U251MG|BICR6|DANG|A549
ABCB9	23457	ENSG00000150967	20	10	A375|MCF7|A549|HT29|YAPC|ES2|AGS|BICR6|U251MG|PC3	7	6	BICR6|ES2|U251MG|PC3|A375|SNU761	23	12	HCC44|A375|ES2|KYSE30|AGS|HT29|YAPC|HCC1806|U251MG|BICR6|IPC298|MCF7
ABCC1	4363	ENSG00000103222	44	19	A549|SNU761|ES2|DANG|MCF7|U251MG|PC3|BICR6|YAPC|AGS|SNGM|KELLY|HS944T|HT29|IPC298|HCC1806|KYSE30|A375|LCLC103H	30	12	U251MG|BICR6|A549|YAPC|SNU761|MCF7|PC3|HS944T|A375|AGS|ES2|LCLC103H	1	1	BICR6
ABCC10	89845	ENSG00000124574	NA	NA	NA	30	14	DANG|HT29|AGS|ES2|MCF7|KYSE30|YAPC|IPC298|A549|U251MG|BICR6|PC3|A375|SNU761	4	4	IPC298|A549|HCC1806|U251MG
ABCC2	1244	ENSG00000023839	20	10	U251MG|MCF7|HT29|PC3|ES2|A549|YAPC|BICR6|AGS|A375	30	9	HT29|BICR6|U251MG|ES2|AGS|LCLC103H|PC3|A549|NA	8	7	HS944T|A549|BICR6|MCF7|A375|AGS|YAPC
ABCC3	8714	ENSG00000108846	20	10	BICR6|MCF7|A549|HT29|PC3|A375|ES2|U251MG|AGS|YAPC	30	13	U251MG|AGS|A375|A549|YAPC|ES2|IPC298|PC3|HS944T|BICR6|HT29|MCF7|KYSE30	4	3	A375|KELLY|A549
ABCC4	10257	ENSG00000125257	NA	NA	NA	30	10	AGS|U251MG|A375|SNGM|BICR6|MCF7|YAPC|A549|PC3|ES2	2	2	ES2|BICR6
ABCC5	10057	ENSG00000114770	NA	NA	NA	75	17	HT29|BICR6|KYSE30|HS944T|U251MG|PC3|MCF7|YAPC|A549|SNGM|AGS|ES2|SNU761|IPC298|A375|LCLC103H|DANG	11	7	AGS|YAPC|ES2|IPC298|HT29|A549|PC3
ABCC8	6833	ENSG00000006071	20	10	ES2|A549|U251MG|PC3|BICR6|AGS|MCF7|HT29|YAPC|A375	NA	NA	NA	NA	NA	NA
ABCC9	10060	ENSG00000069431	20	10	A375|AGS|YAPC|ES2|PC3|A549|HT29|BICR6|U251MG|MCF7	NA	NA	NA	NA	NA	NA
ABCD1	215	ENSG00000101986	NA	NA	NA	10	8	A549|ES2|YAPC|A375|U251MG|HCC1806|HT29|KYSE30	9	7	A375|KELLY|ES2|PC3|AGS|SNU761|U251MG
ABCD2	225	ENSG00000173208	20	10	A549|U251MG|BICR6|AGS|A375|PC3|ES2|HT29|MCF7|YAPC	NA	NA	NA	NA	NA	NA
ABCD3	5825	ENSG00000117528	20	10	AGS|A375|YAPC|A549|U251MG|PC3|HT29|ES2|MCF7|BICR6	36	13	A549|KELLY|U251MG|AGS|PC3|YAPC|MCF7|ES2|A375|HT29|SNGM|DANG|BICR6	4	3	ES2|A375|U251MG
ABCF1	23	ENSG00000204574	NA	NA	NA	48	12	PC3|AGS|BICR6|ES2|YAPC|U251MG|A375|HT29|MCF7|A549|IPC298|SNGM	4	4	MCF7|ES2|IPC298|BICR6
ABCF2	10061	ENSG00000033050	NA	NA	NA	36	12	ES2|AGS|BICR6|A549|HT29|A375|LCLC103H|YAPC|U251MG|MCF7|PC3|SNGM	1	1	YAPC
ABCF3	55324	ENSG00000161204	NA	NA	NA	50	12	BICR6|HCC1806|AGS|U251MG|SNGM|YAPC|A549|ES2|MCF7|HT29|A375|PC3	16	10	PC3|AGS|HCC1806|HT29|MCF7|IPC298|HS944T|U251MG|ES2|A549
ABCG2	9429	ENSG00000118777	20	10	PC3|YAPC|A549|AGS|U251MG|HT29|BICR6|A375|MCF7|ES2	33	11	ES2|AGS|U251MG|PC3|A549|BICR6|HT29|MCF7|HS944T|KYSE30|A375	2	2	HS944T|ES2
ABCG5	64240	ENSG00000138075	NA	NA	NA	27	11	A375|A549|ES2|YAPC|HT29|BICR6|U251MG|SNGM|AGS|PC3|NA	8	6	A375|YAPC|HCC1806|HT29|A549|DANG
ABCG8	64241	bioMart	NA	NA	NA	35	10	LCLC103H|MCF7|SNGM|YAPC|A549|PC3|U251MG|A375|BICR6|NA	9	4	ES2|HT29|A549|PC3
ABHD2	11057	ENSG00000140526	20	10	A375|HT29|A549|AGS|BICR6|U251MG|ES2|PC3|MCF7|YAPC	30	10	A549|MCF7|BICR6|ES2|HT29|AGS|PC3|A375|U251MG|NA	9	6	HT29|U251MG|A375|A549|YAPC|SNGM
ABHD4	63874	ENSG00000100439	NA	NA	NA	39	13	YAPC|PC3|BICR6|AGS|HT29|HCC1806|A549|KELLY|HS944T|U251MG|SNGM|ES2|A375	3	3	U251MG|A549|YAPC
ABHD6	57406	ENSG00000163686	44	19	HT29|MCF7|BICR6|YAPC|KELLY|KYSE30|HS944T|ES2|HCC1806|LCLC103H|SNU761|AGS|SNGM|DANG|A549|U251MG|IPC298|PC3|A375	50	14	BICR6|A375|HT29|PC3|YAPC|LCLC103H|ES2|MCF7|AGS|A549|KELLY|KYSE30|HCC1806|HS944T	8	6	YAPC|ES2|PC3|BICR6|MCF7|AGS
ABI3	51225	bioMart	20	10	AGS|MCF7|U251MG|HT29|A549|BICR6|YAPC|PC3|A375|ES2	NA	NA	NA	NA	NA	NA
ABI3BP	25890	ENSG00000154175	20	10	A549|AGS|ES2|U251MG|PC3|A375|MCF7|YAPC|BICR6|HT29	NA	NA	NA	NA	NA	NA
ABL1	25	ENSG00000097007	83	19	A375|MCF7|BICR6|HCC1806|A549|SNU761|SNGM|AGS|IPC298|KYSE30|PC3|ES2|LCLC103H|HT29|KELLY|YAPC|U251MG|HS944T|DANG	249	18	SNGM|ES2|BICR6|HT29|A549|PC3|YAPC|A375|U251MG|AGS|MCF7|HCC1806|KYSE30|IPC298|HS944T|KELLY|SNU761|NA	4	3	A375|PC3|YAPC
ABL2	27	ENSG00000143322	20	10	PC3|ES2|A375|BICR6|YAPC|U251MG|A549|MCF7|AGS|HT29	56	14	A549|U251MG|AGS|ES2|DANG|A375|MCF7|PC3|YAPC|KELLY|KYSE30|SNU761|BICR6|NA	1	1	A375
ABTB2	25841	ENSG00000166016	20	10	BICR6|A375|AGS|MCF7|HT29|YAPC|A549|ES2|U251MG|PC3	NA	NA	NA	NA	NA	NA
ACAA1	30	ENSG00000060971	NA	NA	NA	86	16	MCF7|YAPC|HT29|AGS|ES2|A375|PC3|HCC1806|A549|SNGM|BICR6|U251MG|KELLY|SNU761|IPC298|DANG	4	4	HUH751|HT29|U251MG|ES2
ACAA2	10449	ENSG00000167315	18	9	ES2|PC3|A549|A375|BICR6|HT29|U251MG|AGS|YAPC	NA	NA	NA	NA	NA	NA
ACACA	31	ENSG00000278540	20	10	MCF7|YAPC|BICR6|A549|AGS|U251MG|HT29|A375|PC3|ES2	98	16	MCF7|PC3|A549|ES2|SNGM|U251MG|KYSE30|A375|BICR6|HCC1806|AGS|YAPC|DANG|HT29|IPC298|NA	8	7	BICR6|A549|U251MG|AGS|HT29|YAPC|ES2
ACACB	32	ENSG00000076555	20	10	A375|YAPC|AGS|ES2|A549|MCF7|U251MG|HT29|PC3|BICR6	72	1	NA	8	6	A549|AGS|ES2|A375|SNGM|PC3
ACAD8	27034	ENSG00000151498	18	9	PC3|BICR6|HT29|A375|ES2|U251MG|A549|YAPC|AGS	24	1	NA	NA	NA	NA
ACADM	34	ENSG00000117054	18	9	YAPC|A549|PC3|A375|BICR6|AGS|U251MG|ES2|HT29	30	12	HS944T|PC3|ES2|YAPC|BICR6|A375|HT29|U251MG|A549|MCF7|LCLC103H|AGS	2	2	ES2|BICR6
ACADS	35	ENSG00000122971	NA	NA	NA	33	9	A375|YAPC|HT29|ES2|BICR6|MCF7|A549|PC3|NA	9	6	U251MG|YAPC|PC3|A375|A549|AGS
ACADSB	36	ENSG00000196177	18	9	AGS|A549|ES2|U251MG|HT29|BICR6|A375|PC3|YAPC	32	10	HT29|SNGM|PC3|U251MG|AGS|A549|A375|BICR6|YAPC|NA	9	7	A549|BICR6|HT29|A375|YAPC|PC3|MCF7
ACAN	176	ENSG00000157766	18	9	PC3|U251MG|BICR6|A375|AGS|ES2|A549|HT29|YAPC	NA	NA	NA	NA	NA	NA
ACAP1	9744	ENSG00000072818	20	10	MCF7|ES2|A549|PC3|U251MG|HT29|AGS|A375|BICR6|YAPC	NA	NA	NA	NA	NA	NA
ACAT1	38	ENSG00000075239	20	10	AGS|U251MG|PC3|A375|HT29|YAPC|MCF7|A549|BICR6|ES2	36	13	ES2|HCC1806|YAPC|DANG|AGS|A375|PC3|BICR6|LCLC103H|U251MG|A549|HT29|MCF7	4	3	PC3|ES2|U251MG
ACAT2	39	ENSG00000120437	63	19	DANG|U251MG|KELLY|BICR6|YAPC|HT29|SNGM|A375|KYSE30|PC3|A549|AGS|MCF7|ES2|SNU761|IPC298|HS944T|HCC1806|LCLC103H	69	13	MCF7|A375|A549|ES2|HT29|PC3|BICR6|YAPC|U251MG|AGS|HCC1806|LCLC103H|IPC298	4	4	ES2|PC3|MCF7|HT29
ACBD3	64746	ENSG00000182827	NA	NA	NA	42	13	A549|BICR6|IPC298|MCF7|PC3|KYSE30|U251MG|DANG|A375|YAPC|AGS|HT29|ES2	1	1	HS944T
ACD	65057	ENSG00000102977	NA	NA	NA	48	12	A375|MCF7|ES2|YAPC|AGS|BICR6|PC3|U251MG|HT29|HS944T|A549|HCC1806	7	3	AGS|YAPC|BICR6
ACE	1636	ENSG00000159640	20	10	HT29|AGS|ES2|YAPC|PC3|A549|BICR6|A375|MCF7|U251MG	NA	NA	NA	NA	NA	NA
ACE2	59272	ENSG00000130234	20	10	BICR6|A549|MCF7|YAPC|PC3|U251MG|AGS|HT29|ES2|A375	NA	NA	NA	NA	NA	NA
ACHE	43	ENSG00000087085	20	10	A375|MCF7|YAPC|PC3|U251MG|HT29|ES2|AGS|BICR6|A549	NA	NA	NA	NA	NA	NA
ACKR1	2532	ENSG00000213088	20	10	AGS|A549|ES2|YAPC|U251MG|PC3|HT29|MCF7|BICR6|A375	NA	NA	NA	NA	NA	NA
ACKR3	57007	ENSG00000144476	20	10	U251MG|PC3|A375|YAPC|ES2|A549|MCF7|HT29|BICR6|AGS	NA	NA	NA	NA	NA	NA
ACLY	47	ENSG00000131473	34	19	A375|AGS|U251MG|HS944T|YAPC|KYSE30|MCF7|A549|ES2|BICR6|IPC298|PC3|DANG|SNU761|LCLC103H|KELLY|HCC1806|HT29|SNGM	83	18	A549|U251MG|PC3|KYSE30|SNU761|ES2|AGS|MCF7|LCLC103H|BICR6|A375|HT29|DANG|IPC298|YAPC|HCC1806|HS944T|SNGM	1	1	YAPC
ACMSD	130013	bioMart	20	10	A375|MCF7|YAPC|AGS|PC3|HT29|U251MG|A549|ES2|BICR6	NA	NA	NA	NA	NA	NA
ACO1	48	ENSG00000122729	20	10	U251MG|MCF7|PC3|A549|A375|BICR6|HT29|YAPC|AGS|ES2	NA	NA	NA	NA	NA	NA
ACO2	50	ENSG00000100412	42	18	BICR6|A549|U251MG|A375|HCC1806|SNU761|ES2|IPC298|HT29|KYSE30|KELLY|HS944T|YAPC|DANG|AGS|SNGM|LCLC103H|PC3	44	16	HCC44|HT29|BICR6|A375|A549|ES2|AGS|YAPC|HS944T|U251MG|HCC1806|DANG|KELLY|MCF7|IPC298|PC3	4	3	A375|IPC298|MCF7
ACOD1	730249	bioMart	20	10	MCF7|ES2|A375|BICR6|A549|AGS|PC3|HT29|U251MG|YAPC	NA	NA	NA	NA	NA	NA
ACOT9	23597	ENSG00000123130	NA	NA	NA	24	13	U251MG|BICR6|KELLY|HT29|IPC298|SNU761|A549|A375|AGS|PC3|YAPC|ES2|LCLC103H	20	9	AGS|U251MG|YAPC|A375|MCF7|ES2|BICR6|HT29|PC3
ACOX1	51	ENSG00000161533	18	9	A375|BICR6|HT29|YAPC|ES2|A549|U251MG|PC3|AGS	NA	NA	NA	NA	NA	NA
ACP1	52	ENSG00000143727	22	19	KYSE30|SNGM|KELLY|BICR6|U251MG|YAPC|MCF7|ES2|A549|IPC298|PC3|HT29|A375|AGS|HS944T|HCC1806|LCLC103H|SNU761|DANG	NA	NA	NA	NA	NA	NA
ACP5	54	ENSG00000102575	20	10	ES2|AGS|BICR6|U251MG|PC3|A375|YAPC|A549|HT29|MCF7	NA	NA	NA	NA	NA	NA
ACSL1	2180	ENSG00000151726	20	10	MCF7|HT29|AGS|ES2|A375|PC3|BICR6|A549|YAPC|U251MG	77	17	BICR6|U251MG|PC3|A549|A375|HT29|AGS|ES2|MCF7|KYSE30|YAPC|LCLC103H|SNGM|KELLY|HS944T|DANG|HCC1806	18	10	A375|PC3|BICR6|AGS|ES2|U251MG|IPC298|HCC1806|DANG|HT29
ACSL3	2181	ENSG00000123983	20	10	MCF7|A549|HT29|YAPC|PC3|BICR6|U251MG|AGS|ES2|A375	30	12	AGS|HT29|MCF7|PC3|DANG|U251MG|HCC1806|BICR6|YAPC|A549|ES2|NA	9	8	HT29|SNU761|A375|AGS|MCF7|DANG|PC3|ES2
ACSL4	2182	ENSG00000068366	20	10	A549|PC3|BICR6|ES2|MCF7|U251MG|YAPC|A375|HT29|AGS	33	12	A375|HT29|U251MG|BICR6|AGS|HS944T|KELLY|A549|ES2|YAPC|PC3|NA	9	9	YAPC|PC3|HCC1806|AGS|BICR6|U251MG|HT29|A375|ES2
ACSL6	23305	ENSG00000164398	20	10	YAPC|BICR6|ES2|AGS|MCF7|A549|HT29|PC3|U251MG|A375	6	5	PC3|A549|MCF7|HT29|AGS	8	5	A375|HCC44|KELLY|A549|ES2
ACSM2A	123876	bioMart	20	10	PC3|A375|AGS|HT29|ES2|MCF7|YAPC|A549|BICR6|U251MG	NA	NA	NA	NA	NA	NA
ACSM2B	348158	bioMart	20	10	MCF7|BICR6|ES2|A375|A549|U251MG|PC3|AGS|YAPC|HT29	NA	NA	NA	NA	NA	NA
ACSM5	54988	ENSG00000183549	20	10	BICR6|A375|HT29|MCF7|PC3|YAPC|U251MG|ES2|A549|AGS	NA	NA	NA	NA	NA	NA
ACSS1	84532	bioMart	18	9	A549|HT29|PC3|A375|BICR6|U251MG|AGS|ES2|YAPC	NA	NA	NA	NA	NA	NA
ACSS2	55902	bioMart	18	9	ES2|BICR6|U251MG|A549|HT29|PC3|YAPC|A375|AGS	NA	NA	NA	NA	NA	NA
ACTA1	58	ENSG00000143632	20	10	BICR6|AGS|U251MG|PC3|A375|MCF7|A549|ES2|YAPC|HT29	NA	NA	NA	NA	NA	NA
ACTA2	59	ENSG00000107796	20	10	A549|PC3|ES2|A375|U251MG|AGS|YAPC|HT29|MCF7|BICR6	NA	NA	NA	NA	NA	NA
ACTB	60	ENSG00000075624	44	19	HT29|YAPC|AGS|SNGM|ES2|KELLY|MCF7|DANG|IPC298|A549|BICR6|HS944T|KYSE30|SNU761|U251MG|A375|PC3|LCLC103H|HCC1806	42	12	ES2|HCC44|MCF7|A549|U251MG|AGS|BICR6|PC3|YAPC|A375|HT29|NA	28	15	K562|ES2|A375|HCC44|DLD1|A549|U251MG|YAPC|HT29|HCC1806|PC3|HS944T|DANG|AGS|MCF7
ACTL6A	86	ENSG00000136518	20	10	A549|YAPC|BICR6|U251MG|PC3|A375|ES2|AGS|HT29|MCF7	NA	NA	NA	NA	NA	NA
ACTN1	87	ENSG00000072110	NA	NA	NA	30	9	YAPC|PC3|ES2|A549|A375|BICR6|AGS|HT29|NA	9	7	HCC1806|A375|YAPC|BICR6|MCF7|U251MG|AGS
ACTN4	81	ENSG00000130402	20	10	BICR6|HT29|PC3|YAPC|AGS|A549|A375|MCF7|U251MG|ES2	NA	NA	NA	NA	NA	NA
ACTR1A	10121	ENSG00000138107	20	10	PC3|MCF7|A549|HT29|BICR6|YAPC|A375|ES2|AGS|U251MG	NA	NA	NA	NA	NA	NA
ACTR2	10097	ENSG00000138071	20	10	PC3|ES2|HT29|U251MG|AGS|A375|MCF7|BICR6|YAPC|A549	30	9	AGS|ES2|YAPC|U251MG|SNGM|KELLY|BICR6|A375|NA	8	6	ES2|MCF7|A375|AGS|HT29|BICR6
ACTR3	10096	ENSG00000115091	42	18	A375|ES2|YAPC|SNGM|BICR6|U251MG|AGS|IPC298|DANG|HT29|KYSE30|LCLC103H|A549|PC3|HS944T|KELLY|HCC1806|SNU761	27	1	NA	8	6	MCF7|HT29|YAPC|ES2|A549|U251MG
ACVR1	90	ENSG00000115170	20	10	AGS|PC3|A549|ES2|A375|MCF7|YAPC|BICR6|HT29|U251MG	41	10	U251MG|PC3|BICR6|YAPC|A549|A375|MCF7|ES2|HT29|NA	9	7	A549|ES2|YAPC|PC3|U251MG|MCF7|HT29
ACVR1B	91	ENSG00000135503	20	10	AGS|A375|YAPC|A549|MCF7|ES2|PC3|HT29|BICR6|U251MG	20	7	A549|ES2|HS944T|HCC1806|A375|YAPC|NA	10	7	A375|PC3|U251MG|HT29|YAPC|BICR6|AGS
ACVR1C	130399	bioMart	20	10	BICR6|U251MG|A549|A375|YAPC|HT29|ES2|PC3|MCF7|AGS	10	1	NA	NA	NA	NA
ACVR2A	92	ENSG00000121989	20	10	ES2|MCF7|PC3|AGS|A375|U251MG|BICR6|A549|YAPC|HT29	9	1	NA	NA	NA	NA
ACVR2B	93	ENSG00000114739	20	10	U251MG|A549|HT29|BICR6|YAPC|A375|MCF7|ES2|AGS|PC3	20	1	NA	NA	NA	NA
ACVRL1	94	ENSG00000139567	40	10	A375|AGS|U251MG|BICR6|A549|PC3|YAPC|HT29|ES2|MCF7	10	1	NA	NA	NA	NA
ACY1	95	bioMart	29	10	U251MG|PC3|HT29|BICR6|A549|AGS|YAPC|ES2|MCF7|A375	30	9	HT29|PC3|A549|LCLC103H|BICR6|YAPC|ES2|SNU761|NA	9	7	BICR6|SNU761|MCF7|KELLY|HT29|YAPC|KYSE30
ACY3	91703	bioMart	18	9	BICR6|AGS|A549|ES2|PC3|U251MG|A375|YAPC|HT29	NA	NA	NA	NA	NA	NA
ADA	100	ENSG00000196839	NA	NA	NA	36	14	A549|SNU761|HT29|YAPC|U251MG|A375|ES2|PC3|KYSE30|KELLY|HCC1806|MCF7|HS944T|AGS	21	12	YAPC|A375|MCF7|U251MG|A549|PC3|DANG|BICR6|HCC1806|AGS|HT29|KYSE30
ADA2	51816	ENSG00000093072	20	10	MCF7|A549|HT29|AGS|BICR6|A375|U251MG|PC3|ES2|YAPC	NA	NA	NA	NA	NA	NA
ADAD1	132612	bioMart	20	10	AGS|MCF7|YAPC|A549|PC3|HT29|ES2|BICR6|A375|U251MG	NA	NA	NA	NA	NA	NA
ADAM10	102	ENSG00000137845	44	19	AGS|HCC1806|ES2|U251MG|DANG|BICR6|LCLC103H|YAPC|SNGM|KELLY|A549|SNU761|MCF7|HT29|KYSE30|HS944T|IPC298|A375|PC3	53	15	A549|ES2|YAPC|HT29|PC3|MCF7|AGS|A375|BICR6|DANG|KELLY|HCC1806|SNU761|IPC298|U251MG	1	1	BICR6
ADAM12	8038	ENSG00000148848	20	10	HT29|A375|ES2|U251MG|BICR6|AGS|PC3|YAPC|MCF7|A549	NA	NA	NA	NA	NA	NA
ADAM15	8751	ENSG00000143537	20	10	YAPC|BICR6|U251MG|HT29|PC3|A375|A549|AGS|MCF7|ES2	35	12	HT29|AGS|BICR6|ES2|A375|PC3|DANG|MCF7|A549|YAPC|SNU761|U251MG	4	3	HT29|SNGM|PC3
ADAM17	6868	ENSG00000151694	20	10	MCF7|AGS|ES2|U251MG|PC3|HT29|A549|A375|YAPC|BICR6	34	7	ES2|PC3|HT29|U251MG|A375|KELLY|NA	4	2	HCC44|U251MG
ADAM19	8728	ENSG00000135074	20	10	HT29|YAPC|U251MG|AGS|A549|A375|PC3|ES2|MCF7|BICR6	NA	NA	NA	NA	NA	NA
ADAM28	10863	ENSG00000042980	20	10	HT29|MCF7|A549|U251MG|YAPC|PC3|A375|AGS|ES2|BICR6	NA	NA	NA	NA	NA	NA
ADAM30	11085	ENSG00000134249	20	10	PC3|ES2|HT29|U251MG|AGS|A375|YAPC|MCF7|A549|BICR6	NA	NA	NA	NA	NA	NA
ADAM8	101	ENSG00000151651	20	10	A549|ES2|MCF7|AGS|A375|HT29|YAPC|PC3|BICR6|U251MG	NA	NA	NA	NA	NA	NA
ADAMDEC1	27299	ENSG00000134028	20	10	ES2|YAPC|BICR6|U251MG|A375|A549|HT29|PC3|MCF7|AGS	NA	NA	NA	NA	NA	NA
ADAMTS5	11096	ENSG00000154736	42	18	HT29|KYSE30|AGS|SNU761|DANG|A549|HCC1806|A375|HS944T|SNGM|YAPC|PC3|U251MG|LCLC103H|BICR6|ES2|IPC298|KELLY	NA	NA	NA	NA	NA	NA
ADAMTSL3	57188	ENSG00000156218	20	10	HT29|BICR6|PC3|A549|U251MG|YAPC|MCF7|A375|ES2|AGS	NA	NA	NA	NA	NA	NA
ADAP2	55803	ENSG00000184060	20	10	A549|ES2|A375|U251MG|BICR6|HT29|AGS|YAPC|MCF7|PC3	NA	NA	NA	NA	NA	NA
ADAR	103	ENSG00000160710	44	19	YAPC|HS944T|AGS|HT29|SNGM|A549|HCC1806|A375|IPC298|DANG|U251MG|PC3|BICR6|KELLY|KYSE30|SNU761|ES2|MCF7|LCLC103H	38	11	HT29|A549|ES2|AGS|YAPC|A375|BICR6|MCF7|U251MG|PC3|DANG	1	1	A375
ADARB2	105	ENSG00000185736	20	10	MCF7|U251MG|BICR6|PC3|A375|ES2|HT29|YAPC|A549|AGS	NA	NA	NA	NA	NA	NA
ADAT1	23536	ENSG00000065457	NA	NA	NA	45	14	BICR6|U251MG|HT29|A375|ES2|AGS|HS944T|PC3|MCF7|DANG|YAPC|LCLC103H|IPC298|A549	1	1	PC3
ADCK1	57143	bioMart	20	10	BICR6|AGS|YAPC|MCF7|PC3|ES2|A549|HT29|A375|U251MG	10	1	NA	NA	NA	NA
ADCK2	90956	ENSG00000133597	20	10	A375|PC3|ES2|A549|MCF7|YAPC|HT29|AGS|BICR6|U251MG	19	6	U251MG|YAPC|ES2|HT29|AGS|NA	4	3	A375|IPC298|AGS
ADCK5	203054	bioMart	20	10	ES2|A549|AGS|HT29|MCF7|BICR6|YAPC|A375|U251MG|PC3	9	1	NA	NA	NA	NA
ADCY1	107	ENSG00000164742	20	10	ES2|YAPC|U251MG|PC3|HT29|MCF7|A549|AGS|A375|BICR6	NA	NA	NA	NA	NA	NA
ADCY2	108	ENSG00000078295	20	10	A549|MCF7|BICR6|ES2|HT29|AGS|YAPC|U251MG|A375|PC3	NA	NA	NA	NA	NA	NA
ADCY3	109	ENSG00000138031	20	10	PC3|BICR6|MCF7|A375|YAPC|U251MG|ES2|HT29|A549|AGS	39	10	AGS|YAPC|A375|ES2|U251MG|MCF7|PC3|A549|BICR6|LCLC103H	25	9	U251MG|HS944T|ES2|HT29|A549|PC3|YAPC|A375|AGS
