ID	Geneid	hgnc_symbol	entrezgene_id	biotype
KIF1B (23095)	ENSG00000054523	KIF1B	23095	protein_coding
IQSEC2 (23096)	ENSG00000124313	IQSEC2	23096	protein_coding
CDK19 (23097)	ENSG00000155111	CDK19	23097	protein_coding
ZBTB43 (23099)	ENSG00000169155	ZBTB43	23099	protein_coding
AKR1B1 (231)	ENSG00000085662	AKR1B1	231	protein_coding
FOXO3B (2310)	ENSG00000240445	FOXO3B	2310	protein_coding
MCF2L2 (23101)	ENSG00000053524	MCF2L2	23101	protein_coding
TBC1D2B (23102)	ENSG00000167202	TBC1D2B	23102	protein_coding
FSTL4 (23105)	ENSG00000053108	FSTL4	23105	protein_coding
MRPS27 (23107)	ENSG00000113048	MRPS27	23107	protein_coding
RAP1GAP2 (23108)	ENSG00000132359	RAP1GAP2	23108	protein_coding
DDN (23109)	ENSG00000181418	DDN	23109	protein_coding
SPART (23111)	ENSG00000133104	SPART	23111	protein_coding
TNRC6B (23112)	ENSG00000100354	TNRC6B	23112	protein_coding
CUL9 (23113)	ENSG00000112659	CUL9	23113	protein_coding
NFASC (23114)	ENSG00000163531	NFASC	23114	protein_coding
TOGARAM1 (23116)	ENSG00000198718	TOGARAM1	23116	protein_coding
TAB2 (23118)	ENSG00000055208	TAB2	23118	protein_coding
HIC2 (23119)	ENSG00000169635	HIC2	23119	protein_coding
FLG (2312)	ENSG00000143631	FLG	2312	protein_coding
ATP10B (23120)	ENSG00000118322	ATP10B	23120	protein_coding
CAMTA2 (23125)	ENSG00000108509	CAMTA2	23125	protein_coding
POGZ (23126)	ENSG00000143442	POGZ	23126	protein_coding
COLGALT2 (23127)	ENSG00000198756	COLGALT2	23127	protein_coding
PLXND1 (23129)	ENSG00000004399	PLXND1	23129	protein_coding
FLI1 (2313)	ENSG00000151702	FLI1	2313	protein_coding
ATG2A (23130)	ENSG00000110046	ATG2A	23130	protein_coding
GPATCH8 (23131)	ENSG00000186566	GPATCH8	23131	protein_coding
RAD54L2 (23132)	ENSG00000164080	RAD54L2	23132	protein_coding
PHF8 (23133)	ENSG00000172943	PHF8	23133	protein_coding
KDM6B (23135)	ENSG00000132510	KDM6B	23135	protein_coding
EPB41L3 (23136)	ENSG00000082397	EPB41L3	23136	protein_coding
SMC5 (23137)	ENSG00000198887	SMC5	23137	protein_coding
N4BP3 (23138)	ENSG00000145911	N4BP3	23138	protein_coding
MAST2 (23139)	ENSG00000086015	MAST2	23139	protein_coding
FLII (2314)	ENSG00000177731	FLII	2314	protein_coding
ZZEF1 (23140)	ENSG00000074755	ZZEF1	23140	protein_coding
ANKLE2 (23141)	ENSG00000176915	ANKLE2	23141	protein_coding
DCUN1D4 (23142)	ENSG00000109184	DCUN1D4	23142	protein_coding
LRCH1 (23143)	ENSG00000136141	LRCH1	23143	protein_coding
ZC3H3 (23144)	ENSG00000014164	ZC3H3	23144	protein_coding
NACAD (23148)	ENSG00000136274	NACAD	23148	protein_coding
FCHO1 (23149)	ENSG00000130475	FCHO1	23149	protein_coding
MLANA (2315)	ENSG00000120215	MLANA	2315	protein_coding
FRMD4B (23150)	ENSG00000114541	FRMD4B	23150	protein_coding
GRAMD4 (23151)	ENSG00000075240	GRAMD4	23151	protein_coding
CIC (23152)	ENSG00000079432	CIC	23152	protein_coding
NCDN (23154)	ENSG00000020129	NCDN	23154	protein_coding
CLCC1 (23155)	ENSG00000121940	CLCC1	23155	protein_coding
SEPT6 (23157)	ENSG00000125354	SEPTIN6	23157	protein_coding
SEPTIN6 (23157)	ENSG00000125354	SEPTIN6	23157	protein_coding
TBC1D9 (23158)	ENSG00000109436	TBC1D9	23158	protein_coding
FLNA (2316)	ENSG00000196924	FLNA	2316	protein_coding
WDR43 (23160)	ENSG00000163811	WDR43	23160	protein_coding
SNX13 (23161)	ENSG00000071189	SNX13	23161	protein_coding
MAPK8IP3 (23162)	ENSG00000138834	MAPK8IP3	23162	protein_coding
GGA3 (23163)	ENSG00000125447	GGA3	23163	protein_coding
MPRIP (23164)	ENSG00000133030	MPRIP	23164	protein_coding
NUP205 (23165)	ENSG00000155561	NUP205	23165	protein_coding
STAB1 (23166)	ENSG00000010327	STAB1	23166	protein_coding
EFR3A (23167)	ENSG00000132294	EFR3A	23167	protein_coding
RTF1 (23168)	ENSG00000137815	RTF1	23168	protein_coding
SLC35D1 (23169)	ENSG00000116704	SLC35D1	23169	protein_coding
FLNB (2317)	ENSG00000136068	FLNB	2317	protein_coding
TTLL12 (23170)	ENSG00000100304	TTLL12	23170	protein_coding
GPD1L (23171)	ENSG00000152642	GPD1L	23171	protein_coding
ABRAXAS2 (23172)	ENSG00000165660	ABRAXAS2	23172	protein_coding
METAP1 (23173)	ENSG00000164024	METAP1	23173	protein_coding
ZCCHC14 (23174)	ENSG00000140948	ZCCHC14	23174	protein_coding
LPIN1 (23175)	ENSG00000134324	LPIN1	23175	protein_coding
SEPTIN8 (23176)	ENSG00000164402	SEPTIN8	23176	protein_coding
SEPT8 (23176)	ENSG00000164402	SEPTIN8	23176	protein_coding
CEP68 (23177)	ENSG00000011523	CEP68	23177	protein_coding
PASK (23178)	ENSG00000115687	PASK	23178	protein_coding
RGL1 (23179)	ENSG00000143344	RGL1	23179	protein_coding
FLNC (2318)	ENSG00000128591	FLNC	2318	protein_coding
RFTN1 (23180)	ENSG00000131378	RFTN1	23180	protein_coding
DIP2A (23181)	ENSG00000160305	DIP2A	23181	protein_coding
MESD (23184)	ENSG00000117899	MESD	23184	protein_coding
LARP4B (23185)	ENSG00000107929	LARP4B	23185	protein_coding
RCOR1 (23186)	ENSG00000089902	RCOR1	23186	protein_coding
PHLDB1 (23187)	ENSG00000019144	PHLDB1	23187	protein_coding
KANK1 (23189)	ENSG00000107104	KANK1	23189	protein_coding
FLOT2 (2319)	ENSG00000132589	FLOT2	2319	protein_coding
UBXN4 (23190)	ENSG00000144224	UBXN4	23190	protein_coding
CYFIP1 (23191)	ENSG00000273749	CYFIP1	23191	protein_coding
ATG4B (23192)	ENSG00000168397	ATG4B	23192	protein_coding
GANAB (23193)	ENSG00000089597	GANAB	23193	protein_coding
FBXL7 (23194)	ENSG00000183580	FBXL7	23194	protein_coding
MDN1 (23195)	ENSG00000112159	MDN1	23195	protein_coding
FAM120A (23196)	ENSG00000048828	FAM120A	23196	protein_coding
FAF2 (23197)	ENSG00000113194	FAF2	23197	protein_coding
PSME4 (23198)	ENSG00000068878	PSME4	23198	protein_coding
GSE1 (23199)	ENSG00000131149	GSE1	23199	protein_coding
ATP11B (23200)	ENSG00000058063	ATP11B	23200	protein_coding
FAM168A (23201)	ENSG00000054965	FAM168A	23201	protein_coding
PMPCA (23203)	ENSG00000165688	PMPCA	23203	protein_coding
ARL6IP1 (23204)	ENSG00000170540	ARL6IP1	23204	protein_coding
ACSBG1 (23205)	ENSG00000103740	ACSBG1	23205	protein_coding
PLEKHM2 (23207)	ENSG00000116786	PLEKHM2	23207	protein_coding
SYT11 (23208)	ENSG00000132718	SYT11	23208	protein_coding
MLC1 (23209)	ENSG00000100427	MLC1	23209	protein_coding
FLT1 (2321)	ENSG00000102755	FLT1	2321	protein_coding
JMJD6 (23210)	ENSG00000070495	JMJD6	23210	protein_coding
ZC3H4 (23211)	ENSG00000130749	ZC3H4	23211	protein_coding
RRS1 (23212)	ENSG00000179041	RRS1	23212	protein_coding
SULF1 (23213)	ENSG00000137573	SULF1	23213	protein_coding
XPO6 (23214)	ENSG00000169180	XPO6	23214	protein_coding
PRRC2C (23215)	ENSG00000117523	PRRC2C	23215	protein_coding
TBC1D1 (23216)	ENSG00000065882	TBC1D1	23216	protein_coding
ZFR2 (23217)	ENSG00000105278	ZFR2	23217	protein_coding
NBEAL2 (23218)	ENSG00000160796	NBEAL2	23218	protein_coding
FBXO28 (23219)	ENSG00000143756	FBXO28	23219	protein_coding
FLT3 (2322)	ENSG00000122025	FLT3	2322	protein_coding
DTX4 (23220)	ENSG00000110042	DTX4	23220	protein_coding
RHOBTB2 (23221)	ENSG00000008853	RHOBTB2	23221	protein_coding
RRP12 (23223)	ENSG00000052749	RRP12	23223	protein_coding
SYNE2 (23224)	ENSG00000054654	SYNE2	23224	protein_coding
NUP210 (23225)	ENSG00000132182	NUP210	23225	protein_coding
PLCL2 (23228)	ENSG00000154822	PLCL2	23228	protein_coding
ARHGEF9 (23229)	ENSG00000131089	ARHGEF9	23229	protein_coding
FLT3LG (2323)	ENSG00000090554	FLT3LG	2323	protein_coding
VPS13A (23230)	ENSG00000197969	VPS13A	23230	protein_coding
SEL1L3 (23231)	ENSG00000091490	SEL1L3	23231	protein_coding
TBC1D12 (23232)	ENSG00000108239	TBC1D12	23232	protein_coding
EXOC6B (23233)	ENSG00000144036	EXOC6B	23233	protein_coding
DNAJC9 (23234)	ENSG00000213551	DNAJC9	23234	protein_coding
SIK2 (23235)	ENSG00000170145	SIK2	23235	protein_coding
PLCB1 (23236)	ENSG00000182621	PLCB1	23236	protein_coding
ARC (23237)	ENSG00000198576	ARC	23237	protein_coding
PHLPP1 (23239)	ENSG00000081913	PHLPP1	23239	protein_coding
FLT4 (2324)	ENSG00000037280	FLT4	2324	protein_coding
TMEM131L (23240)	ENSG00000121210	TMEM131L	23240	protein_coding
PACS2 (23241)	ENSG00000179364	PACS2	23241	protein_coding
COBL (23242)	ENSG00000106078	COBL	23242	protein_coding
ANKRD28 (23243)	ENSG00000206560	ANKRD28	23243	protein_coding
PDS5A (23244)	ENSG00000121892	PDS5A	23244	protein_coding
ASTN2 (23245)	ENSG00000148219	ASTN2	23245	protein_coding
BOP1 (23246)	ENSG00000261236	BOP1	23246	protein_coding
KATNIP (23247)	ENSG00000047578	KATNIP	23247	protein_coding
KIAA0556 (23247)	ENSG00000047578	KATNIP	23247	protein_coding
RPRD2 (23248)	ENSG00000163125	RPRD2	23248	protein_coding
ATP11A (23250)	ENSG00000068650	ATP11A	23250	protein_coding
MINAR1 (23251)	ENSG00000169330	MINAR1	23251	protein_coding
KIAA1024 (23251)	ENSG00000169330	MINAR1	23251	protein_coding
OTUD3 (23252)	ENSG00000169914	OTUD3	23252	protein_coding
ANKRD12 (23253)	ENSG00000101745	ANKRD12	23253	protein_coding
KAZN (23254)	ENSG00000189337	KAZN	23254	protein_coding
MTCL1 (23255)	ENSG00000168502	MTCL1	23255	protein_coding
SCFD1 (23256)	ENSG00000092108	SCFD1	23256	protein_coding
DENND5A (23258)	ENSG00000184014	DENND5A	23258	protein_coding
DDHD2 (23259)	ENSG00000085788	DDHD2	23259	protein_coding
FMO1 (2326)	ENSG00000010932	FMO1	2326	protein_coding
CAMTA1 (23261)	ENSG00000171735	CAMTA1	23261	protein_coding
PPIP5K2 (23262)	ENSG00000145725	PPIP5K2	23262	protein_coding
MCF2L (23263)	ENSG00000126217	MCF2L	23263	protein_coding
ZC3H7B (23264)	ENSG00000100403	ZC3H7B	23264	protein_coding
EXOC7 (23265)	ENSG00000182473	EXOC7	23265	protein_coding
ADGRL2 (23266)	ENSG00000117114	ADGRL2	23266	protein_coding
DNMBP (23268)	ENSG00000107554	DNMBP	23268	protein_coding
MGA (23269)	ENSG00000174197	MGA	23269	protein_coding
FMO2 (2327)	ENSG00000094963	FMO2	2327	protein_coding
TSPYL4 (23270)	ENSG00000187189	TSPYL4	23270	protein_coding
CAMSAP2 (23271)	ENSG00000118200	CAMSAP2	23271	protein_coding
TASOR (23272)	ENSG00000163946	TASOR	23272	protein_coding
FAM208A (23272)	ENSG00000163946	TASOR	23272	protein_coding
CLEC16A (23274)	ENSG00000038532	CLEC16A	23274	protein_coding
POFUT2 (23275)	ENSG00000186866	POFUT2	23275	protein_coding
KLHL18 (23276)	ENSG00000114648	KLHL18	23276	protein_coding
CLUH (23277)	ENSG00000132361	CLUH	23277	protein_coding
NUP160 (23279)	ENSG00000030066	NUP160	23279	protein_coding
FMO3 (2328)	ENSG00000007933	FMO3	2328	protein_coding
MTUS2 (23281)	ENSG00000132938	MTUS2	23281	protein_coding
CSTF2T (23283)	ENSG00000177613	CSTF2T	23283	protein_coding
ADGRL3 (23284)	ENSG00000150471	ADGRL3	23284	protein_coding
WWC1 (23286)	ENSG00000113645	WWC1	23286	protein_coding
AGTPBP1 (23287)	ENSG00000135049	AGTPBP1	23287	protein_coding
IQCE (23288)	ENSG00000106012	IQCE	23288	protein_coding
FMO4 (2329)	ENSG00000076258	FMO4	2329	protein_coding
FBXW11 (23291)	ENSG00000072803	FBXW11	23291	protein_coding
SMG6 (23293)	ENSG00000070366	SMG6	23293	protein_coding
ANKS1A (23294)	ENSG00000064999	ANKS1A	23294	protein_coding
MGRN1 (23295)	ENSG00000102858	MGRN1	23295	protein_coding
BICD2 (23299)	ENSG00000185963	BICD2	23299	protein_coding
FMO5 (2330)	ENSG00000131781	FMO5	2330	protein_coding
ATMIN (23300)	ENSG00000166454	ATMIN	23300	protein_coding
EHBP1 (23301)	ENSG00000115504	EHBP1	23301	protein_coding
WSCD1 (23302)	ENSG00000179314	WSCD1	23302	protein_coding
KIF13B (23303)	ENSG00000197892	KIF13B	23303	protein_coding
UBR2 (23304)	ENSG00000024048	UBR2	23304	protein_coding
ACSL6 (23305)	ENSG00000164398	ACSL6	23305	protein_coding
NEMP1 (23306)	ENSG00000166881	NEMP1	23306	protein_coding
FKBP15 (23307)	ENSG00000119321	FKBP15	23307	protein_coding
ICOSLG (23308)	ENSG00000160223	ICOSLG	23308	protein_coding
SIN3B (23309)	ENSG00000127511	SIN3B	23309	protein_coding
FMOD (2331)	ENSG00000122176	FMOD	2331	protein_coding
NCAPD3 (23310)	ENSG00000151503	NCAPD3	23310	protein_coding
DMXL2 (23312)	ENSG00000104093	DMXL2	23312	protein_coding
KIAA0930 (23313)	ENSG00000100364	KIAA0930	23313	protein_coding
SATB2 (23314)	ENSG00000119042	SATB2	23314	protein_coding
SLC9A8 (23315)	ENSG00000197818	SLC9A8	23315	protein_coding
CUX2 (23316)	ENSG00000111249	CUX2	23316	protein_coding
DNAJC13 (23317)	ENSG00000138246	DNAJC13	23317	protein_coding
TUT4 (23318)	ENSG00000134744	TUT4	23318	protein_coding
FMR1 (2332)	ENSG00000102081	FMR1	2332	protein_coding
TRIM2 (23321)	ENSG00000109654	TRIM2	23321	protein_coding
RPGRIP1L (23322)	ENSG00000103494	RPGRIP1L	23322	protein_coding
MAN2B2 (23324)	ENSG00000013288	MAN2B2	23324	protein_coding
WASHC4 (23325)	ENSG00000136051	WASHC4	23325	protein_coding
USP22 (23326)	ENSG00000124422	USP22	23326	protein_coding
NEDD4L (23327)	ENSG00000049759	NEDD4L	23327	protein_coding
SASH1 (23328)	ENSG00000111961	SASH1	23328	protein_coding
TBC1D30 (23329)	ENSG00000111490	TBC1D30	23329	protein_coding
TTC28 (23331)	ENSG00000100154	TTC28	23331	protein_coding
DPY19L1 (23333)	ENSG00000173852	DPY19L1	23333	protein_coding
SZT2 (23334)	ENSG00000198198	SZT2	23334	protein_coding
WDR7 (23335)	ENSG00000091157	WDR7	23335	protein_coding
JADE2 (23338)	ENSG00000043143	JADE2	23338	protein_coding
VPS39 (23339)	ENSG00000166887	VPS39	23339	protein_coding
AFF2 (2334)	ENSG00000155966	AFF2	2334	protein_coding
DNAJC16 (23341)	ENSG00000116138	DNAJC16	23341	protein_coding
ESYT1 (23344)	ENSG00000139641	ESYT1	23344	protein_coding
SYNE1 (23345)	ENSG00000131018	SYNE1	23345	protein_coding
SMCHD1 (23347)	ENSG00000101596	SMCHD1	23347	protein_coding
DOCK9 (23348)	ENSG00000088387	DOCK9	23348	protein_coding
PHF24 (23349)	ENSG00000122733	PHF24	23349	protein_coding
FN1 (2335)	ENSG00000115414	FN1	2335	protein_coding
U2SURP (23350)	ENSG00000163714	U2SURP	23350	protein_coding
KHNYN (23351)	ENSG00000100441	KHNYN	23351	protein_coding
UBR4 (23352)	ENSG00000127481	UBR4	23352	protein_coding
SUN1 (23353)	ENSG00000164828	SUN1	23353	protein_coding
HAUS5 (23354)	ENSG00000249115	HAUS5	23354	protein_coding
VPS8 (23355)	ENSG00000156931	VPS8	23355	protein_coding
ANGEL1 (23357)	ENSG00000013523	ANGEL1	23357	protein_coding
USP24 (23358)	ENSG00000162402	USP24	23358	protein_coding
FAM189A1 (23359)	ENSG00000104059	FAM189A1	23359	protein_coding
ENTREP2 (23359)	ENSG00000104059	FAM189A1	23359	protein_coding
FNBP4 (23360)	ENSG00000109920	FNBP4	23360	protein_coding
ZNF629 (23361)	ENSG00000102870	ZNF629	23361	protein_coding
PSD3 (23362)	ENSG00000156011	PSD3	23362	protein_coding
OBSL1 (23363)	ENSG00000124006	OBSL1	23363	protein_coding
ARHGEF12 (23365)	ENSG00000196914	ARHGEF12	23365	protein_coding
KIAA0895 (23366)	ENSG00000164542	KIAA0895	23366	protein_coding
MATCAP2 (23366)	ENSG00000164542	KIAA0895	23366	protein_coding
LARP1 (23367)	ENSG00000155506	LARP1	23367	protein_coding
PPP1R13B (23368)	ENSG00000088808	PPP1R13B	23368	protein_coding
PUM2 (23369)	ENSG00000055917	PUM2	23369	protein_coding
ARHGEF18 (23370)	ENSG00000104880	ARHGEF18	23370	protein_coding
TNS2 (23371)	ENSG00000111077	TNS2	23371	protein_coding
CRTC1 (23373)	ENSG00000105662	CRTC1	23373	protein_coding
UFL1 (23376)	ENSG00000014123	UFL1	23376	protein_coding
RRP8 (23378)	ENSG00000132275	RRP8	23378	protein_coding
ICE1 (23379)	ENSG00000164151	ICE1	23379	protein_coding
SMG5 (23381)	ENSG00000198952	SMG5	23381	protein_coding
AHCYL2 (23382)	ENSG00000158467	AHCYL2	23382	protein_coding
MAU2 (23383)	ENSG00000129933	MAU2	23383	protein_coding
SPECC1L (23384)	ENSG00000100014	SPECC1L	23384	protein_coding
NCSTN (23385)	ENSG00000162736	NCSTN	23385	protein_coding
NUDCD3 (23386)	ENSG00000015676	NUDCD3	23386	protein_coding
SIK3 (23387)	ENSG00000160584	SIK3	23387	protein_coding
MED13L (23389)	ENSG00000123066	MED13L	23389	protein_coding
FNTA (2339)	ENSG00000168522	FNTA	2339	protein_coding
ZDHHC17 (23390)	ENSG00000186908	ZDHHC17	23390	protein_coding
ECPAS (23392)	ENSG00000136813	ECPAS	23392	protein_coding
ADNP (23394)	ENSG00000101126	ADNP	23394	protein_coding
LARS2 (23395)	ENSG00000011376	LARS2	23395	protein_coding
PIP5K1C (23396)	ENSG00000186111	PIP5K1C	23396	protein_coding
NCAPH (23397)	ENSG00000121152	NCAPH	23397	protein_coding
PPWD1 (23398)	ENSG00000113593	PPWD1	23398	protein_coding
CTDNEP1 (23399)	ENSG00000175826	CTDNEP1	23399	protein_coding
ATP13A2 (23400)	ENSG00000159363	ATP13A2	23400	protein_coding
FRAT2 (23401)	ENSG00000181274	FRAT2	23401	protein_coding
FBXO46 (23403)	ENSG00000177051	FBXO46	23403	protein_coding
EXOSC2 (23404)	ENSG00000130713	EXOSC2	23404	protein_coding
DICER1 (23405)	ENSG00000100697	DICER1	23405	protein_coding
COTL1 (23406)	ENSG00000103187	COTL1	23406	protein_coding
SIRT5 (23408)	ENSG00000124523	SIRT5	23408	protein_coding
SIRT4 (23409)	ENSG00000089163	SIRT4	23409	protein_coding
SIRT3 (23410)	ENSG00000142082	SIRT3	23410	protein_coding
SIRT1 (23411)	ENSG00000096717	SIRT1	23411	protein_coding
COMMD3 (23412)	ENSG00000148444	COMMD3	23412	protein_coding
NCS1 (23413)	ENSG00000107130	NCS1	23413	protein_coding
ZFPM2 (23414)	ENSG00000169946	ZFPM2	23414	protein_coding
KCNH4 (23415)	ENSG00000089558	KCNH4	23415	protein_coding
KCNH3 (23416)	ENSG00000135519	KCNH3	23416	protein_coding
MLYCD (23417)	ENSG00000103150	MLYCD	23417	protein_coding
CRB1 (23418)	ENSG00000134376	CRB1	23418	protein_coding
FNTB (2342)	ENSG00000257365	FNTB	2342	protein_coding
NOMO1 (23420)	ENSG00000103512	NOMO1	23420	protein_coding
ITGB3BP (23421)	ENSG00000142856	ITGB3BP	23421	protein_coding
TMED3 (23423)	ENSG00000166557	TMED3	23423	protein_coding
TDRD7 (23424)	ENSG00000196116	TDRD7	23424	protein_coding
GRIP1 (23426)	ENSG00000155974	GRIP1	23426	protein_coding
SLC7A8 (23428)	ENSG00000092068	SLC7A8	23428	protein_coding
TPSD1 (23430)	ENSG00000095917	TPSD1	23430	protein_coding
AP4E1 (23431)	ENSG00000081014	AP4E1	23431	protein_coding
GPR161 (23432)	ENSG00000143147	GPR161	23432	protein_coding
RHOQ (23433)	ENSG00000119729	RHOQ	23433	protein_coding
TARDBP (23435)	ENSG00000120948	TARDBP	23435	protein_coding
CELA3B (23436)	ENSG00000219073	CELA3B	23436	protein_coding
HARS2 (23438)	ENSG00000112855	HARS2	23438	protein_coding
ATP1B4 (23439)	ENSG00000101892	ATP1B4	23439	protein_coding
OTP (23440)	ENSG00000171540	OTP	23440	protein_coding
SLC35A3 (23443)	ENSG00000117620	SLC35A3	23443	protein_coding
SLC44A1 (23446)	ENSG00000070214	SLC44A1	23446	protein_coding
SF3B3 (23450)	ENSG00000189091	SF3B3	23450	protein_coding
SF3B1 (23451)	ENSG00000115524	SF3B1	23451	protein_coding
ANGPTL2 (23452)	ENSG00000136859	ANGPTL2	23452	protein_coding
ABCB10 (23456)	ENSG00000135776	ABCB10	23456	protein_coding
ABCB9 (23457)	ENSG00000150967	ABCB9	23457	protein_coding
FOLH1 (2346)	ENSG00000086205	FOLH1	2346	protein_coding
ABCA6 (23460)	ENSG00000154262	ABCA6	23460	protein_coding
ABCA5 (23461)	ENSG00000154265	ABCA5	23461	protein_coding
HEY1 (23462)	ENSG00000164683	HEY1	23462	protein_coding
ICMT (23463)	ENSG00000116237	ICMT	23463	protein_coding
GCAT (23464)	ENSG00000100116	GCAT	23464	protein_coding
CBX6 (23466)	ENSG00000183741	CBX6	23466	protein_coding
NPTXR (23467)	ENSG00000221890	NPTXR	23467	protein_coding
CBX5 (23468)	ENSG00000094916	CBX5	23468	protein_coding
PHF3 (23469)	ENSG00000118482	PHF3	23469	protein_coding
TRAM1 (23471)	ENSG00000067167	TRAM1	23471	protein_coding
CAPN7 (23473)	ENSG00000131375	CAPN7	23473	protein_coding
ETHE1 (23474)	ENSG00000105755	ETHE1	23474	protein_coding
QPRT (23475)	ENSG00000103485	QPRT	23475	protein_coding
BRD4 (23476)	ENSG00000141867	BRD4	23476	protein_coding
SEC11A (23478)	ENSG00000140612	SEC11A	23478	protein_coding
ISCU (23479)	ENSG00000136003	ISCU	23479	protein_coding
FOLR1 (2348)	ENSG00000110195	FOLR1	2348	protein_coding
SEC61G (23480)	ENSG00000132432	SEC61G	23480	protein_coding
PES1 (23481)	ENSG00000100029	PES1	23481	protein_coding
TGDS (23483)	ENSG00000088451	TGDS	23483	protein_coding
LEPROTL1 (23484)	ENSG00000104660	LEPROTL1	23484	protein_coding
CES3 (23491)	ENSG00000172828	CES3	23491	protein_coding
CBX7 (23492)	ENSG00000100307	CBX7	23492	protein_coding
HEY2 (23493)	ENSG00000135547	HEY2	23493	protein_coding
TNFRSF13B (23495)	ENSG00000240505	TNFRSF13B	23495	protein_coding
HAAO (23498)	ENSG00000162882	HAAO	23498	protein_coding
MACF1 (23499)	ENSG00000127603	MACF1	23499	protein_coding
FOLR2 (2350)	ENSG00000165457	FOLR2	2350	protein_coding
DAAM2 (23500)	ENSG00000146122	DAAM2	23500	protein_coding
ZFYVE26 (23503)	ENSG00000072121	ZFYVE26	23503	protein_coding
RIMBP2 (23504)	ENSG00000060709	RIMBP2	23504	protein_coding
TMEM131 (23505)	ENSG00000075568	TMEM131	23505	protein_coding
BICRAL (23506)	ENSG00000112624	BICRAL	23506	protein_coding
LRRC8B (23507)	ENSG00000197147	LRRC8B	23507	protein_coding
TTC9 (23508)	ENSG00000133985	TTC9	23508	protein_coding
POFUT1 (23509)	ENSG00000101346	POFUT1	23509	protein_coding
KCTD2 (23510)	ENSG00000180901	KCTD2	23510	protein_coding
NUP188 (23511)	ENSG00000095319	NUP188	23511	protein_coding
SUZ12 (23512)	ENSG00000178691	SUZ12	23512	protein_coding
SCRIB (23513)	ENSG00000180900	SCRIB	23513	protein_coding
SPIDR (23514)	ENSG00000164808	SPIDR	23514	protein_coding
MORC3 (23515)	ENSG00000159256	MORC3	23515	protein_coding
SLC39A14 (23516)	ENSG00000104635	SLC39A14	23516	protein_coding
MTREX (23517)	ENSG00000039123	MTREX	23517	protein_coding
R3HDM1 (23518)	ENSG00000048991	R3HDM1	23518	protein_coding
ANP32D (23519)	ENSG00000139223	ANP32D	23519	protein_coding
RPL13A (23521)	ENSG00000142541	RPL13A	23521	protein_coding
KAT6B (23522)	ENSG00000156650	KAT6B	23522	protein_coding
CABIN1 (23523)	ENSG00000099991	CABIN1	23523	protein_coding
SRRM2 (23524)	ENSG00000167978	SRRM2	23524	protein_coding
ARHGAP45 (23526)	ENSG00000180448	ARHGAP45	23526	protein_coding
ACAP2 (23527)	ENSG00000114331	ACAP2	23527	protein_coding
ZNF281 (23528)	ENSG00000162702	ZNF281	23528	protein_coding
CLCF1 (23529)	ENSG00000175505	CLCF1	23529	protein_coding
FOS (2353)	ENSG00000170345	FOS	2353	protein_coding
NNT (23530)	ENSG00000112992	NNT	23530	protein_coding
MMD (23531)	ENSG00000108960	MMD	23531	protein_coding
PRAME (23532)	ENSG00000185686	PRAME	23532	protein_coding
PIK3R5 (23533)	ENSG00000141506	PIK3R5	23533	protein_coding
TNPO3 (23534)	ENSG00000064419	TNPO3	23534	protein_coding
ADAT1 (23536)	ENSG00000065457	ADAT1	23536	protein_coding
OR52A1 (23538)	ENSG00000182070	OR52A1	23538	protein_coding
SLC16A8 (23539)	ENSG00000100156	SLC16A8	23539	protein_coding
FOSB (2354)	ENSG00000125740	FOSB	2354	protein_coding
SEC14L2 (23541)	ENSG00000100003	SEC14L2	23541	protein_coding
RBFOX2 (23543)	ENSG00000100320	RBFOX2	23543	protein_coding
SEZ6L (23544)	ENSG00000100095	SEZ6L	23544	protein_coding
ATP6V0A2 (23545)	ENSG00000185344	ATP6V0A2	23545	protein_coding
SYNGR4 (23546)	ENSG00000105467	SYNGR4	23546	protein_coding
LILRA4 (23547)	ENSG00000239961	LILRA4	23547	protein_coding
TTC33 (23548)	ENSG00000113638	TTC33	23548	protein_coding
DNPEP (23549)	ENSG00000123992	DNPEP	23549	protein_coding
FOSL2 (2355)	ENSG00000075426	FOSL2	2355	protein_coding
PSD4 (23550)	ENSG00000125637	PSD4	23550	protein_coding
RASD2 (23551)	ENSG00000100302	RASD2	23551	protein_coding
CDK20 (23552)	ENSG00000156345	CDK20	23552	protein_coding
HYAL4 (23553)	ENSG00000106302	HYAL4	23553	protein_coding
TSPAN12 (23554)	ENSG00000106025	TSPAN12	23554	protein_coding
TSPAN15 (23555)	ENSG00000099282	TSPAN15	23555	protein_coding
PIGN (23556)	ENSG00000197563	PIGN	23556	protein_coding
SNAPIN (23557)	ENSG00000143553	SNAPIN	23557	protein_coding
WBP2 (23558)	ENSG00000132471	WBP2	23558	protein_coding
WBP1 (23559)	ENSG00000239779	WBP1	23559	protein_coding
FPGS (2356)	ENSG00000136877	FPGS	2356	protein_coding
GTPBP4 (23560)	ENSG00000107937	GTPBP4	23560	protein_coding
CLDN14 (23562)	ENSG00000159261	CLDN14	23562	protein_coding
CHST5 (23563)	ENSG00000135702	CHST5	23563	protein_coding
DDAH2 (23564)	ENSG00000213722	DDAH2	23564	protein_coding
LPAR3 (23566)	ENSG00000171517	LPAR3	23566	protein_coding
ZNF346 (23567)	ENSG00000113761	ZNF346	23567	protein_coding
ARL2BP (23568)	ENSG00000102931	ARL2BP	23568	protein_coding
PADI4 (23569)	ENSG00000159339	PADI4	23569	protein_coding
