ID	Geneid	hgnc_symbol	entrezgene_id	biotype
ITK (3702)	ENSG00000113263	ITK	3702	protein_coding
STT3A (3703)	ENSG00000134910	STT3A	3703	protein_coding
ITPA (3704)	ENSG00000125877	ITPA	3704	protein_coding
ITPK1 (3705)	ENSG00000100605	ITPK1	3705	protein_coding
ITPKA (3706)	ENSG00000137825	ITPKA	3706	protein_coding
ITPKB (3707)	ENSG00000143772	ITPKB	3707	protein_coding
ITPR1 (3708)	ENSG00000150995	ITPR1	3708	protein_coding
ITPR2 (3709)	ENSG00000123104	ITPR2	3709	protein_coding
ITPR3 (3710)	ENSG00000096433	ITPR3	3710	protein_coding
IVD (3712)	ENSG00000128928	IVD	3712	protein_coding
IVL (3713)	ENSG00000163207	IVL	3713	protein_coding
JAG2 (3714)	ENSG00000184916	JAG2	3714	protein_coding
JAK1 (3716)	ENSG00000162434	JAK1	3716	protein_coding
JAK2 (3717)	ENSG00000096968	JAK2	3717	protein_coding
JAK3 (3718)	ENSG00000105639	JAK3	3718	protein_coding
ARCN1 (372)	ENSG00000095139	ARCN1	372	protein_coding
JARID2 (3720)	ENSG00000008083	JARID2	3720	protein_coding
JUN (3725)	ENSG00000177606	JUN	3725	protein_coding
JUNB (3726)	ENSG00000171223	JUNB	3726	protein_coding
JUND (3727)	ENSG00000130522	JUND	3727	protein_coding
JUP (3728)	ENSG00000173801	JUP	3728	protein_coding
TRIM23 (373)	ENSG00000113595	TRIM23	373	protein_coding
ANOS1 (3730)	ENSG00000011201	ANOS1	3730	protein_coding
GSTK1 (373156)	ENSG00000197448	GSTK1	373156	protein_coding
CD82 (3732)	ENSG00000085117	CD82	3732	protein_coding
KARS1 (3735)	ENSG00000065427	KARS1	3735	protein_coding
KARS (3735)	ENSG00000065427	KARS1	3735	protein_coding
USP50 (373509)	ENSG00000170236	USP50	373509	protein_coding
KCNA1 (3736)	ENSG00000111262	KCNA1	3736	protein_coding
KCNA2 (3737)	ENSG00000177301	KCNA2	3737	protein_coding
KCNA3 (3738)	ENSG00000177272	KCNA3	3738	protein_coding
DND1 (373863)	ENSG00000256453	DND1	373863	protein_coding
KCNA4 (3739)	ENSG00000182255	KCNA4	3739	protein_coding
AREG (374)	ENSG00000109321	AREG	374	protein_coding
KCNA5 (3741)	ENSG00000130037	KCNA5	3741	protein_coding
KCNA6 (3742)	ENSG00000151079	KCNA6	3742	protein_coding
FBXW10B (374286)	ENSG00000241322	CDRT1	374286	protein_coding
CDRT1 (374286)	ENSG00000241322	CDRT1	374286	protein_coding
NDUFS7 (374291)	ENSG00000115286	NDUFS7	374291	protein_coding
KCNA7 (3743)	ENSG00000104848	KCNA7	3743	protein_coding
PTCHD3 (374308)	ENSG00000182077	PTCHD3	374308	polymorphic_pseudogene
NHLRC2 (374354)	ENSG00000196865	NHLRC2	374354	protein_coding
CCDC172 (374355)	ENSG00000182645	CCDC172	374355	protein_coding
GALNT18 (374378)	ENSG00000110328	GALNT18	374378	protein_coding
NCR3LG1 (374383)	ENSG00000188211	NCR3LG1	374383	protein_coding
FAM111B (374393)	ENSG00000189057	FAM111B	374393	protein_coding
TMEM179B (374395)	ENSG00000185475	TMEM179B	374395	protein_coding
KCNA10 (3744)	ENSG00000143105	KCNA10	3744	protein_coding
TBC1D10C (374403)	ENSG00000175463	TBC1D10C	374403	protein_coding
DNAJB13 (374407)	ENSG00000187726	DNAJB13	374407	protein_coding
KRT77 (374454)	ENSG00000189182	KRT77	374454	protein_coding
C12orf42 (374470)	ENSG00000179088	C12orf42	374470	protein_coding
KCNB1 (3745)	ENSG00000158445	KCNB1	3745	protein_coding
ASPG (374569)	ENSG00000166183	ASPG	374569	protein_coding
KCNC1 (3746)	ENSG00000129159	KCNC1	3746	protein_coding
TEX9 (374618)	ENSG00000151575	TEX9	374618	protein_coding
KIF7 (374654)	ENSG00000166813	KIF7	374654	protein_coding
ZNF710 (374655)	ENSG00000140548	ZNF710	374655	protein_coding
HDDC3 (374659)	ENSG00000184508	HDDC3	374659	protein_coding
KCNC2 (3747)	ENSG00000166006	KCNC2	3747	protein_coding
TEPP (374739)	ENSG00000159648	TEPP	374739	protein_coding
SPEM1 (374768)	ENSG00000181323	SPEM1	374768	protein_coding
EFCAB5 (374786)	ENSG00000176927	EFCAB5	374786	protein_coding
KCNC3 (3748)	ENSG00000131398	KCNC3	3748	protein_coding
LRRC37A3 (374819)	ENSG00000176809	LRRC37A3	374819	protein_coding
ANKRD30B (374860)	ENSG00000180777	ANKRD30B	374860	protein_coding
CCDC178 (374864)	ENSG00000166960	CCDC178	374864	protein_coding
ATP9B (374868)	ENSG00000166377	ATP9B	374868	protein_coding
PEAK3 (374872)	ENSG00000188305	PEAK3	374872	protein_coding
HSD11B1L (374875)	ENSG00000167733	HSD11B1L	374875	protein_coding
TEX45 (374877)	ENSG00000198723	TEX45	374877	protein_coding
ZNF699 (374879)	ENSG00000196110	ZNF699	374879	protein_coding
TMEM205 (374882)	ENSG00000105518	TMEM205	374882	protein_coding
YJEFN3 (374887)	ENSG00000250067	YJEFN3	374887	protein_coding
SBSN (374897)	ENSG00000189001	SBSN	374897	protein_coding
ZNF829 (374899)	ENSG00000185869	ZNF829	374899	protein_coding
KCNC4 (3749)	ENSG00000116396	KCNC4	3749	protein_coding
ZNF568 (374900)	ENSG00000198453	ZNF568	374900	protein_coding
B3GNT8 (374907)	ENSG00000177191	B3GNT8	374907	protein_coding
IGFL1 (374918)	ENSG00000188293	IGFL1	374918	protein_coding
ZNF773 (374928)	ENSG00000152439	ZNF773	374928	protein_coding
DRAXIN (374946)	ENSG00000162490	DRAXIN	374946	protein_coding
SPATA21 (374955)	ENSG00000187144	SPATA21	374955	protein_coding
SVBP (374969)	ENSG00000177868	SVBP	374969	protein_coding
TEX38 (374973)	ENSG00000186118	TEX38	374973	protein_coding
MROH7 (374977)	ENSG00000184313	MROH7	374977	protein_coding
MIGA1 (374986)	ENSG00000180488	MIGA1	374986	protein_coding
ARF1 (375)	ENSG00000143761	ARF1	375	protein_coding
KCND1 (3750)	ENSG00000102057	KCND1	3750	protein_coding
PEAR1 (375033)	ENSG00000187800	PEAR1	375033	protein_coding
SFT2D2 (375035)	ENSG00000213064	SFT2D2	375035	protein_coding
MIA3 (375056)	ENSG00000154305	MIA3	375056	protein_coding
STUM (375057)	ENSG00000203685	STUM	375057	protein_coding
FAM89A (375061)	ENSG00000182118	FAM89A	375061	protein_coding
KCND2 (3751)	ENSG00000184408	KCND2	3751	protein_coding
PFN4 (375189)	ENSG00000176732	PFN4	375189	protein_coding
KCND3 (3752)	ENSG00000171385	KCND3	3752	protein_coding
ANKRD36 (375248)	ENSG00000135976	ANKRD36	375248	protein_coding
RBM43 (375287)	ENSG00000184898	RBM43	375287	protein_coding
CERKL (375298)	ENSG00000188452	CERKL	375298	protein_coding
KCNE1 (3753)	ENSG00000180509	KCNE1	3753	protein_coding
CATIP (375307)	ENSG00000158428	CATIP	375307	protein_coding
RBM44 (375316)	ENSG00000177483	RBM44	375316	protein_coding
LHFPL4 (375323)	ENSG00000156959	LHFPL4	375323	protein_coding
TOPAZ1 (375337)	ENSG00000173769	TOPAZ1	375337	protein_coding
C3orf62 (375341)	ENSG00000188315	C3orf62	375341	protein_coding
STIMATE (375346)	ENSG00000213533	STIMATE	375346	protein_coding
NRROS (375387)	ENSG00000174004	NRROS	375387	protein_coding
KCNF1 (3754)	ENSG00000162975	KCNF1	3754	protein_coding
C5orf34 (375444)	ENSG00000172244	C5orf34	375444	protein_coding
MAST4 (375449)	ENSG00000069020	MAST4	375449	protein_coding
SIMC1 (375484)	ENSG00000170085	SIMC1	375484	protein_coding
KCNG1 (3755)	ENSG00000026559	KCNG1	3755	protein_coding
GJB7 (375519)	ENSG00000164411	GJB7	375519	protein_coding
VWC2 (375567)	ENSG00000188730	VWC2	375567	protein_coding
TRIM73 (375593)	ENSG00000178809	TRIM73	375593	protein_coding
KCNH1 (3756)	ENSG00000143473	KCNH1	3756	protein_coding
NAT16 (375607)	ENSG00000167011	NAT16	375607	protein_coding
SLC26A5 (375611)	ENSG00000170615	SLC26A5	375611	protein_coding
SPATC1 (375686)	ENSG00000186583	SPATC1	375686	protein_coding
KCNH2 (3757)	ENSG00000055118	KCNH2	3757	protein_coding
ENHO (375704)	ENSG00000168913	ENHO	375704	protein_coding
PTAR1 (375743)	ENSG00000188647	PTAR1	375743	protein_coding
ERCC6L2 (375748)	ENSG00000182150	ERCC6L2	375748	protein_coding
SWI5 (375757)	ENSG00000175854	SWI5	375757	protein_coding
C9orf50 (375759)	ENSG00000179058	C9orf50	375759	protein_coding
PNPLA7 (375775)	ENSG00000130653	PNPLA7	375775	protein_coding
AGRN (375790)	ENSG00000188157	AGRN	375790	protein_coding
CYSRT1 (375791)	ENSG00000197191	CYSRT1	375791	protein_coding
KCNJ1 (3758)	ENSG00000151704	KCNJ1	3758	protein_coding
KCNJ2 (3759)	ENSG00000123700	KCNJ2	3759	protein_coding
KCNJ3 (3760)	ENSG00000162989	KCNJ3	3760	protein_coding
KCNJ4 (3761)	ENSG00000168135	KCNJ4	3761	protein_coding
LRRC10 (376132)	ENSG00000198812	LRRC10	376132	protein_coding
KCNJ5 (3762)	ENSG00000120457	KCNJ5	3762	protein_coding
RAB15 (376267)	ENSG00000139998	RAB15	376267	protein_coding
KCNJ6 (3763)	ENSG00000157542	KCNJ6	3763	protein_coding
KCNJ8 (3764)	ENSG00000121361	KCNJ8	3764	protein_coding
SLC27A1 (376497)	ENSG00000130304	SLC27A1	376497	protein_coding
KCNJ9 (3765)	ENSG00000162728	KCNJ9	3765	protein_coding
KCNJ10 (3766)	ENSG00000177807	KCNJ10	3766	protein_coding
KCNJ11 (3767)	ENSG00000187486	KCNJ11	3767	protein_coding
KCNJ12 (3768)	ENSG00000184185	KCNJ12	3768	protein_coding
KCNJ13 (3769)	ENSG00000115474	KCNJ13	3769	protein_coding
ZC3H6 (376940)	ENSG00000188177	ZC3H6	376940	protein_coding
ARF3 (377)	ENSG00000134287	ARF3	377	protein_coding
KCNJ14 (3770)	ENSG00000182324	KCNJ14	3770	protein_coding
KLHL30 (377007)	ENSG00000168427	KLHL30	377007	protein_coding
PRSS45 (377047)	ENSG00000188086	PRSS45P	377047	protein_coding
KCNJ15 (3772)	ENSG00000157551	KCNJ15	3772	protein_coding
KCNJ16 (3773)	ENSG00000153822	KCNJ16	3773	protein_coding
KCNK1 (3775)	ENSG00000135750	KCNK1	3775	protein_coding
KCNK2 (3776)	ENSG00000082482	KCNK2	3776	protein_coding
CA13 (377677)	ENSG00000185015	CA13	377677	protein_coding
KCNK3 (3777)	ENSG00000171303	KCNK3	3777	protein_coding
KCNMA1 (3778)	ENSG00000156113	KCNMA1	3778	protein_coding
ENTPD8 (377841)	ENSG00000188833	ENTPD8	377841	protein_coding
KCNMB1 (3779)	ENSG00000145936	KCNMB1	3779	protein_coding
ARF4 (378)	ENSG00000168374	ARF4	378	protein_coding
KCNN1 (3780)	ENSG00000105642	KCNN1	3780	protein_coding
KCNN2 (3781)	ENSG00000080709	KCNN2	3781	protein_coding
KCNN3 (3782)	ENSG00000143603	KCNN3	3782	protein_coding
KCNN4 (3783)	ENSG00000104783	KCNN4	3783	protein_coding
KCNQ1 (3784)	ENSG00000053918	KCNQ1	3784	protein_coding
KCNQ2 (3785)	ENSG00000075043	KCNQ2	3785	protein_coding
KCNQ3 (3786)	ENSG00000184156	KCNQ3	3786	protein_coding
KCNS1 (3787)	ENSG00000124134	KCNS1	3787	protein_coding
CENPS (378708)	ENSG00000175279	CENPS	378708	protein_coding
KCNS2 (3788)	ENSG00000156486	KCNS2	3788	protein_coding
CATSPER4 (378807)	ENSG00000188782	CATSPER4	378807	protein_coding
NHLRC1 (378884)	ENSG00000187566	NHLRC1	378884	protein_coding
RNF148 (378925)	ENSG00000235631	RNF148	378925	protein_coding
ARL4D (379)	ENSG00000175906	ARL4D	379	protein_coding
KCNS3 (3790)	ENSG00000170745	KCNS3	3790	protein_coding
KDR (3791)	ENSG00000128052	KDR	3791	protein_coding
KEL (3792)	ENSG00000197993	KEL	3792	protein_coding
KHK (3795)	ENSG00000138030	KHK	3795	protein_coding
KIF2A (3796)	ENSG00000068796	KIF2A	3796	protein_coding
KIF3C (3797)	ENSG00000084731	KIF3C	3797	protein_coding
KIF5A (3798)	ENSG00000155980	KIF5A	3798	protein_coding
KIF5B (3799)	ENSG00000170759	KIF5B	3799	protein_coding
ACAT1 (38)	ENSG00000075239	ACAT1	38	protein_coding
KIFC3 (3801)	ENSG00000140859	KIFC3	3801	protein_coding
KIR2DL1 (3802)	ENSG00000125498	KIR2DL1	3802	protein_coding
KIR2DL3 (3804)	ENSG00000243772	KIR2DL3	3804	protein_coding
KIR2DL4 (3805)	ENSG00000189013	KIR2DL4	3805	protein_coding
ARF5 (381)	ENSG00000004059	ARF5	381	protein_coding
KIR3DL1 (3811)	ENSG00000167633	KIR3DL1	3811	protein_coding
KIR3DL2 (3812)	ENSG00000240403	KIR3DL2	3812	protein_coding
KISS1 (3814)	ENSG00000170498	KISS1	3814	protein_coding
KIT (3815)	ENSG00000157404	KIT	3815	protein_coding
KLK1 (3816)	ENSG00000167748	KLK1	3816	protein_coding
KLK2 (3817)	ENSG00000167751	KLK2	3817	protein_coding
KLKB1 (3818)	ENSG00000164344	KLKB1	3818	protein_coding
ARF6 (382)	ENSG00000165527	ARF6	382	protein_coding
KLRB1 (3820)	ENSG00000111796	KLRB1	3820	protein_coding
KLRC1 (3821)	ENSG00000134545	KLRC1	3821	protein_coding
KLRC2 (3822)	ENSG00000205809	KLRC2	3822	protein_coding
KLRC3 (3823)	ENSG00000205810	KLRC3	3823	protein_coding
KLRD1 (3824)	ENSG00000134539	KLRD1	3824	protein_coding
KNG1 (3827)	ENSG00000113889	KNG1	3827	protein_coding
ARG1 (383)	ENSG00000118520	ARG1	383	protein_coding
KLC1 (3831)	ENSG00000126214	KLC1	3831	protein_coding
KIF11 (3832)	ENSG00000138160	KIF11	3832	protein_coding
KIFC1 (3833)	ENSG00000237649	KIFC1	3833	protein_coding
KIF25 (3834)	ENSG00000125337	KIF25	3834	protein_coding
KIF22 (3835)	ENSG00000079616	KIF22	3835	protein_coding
KPNA1 (3836)	ENSG00000114030	KPNA1	3836	protein_coding
KPNB1 (3837)	ENSG00000108424	KPNB1	3837	protein_coding
KPNA2 (3838)	ENSG00000182481	KPNA2	3838	protein_coding
KPNA3 (3839)	ENSG00000102753	KPNA3	3839	protein_coding
ARG2 (384)	ENSG00000081181	ARG2	384	protein_coding
KPNA4 (3840)	ENSG00000186432	KPNA4	3840	protein_coding
KPNA5 (3841)	ENSG00000196911	KPNA5	3841	protein_coding
TNPO1 (3842)	ENSG00000083312	TNPO1	3842	protein_coding
IPO5 (3843)	ENSG00000065150	IPO5	3843	protein_coding
KRAS (3845)	ENSG00000133703	KRAS	3845	protein_coding
KRTAP5-9 (3846)	ENSG00000254997	KRTAP5-9	3846	protein_coding
KRT1 (3848)	ENSG00000167768	KRT1	3848	protein_coding
KRT2 (3849)	ENSG00000172867	KRT2	3849	protein_coding
KRT3 (3850)	ENSG00000186442	KRT3	3850	protein_coding
KRT4 (3851)	ENSG00000170477	KRT4	3851	protein_coding
KRT5 (3852)	ENSG00000186081	KRT5	3852	protein_coding
KRT6A (3853)	ENSG00000205420	KRT6A	3853	protein_coding
KRT6B (3854)	ENSG00000185479	KRT6B	3854	protein_coding
KRT7 (3855)	ENSG00000135480	KRT7	3855	protein_coding
KRT8 (3856)	ENSG00000170421	KRT8	3856	protein_coding
KRT9 (3857)	ENSG00000171403	KRT9	3857	protein_coding
KRT10 (3858)	ENSG00000186395	KRT10	3858	protein_coding
KRT12 (3859)	ENSG00000187242	KRT12	3859	protein_coding
KRT13 (3860)	ENSG00000171401	KRT13	3860	protein_coding
KRT14 (3861)	ENSG00000186847	KRT14	3861	protein_coding
KRT15 (3866)	ENSG00000171346	KRT15	3866	protein_coding
KCTD8 (386617)	ENSG00000183783	KCTD8	386617	protein_coding
KCTD4 (386618)	ENSG00000180332	KCTD4	386618	protein_coding
IL31 (386653)	ENSG00000204671	IL31	386653	protein_coding
KRTAP10-6 (386674)	ENSG00000188155	KRTAP10-6	386674	protein_coding
KRTAP10-9 (386676)	ENSG00000221837	KRTAP10-9	386676	protein_coding
KRTAP10-1 (386677)	ENSG00000215455	KRTAP10-1	386677	protein_coding
KRTAP10-11 (386678)	ENSG00000243489	KRTAP10-11	386678	protein_coding
KRTAP10-2 (386679)	ENSG00000205445	KRTAP10-2	386679	protein_coding
KRTAP10-5 (386680)	ENSG00000241123	KRTAP10-5	386680	protein_coding
KRTAP10-8 (386681)	ENSG00000187766	KRTAP10-8	386681	protein_coding
KRTAP10-3 (386682)	ENSG00000212935	KRTAP10-3	386682	protein_coding
KRTAP12-3 (386683)	ENSG00000205439	KRTAP12-3	386683	protein_coding
KRTAP12-4 (386684)	ENSG00000212933	KRTAP12-4	386684	protein_coding
KRTAP10-12 (386685)	ENSG00000189169	KRTAP10-12	386685	protein_coding
AMIGO3 (386724)	ENSG00000176020	AMIGO3	386724	protein_coding
MRGPRG (386746)	ENSG00000182170	MRGPRG	386746	protein_coding
KRT16 (3868)	ENSG00000186832	KRT16	3868	protein_coding
RHOA (387)	ENSG00000067560	RHOA	387	protein_coding
ZKSCAN4 (387032)	ENSG00000187626	ZKSCAN4	387032	protein_coding
SUMO4 (387082)	ENSG00000177688	SUMO4	387082	protein_coding
CENPW (387103)	ENSG00000203760	CENPW	387103	protein_coding
SOGA3 (387104)	ENSG00000214338	SOGA3	387104	protein_coding
CEP85L (387119)	ENSG00000111860	CEP85L	387119	protein_coding
NPSR1 (387129)	ENSG00000187258	NPSR1	387129	protein_coding
KRT17 (3872)	ENSG00000128422	KRT17	3872	protein_coding
C6orf120 (387263)	ENSG00000185127	C6orf120	387263	protein_coding
KRTAP5-1 (387264)	ENSG00000205869	KRTAP5-1	387264	protein_coding
KRTAP5-3 (387266)	ENSG00000196224	KRTAP5-3	387266	protein_coding
KRTAP5-10 (387273)	ENSG00000204572	KRTAP5-10	387273	protein_coding
TBPL2 (387332)	ENSG00000182521	TBPL2	387332	protein_coding
NSUN4 (387338)	ENSG00000117481	NSUN4	387338	protein_coding
THEMIS (387357)	ENSG00000172673	THEMIS	387357	protein_coding
RASL11A (387496)	ENSG00000122035	RASL11A	387496	protein_coding
KRT18 (3875)	ENSG00000111057	KRT18	3875	protein_coding
GPR153 (387509)	ENSG00000158292	GPR153	387509	protein_coding
PEDS1 (387521)	ENSG00000240849	PEDS1	387521	protein_coding
TMEM189 (387521)	ENSG00000240849	PEDS1	387521	protein_coding
ILDR2 (387597)	ENSG00000143195	ILDR2	387597	protein_coding
SLC22A25 (387601)	ENSG00000196600	SLC22A25	387601	protein_coding
SKIDA1 (387640)	ENSG00000180592	SKIDA1	387640	protein_coding
WASHC2A (387680)	ENSG00000099290	WASHC2A	387680	protein_coding
SH2D4B (387694)	ENSG00000178217	SH2D4B	387694	protein_coding
GPR15LG (387695)	ENSG00000188373	C10orf99	387695	protein_coding
C10orf99 (387695)	ENSG00000188373	C10orf99	387695	protein_coding
SLC16A12 (387700)	ENSG00000152779	SLC16A12	387700	protein_coding
CC2D2B (387707)	ENSG00000188649	CC2D2B	387707	protein_coding
ARMS2 (387715)	ENSG00000254636	ARMS2	387715	protein_coding
TEX36 (387718)	ENSG00000175018	TEX36	387718	protein_coding
IFITM5 (387733)	ENSG00000206013	IFITM5	387733	protein_coding
OR56B1 (387748)	ENSG00000181023	OR56B1	387748	protein_coding
INSC (387755)	ENSG00000188487	INSC	387755	protein_coding
FIBIN (387758)	ENSG00000176971	FIBIN	387758	protein_coding
SLC22A10 (387775)	ENSG00000184999	SLC22A10	387775	protein_coding
SPDYC (387778)	ENSG00000204710	SPDYC	387778	protein_coding
LIPT2 (387787)	ENSG00000175536	LIPT2	387787	protein_coding
VSTM5 (387804)	ENSG00000214376	VSTM5	387804	protein_coding
CLEC2A (387836)	ENSG00000188393	CLEC2A	387836	protein_coding
CLEC12B (387837)	ENSG00000256660	CLEC12B	387837	protein_coding
REP15 (387849)	ENSG00000174236	REP15	387849	protein_coding
CCDC184 (387856)	ENSG00000177875	CCDC184	387856	protein_coding
C12orf75 (387882)	ENSG00000235162	C12orf75	387882	protein_coding
CFAP73 (387885)	ENSG00000186710	CFAP73	387885	protein_coding
TMEM233 (387890)	ENSG00000224982	TMEM233	387890	protein_coding
KMT5A (387893)	ENSG00000183955	KMT5A	387893	protein_coding
C1QTNF9B (387911)	ENSG00000205863	C1QTNF9B	387911	protein_coding
SHISA2 (387914)	ENSG00000180730	SHISA2	387914	protein_coding
NHLRC3 (387921)	ENSG00000188811	NHLRC3	387921	protein_coding
SERP2 (387923)	ENSG00000151778	SERP2	387923	protein_coding
TOMM20L (387990)	ENSG00000196860	TOMM20L	387990	protein_coding
RHOB (388)	ENSG00000143878	RHOB	388	protein_coding
KRT19 (3880)	ENSG00000171345	KRT19	3880	protein_coding
RTL1 (388015)	ENSG00000254656	RTL1	388015	protein_coding
TMEM179 (388021)	ENSG00000258986	TMEM179	388021	protein_coding
KRT31 (3881)	ENSG00000094796	KRT31	3881	protein_coding
CCDC9B (388115)	ENSG00000188549	CCDC9B	388115	protein_coding
TNFAIP8L3 (388121)	ENSG00000183578	TNFAIP8L3	388121	protein_coding
C2CD4B (388125)	ENSG00000205502	C2CD4B	388125	protein_coding
INSYN1 (388135)	ENSG00000205363	INSYN1	388135	protein_coding
KRT32 (3882)	ENSG00000108759	KRT32	3882	protein_coding
SBK1 (388228)	ENSG00000188322	SBK1	388228	protein_coding
C16orf87 (388272)	ENSG00000155330	C16orf87	388272	protein_coding
C16orf86 (388284)	ENSG00000159761	C16orf86	388284	protein_coding
KRT33A (3883)	ENSG00000006059	KRT33A	3883	protein_coding
GLTPD2 (388323)	ENSG00000182327	GLTPD2	388323	protein_coding
INCA1 (388324)	ENSG00000196388	INCA1	388324	protein_coding
SCIMP (388325)	ENSG00000161929	SCIMP	388325	protein_coding
SPDYE4 (388333)	ENSG00000183318	SPDYE4	388333	protein_coding
TMEM220 (388335)	ENSG00000187824	TMEM220	388335	protein_coding
SHISA6 (388336)	ENSG00000188803	SHISA6	388336	protein_coding
LRRC75A (388341)	ENSG00000181350	LRRC75A	388341	protein_coding
TMIGD1 (388364)	ENSG00000182271	TMIGD1	388364	protein_coding
C17orf98 (388381)	ENSG00000275489	C17orf98	388381	protein_coding
CCDC103 (388389)	ENSG00000167131	CCDC103	388389	protein_coding
RPRML (388394)	ENSG00000179673	RPRML	388394	protein_coding
KRT33B (3884)	ENSG00000131738	KRT33B	3884	protein_coding
YPEL2 (388403)	ENSG00000175155	YPEL2	388403	protein_coding
BTBD17 (388419)	ENSG00000204347	BTBD17	388419	protein_coding
POTEC (388468)	ENSG00000183206	POTEC	388468	protein_coding
KRT34 (3885)	ENSG00000131737	KRT34	3885	protein_coding
CLEC17A (388512)	ENSG00000187912	CLEC17A	388512	protein_coding
ZNF728 (388523)	ENSG00000269067	ZNF728	388523	protein_coding
RGS9BP (388531)	ENSG00000186326	RGS9BP	388531	protein_coding
KRTDAP (388533)	ENSG00000188508	KRTDAP	388533	protein_coding
ZNF790 (388536)	ENSG00000197863	ZNF790	388536	protein_coding
CEACAM16 (388551)	ENSG00000213892	CEACAM16	388551	protein_coding
BLOC1S3 (388552)	ENSG00000189114	BLOC1S3	388552	protein_coding
IGFL3 (388555)	ENSG00000188624	IGFL3	388555	protein_coding
ZNF808 (388558)	ENSG00000198482	ZNF808	388558	protein_coding
TMEM238 (388564)	ENSG00000233493	TMEM238	388564	protein_coding
ZNF470 (388566)	ENSG00000197016	ZNF470	388566	protein_coding
ZNF749 (388567)	ENSG00000186230	ZNF749	388567	protein_coding
ZNF324B (388569)	ENSG00000249471	ZNF324B	388569	protein_coding
C1QTNF12 (388581)	ENSG00000184163	C1QTNF12	388581	protein_coding
HES5 (388585)	ENSG00000197921	HES5	388585	protein_coding
SMIM1 (388588)	ENSG00000235169	SMIM1	388588	protein_coding
RNF207 (388591)	ENSG00000158286	RNF207	388591	protein_coding
TMEM82 (388595)	ENSG00000162460	TMEM82	388595	protein_coding
KRT35 (3886)	ENSG00000197079	KRT35	3886	protein_coding
TRNP1 (388610)	ENSG00000253368	TRNP1	388610	protein_coding
CD164L2 (388611)	ENSG00000174950	CD164L2	388611	protein_coding
TRABD2B (388630)	ENSG00000269113	TRABD2B	388630	protein_coding
LDLRAD1 (388633)	ENSG00000203985	LDLRAD1	388633	protein_coding
GBP7 (388646)	ENSG00000213512	GBP7	388646	protein_coding
C1orf146 (388649)	ENSG00000203910	C1orf146	388649	protein_coding
FAM69A (388650)	ENSG00000154511	DIPK1A	388650	protein_coding
DIPK1A (388650)	ENSG00000154511	DIPK1A	388650	protein_coding
SLC6A17 (388662)	ENSG00000197106	SLC6A17	388662	protein_coding
LYSMD1 (388695)	ENSG00000163155	LYSMD1	388695	protein_coding
HRNR (388697)	ENSG00000197915	HRNR	388697	protein_coding
FLG2 (388698)	ENSG00000143520	FLG2	388698	protein_coding
KRT81 (3887)	ENSG00000205426	KRT81	3887	protein_coding
C1orf189 (388701)	ENSG00000163263	C1orf189	388701	protein_coding
CFAP141 (388701)	ENSG00000163263	C1orf189	388701	protein_coding
C1orf53 (388722)	ENSG00000203724	C1orf53	388722	protein_coding
TMEM81 (388730)	ENSG00000174529	TMEM81	388730	protein_coding
COA6 (388753)	ENSG00000168275	COA6	388753	protein_coding
FAM209B (388799)	ENSG00000213714	FAM209B	388799	protein_coding
KRT82 (3888)	ENSG00000161850	KRT82	3888	protein_coding
KRTAP26-1 (388818)	ENSG00000197683	KRTAP26-1	388818	protein_coding
LRRC75B (388886)	ENSG00000178026	LRRC75B	388886	protein_coding
KRT83 (3889)	ENSG00000170523	KRT83	3889	protein_coding
MFSD2B (388931)	ENSG00000205639	MFSD2B	388931	protein_coding
PCARE (388939)	ENSG00000179270	PCARE	388939	protein_coding
TMEM247 (388946)	ENSG00000284701	TMEM247	388946	protein_coding
TSPYL6 (388951)	ENSG00000178021	TSPYL6	388951	protein_coding
C2orf78 (388960)	ENSG00000187833	C2orf78	388960	protein_coding
BOLA3 (388962)	ENSG00000163170	BOLA3	388962	protein_coding
C2orf68 (388969)	ENSG00000168887	C2orf68	388969	protein_coding
RHOC (389)	ENSG00000155366	RHOC	389	protein_coding
KRT84 (3890)	ENSG00000161849	KRT84	3890	protein_coding
SLC9A4 (389015)	ENSG00000180251	SLC9A4	389015	protein_coding
SP5 (389058)	ENSG00000204335	SP5	389058	protein_coding
PLEKHM3 (389072)	ENSG00000178385	PLEKHM3	389072	protein_coding
C2orf80 (389073)	ENSG00000188674	C2orf80	389073	protein_coding
RESP18 (389075)	ENSG00000182698	RESP18	389075	protein_coding
SNORC (389084)	ENSG00000182600	SNORC	389084	protein_coding
OR6B2 (389090)	ENSG00000182083	OR6B2	389090	protein_coding
KRT85 (3891)	ENSG00000135443	KRT85	3891	protein_coding
ZNF662 (389114)	ENSG00000182983	ZNF662	389114	protein_coding
CDHR4 (389118)	ENSG00000187492	CDHR4	389118	protein_coding
INKA1 (389119)	ENSG00000185614	INKA1	389119	protein_coding
IQCF2 (389123)	ENSG00000184345	IQCF2	389123	protein_coding
IQCF5 (389124)	ENSG00000214681	IQCF5	389124	protein_coding
MUSTN1 (389125)	ENSG00000272573	MUSTN1	389125	protein_coding
VGLL3 (389136)	ENSG00000206538	VGLL3	389136	protein_coding
PRR23B (389151)	ENSG00000184814	PRR23B	389151	protein_coding
PRR23C (389152)	ENSG00000233701	PRR23C	389152	protein_coding
PLSCR5 (389158)	ENSG00000231213	PLSCR5	389158	protein_coding
